Well,Content,Well Scan: Average (600),
A01,Sample X1,0.072,
A02,Sample X2,0.073,
A03,Sample X3,0.225,
A04,Sample X4,0.188,
A05,Sample X5,0.146,
A06,Sample X6,0.147,
A07,Sample X7,0.149,
A08,Sample X8,0.123,
A09,Sample X9,0.111,
A10,Sample X10,0.105,
A11,Sample X11,0.108,
A12,Sample X12,0.117,
A13,Sample X13,0.129,
A14,Sample X14,0.111,
A15,Sample X15,0.106,
A16,Sample X16,0.109,
A17,Sample X17,0.106,
A18,Sample X18,0.340,
A19,Sample X19,0.341,
A20,Sample X20,0.352,
A21,Sample X21,0.343,
A22,Sample X22,0.372,
A23,Sample X23,0.046,
A24,Sample X24,0.122,
B01,Sample X25,0.052,
B02,Sample X26,0.052,
B03,Sample X27,0.367,
B04,Sample X28,0.340,
B05,Sample X29,0.383,
B06,Sample X30,0.379,
B07,Sample X31,0.366,
B08,Sample X32,0.391,
B09,Sample X33,0.393,
B10,Sample X34,0.375,
B11,Sample X35,0.377,
B12,Sample X36,0.359,
B13,Sample X37,0.363,
B14,Sample X38,0.371,
B15,Sample X39,0.373,
B16,Sample X40,0.375,
B17,Sample X41,0.395,
B18,Sample X42,0.360,
B19,Sample X43,0.368,
B20,Sample X44,0.377,
B21,Sample X45,0.338,
B22,Sample X46,0.356,
B23,Sample X47,0.048,
B24,Sample X48,0.063,
C01,Sample X49,0.055,
C02,Sample X50,0.058,
C03,Sample X51,0.351,
C04,Sample X52,0.385,
C05,Sample X53,0.498,
C06,Sample X54,0.342,
C07,Sample X55,0.093,
C08,Sample X56,0.384,
C09,Sample X57,0.407,
C10,Sample X58,0.342,
C11,Sample X59,0.343,
C12,Sample X60,0.184,
C13,Sample X61,0.378,
C14,Sample X62,0.397,
C15,Sample X63,0.400,
C16,Sample X64,0.386,
C17,Sample X65,0.289,
C18,Sample X66,0.195,
C19,Sample X67,0.382,
C20,Sample X68,0.370,
C21,Sample X69,0.385,
C22,Sample X70,0.371,
C23,Sample X71,0.065,
C24,Sample X72,0.060,
D01,Sample X73,0.063,
D02,Sample X74,0.066,
D03,Sample X75,0.400,
D04,Sample X76,0.350,
D05,Sample X77,0.359,
D06,Sample X78,0.263,
D07,Sample X79,0.392,
D08,Sample X80,0.412,
D09,Sample X81,0.378,
D10,Sample X82,0.349,
D11,Sample X83,0.384,
D12,Sample X84,0.354,
D13,Sample X85,0.361,
D14,Sample X86,0.364,
D15,Sample X87,0.367,
D16,Sample X88,0.365,
D17,Sample X89,0.384,
D18,Sample X90,0.358,
D19,Sample X91,0.343,
D20,Sample X92,0.121,
D21,Sample X93,0.160,
D22,Sample X94,0.253,
D23,Sample X95,0.059,
D24,Sample X96,0.055,
E01,Sample X97,0.057,
E02,Sample X98,0.066,
E03,Sample X99,0.377,
E04,Sample X100,0.327,
E05,Sample X101,0.250,
