Well,Content,Raw Data (600),
A01,Sample X1,0.185,
A02,Sample X2,0.172,
A03,Sample X3,0.216,
A04,Sample X4,0.197,
A05,Sample X5,0.186,
A06,Sample X6,0.185,
A07,Sample X7,0.182,
A08,Sample X8,1.196,
A09,Sample X9,1.081,
A10,Sample X10,0.833,
A11,Sample X11,0.701,
A12,Sample X12,0.500,
A13,Sample X13,0.719,
A14,Sample X14,0.709,
A15,Sample X15,0.642,
A16,Sample X16,0.671,
A17,Sample X17,0.616,
A18,Sample X18,1.383,
A19,Sample X19,1.405,
A20,Sample X20,1.438,
A21,Sample X21,1.387,
A22,Sample X22,1.753,
A23,Sample X23,0.179,
A24,Sample X24,0.180,
B01,Sample X25,0.161,
B02,Sample X26,0.172,
B03,Sample X27,1.045,
B04,Sample X28,1.067,
B05,Sample X29,1.066,
B06,Sample X30,0.987,
B07,Sample X31,1.034,
B08,Sample X32,1.356,
B09,Sample X33,1.252,
B10,Sample X34,1.080,
B11,Sample X35,1.084,
B12,Sample X36,1.094,
B13,Sample X37,1.030,
B14,Sample X38,1.110,
B15,Sample X39,1.186,
B16,Sample X40,1.184,
B17,Sample X41,1.176,
B18,Sample X42,1.077,
B19,Sample X43,1.091,
B20,Sample X44,1.072,
B21,Sample X45,1.202,
B22,Sample X46,1.185,
B23,Sample X47,0.174,
B24,Sample X48,0.176,
C01,Sample X49,0.159,
C02,Sample X50,0.160,
C03,Sample X51,0.278,
C04,Sample X52,0.304,
C05,Sample X53,0.509,
C06,Sample X54,0.352,
C07,Sample X55,0.799,
C08,Sample X56,0.442,
C09,Sample X57,1.092,
C10,Sample X58,0.895,
C11,Sample X59,1.078,
C12,Sample X60,0.932,
C13,Sample X61,0.808,
C14,Sample X62,1.618,
C15,Sample X63,1.107,
C16,Sample X64,0.296,
C17,Sample X65,0.922,
C18,Sample X66,1.330,
C19,Sample X67,0.295,
C20,Sample X68,1.458,
C21,Sample X69,1.227,
C22,Sample X70,1.316,
C23,Sample X71,0.168,
C24,Sample X72,0.166,
D01,Sample X73,0.162,
D02,Sample X74,0.160,
D03,Sample X75,0.798,
D04,Sample X76,0.769,
D05,Sample X77,0.555,
D06,Sample X78,0.851,
D07,Sample X79,0.537,
D08,Sample X80,1.255,
D09,Sample X81,0.616,
D10,Sample X82,0.932,
D11,Sample X83,0.979,
D12,Sample X84,0.800,
D13,Sample X85,0.574,
D14,Sample X86,0.988,
D15,Sample X87,1.104,
D16,Sample X88,0.955,
D17,Sample X89,1.122,
D18,Sample X90,0.893,
