Well,Content,Well Scan: Average (600),
A01,Sample X1,0.059,
A02,Sample X2,0.059,
A03,Sample X3,0.212,
A04,Sample X4,0.203,
A05,Sample X5,0.180,
A06,Sample X6,0.149,
A07,Sample X7,0.114,
A08,Sample X8,0.107,
A09,Sample X9,0.092,
A10,Sample X10,0.096,
A11,Sample X11,0.091,
A12,Sample X12,0.106,
A13,Sample X13,0.105,
A14,Sample X14,0.097,
A15,Sample X15,0.109,
A16,Sample X16,0.111,
A17,Sample X17,0.103,
A18,Sample X18,0.242,
A19,Sample X19,0.192,
A20,Sample X20,0.186,
A21,Sample X21,0.188,
A22,Sample X22,0.188,
A23,Sample X23,0.078,
A24,Sample X24,0.065,
B01,Sample X25,0.059,
B02,Sample X26,0.057,
B03,Sample X27,0.168,
B04,Sample X28,0.202,
B05,Sample X29,0.190,
B06,Sample X30,0.174,
B07,Sample X31,0.219,
B08,Sample X32,0.202,
B09,Sample X33,0.226,
B10,Sample X34,0.215,
B11,Sample X35,0.177,
B12,Sample X36,0.205,
B13,Sample X37,0.213,
B14,Sample X38,0.194,
B15,Sample X39,0.224,
B16,Sample X40,0.240,
B17,Sample X41,0.221,
B18,Sample X42,0.194,
B19,Sample X43,0.193,
B20,Sample X44,0.197,
B21,Sample X45,0.199,
B22,Sample X46,0.202,
B23,Sample X47,0.071,
B24,Sample X48,0.063,
C01,Sample X49,0.059,
C02,Sample X50,0.059,
C03,Sample X51,0.183,
C04,Sample X52,0.181,
C05,Sample X53,0.168,
C06,Sample X54,0.185,
C07,Sample X55,0.191,
C08,Sample X56,0.172,
C09,Sample X57,0.210,
C10,Sample X58,0.201,
C11,Sample X59,0.187,
C12,Sample X60,0.107,
C13,Sample X61,0.129,
C14,Sample X62,0.186,
C15,Sample X63,0.188,
C16,Sample X64,0.207,
C17,Sample X65,0.225,
C18,Sample X66,0.206,
C19,Sample X67,0.195,
C20,Sample X68,0.186,
C21,Sample X69,0.205,
C22,Sample X70,0.130,
C23,Sample X71,0.074,
C24,Sample X72,0.075,
D01,Sample X73,0.058,
D02,Sample X74,0.057,
D03,Sample X75,0.208,
D04,Sample X76,0.183,
D05,Sample X77,0.197,
D06,Sample X78,0.187,
D07,Sample X79,0.183,
D08,Sample X80,0.214,
D09,Sample X81,0.155,
D10,Sample X82,0.192,
D11,Sample X83,0.211,
D12,Sample X84,0.214,
D13,Sample X85,0.150,
D14,Sample X86,0.195,
D15,Sample X87,0.203,
D16,Sample X88,0.109,
D17,Sample X89,0.185,
D18,Sample X90,0.199,
D19,Sample X91,0.185,
D20,Sample X92,0.213,
D21,Sample X93,0.201,
D22,Sample X94,0.218,
D23,Sample X95,0.075,
D24,Sample X96,0.069,
E01,Sample X97,0.063,
E02,Sample X98,0.077,
E03,Sample X99,0.191,
E04,Sample X100,0.177,
E05,Sample X101,0.163,
E06,Sample X102,0.179,
E07,Sample X103,0.163,
E08,Sample X104,0.142,
E09,Sample X105,0.198,
E10,Sample X106,0.107,
E11,Sample X107,0.130,
E12,Sample X108,0.182,
E13,Sample X109,0.223,
E14,Sample X110,0.190,
E15,Sample X111,0.179,
E16,Sample X112,0.192,
E17,Sample X113,0.203,
E18,Sample X114,0.181,
E19,Sample X115,0.189,
E20,Sample X116,0.205,
E21,Sample X117,0.199,
E22,Sample X118,0.195,
E23,Sample X119,0.073,
E24,Sample X120,0.075,
F01,Sample X121,0.061,
F02,Sample X122,0.059,
F03,Sample X123,0.160,
F04,Sample X124,0.151,
F05,Sample X125,0.178,
F06,Sample X126,0.184,
F07,Sample X127,0.195,
F08,Sample X128,0.203,
F09,Sample X129,0.206,
F10,Sample X130,0.235,
F11,Sample X131,0.195,
F12,Sample X132,0.196,
F13,Sample X133,0.090,
F14,Sample X134,0.206,
F15,Sample X135,0.098,
F16,Sample X136,0.249,
F17,Sample X137,0.215,
F18,Sample X138,0.182,
F19,Sample X139,0.208,
F20,Sample X140,0.205,
F21,Sample X141,0.207,
F22,Sample X142,0.207,
F23,Sample X143,0.067,
F24,Sample X144,0.076,
G01,Sample X145,0.060,
G02,Sample X146,0.061,
G03,Sample X147,0.176,
G04,Sample X148,0.189,
G05,Sample X149,0.185,
G06,Sample X150,0.209,
G07,Sample X151,0.124,
G08,Sample X152,0.180,
G09,Sample X153,0.132,
G10,Sample X154,0.205,
G11,Sample X155,0.205,
G12,Sample X156,0.272,
G13,Sample X157,0.204,
G14,Sample X158,0.233,
G15,Sample X159,0.218,
G16,Sample X160,0.204,
G17,Sample X161,0.210,
G18,Sample X162,0.203,
G19,Sample X163,0.222,
G20,Sample X164,0.208,
G21,Sample X165,0.197,
G22,Sample X166,0.136,
G23,Sample X167,0.069,
G24,Sample X168,0.097,
H01,Sample X169,0.057,
H02,Sample X170,0.059,
H03,Sample X171,0.191,
H04,Sample X172,0.111,
H05,Sample X173,0.225,
H06,Sample X174,0.178,
H07,Sample X175,0.157,
H08,Sample X176,0.208,
H09,Sample X177,0.208,
H10,Sample X178,0.214,
H11,Sample X179,0.215,
H12,Sample X180,0.233,
H13,Sample X181,0.208,
H14,Sample X182,0.200,
H15,Sample X183,0.198,
H16,Sample X184,0.213,
H17,Sample X185,0.207,
H18,Sample X186,0.196,
H19,Sample X187,0.193,
H20,Sample X188,0.208,
H21,Sample X189,0.210,
H22,Sample X190,0.197,
H23,Sample X191,0.059,
H24,Sample X192,0.084,
I01,Sample X193,0.055,
I02,Sample X194,0.052,
I03,Sample X195,0.149,
I04,Sample X196,0.185,
I05,Sample X197,0.156,
I06,Sample X198,0.195,
I07,Sample X199,0.212,
I08,Sample X200,0.178,
I09,Sample X201,0.113,
I10,Sample X202,0.196,
I11,Sample X203,0.159,
I12,Sample X204,0.173,
I13,Sample X205,0.208,
I14,Sample X206,0.204,
I15,Sample X207,0.165,
I16,Sample X208,0.189,
I17,Sample X209,0.132,
I18,Sample X210,0.208,
I19,Sample X211,0.197,
I20,Sample X212,0.176,
I21,Sample X213,0.120,
I22,Sample X214,0.104,
I23,Sample X215,0.066,
I24,Sample X216,0.092,
J01,Sample X217,0.053,
J02,Sample X218,0.055,
J03,Sample X219,0.190,
J04,Sample X220,0.190,
J05,Sample X221,0.193,
J06,Sample X222,0.270,
J07,Sample X223,0.211,
J08,Sample X224,0.201,
J09,Sample X225,0.236,
J10,Sample X226,0.199,
J11,Sample X227,0.134,
J12,Sample X228,0.203,
J13,Sample X229,0.201,
J14,Sample X230,0.187,
J15,Sample X231,0.199,
J16,Sample X232,0.193,
J17,Sample X233,0.194,
J18,Sample X234,0.206,
J19,Sample X235,0.215,
J20,Sample X236,0.187,
J21,Sample X237,0.210,
J22,Sample X238,0.193,
J23,Sample X239,0.066,
J24,Sample X240,0.090,
K01,Sample X241,0.053,
K02,Sample X242,0.055,
K03,Sample X243,0.152,
K04,Sample X244,0.202,
K05,Sample X245,0.177,
K06,Sample X246,0.181,
K07,Sample X247,0.187,
K08,Sample X248,0.171,
K09,Sample X249,0.184,
K10,Sample X250,0.195,
K11,Sample X251,0.199,
K12,Sample X252,0.195,
K13,Sample X253,0.171,
K14,Sample X254,0.195,
K15,Sample X255,0.120,
K16,Sample X256,0.319,
K17,Sample X257,0.212,
K18,Sample X258,0.142,
K19,Sample X259,0.201,
K20,Sample X260,0.195,
K21,Sample X261,0.157,
K22,Sample X262,0.112,
K23,Sample X263,0.064,
K24,Sample X264,0.067,
L01,Sample X265,0.054,
L02,Sample X266,0.051,
L03,Sample X267,0.186,
L04,Sample X268,0.162,
L05,Sample X269,0.174,
L06,Sample X270,0.193,
L07,Sample X271,0.201,
L08,Sample X272,0.184,
L09,Sample X273,0.163,
L10,Sample X274,0.200,
L11,Sample X275,0.085,
