Well,Content,Well Scan: Average (600),
A01,Sample X1,0.059,
A02,Sample X2,0.060,
A03,Sample X3,0.130,
A04,Sample X4,0.144,
A05,Sample X5,0.127,
A06,Sample X6,0.113,
A07,Sample X7,0.110,
A08,Sample X8,0.098,
A09,Sample X9,0.086,
A10,Sample X10,0.091,
A11,Sample X11,0.088,
A12,Sample X12,0.117,
A13,Sample X13,0.105,
A14,Sample X14,0.101,
A15,Sample X15,0.109,
A16,Sample X16,0.119,
A17,Sample X17,0.112,
A18,Sample X18,0.184,
A19,Sample X19,0.143,
A20,Sample X20,0.121,
A21,Sample X21,0.124,
A22,Sample X22,0.140,
A23,Sample X23,0.072,
A24,Sample X24,0.060,
B01,Sample X25,0.055,
B02,Sample X26,0.051,
B03,Sample X27,0.111,
B04,Sample X28,0.141,
B05,Sample X29,0.133,
B06,Sample X30,0.123,
B07,Sample X31,0.146,
B08,Sample X32,0.153,
B09,Sample X33,0.157,
B10,Sample X34,0.158,
B11,Sample X35,0.140,
B12,Sample X36,0.155,
B13,Sample X37,0.164,
B14,Sample X38,0.138,
B15,Sample X39,0.166,
B16,Sample X40,0.183,
B17,Sample X41,0.169,
B18,Sample X42,0.148,
B19,Sample X43,0.160,
B20,Sample X44,0.145,
B21,Sample X45,0.148,
B22,Sample X46,0.167,
B23,Sample X47,0.070,
B24,Sample X48,0.070,
C01,Sample X49,0.055,
C02,Sample X50,0.056,
C03,Sample X51,0.134,
C04,Sample X52,0.140,
C05,Sample X53,0.120,
C06,Sample X54,0.143,
C07,Sample X55,0.139,
C08,Sample X56,0.129,
C09,Sample X57,0.157,
C10,Sample X58,0.148,
C11,Sample X59,0.145,
C12,Sample X60,0.104,
C13,Sample X61,0.117,
C14,Sample X62,0.131,
C15,Sample X63,0.139,
C16,Sample X64,0.155,
C17,Sample X65,0.178,
C18,Sample X66,0.149,
C19,Sample X67,0.148,
C20,Sample X68,0.129,
C21,Sample X69,0.147,
C22,Sample X70,0.108,
C23,Sample X71,0.061,
C24,Sample X72,0.062,
D01,Sample X73,0.054,
D02,Sample X74,0.053,
D03,Sample X75,0.159,
D04,Sample X76,0.127,
D05,Sample X77,0.154,
D06,Sample X78,0.148,
D07,Sample X79,0.144,
D08,Sample X80,0.163,
D09,Sample X81,0.123,
D10,Sample X82,0.156,
D11,Sample X83,0.157,
D12,Sample X84,0.163,
D13,Sample X85,0.140,
D14,Sample X86,0.138,
D15,Sample X87,0.176,
D16,Sample X88,0.105,
D17,Sample X89,0.136,
D18,Sample X90,0.155,
D19,Sample X91,0.148,
D20,Sample X92,0.167,
D21,Sample X93,0.160,
D22,Sample X94,0.179,
D23,Sample X95,0.062,
D24,Sample X96,0.062,
E01,Sample X97,0.059,
E02,Sample X98,0.062,
E03,Sample X99,0.142,
E04,Sample X100,0.126,
E05,Sample X101,0.129,
E06,Sample X102,0.134,
E07,Sample X103,0.123,
E08,Sample X104,0.128,
E09,Sample X105,0.152,
E10,Sample X106,0.100,
E11,Sample X107,0.103,
E12,Sample X108,0.136,
E13,Sample X109,0.182,
E14,Sample X110,0.150,
E15,Sample X111,0.128,
E16,Sample X112,0.141,
E17,Sample X113,0.166,
E18,Sample X114,0.130,
E19,Sample X115,0.148,
E20,Sample X116,0.159,
E21,Sample X117,0.146,
E22,Sample X118,0.135,
E23,Sample X119,0.073,
E24,Sample X120,0.068,
F01,Sample X121,0.061,
F02,Sample X122,0.058,
F03,Sample X123,0.117,
F04,Sample X124,0.121,
F05,Sample X125,0.134,
F06,Sample X126,0.135,
F07,Sample X127,0.143,
F08,Sample X128,0.155,
F09,Sample X129,0.158,
F10,Sample X130,0.195,
F11,Sample X131,0.147,
F12,Sample X132,0.147,
F13,Sample X133,0.088,
F14,Sample X134,0.157,
F15,Sample X135,0.102,
F16,Sample X136,0.184,
F17,Sample X137,0.179,
F18,Sample X138,0.132,
F19,Sample X139,0.167,
F20,Sample X140,0.161,
F21,Sample X141,0.163,
F22,Sample X142,0.155,
F23,Sample X143,0.070,
F24,Sample X144,0.066,
G01,Sample X145,0.062,
G02,Sample X146,0.057,
G03,Sample X147,0.130,
G04,Sample X148,0.144,
G05,Sample X149,0.148,
G06,Sample X150,0.162,
