Well,Content,Well Scan: Average (600),
A01,Sample X1,0.062,
A02,Sample X2,0.060,
A03,Sample X3,0.228,
A04,Sample X4,0.221,
A05,Sample X5,0.197,
A06,Sample X6,0.168,
A07,Sample X7,0.118,
A08,Sample X8,0.107,
A09,Sample X9,0.094,
A10,Sample X10,0.097,
A11,Sample X11,0.092,
A12,Sample X12,0.113,
A13,Sample X13,0.106,
A14,Sample X14,0.098,
A15,Sample X15,0.111,
A16,Sample X16,0.110,
A17,Sample X17,0.103,
A18,Sample X18,0.258,
A19,Sample X19,0.205,
A20,Sample X20,0.197,
A21,Sample X21,0.199,
A22,Sample X22,0.206,
A23,Sample X23,0.066,
A24,Sample X24,0.058,
B01,Sample X25,0.061,
B02,Sample X26,0.059,
B03,Sample X27,0.184,
B04,Sample X28,0.217,
B05,Sample X29,0.204,
B06,Sample X30,0.180,
B07,Sample X31,0.236,
B08,Sample X32,0.215,
B09,Sample X33,0.237,
B10,Sample X34,0.231,
B11,Sample X35,0.184,
B12,Sample X36,0.215,
B13,Sample X37,0.219,
B14,Sample X38,0.197,
B15,Sample X39,0.236,
B16,Sample X40,0.248,
B17,Sample X41,0.234,
B18,Sample X42,0.207,
B19,Sample X43,0.194,
B20,Sample X44,0.203,
B21,Sample X45,0.202,
B22,Sample X46,0.221,
B23,Sample X47,0.060,
B24,Sample X48,0.058,
C01,Sample X49,0.059,
C02,Sample X50,0.090,
C03,Sample X51,0.199,
C04,Sample X52,0.193,
C05,Sample X53,0.177,
C06,Sample X54,0.188,
C07,Sample X55,0.202,
C08,Sample X56,0.184,
C09,Sample X57,0.211,
C10,Sample X58,0.203,
C11,Sample X59,0.193,
C12,Sample X60,0.107,
C13,Sample X61,0.126,
C14,Sample X62,0.197,
C15,Sample X63,0.201,
C16,Sample X64,0.219,
C17,Sample X65,0.225,
C18,Sample X66,0.227,
C19,Sample X67,0.187,
C20,Sample X68,0.194,
C21,Sample X69,0.214,
C22,Sample X70,0.129,
C23,Sample X71,0.077,
C24,Sample X72,0.068,
D01,Sample X73,0.057,
D02,Sample X74,0.055,
D03,Sample X75,0.212,
D04,Sample X76,0.193,
D05,Sample X77,0.205,
D06,Sample X78,0.200,
D07,Sample X79,0.192,
D08,Sample X80,0.224,
D09,Sample X81,0.161,
D10,Sample X82,0.190,
D11,Sample X83,0.219,
D12,Sample X84,0.225,
D13,Sample X85,0.155,
D14,Sample X86,0.211,
D15,Sample X87,0.207,
D16,Sample X88,0.102,
D17,Sample X89,0.203,
D18,Sample X90,0.213,
