Well,Content,Raw Data (600),
A01,Sample X1,0.186,
A02,Sample X2,0.173,
A03,Sample X3,0.283,
A04,Sample X4,0.224,
A05,Sample X5,0.196,
A06,Sample X6,0.196,
A07,Sample X7,0.210,
A08,Sample X8,2.013,
A09,Sample X9,1.587,
A10,Sample X10,0.988,
A11,Sample X11,0.877,
A12,Sample X12,0.278,
A13,Sample X13,0.575,
A14,Sample X14,0.774,
A15,Sample X15,0.564,
A16,Sample X16,0.643,
A17,Sample X17,0.543,
A18,Sample X18,2.094,
A19,Sample X19,1.965,
A20,Sample X20,1.837,
A21,Sample X21,2.605,
A22,Sample X22,2.765,
A23,Sample X23,0.184,
A24,Sample X24,0.236,
B01,Sample X25,0.179,
B02,Sample X26,0.186,
B03,Sample X27,1.700,
B04,Sample X28,1.747,
B05,Sample X29,1.913,
B06,Sample X30,1.867,
B07,Sample X31,1.498,
B08,Sample X32,2.213,
B09,Sample X33,1.681,
B10,Sample X34,2.305,
B11,Sample X35,1.474,
B12,Sample X36,2.021,
B13,Sample X37,1.608,
B14,Sample X38,1.748,
B15,Sample X39,1.829,
B16,Sample X40,1.740,
B17,Sample X41,1.985,
B18,Sample X42,1.527,
B19,Sample X43,1.597,
B20,Sample X44,1.573,
B21,Sample X45,1.540,
B22,Sample X46,1.631,
B23,Sample X47,0.169,
B24,Sample X48,0.169,
C01,Sample X49,0.178,
C02,Sample X50,0.177,
C03,Sample X51,0.244,
C04,Sample X52,0.252,
C05,Sample X53,0.562,
C06,Sample X54,0.258,
C07,Sample X55,1.348,
C08,Sample X56,0.505,
C09,Sample X57,1.518,
C10,Sample X58,1.237,
C11,Sample X59,1.452,
C12,Sample X60,1.314,
C13,Sample X61,1.165,
C14,Sample X62,2.277,
C15,Sample X63,1.974,
C16,Sample X64,0.279,
C17,Sample X65,1.875,
C18,Sample X66,1.942,
C19,Sample X67,0.236,
C20,Sample X68,2.309,
C21,Sample X69,2.018,
C22,Sample X70,1.945,
C23,Sample X71,0.170,
C24,Sample X72,0.166,
D01,Sample X73,0.181,
D02,Sample X74,0.178,
D03,Sample X75,1.418,
D04,Sample X76,1.173,
D05,Sample X77,0.513,
D06,Sample X78,1.317,
D07,Sample X79,0.334,
D08,Sample X80,1.693,
D09,Sample X81,0.782,
D10,Sample X82,1.264,
D11,Sample X83,1.319,
D12,Sample X84,1.355,
D13,Sample X85,0.543,
D14,Sample X86,1.592,
D15,Sample X87,1.468,
D16,Sample X88,1.513,
D17,Sample X89,1.740,
D18,Sample X90,1.182,
D19,Sample X91,1.524,
D20,Sample X92,1.349,
D21,Sample X93,1.167,
D22,Sample X94,1.454,
D23,Sample X95,0.167,
D24,Sample X96,0.169,
E01,Sample X97,0.182,
E02,Sample X98,0.173,
E03,Sample X99,1.128,
E04,Sample X100,0.438,
E05,Sample X101,0.379,
E06,Sample X102,0.422,
E07,Sample X103,1.192,
E08,Sample X104,2.293,
E09,Sample X105,0.974,
E10,Sample X106,2.062,
E11,Sample X107,2.278,
E12,Sample X108,0.375,
E13,Sample X109,0.995,
E14,Sample X110,0.382,
E15,Sample X111,0.331,
E16,Sample X112,1.631,
E17,Sample X113,0.564,
E18,Sample X114,2.124,
E19,Sample X115,0.227,
E20,Sample X116,0.621,
E21,Sample X117,2.155,
E22,Sample X118,1.471,
E23,Sample X119,0.165,
E24,Sample X120,0.167,
F01,Sample X121,0.177,
F02,Sample X122,0.171,
F03,Sample X123,0.230,
F04,Sample X124,1.119,
F05,Sample X125,0.356,
F06,Sample X126,1.022,
F07,Sample X127,0.378,
F08,Sample X128,1.391,
F09,Sample X129,1.182,
F10,Sample X130,1.363,
F11,Sample X131,1.318,
F12,Sample X132,1.405,
F13,Sample X133,1.528,
F14,Sample X134,1.517,
F15,Sample X135,1.361,
F16,Sample X136,1.322,
F17,Sample X137,1.489,
F18,Sample X138,1.573,
F19,Sample X139,1.590,
F20,Sample X140,1.774,
F21,Sample X141,2.342,
F22,Sample X142,2.021,
F23,Sample X143,0.174,
F24,Sample X144,0.164,
G01,Sample X145,0.174,
G02,Sample X146,0.176,
G03,Sample X147,0.625,
G04,Sample X148,0.366,
G05,Sample X149,0.649,
G06,Sample X150,0.294,
G07,Sample X151,0.387,
G08,Sample X152,0.328,
G09,Sample X153,0.543,
G10,Sample X154,1.744,
G11,Sample X155,0.394,
G12,Sample X156,0.500,
G13,Sample X157,1.401,
G14,Sample X158,0.523,
G15,Sample X159,1.706,
G16,Sample X160,2.522,
G17,Sample X161,1.978,
G18,Sample X162,2.223,
G19,Sample X163,0.314,
G20,Sample X164,2.092,
G21,Sample X165,2.162,
G22,Sample X166,2.736,
G23,Sample X167,0.176,
G24,Sample X168,0.190,
H01,Sample X169,0.184,
H02,Sample X170,0.188,
H03,Sample X171,0.549,
