Well,Content,Well Scan: Average (600),
A01,Sample X1,0.057,
A02,Sample X2,0.066,
A03,Sample X3,0.448,
A04,Sample X4,0.432,
A05,Sample X5,0.598,
A06,Sample X6,0.378,
A07,Sample X7,0.418,
A08,Sample X8,0.149,
A09,Sample X9,0.096,
A10,Sample X10,0.078,
A11,Sample X11,0.071,
A12,Sample X12,0.081,
A13,Sample X13,0.109,
A14,Sample X14,0.100,
A15,Sample X15,0.078,
A16,Sample X16,0.077,
A17,Sample X17,0.074,
A18,Sample X18,0.507,
A19,Sample X19,0.439,
A20,Sample X20,0.514,
A21,Sample X21,0.517,
A22,Sample X22,0.483,
A23,Sample X23,0.063,
A24,Sample X24,0.052,
B01,Sample X25,0.054,
B02,Sample X26,0.060,
B03,Sample X27,0.075,
B04,Sample X28,0.475,
B05,Sample X29,0.485,
B06,Sample X30,0.440,
B07,Sample X31,0.453,
B08,Sample X32,0.501,
B09,Sample X33,0.460,
B10,Sample X34,0.470,
B11,Sample X35,0.075,
B12,Sample X36,0.416,
B13,Sample X37,0.400,
B14,Sample X38,0.297,
B15,Sample X39,0.450,
B16,Sample X40,0.499,
B17,Sample X41,0.505,
B18,Sample X42,0.411,
B19,Sample X43,0.536,
B20,Sample X44,0.492,
B21,Sample X45,0.451,
B22,Sample X46,0.445,
B23,Sample X47,0.064,
B24,Sample X48,0.061,
C01,Sample X49,0.058,
C02,Sample X50,0.059,
C03,Sample X51,0.454,
C04,Sample X52,0.472,
C05,Sample X53,0.521,
C06,Sample X54,0.444,
C07,Sample X55,0.457,
C08,Sample X56,0.320,
C09,Sample X57,0.518,
C10,Sample X58,0.392,
C11,Sample X59,0.474,
C12,Sample X60,0.077,
C13,Sample X61,0.266,
C14,Sample X62,0.505,
C15,Sample X63,0.453,
C16,Sample X64,0.469,
C17,Sample X65,0.510,
C18,Sample X66,0.454,
C19,Sample X67,0.437,
C20,Sample X68,0.494,
C21,Sample X69,0.473,
C22,Sample X70,0.429,
C23,Sample X71,0.063,
C24,Sample X72,0.061,
D01,Sample X73,0.056,
D02,Sample X74,0.072,
D03,Sample X75,0.146,
D04,Sample X76,0.471,
D05,Sample X77,0.476,
D06,Sample X78,0.460,
D07,Sample X79,0.471,
D08,Sample X80,0.732,
D09,Sample X81,0.462,
D10,Sample X82,0.411,
D11,Sample X83,0.456,
D12,Sample X84,0.390,
D13,Sample X85,0.169,
D14,Sample X86,0.471,
D15,Sample X87,0.203,
D16,Sample X88,0.430,
