Well,Content,Well Scan: Average (600),
A01,Sample X1,0.060,
A02,Sample X2,0.064,
A03,Sample X3,0.560,
A04,Sample X4,0.581,
A05,Sample X5,0.735,
A06,Sample X6,0.498,
A07,Sample X7,0.584,
A08,Sample X8,0.112,
A09,Sample X9,0.079,
A10,Sample X10,0.066,
A11,Sample X11,0.065,
A12,Sample X12,0.075,
A13,Sample X13,0.090,
A14,Sample X14,0.088,
A15,Sample X15,0.066,
A16,Sample X16,0.064,
A17,Sample X17,0.062,
A18,Sample X18,0.556,
A19,Sample X19,0.507,
A20,Sample X20,0.578,
A21,Sample X21,0.556,
A22,Sample X22,0.548,
A23,Sample X23,0.050,
A24,Sample X24,0.052,
B01,Sample X25,0.060,
B02,Sample X26,0.064,
B03,Sample X27,0.128,
B04,Sample X28,0.501,
B05,Sample X29,0.498,
B06,Sample X30,0.458,
B07,Sample X31,0.465,
B08,Sample X32,0.518,
B09,Sample X33,0.483,
B10,Sample X34,0.494,
B11,Sample X35,0.116,
B12,Sample X36,0.461,
B13,Sample X37,0.419,
B14,Sample X38,0.308,
B15,Sample X39,0.479,
B16,Sample X40,0.533,
B17,Sample X41,0.540,
B18,Sample X42,0.448,
B19,Sample X43,0.559,
B20,Sample X44,0.505,
B21,Sample X45,0.482,
B22,Sample X46,0.504,
B23,Sample X47,0.055,
B24,Sample X48,0.050,
C01,Sample X49,0.058,
C02,Sample X50,0.063,
C03,Sample X51,0.472,
C04,Sample X52,0.459,
C05,Sample X53,0.498,
C06,Sample X54,0.425,
C07,Sample X55,0.438,
C08,Sample X56,0.344,
C09,Sample X57,0.474,
C10,Sample X58,0.374,
C11,Sample X59,0.461,
C12,Sample X60,0.105,
C13,Sample X61,0.184,
C14,Sample X62,0.460,
C15,Sample X63,0.428,
C16,Sample X64,0.457,
C17,Sample X65,0.478,
C18,Sample X66,0.506,
C19,Sample X67,0.411,
C20,Sample X68,0.491,
C21,Sample X69,0.451,
C22,Sample X70,0.443,
C23,Sample X71,0.051,
C24,Sample X72,0.054,
D01,Sample X73,0.060,
D02,Sample X74,0.074,
D03,Sample X75,0.209,
D04,Sample X76,0.449,
D05,Sample X77,0.468,
D06,Sample X78,0.433,
D07,Sample X79,0.437,
D08,Sample X80,0.643,
D09,Sample X81,0.328,
D10,Sample X82,0.389,
D11,Sample X83,0.434,
D12,Sample X84,0.390,
D13,Sample X85,0.142,
D14,Sample X86,0.413,
D15,Sample X87,0.235,
D16,Sample X88,0.358,
D17,Sample X89,0.249,
D18,Sample X90,0.320,
D19,Sample X91,0.417,
D20,Sample X92,0.087,
D21,Sample X93,0.111,
D22,Sample X94,0.321,
D23,Sample X95,0.064,
D24,Sample X96,0.054,
E01,Sample X97,0.060,
E02,Sample X98,0.061,
E03,Sample X99,0.507,
E04,Sample X100,0.501,
E05,Sample X101,0.409,
E06,Sample X102,0.402,
E07,Sample X103,0.120,
E08,Sample X104,0.152,
E09,Sample X105,0.470,
E10,Sample X106,0.171,
E11,Sample X107,0.375,
E12,Sample X108,0.147,
E13,Sample X109,0.409,
E14,Sample X110,0.468,
E15,Sample X111,0.158,
E16,Sample X112,0.407,
E17,Sample X113,0.458,
E18,Sample X114,0.117,
E19,Sample X115,0.081,
E20,Sample X116,0.228,
E21,Sample X117,0.465,
E22,Sample X118,0.108,
E23,Sample X119,0.059,
E24,Sample X120,0.057,
F01,Sample X121,0.058,
F02,Sample X122,0.060,
F03,Sample X123,0.315,
F04,Sample X124,0.081,
F05,Sample X125,0.212,
F06,Sample X126,0.382,
F07,Sample X127,0.536,
F08,Sample X128,0.459,
F09,Sample X129,0.433,
F10,Sample X130,0.455,
F11,Sample X131,0.413,
F12,Sample X132,0.410,
F13,Sample X133,0.091,
F14,Sample X134,0.437,
F15,Sample X135,0.349,
F16,Sample X136,0.452,
F17,Sample X137,0.446,
F18,Sample X138,0.127,
F19,Sample X139,0.371,
F20,Sample X140,0.453,
F21,Sample X141,0.450,
F22,Sample X142,0.427,
F23,Sample X143,0.063,
F24,Sample X144,0.087,
G01,Sample X145,0.059,
G02,Sample X146,0.054,
G03,Sample X147,0.393,
G04,Sample X148,0.451,
G05,Sample X149,0.461,
G06,Sample X150,0.382,
G07,Sample X151,0.121,
G08,Sample X152,0.402,
G09,Sample X153,0.435,
G10,Sample X154,0.461,
G11,Sample X155,0.467,
G12,Sample X156,0.441,
G13,Sample X157,0.332,
G14,Sample X158,0.408,
G15,Sample X159,0.415,
G16,Sample X160,0.451,
G17,Sample X161,0.388,
G18,Sample X162,0.419,
G19,Sample X163,0.471,
G20,Sample X164,0.451,
G21,Sample X165,0.444,
G22,Sample X166,0.094,
G23,Sample X167,0.062,
G24,Sample X168,0.061,
H01,Sample X169,0.064,
H02,Sample X170,0.058,
H03,Sample X171,0.421,
H04,Sample X172,0.131,
H05,Sample X173,0.475,
H06,Sample X174,0.395,
H07,Sample X175,0.406,
H08,Sample X176,0.434,
H09,Sample X177,0.469,
H10,Sample X178,0.435,
H11,Sample X179,0.420,
H12,Sample X180,0.401,
H13,Sample X181,0.413,
H14,Sample X182,0.419,
H15,Sample X183,0.433,
H16,Sample X184,0.270,
H17,Sample X185,0.447,
H18,Sample X186,0.415,
H19,Sample X187,0.404,
H20,Sample X188,0.449,
H21,Sample X189,0.402,
H22,Sample X190,0.418,
H23,Sample X191,0.064,
H24,Sample X192,0.093,
I01,Sample X193,0.059,
I02,Sample X194,0.054,
I03,Sample X195,0.350,
I04,Sample X196,0.454,
I05,Sample X197,0.336,
I06,Sample X198,0.449,
I07,Sample X199,0.433,
I08,Sample X200,0.431,
I09,Sample X201,0.110,
I10,Sample X202,0.430,
I11,Sample X203,0.120,
I12,Sample X204,0.330,
I13,Sample X205,0.390,
I14,Sample X206,0.398,
I15,Sample X207,0.111,
I16,Sample X208,0.453,
I17,Sample X209,0.108,
I18,Sample X210,0.141,
I19,Sample X211,0.265,
I20,Sample X212,0.151,
I21,Sample X213,0.108,
I22,Sample X214,0.178,
I23,Sample X215,0.057,
I24,Sample X216,0.055,
J01,Sample X217,0.071,
J02,Sample X218,0.058,
J03,Sample X219,0.475,
J04,Sample X220,0.136,
J05,Sample X221,0.461,
J06,Sample X222,0.137,
J07,Sample X223,0.095,
J08,Sample X224,0.422,
J09,Sample X225,0.373,
J10,Sample X226,0.421,
J11,Sample X227,0.274,
J12,Sample X228,0.402,
J13,Sample X229,0.391,
J14,Sample X230,0.436,
J15,Sample X231,0.475,
J16,Sample X232,0.466,
J17,Sample X233,0.429,
J18,Sample X234,0.428,
J19,Sample X235,0.414,
J20,Sample X236,0.444,
J21,Sample X237,0.456,
J22,Sample X238,0.436,
J23,Sample X239,0.066,
J24,Sample X240,0.057,
K01,Sample X241,0.076,
K02,Sample X242,0.076,
K03,Sample X243,0.109,
K04,Sample X244,0.454,
K05,Sample X245,0.105,
K06,Sample X246,0.236,
K07,Sample X247,0.128,
K08,Sample X248,0.414,
K09,Sample X249,0.113,
K10,Sample X250,0.397,
K11,Sample X251,0.437,
K12,Sample X252,0.385,
K13,Sample X253,0.399,
K14,Sample X254,0.403,
K15,Sample X255,0.185,
K16,Sample X256,0.424,
K17,Sample X257,0.429,
K18,Sample X258,0.079,
K19,Sample X259,0.389,
K20,Sample X260,0.247,
K21,Sample X261,0.220,
K22,Sample X262,0.162,
K23,Sample X263,0.061,
K24,Sample X264,0.051,
L01,Sample X265,0.330,
L02,Sample X266,0.056,
L03,Sample X267,0.479,
L04,Sample X268,0.283,
L05,Sample X269,0.316,
L06,Sample X270,0.447,
L07,Sample X271,0.439,
L08,Sample X272,0.415,
L09,Sample X273,0.160,
L10,Sample X274,0.389,
L11,Sample X275,0.082,
L12,Sample X276,0.372,
L13,Sample X277,0.407,
L14,Sample X278,0.415,
L15,Sample X279,0.416,
L16,Sample X280,0.401,
L17,Sample X281,0.369,
L18,Sample X282,0.477,
L19,Sample X283,0.131,
L20,Sample X284,0.429,
L21,Sample X285,0.429,
L22,Sample X286,0.478,
L23,Sample X287,0.061,
L24,Sample X288,0.063,
M01,Sample X289,0.051,
M02,Sample X290,0.057,
M03,Sample X291,0.473,
M04,Sample X292,0.189,
M05,Sample X293,0.351,
M06,Sample X294,0.434,
M07,Sample X295,0.424,
M08,Sample X296,0.408,
M09,Sample X297,0.449,
M10,Sample X298,0.071,
M11,Sample X299,0.381,
M12,Sample X300,0.366,
M13,Sample X301,0.340,
M14,Sample X302,0.128,
M15,Sample X303,0.176,
M16,Sample X304,0.194,
M17,Sample X305,0.328,
M18,Sample X306,0.397,
M19,Sample X307,0.374,
M20,Sample X308,0.487,
M21,Sample X309,0.456,
M22,Sample X310,0.370,
M23,Sample X311,0.056,
M24,Sample X312,0.049,
N01,Sample X313,0.059,
N02,Sample X314,0.093,
N03,Sample X315,0.514,
N04,Sample X316,0.538,
N05,Sample X317,0.132,
N06,Sample X318,0.416,
N07,Sample X319,0.409,
N08,Sample X320,0.412,
N09,Sample X321,0.439,
N10,Sample X322,0.387,
N11,Sample X323,0.384,
N12,Sample X324,0.401,
N13,Sample X325,0.382,
N14,Sample X326,0.412,
N15,Sample X327,0.302,
N16,Sample X328,0.400,
N17,Sample X329,0.426,
N18,Sample X330,0.414,
N19,Sample X331,0.367,
N20,Sample X332,0.388,
N21,Sample X333,0.464,
N22,Sample X334,0.419,
N23,Sample X335,0.057,
N24,Sample X336,0.050,
O01,Sample X337,0.053,
O02,Sample X338,0.052,
O03,Sample X339,0.511,
O04,Sample X340,0.166,
O05,Sample X341,0.520,
O06,Sample X342,0.144,
O07,Sample X343,0.128,
O08,Sample X344,0.085,
O09,Sample X345,0.409,
O10,Sample X346,0.272,
O11,Sample X347,0.185,
O12,Sample X348,0.388,
O13,Sample X349,0.337,
O14,Sample X350,0.359,
O15,Sample X351,0.414,
O16,Sample X352,0.437,
O17,Sample X353,0.410,
O18,Sample X354,0.424,
O19,Sample X355,0.434,
O20,Sample X356,0.448,
O21,Sample X357,0.449,
O22,Sample X358,0.475,
O23,Sample X359,0.049,
O24,Sample X360,0.046,
P01,Sample X361,0.055,
P02,Sample X362,0.054,
P03,Sample X363,0.154,
P04,Sample X364,0.154,
P05,Sample X365,0.144,
P06,Sample X366,0.088,
P07,Sample X367,0.094,
P08,Sample X368,0.484,
P09,Sample X369,0.422,
P10,Sample X370,0.325,
P11,Sample X371,0.092,
P12,Sample X372,0.090,
P13,Sample X373,0.425,
P14,Sample X374,0.443,
P15,Sample X375,0.488,
P16,Sample X376,0.454,
P17,Sample X377,0.449,
P18,Sample X378,0.465,
P19,Sample X379,0.481,
P20,Sample X380,0.489,
P21,Sample X381,0.510,
