Well,Content,Well Scan: Average (600),
A01,Sample X1,0.065,
A02,Sample X2,0.072,
A03,Sample X3,0.587,
A04,Sample X4,0.603,
A05,Sample X5,0.753,
A06,Sample X6,0.550,
A07,Sample X7,0.615,
A08,Sample X8,0.361,
A09,Sample X9,0.072,
A10,Sample X10,0.064,
A11,Sample X11,0.062,
A12,Sample X12,0.075,
A13,Sample X13,0.081,
A14,Sample X14,0.098,
A15,Sample X15,0.064,
A16,Sample X16,0.062,
A17,Sample X17,0.059,
A18,Sample X18,0.560,
A19,Sample X19,0.568,
A20,Sample X20,0.581,
A21,Sample X21,0.602,
A22,Sample X22,0.621,
A23,Sample X23,0.050,
A24,Sample X24,0.192,
B01,Sample X25,0.064,
B02,Sample X26,0.071,
B03,Sample X27,0.159,
B04,Sample X28,0.510,
B05,Sample X29,0.494,
B06,Sample X30,0.449,
B07,Sample X31,0.489,
B08,Sample X32,0.482,
B09,Sample X33,0.463,
B10,Sample X34,0.466,
B11,Sample X35,0.202,
B12,Sample X36,0.471,
B13,Sample X37,0.431,
B14,Sample X38,0.372,
B15,Sample X39,0.454,
B16,Sample X40,0.467,
B17,Sample X41,0.511,
B18,Sample X42,0.464,
B19,Sample X43,0.577,
B20,Sample X44,0.524,
B21,Sample X45,0.531,
B22,Sample X46,0.558,
B23,Sample X47,0.131,
B24,Sample X48,0.048,
C01,Sample X49,0.241,
C02,Sample X50,0.078,
C03,Sample X51,0.529,
C04,Sample X52,0.485,
C05,Sample X53,0.497,
C06,Sample X54,0.449,
C07,Sample X55,0.420,
C08,Sample X56,0.370,
C09,Sample X57,0.429,
C10,Sample X58,0.433,
C11,Sample X59,0.400,
C12,Sample X60,0.098,
C13,Sample X61,0.145,
C14,Sample X62,0.505,
C15,Sample X63,0.410,
C16,Sample X64,0.428,
C17,Sample X65,0.479,
C18,Sample X66,0.541,
C19,Sample X67,0.490,
C20,Sample X68,0.522,
C21,Sample X69,0.530,
C22,Sample X70,0.533,
C23,Sample X71,0.048,
C24,Sample X72,0.052,
D01,Sample X73,0.064,
D02,Sample X74,0.077,
D03,Sample X75,0.322,
D04,Sample X76,0.493,
D05,Sample X77,0.449,
D06,Sample X78,0.418,
D07,Sample X79,0.438,
D08,Sample X80,0.527,
D09,Sample X81,0.402,
D10,Sample X82,0.353,
D11,Sample X83,0.371,
D12,Sample X84,0.377,
D13,Sample X85,0.192,
D14,Sample X86,0.428,
D15,Sample X87,0.289,
D16,Sample X88,0.259,
D17,Sample X89,0.302,
D18,Sample X90,0.363,
D19,Sample X91,0.462,
D20,Sample X92,0.164,
D21,Sample X93,0.161,
D22,Sample X94,0.359,
D23,Sample X95,0.050,
D24,Sample X96,0.048,
E01,Sample X97,0.065,
E02,Sample X98,0.066,
E03,Sample X99,0.510,
E04,Sample X100,0.478,
E05,Sample X101,0.422,
