Well,Content,Well Scan: Average (600),
A01,Sample X1,0.057,
A02,Sample X2,0.063,
A03,Sample X3,0.386,
A04,Sample X4,0.380,
A05,Sample X5,0.527,
A06,Sample X6,0.312,
A07,Sample X7,0.289,
A08,Sample X8,0.177,
A09,Sample X9,0.114,
A10,Sample X10,0.088,
A11,Sample X11,0.079,
A12,Sample X12,0.087,
A13,Sample X13,0.135,
A14,Sample X14,0.116,
A15,Sample X15,0.090,
A16,Sample X16,0.087,
A17,Sample X17,0.092,
A18,Sample X18,0.482,
A19,Sample X19,0.419,
A20,Sample X20,0.487,
A21,Sample X21,0.489,
A22,Sample X22,0.455,
A23,Sample X23,0.069,
A24,Sample X24,0.057,
B01,Sample X25,0.054,
B02,Sample X26,0.062,
B03,Sample X27,0.075,
B04,Sample X28,0.452,
B05,Sample X29,0.459,
B06,Sample X30,0.422,
B07,Sample X31,0.430,
B08,Sample X32,0.471,
B09,Sample X33,0.466,
B10,Sample X34,0.449,
B11,Sample X35,0.089,
B12,Sample X36,0.404,
B13,Sample X37,0.402,
B14,Sample X38,0.347,
B15,Sample X39,0.435,
B16,Sample X40,0.481,
B17,Sample X41,0.492,
B18,Sample X42,0.407,
B19,Sample X43,0.511,
B20,Sample X44,0.478,
B21,Sample X45,0.440,
B22,Sample X46,0.432,
B23,Sample X47,0.069,
B24,Sample X48,0.068,
C01,Sample X49,0.055,
C02,Sample X50,0.056,
C03,Sample X51,0.438,
C04,Sample X52,0.446,
C05,Sample X53,0.471,
C06,Sample X54,0.426,
C07,Sample X55,0.435,
C08,Sample X56,0.300,
C09,Sample X57,0.506,
C10,Sample X58,0.398,
C11,Sample X59,0.460,
C12,Sample X60,0.096,
C13,Sample X61,0.252,
C14,Sample X62,0.489,
C15,Sample X63,0.447,
C16,Sample X64,0.465,
C17,Sample X65,0.505,
C18,Sample X66,0.461,
C19,Sample X67,0.438,
C20,Sample X68,0.480,
C21,Sample X69,0.463,
C22,Sample X70,0.425,
C23,Sample X71,0.073,
C24,Sample X72,0.075,
D01,Sample X73,0.056,
D02,Sample X74,0.072,
D03,Sample X75,0.157,
D04,Sample X76,0.452,
D05,Sample X77,0.457,
D06,Sample X78,0.438,
D07,Sample X79,0.455,
D08,Sample X80,0.701,
D09,Sample X81,0.426,
D10,Sample X82,0.407,
D11,Sample X83,0.450,
D12,Sample X84,0.390,
D13,Sample X85,0.185,
D14,Sample X86,0.469,
D15,Sample X87,0.200,
D16,Sample X88,0.402,
D17,Sample X89,0.288,
D18,Sample X90,0.382,
D19,Sample X91,0.432,
D20,Sample X92,0.066,
D21,Sample X93,0.092,
D22,Sample X94,0.097,
D23,Sample X95,0.058,
D24,Sample X96,0.062,
E01,Sample X97,0.056,
E02,Sample X98,0.066,
E03,Sample X99,0.347,
E04,Sample X100,0.476,
E05,Sample X101,0.374,
E06,Sample X102,0.396,
E07,Sample X103,0.078,
E08,Sample X104,0.128,
E09,Sample X105,0.441,
E10,Sample X106,0.208,
E11,Sample X107,0.316,
E12,Sample X108,0.133,
E13,Sample X109,0.439,
E14,Sample X110,0.499,
E15,Sample X111,0.145,
E16,Sample X112,0.433,
E17,Sample X113,0.462,
E18,Sample X114,0.177,
E19,Sample X115,0.093,
E20,Sample X116,0.189,
E21,Sample X117,0.456,
E22,Sample X118,0.128,
E23,Sample X119,0.069,
E24,Sample X120,0.072,
F01,Sample X121,0.059,
F02,Sample X122,0.056,
F03,Sample X123,0.296,
F04,Sample X124,0.089,
F05,Sample X125,0.201,
F06,Sample X126,0.390,
F07,Sample X127,0.243,
F08,Sample X128,0.475,
F09,Sample X129,0.375,
F10,Sample X130,0.577,
F11,Sample X131,0.456,
F12,Sample X132,0.432,
F13,Sample X133,0.123,
F14,Sample X134,0.469,
F15,Sample X135,0.270,
F16,Sample X136,0.477,
F17,Sample X137,0.476,
F18,Sample X138,0.105,
F19,Sample X139,0.345,
F20,Sample X140,0.470,
F21,Sample X141,0.457,
F22,Sample X142,0.405,
F23,Sample X143,0.060,
F24,Sample X144,0.094,
G01,Sample X145,0.061,
G02,Sample X146,0.054,
G03,Sample X147,0.402,
G04,Sample X148,0.466,
G05,Sample X149,0.473,
G06,Sample X150,0.411,
G07,Sample X151,0.094,
G08,Sample X152,0.426,
G09,Sample X153,0.428,
G10,Sample X154,0.424,
G11,Sample X155,0.514,
G12,Sample X156,0.439,
G13,Sample X157,0.425,
G14,Sample X158,0.451,
G15,Sample X159,0.401,
G16,Sample X160,0.524,
G17,Sample X161,0.423,
G18,Sample X162,0.458,
G19,Sample X163,0.493,
G20,Sample X164,0.498,
G21,Sample X165,0.384,
G22,Sample X166,0.140,
G23,Sample X167,0.071,
G24,Sample X168,0.075,
H01,Sample X169,0.063,
H02,Sample X170,0.059,
H03,Sample X171,0.370,
H04,Sample X172,0.092,
H05,Sample X173,0.485,
H06,Sample X174,0.418,
H07,Sample X175,0.440,
H08,Sample X176,0.447,
H09,Sample X177,0.454,
H10,Sample X178,0.482,
H11,Sample X179,0.446,
H12,Sample X180,0.436,
H13,Sample X181,0.446,
H14,Sample X182,0.435,
H15,Sample X183,0.456,
H16,Sample X184,0.400,
H17,Sample X185,0.450,
H18,Sample X186,0.452,
H19,Sample X187,0.429,
H20,Sample X188,0.492,
H21,Sample X189,0.450,
H22,Sample X190,0.418,
H23,Sample X191,0.073,
H24,Sample X192,0.098,
I01,Sample X193,0.058,
I02,Sample X194,0.054,
I03,Sample X195,0.088,
I04,Sample X196,0.470,
I05,Sample X197,0.077,
I06,Sample X198,0.463,
I07,Sample X199,0.103,
I08,Sample X200,0.466,
I09,Sample X201,0.084,
I10,Sample X202,0.460,
I11,Sample X203,0.102,
I12,Sample X204,0.215,
I13,Sample X205,0.170,
I14,Sample X206,0.420,
I15,Sample X207,0.095,
I16,Sample X208,0.451,
I17,Sample X209,0.089,
I18,Sample X210,0.173,
I19,Sample X211,0.246,
I20,Sample X212,0.210,
I21,Sample X213,0.084,
I22,Sample X214,0.263,
I23,Sample X215,0.060,
I24,Sample X216,0.064,
J01,Sample X217,0.071,
J02,Sample X218,0.057,
J03,Sample X219,0.452,
J04,Sample X220,0.101,
J05,Sample X221,0.469,
J06,Sample X222,0.123,
J07,Sample X223,0.105,
J08,Sample X224,0.442,
J09,Sample X225,0.454,
J10,Sample X226,0.532,
J11,Sample X227,0.266,
J12,Sample X228,0.391,
J13,Sample X229,0.485,
J14,Sample X230,0.461,
J15,Sample X231,0.498,
J16,Sample X232,0.487,
J17,Sample X233,0.458,
J18,Sample X234,0.440,
J19,Sample X235,0.476,
J20,Sample X236,0.517,
J21,Sample X237,0.464,
J22,Sample X238,0.427,
J23,Sample X239,0.062,
J24,Sample X240,0.060,
K01,Sample X241,0.074,
K02,Sample X242,0.077,
K03,Sample X243,0.090,
K04,Sample X244,0.445,
K05,Sample X245,0.072,
K06,Sample X246,0.219,
K07,Sample X247,0.102,
K08,Sample X248,0.426,
K09,Sample X249,0.083,
K10,Sample X250,0.433,
K11,Sample X251,0.479,
K12,Sample X252,0.415,
K13,Sample X253,0.419,
K14,Sample X254,0.442,
K15,Sample X255,0.209,
K16,Sample X256,0.448,
K17,Sample X257,0.453,
K18,Sample X258,0.086,
K19,Sample X259,0.497,
K20,Sample X260,0.239,
K21,Sample X261,0.194,
K22,Sample X262,0.180,
K23,Sample X263,0.062,
K24,Sample X264,0.062,
L01,Sample X265,0.058,
L02,Sample X266,0.050,
L03,Sample X267,0.424,
L04,Sample X268,0.139,
L05,Sample X269,0.395,
L06,Sample X270,0.418,
L07,Sample X271,0.415,
L08,Sample X272,0.421,
L09,Sample X273,0.166,
L10,Sample X274,0.407,
L11,Sample X275,0.103,
L12,Sample X276,0.403,
L13,Sample X277,0.463,
L14,Sample X278,0.434,
L15,Sample X279,0.435,
L16,Sample X280,0.429,
L17,Sample X281,0.355,
L18,Sample X282,0.459,
L19,Sample X283,0.125,
L20,Sample X284,0.479,
L21,Sample X285,0.424,
L22,Sample X286,0.473,
L23,Sample X287,0.059,
L24,Sample X288,0.063,
M01,Sample X289,0.051,
M02,Sample X290,0.051,
M03,Sample X291,0.433,
M04,Sample X292,0.106,
M05,Sample X293,0.386,
M06,Sample X294,0.394,
M07,Sample X295,0.418,
M08,Sample X296,0.420,
M09,Sample X297,0.465,
M10,Sample X298,0.073,
M11,Sample X299,0.424,
M12,Sample X300,0.408,
M13,Sample X301,0.367,
M14,Sample X302,0.110,
M15,Sample X303,0.190,
M16,Sample X304,0.289,
M17,Sample X305,0.397,
M18,Sample X306,0.416,
M19,Sample X307,0.385,
M20,Sample X308,0.499,
M21,Sample X309,0.456,
M22,Sample X310,0.367,
M23,Sample X311,0.051,
M24,Sample X312,0.050,
N01,Sample X313,0.057,
N02,Sample X314,0.091,
N03,Sample X315,0.440,
N04,Sample X316,0.486,
N05,Sample X317,0.180,
N06,Sample X318,0.406,
N07,Sample X319,0.393,
N08,Sample X320,0.411,
N09,Sample X321,0.440,
N10,Sample X322,0.398,
N11,Sample X323,0.399,
N12,Sample X324,0.425,
N13,Sample X325,0.400,
N14,Sample X326,0.415,
N15,Sample X327,0.356,
N16,Sample X328,0.414,
N17,Sample X329,0.421,
N18,Sample X330,0.427,
N19,Sample X331,0.363,
N20,Sample X332,0.321,
N21,Sample X333,0.455,
N22,Sample X334,0.364,
N23,Sample X335,0.057,
N24,Sample X336,0.052,
O01,Sample X337,0.050,
O02,Sample X338,0.054,
O03,Sample X339,0.419,
O04,Sample X340,0.131,
O05,Sample X341,0.429,
O06,Sample X342,0.107,
O07,Sample X343,0.171,
O08,Sample X344,0.103,
O09,Sample X345,0.398,
O10,Sample X346,0.275,
O11,Sample X347,0.218,
O12,Sample X348,0.314,
O13,Sample X349,0.222,
O14,Sample X350,0.162,
O15,Sample X351,0.408,
O16,Sample X352,0.426,
O17,Sample X353,0.406,
O18,Sample X354,0.428,
O19,Sample X355,0.423,
O20,Sample X356,0.430,
O21,Sample X357,0.420,
O22,Sample X358,0.414,
O23,Sample X359,0.050,
O24,Sample X360,0.048,
P01,Sample X361,0.048,
P02,Sample X362,0.052,
P03,Sample X363,0.179,
P04,Sample X364,0.192,
P05,Sample X365,0.191,
P06,Sample X366,0.124,
P07,Sample X367,0.102,
P08,Sample X368,0.409,
P09,Sample X369,0.399,
P10,Sample X370,0.293,
P11,Sample X371,0.182,
P12,Sample X372,0.145,
P13,Sample X373,0.380,
P14,Sample X374,0.400,
P15,Sample X375,0.441,
P16,Sample X376,0.396,
P17,Sample X377,0.402,
P18,Sample X378,0.415,
P19,Sample X379,0.427,
P20,Sample X380,0.439,
P21,Sample X381,0.435,
P22,Sample X382,0.359,
P23,Sample X383,0.048,
P24,Sample X384,0.051,
