Well,Content,Well Scan: Average (600),
A01,Sample X1,0.064,
A02,Sample X2,0.072,
A03,Sample X3,0.085,
A04,Sample X4,0.092,
A05,Sample X5,0.094,
A06,Sample X6,0.093,
A07,Sample X7,0.093,
A08,Sample X8,0.114,
A09,Sample X9,0.092,
A10,Sample X10,0.083,
A11,Sample X11,0.079,
A12,Sample X12,0.086,
A13,Sample X13,0.088,
A14,Sample X14,0.083,
A15,Sample X15,0.075,
A16,Sample X16,0.072,
A17,Sample X17,0.073,
A18,Sample X18,0.531,
A19,Sample X19,0.594,
A20,Sample X20,0.625,
A21,Sample X21,0.575,
A22,Sample X22,0.545,
A23,Sample X23,0.050,
A24,Sample X24,0.050,
B01,Sample X25,0.061,
B02,Sample X26,0.069,
B03,Sample X27,0.510,
B04,Sample X28,0.486,
B05,Sample X29,0.487,
B06,Sample X30,0.589,
B07,Sample X31,0.461,
B08,Sample X32,0.476,
B09,Sample X33,0.489,
B10,Sample X34,0.458,
B11,Sample X35,0.478,
B12,Sample X36,0.443,
B13,Sample X37,0.540,
B14,Sample X38,0.518,
B15,Sample X39,0.557,
B16,Sample X40,0.507,
B17,Sample X41,0.496,
B18,Sample X42,0.482,
B19,Sample X43,0.439,
B20,Sample X44,0.452,
B21,Sample X45,0.450,
B22,Sample X46,0.489,
B23,Sample X47,0.054,
B24,Sample X48,0.048,
C01,Sample X49,0.063,
C02,Sample X50,0.068,
C03,Sample X51,0.130,
C04,Sample X52,0.071,
C05,Sample X53,0.398,
C06,Sample X54,0.082,
C07,Sample X55,0.510,
C08,Sample X56,0.401,
C09,Sample X57,0.536,
C10,Sample X58,0.504,
C11,Sample X59,0.609,
C12,Sample X60,0.539,
C13,Sample X61,0.458,
C14,Sample X62,0.444,
C15,Sample X63,0.477,
C16,Sample X64,0.072,
C17,Sample X65,0.359,
C18,Sample X66,0.537,
C19,Sample X67,0.451,
C20,Sample X68,0.738,
C21,Sample X69,0.425,
C22,Sample X70,0.466,
C23,Sample X71,0.054,
C24,Sample X72,0.054,
D01,Sample X73,0.078,
D02,Sample X74,0.072,
D03,Sample X75,0.570,
D04,Sample X76,0.513,
D05,Sample X77,0.333,
D06,Sample X78,0.434,
D07,Sample X79,0.304,
D08,Sample X80,0.523,
D09,Sample X81,0.395,
D10,Sample X82,0.552,
D11,Sample X83,0.463,
D12,Sample X84,0.533,
D13,Sample X85,0.351,
D14,Sample X86,0.522,
D15,Sample X87,0.443,
D16,Sample X88,0.500,
D17,Sample X89,0.475,
D18,Sample X90,0.468,
D19,Sample X91,0.504,
D20,Sample X92,0.497,
D21,Sample X93,0.472,
D22,Sample X94,0.532,
D23,Sample X95,0.062,
D24,Sample X96,0.052,
E01,Sample X97,0.063,
E02,Sample X98,0.058,
E03,Sample X99,0.400,
E04,Sample X100,0.397,
E05,Sample X101,0.293,
E06,Sample X102,0.394,
E07,Sample X103,0.519,
E08,Sample X104,0.508,
E09,Sample X105,0.120,
E10,Sample X106,0.351,
E11,Sample X107,0.425,
E12,Sample X108,0.074,
E13,Sample X109,0.390,
E14,Sample X110,0.085,
E15,Sample X111,0.113,
E16,Sample X112,0.443,
E17,Sample X113,0.088,
E18,Sample X114,0.449,
E19,Sample X115,0.057,
E20,Sample X116,0.117,
E21,Sample X117,0.386,
E22,Sample X118,0.283,
E23,Sample X119,0.052,
E24,Sample X120,0.061,
F01,Sample X121,0.063,
F02,Sample X122,0.063,
