Well,Content,Well Scan: Average (600),
A01,Sample X1,0.107,
A02,Sample X2,0.097,
A03,Sample X3,0.132,
A04,Sample X4,0.138,
A05,Sample X5,0.134,
A06,Sample X6,0.146,
A07,Sample X7,0.154,
A08,Sample X8,0.169,
A09,Sample X9,0.172,
A10,Sample X10,0.180,
A11,Sample X11,0.240,
A12,Sample X12,0.244,
A13,Sample X13,0.140,
A14,Sample X14,0.203,
A15,Sample X15,0.205,
A16,Sample X16,0.206,
A17,Sample X17,0.188,
A18,Sample X18,0.148,
A19,Sample X19,0.123,
A20,Sample X20,0.104,
A21,Sample X21,0.104,
A22,Sample X22,0.103,
A23,Sample X23,0.056,
A24,Sample X24,0.066,
B01,Sample X25,0.065,
B02,Sample X26,0.065,
B03,Sample X27,0.190,
B04,Sample X28,0.201,
B05,Sample X29,0.236,
B06,Sample X30,0.220,
B07,Sample X31,0.242,
B08,Sample X32,0.153,
B09,Sample X33,0.326,
B10,Sample X34,0.325,
B11,Sample X35,0.264,
B12,Sample X36,0.185,
B13,Sample X37,0.103,
B14,Sample X38,0.269,
B15,Sample X39,0.241,
B16,Sample X40,0.260,
B17,Sample X41,0.227,
B18,Sample X42,0.255,
B19,Sample X43,0.239,
B20,Sample X44,0.211,
B21,Sample X45,0.183,
B22,Sample X46,0.174,
B23,Sample X47,0.063,
B24,Sample X48,0.059,
C01,Sample X49,0.066,
C02,Sample X50,0.146,
C03,Sample X51,0.197,
C04,Sample X52,0.244,
C05,Sample X53,0.257,
C06,Sample X54,0.247,
C07,Sample X55,0.359,
C08,Sample X56,0.324,
C09,Sample X57,0.310,
C10,Sample X58,0.273,
C11,Sample X59,0.126,
C12,Sample X60,0.239,
C13,Sample X61,0.351,
C14,Sample X62,0.263,
C15,Sample X63,0.305,
C16,Sample X64,0.292,
C17,Sample X65,0.193,
C18,Sample X66,0.310,
C19,Sample X67,0.253,
C20,Sample X68,0.185,
C21,Sample X69,0.218,
C22,Sample X70,0.152,
C23,Sample X71,0.072,
C24,Sample X72,0.070,
D01,Sample X73,0.090,
D02,Sample X74,0.124,
D03,Sample X75,0.269,
D04,Sample X76,0.341,
D05,Sample X77,0.305,
