Well,Content,Well Scan: Average (600),
A01,Sample X1,0.067,
A02,Sample X2,0.079,
A03,Sample X3,0.096,
A04,Sample X4,0.093,
A05,Sample X5,0.094,
A06,Sample X6,0.105,
A07,Sample X7,0.107,
A08,Sample X8,0.113,
A09,Sample X9,0.103,
A10,Sample X10,0.103,
A11,Sample X11,0.098,
A12,Sample X12,0.117,
A13,Sample X13,0.098,
A14,Sample X14,0.085,
A15,Sample X15,0.087,
A16,Sample X16,0.093,
A17,Sample X17,0.097,
A18,Sample X18,0.330,
A19,Sample X19,0.338,
A20,Sample X20,0.298,
A21,Sample X21,0.324,
A22,Sample X22,0.307,
A23,Sample X23,0.081,
A24,Sample X24,0.080,
B01,Sample X25,0.070,
B02,Sample X26,0.073,
B03,Sample X27,0.274,
B04,Sample X28,0.299,
B05,Sample X29,0.284,
B06,Sample X30,0.297,
B07,Sample X31,0.307,
B08,Sample X32,0.314,
B09,Sample X33,0.290,
B10,Sample X34,0.319,
B11,Sample X35,0.336,
B12,Sample X36,0.331,
B13,Sample X37,0.316,
B14,Sample X38,0.380,
B15,Sample X39,0.335,
B16,Sample X40,0.328,
B17,Sample X41,0.334,
B18,Sample X42,0.283,
B19,Sample X43,0.281,
B20,Sample X44,0.328,
B21,Sample X45,0.285,
B22,Sample X46,0.303,
B23,Sample X47,0.082,
B24,Sample X48,0.077,
C01,Sample X49,0.073,
C02,Sample X50,0.080,
C03,Sample X51,0.082,
C04,Sample X52,0.199,
C05,Sample X53,0.264,
C06,Sample X54,0.085,
C07,Sample X55,0.327,
C08,Sample X56,0.226,
C09,Sample X57,0.320,
C10,Sample X58,0.308,
C11,Sample X59,0.323,
C12,Sample X60,0.294,
C13,Sample X61,0.312,
C14,Sample X62,0.253,
C15,Sample X63,0.301,
C16,Sample X64,0.122,
C17,Sample X65,0.192,
C18,Sample X66,0.273,
C19,Sample X67,0.281,
C20,Sample X68,0.285,
C21,Sample X69,0.415,
C22,Sample X70,0.275,
C23,Sample X71,0.075,
C24,Sample X72,0.071,
D01,Sample X73,0.076,
D02,Sample X74,0.083,
D03,Sample X75,0.280,
D04,Sample X76,0.304,
D05,Sample X77,0.240,
D06,Sample X78,0.304,
D07,Sample X79,0.213,
D08,Sample X80,0.340,
D09,Sample X81,0.267,
D10,Sample X82,0.314,
D11,Sample X83,0.288,
D12,Sample X84,0.391,
D13,Sample X85,0.244,
D14,Sample X86,0.320,
D15,Sample X87,0.305,
D16,Sample X88,0.281,
D17,Sample X89,0.332,
D18,Sample X90,0.282,
D19,Sample X91,0.312,
D20,Sample X92,0.268,
D21,Sample X93,0.280,
D22,Sample X94,0.281,
D23,Sample X95,0.099,
D24,Sample X96,0.069,
E01,Sample X97,0.075,
E02,Sample X98,0.079,
E03,Sample X99,0.262,
E04,Sample X100,0.252,
E05,Sample X101,0.193,
E06,Sample X102,0.243,
E07,Sample X103,0.285,
E08,Sample X104,0.313,
E09,Sample X105,0.149,
E10,Sample X106,0.242,
E11,Sample X107,0.198,
E12,Sample X108,0.090,
E13,Sample X109,0.273,
E14,Sample X110,0.105,
E15,Sample X111,0.109,
E16,Sample X112,0.291,
E17,Sample X113,0.129,
E18,Sample X114,0.310,
E19,Sample X115,0.077,
E20,Sample X116,0.168,
E21,Sample X117,0.269,
E22,Sample X118,0.240,
E23,Sample X119,0.063,
E24,Sample X120,0.084,
F01,Sample X121,0.066,
F02,Sample X122,0.076,
F03,Sample X123,0.075,
F04,Sample X124,0.297,
F05,Sample X125,0.122,
F06,Sample X126,0.353,
F07,Sample X127,0.107,
F08,Sample X128,0.326,
F09,Sample X129,0.217,
F10,Sample X130,0.281,
F11,Sample X131,0.291,
F12,Sample X132,0.304,
F13,Sample X133,0.294,
F14,Sample X134,0.308,
F15,Sample X135,0.290,
F16,Sample X136,0.286,
F17,Sample X137,0.276,
F18,Sample X138,0.251,
F19,Sample X139,0.286,
F20,Sample X140,0.301,
F21,Sample X141,0.288,
F22,Sample X142,0.292,
F23,Sample X143,0.075,
F24,Sample X144,0.101,
G01,Sample X145,0.081,
G02,Sample X146,0.062,
G03,Sample X147,0.291,
G04,Sample X148,0.199,
G05,Sample X149,0.258,
G06,Sample X150,0.121,
G07,Sample X151,0.101,
G08,Sample X152,0.141,
G09,Sample X153,0.134,
G10,Sample X154,0.299,
G11,Sample X155,0.092,
G12,Sample X156,0.129,
G13,Sample X157,0.131,
G14,Sample X158,0.168,
G15,Sample X159,0.303,
G16,Sample X160,0.310,
G17,Sample X161,0.299,
G18,Sample X162,0.286,
G19,Sample X163,0.109,
G20,Sample X164,0.182,
G21,Sample X165,0.286,
G22,Sample X166,0.283,
G23,Sample X167,0.081,
G24,Sample X168,0.086,
H01,Sample X169,0.076,
H02,Sample X170,0.055,
H03,Sample X171,0.274,
H04,Sample X172,0.283,
H05,Sample X173,0.257,
H06,Sample X174,0.311,
H07,Sample X175,0.231,
H08,Sample X176,0.305,
H09,Sample X177,0.241,
H10,Sample X178,0.318,
H11,Sample X179,0.301,
H12,Sample X180,0.304,
H13,Sample X181,0.223,
H14,Sample X182,0.312,
H15,Sample X183,0.287,
H16,Sample X184,0.333,
H17,Sample X185,0.292,
H18,Sample X186,0.323,
H19,Sample X187,0.222,
H20,Sample X188,0.316,
H21,Sample X189,0.280,
H22,Sample X190,0.320,
H23,Sample X191,0.079,
H24,Sample X192,0.102,
I01,Sample X193,0.069,
I02,Sample X194,0.065,
I03,Sample X195,0.109,
I04,Sample X196,0.276,
I05,Sample X197,0.335,
I06,Sample X198,0.285,
I07,Sample X199,0.181,
I08,Sample X200,0.104,
I09,Sample X201,0.322,
I10,Sample X202,0.291,
I11,Sample X203,0.188,
I12,Sample X204,0.283,
I13,Sample X205,0.283,
I14,Sample X206,0.301,
I15,Sample X207,0.281,
I16,Sample X208,0.279,
I17,Sample X209,0.241,
I18,Sample X210,0.282,
I19,Sample X211,0.294,
I20,Sample X212,0.164,
I21,Sample X213,0.106,
I22,Sample X214,0.086,
I23,Sample X215,0.083,
I24,Sample X216,0.080,
J01,Sample X217,0.062,
J02,Sample X218,0.056,
J03,Sample X219,0.281,
J04,Sample X220,0.307,
J05,Sample X221,0.199,
J06,Sample X222,0.294,
J07,Sample X223,0.290,
J08,Sample X224,0.304,
J09,Sample X225,0.269,
J10,Sample X226,0.280,
J11,Sample X227,0.116,
J12,Sample X228,0.357,
J13,Sample X229,0.100,
J14,Sample X230,0.290,
J15,Sample X231,0.113,
J16,Sample X232,0.296,
J17,Sample X233,0.253,
J18,Sample X234,0.269,
J19,Sample X235,0.276,
J20,Sample X236,0.289,
J21,Sample X237,0.086,
J22,Sample X238,0.297,
J23,Sample X239,0.082,
J24,Sample X240,0.089,
K01,Sample X241,0.067,
K02,Sample X242,0.065,
K03,Sample X243,0.276,
K04,Sample X244,0.107,
K05,Sample X245,0.286,
K06,Sample X246,0.283,
K07,Sample X247,0.262,
K08,Sample X248,0.287,
K09,Sample X249,0.265,
K10,Sample X250,0.277,
K11,Sample X251,0.272,
K12,Sample X252,0.279,
K13,Sample X253,0.268,
K14,Sample X254,0.345,
K15,Sample X255,0.105,
K16,Sample X256,0.262,
K17,Sample X257,0.272,
K18,Sample X258,0.286,
K19,Sample X259,0.093,
K20,Sample X260,0.279,
K21,Sample X261,0.266,
K22,Sample X262,0.280,
K23,Sample X263,0.059,
K24,Sample X264,0.058,
L01,Sample X265,0.056,
L02,Sample X266,0.059,
L03,Sample X267,0.133,
L04,Sample X268,0.287,
L05,Sample X269,0.277,
L06,Sample X270,0.293,
L07,Sample X271,0.287,
L08,Sample X272,0.300,
L09,Sample X273,0.302,
L10,Sample X274,0.276,
L11,Sample X275,0.274,
L12,Sample X276,0.303,
L13,Sample X277,0.178,
L14,Sample X278,0.302,
L15,Sample X279,0.120,
L16,Sample X280,0.282,
L17,Sample X281,0.271,
L18,Sample X282,0.333,
L19,Sample X283,0.256,
