Well,Content,Well Scan: Average (600),
A01,Sample X1,0.064,
A02,Sample X2,0.073,
A03,Sample X3,0.090,
A04,Sample X4,0.092,
A05,Sample X5,0.085,
A06,Sample X6,0.094,
A07,Sample X7,0.096,
A08,Sample X8,0.107,
A09,Sample X9,0.100,
A10,Sample X10,0.089,
A11,Sample X11,0.085,
A12,Sample X12,0.100,
A13,Sample X13,0.100,
A14,Sample X14,0.097,
A15,Sample X15,0.093,
A16,Sample X16,0.092,
A17,Sample X17,0.086,
A18,Sample X18,0.404,
A19,Sample X19,0.422,
A20,Sample X20,0.378,
A21,Sample X21,0.401,
A22,Sample X22,0.389,
A23,Sample X23,0.084,
A24,Sample X24,0.064,
B01,Sample X25,0.070,
B02,Sample X26,0.076,
B03,Sample X27,0.361,
B04,Sample X28,0.373,
B05,Sample X29,0.360,
B06,Sample X30,0.362,
B07,Sample X31,0.398,
B08,Sample X32,0.387,
B09,Sample X33,0.384,
B10,Sample X34,0.403,
B11,Sample X35,0.434,
B12,Sample X36,0.418,
B13,Sample X37,0.392,
B14,Sample X38,0.445,
B15,Sample X39,0.412,
B16,Sample X40,0.396,
B17,Sample X41,0.402,
B18,Sample X42,0.351,
B19,Sample X43,0.361,
B20,Sample X44,0.405,
B21,Sample X45,0.339,
B22,Sample X46,0.370,
B23,Sample X47,0.092,
B24,Sample X48,0.072,
C01,Sample X49,0.073,
C02,Sample X50,0.076,
C03,Sample X51,0.080,
C04,Sample X52,0.307,
C05,Sample X53,0.320,
C06,Sample X54,0.083,
C07,Sample X55,0.397,
C08,Sample X56,0.302,
C09,Sample X57,0.427,
C10,Sample X58,0.363,
C11,Sample X59,0.390,
C12,Sample X60,0.345,
C13,Sample X61,0.341,
C14,Sample X62,0.316,
C15,Sample X63,0.350,
C16,Sample X64,0.115,
C17,Sample X65,0.237,
C18,Sample X66,0.346,
C19,Sample X67,0.329,
C20,Sample X68,0.371,
C21,Sample X69,0.454,
C22,Sample X70,0.326,
C23,Sample X71,0.080,
C24,Sample X72,0.081,
D01,Sample X73,0.086,
D02,Sample X74,0.082,
D03,Sample X75,0.332,
D04,Sample X76,0.353,
D05,Sample X77,0.289,
D06,Sample X78,0.348,
D07,Sample X79,0.252,
D08,Sample X80,0.378,
D09,Sample X81,0.311,
D10,Sample X82,0.399,
D11,Sample X83,0.361,
D12,Sample X84,0.492,
D13,Sample X85,0.276,
D14,Sample X86,0.388,
D15,Sample X87,0.367,
D16,Sample X88,0.350,
D17,Sample X89,0.378,
D18,Sample X90,0.332,
D19,Sample X91,0.359,
D20,Sample X92,0.318,
D21,Sample X93,0.335,
D22,Sample X94,0.355,
D23,Sample X95,0.099,
D24,Sample X96,0.071,
E01,Sample X97,0.071,
E02,Sample X98,0.078,
