Well,Content,Raw Data (600),
A01,Sample X1,0.245,
A02,Sample X2,0.173,
A03,Sample X3,0.274,
A04,Sample X4,0.268,
A05,Sample X5,0.239,
A06,Sample X6,0.233,
A07,Sample X7,0.227,
A08,Sample X8,1.433,
A09,Sample X9,0.758,
A10,Sample X10,0.427,
A11,Sample X11,0.487,
A12,Sample X12,0.348,
A13,Sample X13,0.417,
A14,Sample X14,0.464,
A15,Sample X15,0.412,
A16,Sample X16,0.431,
A17,Sample X17,0.408,
A18,Sample X18,2.551,
A19,Sample X19,2.038,
A20,Sample X20,3.198,
A21,Sample X21,4.547,
A22,Sample X22,2.098,
A23,Sample X23,0.165,
A24,Sample X24,0.224,
B01,Sample X25,0.168,
B02,Sample X26,0.168,
B03,Sample X27,3.950,
B04,Sample X28,3.485,
B05,Sample X29,3.505,
B06,Sample X30,3.674,
B07,Sample X31,4.300,
B08,Sample X32,4.228,
B09,Sample X33,3.630,
B10,Sample X34,3.841,
B11,Sample X35,3.796,
B12,Sample X36,2.967,
B13,Sample X37,3.720,
B14,Sample X38,3.171,
B15,Sample X39,4.022,
B16,Sample X40,3.186,
B17,Sample X41,0.416,
B18,Sample X42,2.784,
B19,Sample X43,2.234,
B20,Sample X44,2.693,
B21,Sample X45,2.236,
B22,Sample X46,1.833,
B23,Sample X47,0.163,
B24,Sample X48,0.237,
C01,Sample X49,0.175,
C02,Sample X50,0.165,
C03,Sample X51,2.165,
C04,Sample X52,0.845,
C05,Sample X53,0.227,
C06,Sample X54,0.742,
C07,Sample X55,0.213,
C08,Sample X56,1.416,
C09,Sample X57,3.328,
C10,Sample X58,0.832,
C11,Sample X59,0.811,
C12,Sample X60,0.339,
C13,Sample X61,0.276,
C14,Sample X62,1.647,
C15,Sample X63,0.315,
C16,Sample X64,1.137,
C17,Sample X65,0.249,
C18,Sample X66,0.743,
C19,Sample X67,0.814,
C20,Sample X68,0.501,
C21,Sample X69,0.680,
C22,Sample X70,1.977,
C23,Sample X71,0.154,
C24,Sample X72,0.162,
D01,Sample X73,1.304,
D02,Sample X74,0.167,
D03,Sample X75,2.577,
D04,Sample X76,0.244,
D05,Sample X77,0.400,
D06,Sample X78,0.418,
D07,Sample X79,0.463,
D08,Sample X80,1.343,
D09,Sample X81,1.482,
D10,Sample X82,1.422,
D11,Sample X83,1.612,
D12,Sample X84,1.549,
D13,Sample X85,1.635,
D14,Sample X86,1.619,
D15,Sample X87,1.566,
D16,Sample X88,0.649,
D17,Sample X89,0.236,
D18,Sample X90,0.828,
D19,Sample X91,0.953,
D20,Sample X92,0.352,
D21,Sample X93,0.170,
D22,Sample X94,0.248,
D23,Sample X95,0.157,
D24,Sample X96,0.157,
E01,Sample X97,0.171,
E02,Sample X98,0.165,
E03,Sample X99,1.507,
E04,Sample X100,0.992,
E05,Sample X101,0.391,
E06,Sample X102,0.657,
E07,Sample X103,0.608,
E08,Sample X104,0.795,
E09,Sample X105,0.578,
E10,Sample X106,0.308,
E11,Sample X107,0.672,
E12,Sample X108,0.809,
E13,Sample X109,0.589,
E14,Sample X110,0.422,
E15,Sample X111,0.538,
E16,Sample X112,0.487,
E17,Sample X113,0.373,
E18,Sample X114,0.288,
E19,Sample X115,0.242,
E20,Sample X116,0.363,
E21,Sample X117,0.359,
E22,Sample X118,0.256,
E23,Sample X119,0.151,
E24,Sample X120,0.157,
F01,Sample X121,0.179,
F02,Sample X122,0.167,
F03,Sample X123,0.291,
F04,Sample X124,0.881,
F05,Sample X125,0.848,
F06,Sample X126,1.220,
F07,Sample X127,0.373,
F08,Sample X128,1.137,
F09,Sample X129,0.333,
F10,Sample X130,0.304,
F11,Sample X131,0.737,
F12,Sample X132,0.645,
F13,Sample X133,0.328,
F14,Sample X134,0.309,
F15,Sample X135,0.886,
F16,Sample X136,0.610,
F17,Sample X137,0.323,
