Well,Content,Raw Data (600),
A01,Sample X1,0.241,
A02,Sample X2,0.177,
A03,Sample X3,0.276,
A04,Sample X4,0.282,
A05,Sample X5,0.259,
A06,Sample X6,0.239,
A07,Sample X7,0.225,
A08,Sample X8,1.777,
A09,Sample X9,0.697,
A10,Sample X10,0.451,
A11,Sample X11,0.476,
A12,Sample X12,0.343,
A13,Sample X13,0.410,
A14,Sample X14,0.469,
A15,Sample X15,0.407,
A16,Sample X16,0.428,
A17,Sample X17,0.402,
A18,Sample X18,3.738,
A19,Sample X19,3.126,
A20,Sample X20,4.078,
A21,Sample X21,5.774,
A22,Sample X22,2.651,
A23,Sample X23,0.172,
A24,Sample X24,0.218,
B01,Sample X25,0.172,
B02,Sample X26,0.171,
B03,Sample X27,4.662,
B04,Sample X28,4.315,
B05,Sample X29,4.316,
B06,Sample X30,4.165,
B07,Sample X31,4.940,
B08,Sample X32,4.795,
B09,Sample X33,4.534,
B10,Sample X34,5.108,
B11,Sample X35,4.071,
B12,Sample X36,4.057,
B13,Sample X37,4.331,
B14,Sample X38,4.237,
B15,Sample X39,4.724,
B16,Sample X40,4.058,
B17,Sample X41,0.430,
B18,Sample X42,4.047,
B19,Sample X43,2.694,
B20,Sample X44,3.568,
B21,Sample X45,2.826,
B22,Sample X46,2.284,
B23,Sample X47,0.168,
B24,Sample X48,0.227,
C01,Sample X49,0.179,
C02,Sample X50,0.171,
C03,Sample X51,3.123,
C04,Sample X52,1.553,
C05,Sample X53,0.223,
C06,Sample X54,1.122,
C07,Sample X55,0.210,
C08,Sample X56,1.961,
C09,Sample X57,4.589,
C10,Sample X58,1.047,
C11,Sample X59,2.255,
C12,Sample X60,0.331,
C13,Sample X61,0.359,
C14,Sample X62,2.357,
C15,Sample X63,0.308,
C16,Sample X64,1.505,
C17,Sample X65,0.267,
C18,Sample X66,1.337,
C19,Sample X67,0.983,
C20,Sample X68,0.579,
C21,Sample X69,0.975,
C22,Sample X70,2.125,
C23,Sample X71,0.156,
C24,Sample X72,0.165,
D01,Sample X73,1.412,
D02,Sample X74,0.169,
D03,Sample X75,3.541,
D04,Sample X76,0.244,
D05,Sample X77,0.395,
D06,Sample X78,0.458,
D07,Sample X79,0.761,
D08,Sample X80,1.916,
D09,Sample X81,1.983,
D10,Sample X82,1.832,
D11,Sample X83,2.015,
D12,Sample X84,1.973,
D13,Sample X85,2.045,
D14,Sample X86,2.474,
D15,Sample X87,1.963,
D16,Sample X88,0.997,
D17,Sample X89,0.230,
D18,Sample X90,0.989,
D19,Sample X91,0.814,
D20,Sample X92,0.352,
D21,Sample X93,0.170,
D22,Sample X94,0.233,
D23,Sample X95,0.157,
D24,Sample X96,0.158,
E01,Sample X97,0.176,
E02,Sample X98,0.169,
E03,Sample X99,2.074,
E04,Sample X100,1.403,
E05,Sample X101,0.387,
E06,Sample X102,1.067,
E07,Sample X103,1.769,
E08,Sample X104,1.241,
E09,Sample X105,0.608,
E10,Sample X106,0.310,
E11,Sample X107,1.230,
E12,Sample X108,1.010,
E13,Sample X109,1.059,
E14,Sample X110,0.837,
E15,Sample X111,0.759,
E16,Sample X112,0.601,
E17,Sample X113,0.363,
E18,Sample X114,0.273,
E19,Sample X115,0.241,
E20,Sample X116,0.346,
E21,Sample X117,0.349,
E22,Sample X118,0.269,
E23,Sample X119,0.152,
E24,Sample X120,0.157,
F01,Sample X121,0.181,
F02,Sample X122,0.169,
F03,Sample X123,0.395,
F04,Sample X124,1.103,
F05,Sample X125,1.572,
F06,Sample X126,1.116,
F07,Sample X127,0.422,
F08,Sample X128,1.780,
F09,Sample X129,0.337,
F10,Sample X130,0.307,
F11,Sample X131,0.927,
F12,Sample X132,0.945,
F13,Sample X133,0.321,
F14,Sample X134,0.361,
F15,Sample X135,0.966,
F16,Sample X136,0.842,
F17,Sample X137,0.371,
F18,Sample X138,0.171,
F19,Sample X139,0.178,
F20,Sample X140,0.471,
F21,Sample X141,0.468,
F22,Sample X142,0.346,
F23,Sample X143,0.162,
F24,Sample X144,0.155,
G01,Sample X145,0.169,
G02,Sample X146,0.176,
G03,Sample X147,0.846,
G04,Sample X148,0.245,
G05,Sample X149,0.264,
G06,Sample X150,0.295,
G07,Sample X151,0.628,
G08,Sample X152,0.506,
G09,Sample X153,0.583,
G10,Sample X154,0.391,
G11,Sample X155,0.369,
G12,Sample X156,0.439,
G13,Sample X157,0.252,
G14,Sample X158,0.221,
G15,Sample X159,0.422,
G16,Sample X160,0.422,
G17,Sample X161,0.328,
G18,Sample X162,0.196,
G19,Sample X163,0.438,
G20,Sample X164,0.258,
G21,Sample X165,0.320,
G22,Sample X166,0.293,
G23,Sample X167,0.151,
G24,Sample X168,0.239,
H01,Sample X169,0.171,
H02,Sample X170,0.171,
H03,Sample X171,0.974,
H04,Sample X172,0.311,
H05,Sample X173,0.263,
H06,Sample X174,1.060,
H07,Sample X175,0.249,
H08,Sample X176,0.313,
H09,Sample X177,0.701,
H10,Sample X178,0.509,
H11,Sample X179,0.758,
H12,Sample X180,0.280,
H13,Sample X181,0.284,
