Well,Content,Raw Data (600),
A01,Sample X1,0.152,
A02,Sample X2,0.160,
A03,Sample X3,0.179,
A04,Sample X4,0.163,
A05,Sample X5,0.166,
A06,Sample X6,0.166,
A07,Sample X7,0.168,
A08,Sample X8,0.163,
A09,Sample X9,0.163,
A10,Sample X10,0.241,
A11,Sample X11,0.157,
A12,Sample X12,0.160,
A13,Sample X13,0.268,
A14,Sample X14,0.162,
A15,Sample X15,0.161,
A16,Sample X16,0.247,
A17,Sample X17,0.205,
A18,Sample X18,0.909,
A19,Sample X19,1.008,
A20,Sample X20,0.925,
A21,Sample X21,0.841,
A22,Sample X22,0.761,
A23,Sample X23,0.151,
A24,Sample X24,0.162,
B01,Sample X25,0.157,
B02,Sample X26,0.166,
B03,Sample X27,0.926,
B04,Sample X28,1.072,
B05,Sample X29,0.884,
B06,Sample X30,0.454,
B07,Sample X31,0.885,
B08,Sample X32,1.093,
B09,Sample X33,1.220,
B10,Sample X34,0.763,
B11,Sample X35,0.921,
B12,Sample X36,0.935,
B13,Sample X37,0.958,
B14,Sample X38,0.973,
B15,Sample X39,1.043,
B16,Sample X40,0.896,
B17,Sample X41,0.161,
B18,Sample X42,0.867,
B19,Sample X43,0.815,
B20,Sample X44,0.744,
B21,Sample X45,0.627,
B22,Sample X46,0.785,
B23,Sample X47,0.147,
B24,Sample X48,0.145,
C01,Sample X49,0.157,
C02,Sample X50,0.153,
C03,Sample X51,0.162,
C04,Sample X52,0.966,
C05,Sample X53,0.168,
C06,Sample X54,0.200,
C07,Sample X55,0.190,
C08,Sample X56,0.699,
C09,Sample X57,0.954,
C10,Sample X58,0.797,
C11,Sample X59,0.965,
C12,Sample X60,0.190,
C13,Sample X61,0.178,
C14,Sample X62,0.738,
C15,Sample X63,0.382,
C16,Sample X64,0.924,
C17,Sample X65,0.301,
C18,Sample X66,0.875,
C19,Sample X67,0.790,
C20,Sample X68,0.780,
C21,Sample X69,0.800,
C22,Sample X70,0.798,
C23,Sample X71,0.146,
C24,Sample X72,0.150,
D01,Sample X73,0.154,
D02,Sample X74,0.156,
D03,Sample X75,0.792,
D04,Sample X76,0.197,
D05,Sample X77,0.293,
D06,Sample X78,0.867,
D07,Sample X79,0.439,
D08,Sample X80,0.948,
D09,Sample X81,1.077,
D10,Sample X82,0.898,
D11,Sample X83,0.999,
D12,Sample X84,0.952,
D13,Sample X85,0.955,
D14,Sample X86,0.922,
D15,Sample X87,0.859,
D16,Sample X88,0.857,
D17,Sample X89,0.757,
D18,Sample X90,0.863,
D19,Sample X91,0.698,
D20,Sample X92,0.265,
D21,Sample X93,0.249,
D22,Sample X94,0.564,
D23,Sample X95,0.145,
D24,Sample X96,0.147,
E01,Sample X97,0.153,
E02,Sample X98,0.198,
E03,Sample X99,0.779,
E04,Sample X100,0.800,
E05,Sample X101,0.608,
E06,Sample X102,0.617,
E07,Sample X103,0.792,
E08,Sample X104,0.778,
E09,Sample X105,0.178,
E10,Sample X106,0.796,
E11,Sample X107,0.848,
E12,Sample X108,0.750,
E13,Sample X109,0.793,
E14,Sample X110,0.825,
E15,Sample X111,0.891,
E16,Sample X112,0.732,
E17,Sample X113,0.479,
E18,Sample X114,0.220,
E19,Sample X115,0.193,
E20,Sample X116,0.481,
E21,Sample X117,0.736,
E22,Sample X118,0.693,
E23,Sample X119,0.148,
E24,Sample X120,0.143,
F01,Sample X121,0.154,
F02,Sample X122,0.157,
F03,Sample X123,0.569,
F04,Sample X124,0.849,
F05,Sample X125,0.863,
F06,Sample X126,0.696,
F07,Sample X127,0.493,
F08,Sample X128,0.793,
F09,Sample X129,0.309,
F10,Sample X130,0.279,
F11,Sample X131,0.844,
F12,Sample X132,0.733,
F13,Sample X133,0.342,
F14,Sample X134,0.786,
F15,Sample X135,0.736,
F16,Sample X136,0.742,
F17,Sample X137,0.479,
F18,Sample X138,0.230,
F19,Sample X139,0.629,
F20,Sample X140,0.736,
F21,Sample X141,0.184,
F22,Sample X142,0.168,
F23,Sample X143,0.152,
F24,Sample X144,0.143,
G01,Sample X145,0.151,
G02,Sample X146,0.155,
G03,Sample X147,0.737,
G04,Sample X148,0.186,
G05,Sample X149,0.344,
G06,Sample X150,0.196,
G07,Sample X151,0.701,
G08,Sample X152,0.673,
G09,Sample X153,0.707,
G10,Sample X154,0.566,
G11,Sample X155,0.527,
G12,Sample X156,0.581,
G13,Sample X157,0.352,
G14,Sample X158,0.294,
G15,Sample X159,0.318,
G16,Sample X160,0.198,
G17,Sample X161,0.242,
G18,Sample X162,0.214,
G19,Sample X163,0.633,
G20,Sample X164,0.207,
G21,Sample X165,0.626,
G22,Sample X166,0.208,
G23,Sample X167,0.146,
G24,Sample X168,0.236,
H01,Sample X169,0.153,
H02,Sample X170,0.155,
H03,Sample X171,0.723,
H04,Sample X172,0.693,
H05,Sample X173,0.316,
H06,Sample X174,0.727,
H07,Sample X175,0.648,
H08,Sample X176,0.544,
H09,Sample X177,0.781,
H10,Sample X178,0.817,
H11,Sample X179,0.710,
H12,Sample X180,0.626,
H13,Sample X181,0.304,
H14,Sample X182,0.602,
H15,Sample X183,0.635,
H16,Sample X184,0.635,
H17,Sample X185,0.296,
H18,Sample X186,0.624,
H19,Sample X187,0.701,
H20,Sample X188,0.635,
H21,Sample X189,0.730,
H22,Sample X190,0.749,
H23,Sample X191,0.152,
H24,Sample X192,0.209,
I01,Sample X193,0.154,
I02,Sample X194,0.153,
I03,Sample X195,0.760,
I04,Sample X196,0.804,
I05,Sample X197,0.707,
I06,Sample X198,0.721,
I07,Sample X199,0.183,
I08,Sample X200,0.185,
I09,Sample X201,0.720,
I10,Sample X202,0.620,
I11,Sample X203,0.525,
I12,Sample X204,0.674,
I13,Sample X205,0.627,
I14,Sample X206,0.361,
I15,Sample X207,0.657,
I16,Sample X208,0.289,
I17,Sample X209,0.302,
I18,Sample X210,0.501,
I19,Sample X211,0.560,
I20,Sample X212,0.783,
I21,Sample X213,0.698,
I22,Sample X214,0.539,
I23,Sample X215,0.147,
I24,Sample X216,0.148,
J01,Sample X217,0.156,
J02,Sample X218,0.160,
J03,Sample X219,0.204,
J04,Sample X220,0.891,
J05,Sample X221,0.588,
J06,Sample X222,0.711,
J07,Sample X223,0.626,
J08,Sample X224,0.734,
J09,Sample X225,0.676,
J10,Sample X226,0.706,
J11,Sample X227,0.683,
J12,Sample X228,0.664,
J13,Sample X229,0.687,
J14,Sample X230,0.528,
J15,Sample X231,0.728,
J16,Sample X232,0.670,
J17,Sample X233,0.652,
J18,Sample X234,0.668,
J19,Sample X235,0.681,
J20,Sample X236,0.522,
J21,Sample X237,0.673,
J22,Sample X238,0.574,
J23,Sample X239,0.158,
J24,Sample X240,0.150,
K01,Sample X241,0.473,
K02,Sample X242,0.154,
K03,Sample X243,0.763,
K04,Sample X244,0.654,
K05,Sample X245,0.203,
K06,Sample X246,0.522,
K07,Sample X247,0.172,
K08,Sample X248,0.565,
K09,Sample X249,0.676,
K10,Sample X250,0.666,
K11,Sample X251,0.267,
K12,Sample X252,0.595,
K13,Sample X253,0.700,
K14,Sample X254,0.682,
K15,Sample X255,0.303,
K16,Sample X256,0.660,
K17,Sample X257,0.743,
K18,Sample X258,0.683,
K19,Sample X259,0.690,
K20,Sample X260,0.300,
K21,Sample X261,0.243,
K22,Sample X262,0.226,
K23,Sample X263,0.142,
K24,Sample X264,0.154,
L01,Sample X265,0.151,
L02,Sample X266,0.154,
L03,Sample X267,0.202,
L04,Sample X268,0.677,
L05,Sample X269,0.779,
L06,Sample X270,0.732,
L07,Sample X271,0.733,
L08,Sample X272,0.438,
L09,Sample X273,0.518,
L10,Sample X274,0.711,
L11,Sample X275,0.464,
L12,Sample X276,0.214,
L13,Sample X277,0.677,
L14,Sample X278,0.255,
L15,Sample X279,0.501,
L16,Sample X280,0.628,
L17,Sample X281,0.307,
L18,Sample X282,0.605,
L19,Sample X283,0.686,
L20,Sample X284,0.765,
L21,Sample X285,0.853,
L22,Sample X286,0.683,
L23,Sample X287,0.151,
L24,Sample X288,0.150,
M01,Sample X289,0.143,
M02,Sample X290,0.149,
M03,Sample X291,0.169,
M04,Sample X292,0.712,
M05,Sample X293,0.715,
M06,Sample X294,0.698,
M07,Sample X295,0.689,
M08,Sample X296,0.199,
M09,Sample X297,0.196,
M10,Sample X298,0.651,
M11,Sample X299,0.340,
M12,Sample X300,0.188,
M13,Sample X301,0.620,
M14,Sample X302,0.180,
M15,Sample X303,0.173,
M16,Sample X304,0.237,
M17,Sample X305,0.350,
M18,Sample X306,0.222,
M19,Sample X307,0.766,
M20,Sample X308,0.814,
M21,Sample X309,0.786,
M22,Sample X310,0.328,
M23,Sample X311,0.163,
M24,Sample X312,0.143,
N01,Sample X313,0.155,
N02,Sample X314,0.153,
N03,Sample X315,0.609,
N04,Sample X316,0.188,
N05,Sample X317,0.527,
N06,Sample X318,0.343,
N07,Sample X319,0.707,
N08,Sample X320,0.229,
N09,Sample X321,0.165,
N10,Sample X322,0.190,
N11,Sample X323,0.588,
N12,Sample X324,0.411,
N13,Sample X325,0.701,
N14,Sample X326,0.755,
N15,Sample X327,0.645,
N16,Sample X328,0.203,
N17,Sample X329,0.504,
N18,Sample X330,0.744,
N19,Sample X331,0.652,
N20,Sample X332,0.766,
N21,Sample X333,0.185,
N22,Sample X334,0.690,
N23,Sample X335,0.179,
N24,Sample X336,0.143,
O01,Sample X337,0.164,
O02,Sample X338,0.157,
O03,Sample X339,0.913,
O04,Sample X340,0.929,
O05,Sample X341,0.792,
O06,Sample X342,0.606,
O07,Sample X343,0.682,
O08,Sample X344,0.583,
O09,Sample X345,0.565,
O10,Sample X346,0.660,
O11,Sample X347,0.630,
O12,Sample X348,0.614,
O13,Sample X349,0.531,
O14,Sample X350,0.666,
O15,Sample X351,0.637,
O16,Sample X352,0.714,
O17,Sample X353,0.627,
O18,Sample X354,0.663,
O19,Sample X355,0.670,
O20,Sample X356,0.838,
O21,Sample X357,0.773,
O22,Sample X358,0.795,
O23,Sample X359,0.175,
O24,Sample X360,0.161,
P01,Sample X361,0.154,
P02,Sample X362,0.151,
P03,Sample X363,0.199,
P04,Sample X364,0.194,
P05,Sample X365,0.159,
P06,Sample X366,0.180,
P07,Sample X367,0.164,
P08,Sample X368,0.189,
P09,Sample X369,0.181,
P10,Sample X370,0.163,
P11,Sample X371,0.158,
P12,Sample X372,0.161,
P13,Sample X373,0.436,
P14,Sample X374,0.601,
P15,Sample X375,0.563,
P16,Sample X376,0.553,
P17,Sample X377,0.494,
P18,Sample X378,0.715,
P19,Sample X379,0.772,
P20,Sample X380,0.914,
P21,Sample X381,0.892,
P22,Sample X382,0.818,
P23,Sample X383,0.143,
P24,Sample X384,0.190,
