Well,Content,Well Scan: Average (600),
A01,Sample X1,0.050,
A02,Sample X2,0.059,
A03,Sample X3,0.090,
A04,Sample X4,0.100,
A05,Sample X5,0.087,
A06,Sample X6,0.087,
A07,Sample X7,0.086,
A08,Sample X8,0.133,
A09,Sample X9,0.086,
A10,Sample X10,0.114,
A11,Sample X11,0.088,
A12,Sample X12,0.105,
A13,Sample X13,0.093,
A14,Sample X14,0.097,
A15,Sample X15,0.101,
A16,Sample X16,0.087,
A17,Sample X17,0.089,
A18,Sample X18,0.090,
A19,Sample X19,0.090,
A20,Sample X20,0.093,
A21,Sample X21,0.094,
A22,Sample X22,0.101,
A23,Sample X23,0.074,
A24,Sample X24,0.079,
B01,Sample X25,0.056,
B02,Sample X26,0.061,
B03,Sample X27,0.078,
B04,Sample X28,0.091,
B05,Sample X29,0.076,
B06,Sample X30,0.079,
B07,Sample X31,0.083,
B08,Sample X32,0.103,
B09,Sample X33,0.084,
B10,Sample X34,0.084,
B11,Sample X35,0.081,
B12,Sample X36,0.084,
B13,Sample X37,0.084,
B14,Sample X38,0.095,
B15,Sample X39,0.087,
B16,Sample X40,0.106,
B17,Sample X41,0.107,
B18,Sample X42,0.098,
B19,Sample X43,0.093,
B20,Sample X44,0.099,
B21,Sample X45,0.092,
B22,Sample X46,0.096,
B23,Sample X47,0.063,
B24,Sample X48,0.062,
C01,Sample X49,0.058,
C02,Sample X50,0.050,
C03,Sample X51,0.082,
C04,Sample X52,0.097,
C05,Sample X53,0.087,
C06,Sample X54,0.081,
C07,Sample X55,0.085,
C08,Sample X56,0.105,
C09,Sample X57,0.106,
C10,Sample X58,0.088,
C11,Sample X59,0.091,
C12,Sample X60,0.090,
C13,Sample X61,0.097,
C14,Sample X62,0.090,
C15,Sample X63,0.090,
C16,Sample X64,0.114,
C17,Sample X65,0.110,
C18,Sample X66,0.088,
C19,Sample X67,0.084,
C20,Sample X68,0.084,
C21,Sample X69,0.100,
C22,Sample X70,0.096,
C23,Sample X71,0.127,
C24,Sample X72,0.071,
D01,Sample X73,0.140,
D02,Sample X74,0.069,
D03,Sample X75,0.083,
D04,Sample X76,0.085,
D05,Sample X77,0.076,
D06,Sample X78,0.083,
D07,Sample X79,0.095,
D08,Sample X80,0.111,
D09,Sample X81,0.108,
D10,Sample X82,0.084,
D11,Sample X83,0.100,
D12,Sample X84,0.090,
D13,Sample X85,0.099,
D14,Sample X86,0.093,
D15,Sample X87,0.083,
D16,Sample X88,0.085,
D17,Sample X89,0.112,
D18,Sample X90,0.086,
