Well,Content,Well Scan: Average (600),
A01,Sample X1,0.051,
A02,Sample X2,0.063,
A03,Sample X3,0.126,
A04,Sample X4,0.145,
A05,Sample X5,0.119,
A06,Sample X6,0.111,
A07,Sample X7,0.096,
A08,Sample X8,0.146,
A09,Sample X9,0.101,
A10,Sample X10,0.119,
A11,Sample X11,0.101,
A12,Sample X12,0.120,
A13,Sample X13,0.105,
A14,Sample X14,0.107,
A15,Sample X15,0.112,
A16,Sample X16,0.100,
A17,Sample X17,0.104,
A18,Sample X18,0.120,
A19,Sample X19,0.119,
A20,Sample X20,0.123,
A21,Sample X21,0.120,
A22,Sample X22,0.122,
A23,Sample X23,0.057,
A24,Sample X24,0.059,
B01,Sample X25,0.057,
B02,Sample X26,0.064,
B03,Sample X27,0.119,
B04,Sample X28,0.131,
B05,Sample X29,0.119,
B06,Sample X30,0.125,
B07,Sample X31,0.121,
B08,Sample X32,0.141,
B09,Sample X33,0.132,
B10,Sample X34,0.119,
B11,Sample X35,0.124,
B12,Sample X36,0.118,
B13,Sample X37,0.119,
B14,Sample X38,0.119,
B15,Sample X39,0.108,
B16,Sample X40,0.125,
B17,Sample X41,0.141,
B18,Sample X42,0.120,
B19,Sample X43,0.118,
B20,Sample X44,0.124,
B21,Sample X45,0.124,
B22,Sample X46,0.113,
B23,Sample X47,0.058,
B24,Sample X48,0.054,
C01,Sample X49,0.056,
C02,Sample X50,0.056,
C03,Sample X51,0.117,
C04,Sample X52,0.091,
C05,Sample X53,0.109,
C06,Sample X54,0.108,
C07,Sample X55,0.166,
C08,Sample X56,0.117,
C09,Sample X57,0.146,
C10,Sample X58,0.112,
C11,Sample X59,0.111,
C12,Sample X60,0.113,
C13,Sample X61,0.104,
C14,Sample X62,0.110,
C15,Sample X63,0.102,
C16,Sample X64,0.129,
C17,Sample X65,0.126,
C18,Sample X66,0.105,
C19,Sample X67,0.089,
C20,Sample X68,0.093,
C21,Sample X69,0.086,
C22,Sample X70,0.118,
C23,Sample X71,0.103,
C24,Sample X72,0.067,
D01,Sample X73,0.128,
D02,Sample X74,0.077,
D03,Sample X75,0.086,
D04,Sample X76,0.124,
D05,Sample X77,0.105,
D06,Sample X78,0.106,
D07,Sample X79,0.124,
D08,Sample X80,0.135,
D09,Sample X81,0.140,
D10,Sample X82,0.112,
D11,Sample X83,0.106,
D12,Sample X84,0.109,
D13,Sample X85,0.116,
D14,Sample X86,0.115,
D15,Sample X87,0.198,
D16,Sample X88,0.100,
D17,Sample X89,0.123,
D18,Sample X90,0.099,
D19,Sample X91,0.112,
D20,Sample X92,0.096,
D21,Sample X93,0.092,
D22,Sample X94,0.117,
D23,Sample X95,0.075,
D24,Sample X96,0.060,
E01,Sample X97,0.057,
E02,Sample X98,0.056,
E03,Sample X99,0.104,
E04,Sample X100,0.105,
E05,Sample X101,0.101,
E06,Sample X102,0.109,
E07,Sample X103,0.094,
E08,Sample X104,0.120,
E09,Sample X105,0.131,
E10,Sample X106,0.103,
E11,Sample X107,0.111,
E12,Sample X108,0.091,
E13,Sample X109,0.115,
E14,Sample X110,0.099,
E15,Sample X111,0.110,
E16,Sample X112,0.106,
E17,Sample X113,0.118,
E18,Sample X114,0.093,
E19,Sample X115,0.099,
E20,Sample X116,0.091,
E21,Sample X117,0.115,
E22,Sample X118,0.089,
E23,Sample X119,0.056,
E24,Sample X120,0.067,
F01,Sample X121,0.058,
F02,Sample X122,0.083,
F03,Sample X123,0.119,
F04,Sample X124,0.116,
F05,Sample X125,0.112,
F06,Sample X126,0.116,
F07,Sample X127,0.117,
F08,Sample X128,0.109,
F09,Sample X129,0.120,
F10,Sample X130,0.109,
F11,Sample X131,0.109,
F12,Sample X132,0.110,
F13,Sample X133,0.113,
F14,Sample X134,0.123,
F15,Sample X135,0.118,
F16,Sample X136,0.083,
F17,Sample X137,0.083,
F18,Sample X138,0.093,
F19,Sample X139,0.091,
F20,Sample X140,0.092,
F21,Sample X141,0.093,
F22,Sample X142,0.097,
F23,Sample X143,0.062,
F24,Sample X144,0.080,
G01,Sample X145,0.052,
G02,Sample X146,0.085,
G03,Sample X147,0.136,
G04,Sample X148,0.110,
G05,Sample X149,0.115,
G06,Sample X150,0.109,
G07,Sample X151,0.104,
G08,Sample X152,0.101,
G09,Sample X153,0.115,
G10,Sample X154,0.107,
G11,Sample X155,0.098,
G12,Sample X156,0.097,
G13,Sample X157,0.105,
G14,Sample X158,0.109,
G15,Sample X159,0.119,
G16,Sample X160,0.107,
G17,Sample X161,0.098,
G18,Sample X162,0.101,
G19,Sample X163,0.096,
G20,Sample X164,0.085,
G21,Sample X165,0.115,
G22,Sample X166,0.090,
G23,Sample X167,0.060,
G24,Sample X168,0.066,
H01,Sample X169,0.058,
H02,Sample X170,0.065,
H03,Sample X171,0.107,
H04,Sample X172,0.109,
H05,Sample X173,0.100,
H06,Sample X174,0.119,
H07,Sample X175,0.111,
H08,Sample X176,0.100,
H09,Sample X177,0.112,
H10,Sample X178,0.105,
H11,Sample X179,0.122,
H12,Sample X180,0.109,
H13,Sample X181,0.101,
H14,Sample X182,0.098,
H15,Sample X183,0.079,
H16,Sample X184,0.107,
H17,Sample X185,0.081,
H18,Sample X186,0.072,
H19,Sample X187,0.080,
H20,Sample X188,0.095,
H21,Sample X189,0.100,
H22,Sample X190,0.124,
H23,Sample X191,0.066,
H24,Sample X192,0.075,
I01,Sample X193,0.080,
I02,Sample X194,0.077,
I03,Sample X195,0.094,
I04,Sample X196,0.111,
I05,Sample X197,0.104,
I06,Sample X198,0.138,
I07,Sample X199,0.109,
I08,Sample X200,0.116,
I09,Sample X201,0.110,
I10,Sample X202,0.100,
I11,Sample X203,0.112,
I12,Sample X204,0.106,
I13,Sample X205,0.104,
I14,Sample X206,0.094,
I15,Sample X207,0.120,
I16,Sample X208,0.113,
I17,Sample X209,0.093,
I18,Sample X210,0.078,
I19,Sample X211,0.104,
I20,Sample X212,0.077,
I21,Sample X213,0.074,
I22,Sample X214,0.098,
I23,Sample X215,0.051,
I24,Sample X216,0.055,
J01,Sample X217,0.072,
J02,Sample X218,0.051,
J03,Sample X219,0.118,
J04,Sample X220,0.111,
J05,Sample X221,0.074,
J06,Sample X222,0.099,
J07,Sample X223,0.070,
J08,Sample X224,0.097,
J09,Sample X225,0.138,
J10,Sample X226,0.106,
J11,Sample X227,0.079,
J12,Sample X228,0.082,
J13,Sample X229,0.086,
J14,Sample X230,0.082,
J15,Sample X231,0.113,
J16,Sample X232,0.108,
J17,Sample X233,0.096,
J18,Sample X234,0.100,
J19,Sample X235,0.084,
J20,Sample X236,0.081,
J21,Sample X237,0.079,
J22,Sample X238,0.098,
J23,Sample X239,0.060,
J24,Sample X240,0.053,
K01,Sample X241,0.052,
K02,Sample X242,0.055,
K03,Sample X243,0.119,
K04,Sample X244,0.107,
K05,Sample X245,0.097,
K06,Sample X246,0.115,
K07,Sample X247,0.132,
K08,Sample X248,0.111,
K09,Sample X249,0.129,
K10,Sample X250,0.107,
K11,Sample X251,0.099,
K12,Sample X252,0.085,
K13,Sample X253,0.104,
K14,Sample X254,0.097,
K15,Sample X255,0.099,
K16,Sample X256,0.110,
K17,Sample X257,0.122,
K18,Sample X258,0.106,
K19,Sample X259,0.091,
K20,Sample X260,0.099,
K21,Sample X261,0.086,
K22,Sample X262,0.098,
K23,Sample X263,0.064,
K24,Sample X264,0.052,
L01,Sample X265,0.049,
L02,Sample X266,0.050,
L03,Sample X267,0.097,
L04,Sample X268,0.100,
L05,Sample X269,0.069,
L06,Sample X270,0.076,
L07,Sample X271,0.100,
L08,Sample X272,0.112,
L09,Sample X273,0.151,
L10,Sample X274,0.109,
L11,Sample X275,0.111,
L12,Sample X276,0.111,
L13,Sample X277,0.108,
L14,Sample X278,0.113,
L15,Sample X279,0.082,
L16,Sample X280,0.079,
L17,Sample X281,0.134,
L18,Sample X282,0.270,
L19,Sample X283,0.104,
L20,Sample X284,0.100,
L21,Sample X285,0.103,
L22,Sample X286,0.101,
L23,Sample X287,0.047,
L24,Sample X288,0.048,
M01,Sample X289,0.050,
M02,Sample X290,0.046,
M03,Sample X291,0.104,
M04,Sample X292,0.081,
M05,Sample X293,0.082,
M06,Sample X294,0.109,
M07,Sample X295,0.105,
M08,Sample X296,0.101,
M09,Sample X297,0.136,
M10,Sample X298,0.129,
M11,Sample X299,0.102,
M12,Sample X300,0.103,
M13,Sample X301,0.097,
M14,Sample X302,0.101,
M15,Sample X303,0.105,
M16,Sample X304,0.104,
M17,Sample X305,0.106,
M18,Sample X306,0.092,
M19,Sample X307,0.096,
M20,Sample X308,0.101,
M21,Sample X309,0.097,
M22,Sample X310,0.101,
M23,Sample X311,0.046,
M24,Sample X312,0.046,
N01,Sample X313,0.066,
N02,Sample X314,0.055,
N03,Sample X315,0.101,
N04,Sample X316,0.130,
N05,Sample X317,0.119,
N06,Sample X318,0.102,
N07,Sample X319,0.112,
N08,Sample X320,0.103,
N09,Sample X321,0.114,
N10,Sample X322,0.099,
N11,Sample X323,0.122,
N12,Sample X324,0.092,
N13,Sample X325,0.108,
N14,Sample X326,0.130,
N15,Sample X327,0.158,
N16,Sample X328,0.109,
N17,Sample X329,0.131,
N18,Sample X330,0.065,
N19,Sample X331,0.064,
N20,Sample X332,0.098,
N21,Sample X333,0.096,
N22,Sample X334,0.095,
N23,Sample X335,0.057,
N24,Sample X336,0.046,
O01,Sample X337,0.090,
O02,Sample X338,0.073,
O03,Sample X339,0.113,
O04,Sample X340,0.188,
O05,Sample X341,0.127,
O06,Sample X342,0.113,
O07,Sample X343,0.121,
O08,Sample X344,0.133,
O09,Sample X345,0.134,
O10,Sample X346,0.118,
O11,Sample X347,0.125,
O12,Sample X348,0.131,
O13,Sample X349,0.120,
O14,Sample X350,0.131,
O15,Sample X351,0.118,
O16,Sample X352,0.127,
O17,Sample X353,0.126,
O18,Sample X354,0.107,
O19,Sample X355,0.098,
O20,Sample X356,0.098,
O21,Sample X357,0.102,
O22,Sample X358,0.104,
O23,Sample X359,0.048,
O24,Sample X360,0.055,
P01,Sample X361,0.105,
P02,Sample X362,0.052,
P03,Sample X363,0.103,
P04,Sample X364,0.101,
P05,Sample X365,0.103,
P06,Sample X366,0.214,
P07,Sample X367,0.124,
P08,Sample X368,0.102,
P09,Sample X369,0.099,
P10,Sample X370,0.097,
P11,Sample X371,0.094,
P12,Sample X372,0.096,
P13,Sample X373,0.219,
P14,Sample X374,0.115,
P15,Sample X375,0.152,
P16,Sample X376,0.143,
P17,Sample X377,0.131,
P18,Sample X378,0.223,
P19,Sample X379,0.137,
P20,Sample X380,0.134,
P21,Sample X381,0.133,
P22,Sample X382,0.130,
P23,Sample X383,0.080,
P24,Sample X384,0.049,
