Well,Content,Well Scan: Average (600),
A01,Sample X1,0.051,
A02,Sample X2,0.058,
A03,Sample X3,0.116,
A04,Sample X4,0.131,
A05,Sample X5,0.111,
A06,Sample X6,0.107,
A07,Sample X7,0.092,
A08,Sample X8,0.146,
A09,Sample X9,0.098,
A10,Sample X10,0.118,
A11,Sample X11,0.099,
A12,Sample X12,0.120,
A13,Sample X13,0.104,
A14,Sample X14,0.105,
A15,Sample X15,0.114,
A16,Sample X16,0.100,
A17,Sample X17,0.105,
A18,Sample X18,0.111,
A19,Sample X19,0.108,
A20,Sample X20,0.111,
A21,Sample X21,0.109,
A22,Sample X22,0.115,
A23,Sample X23,0.056,
A24,Sample X24,0.058,
B01,Sample X25,0.057,
B02,Sample X26,0.062,
B03,Sample X27,0.109,
B04,Sample X28,0.122,
B05,Sample X29,0.110,
B06,Sample X30,0.115,
B07,Sample X31,0.115,
B08,Sample X32,0.137,
B09,Sample X33,0.124,
B10,Sample X34,0.107,
B11,Sample X35,0.112,
B12,Sample X36,0.110,
B13,Sample X37,0.107,
B14,Sample X38,0.114,
B15,Sample X39,0.107,
B16,Sample X40,0.122,
B17,Sample X41,0.132,
B18,Sample X42,0.114,
B19,Sample X43,0.111,
B20,Sample X44,0.119,
B21,Sample X45,0.119,
B22,Sample X46,0.110,
B23,Sample X47,0.061,
B24,Sample X48,0.055,
C01,Sample X49,0.057,
C02,Sample X50,0.056,
C03,Sample X51,0.105,
C04,Sample X52,0.090,
C05,Sample X53,0.103,
C06,Sample X54,0.103,
C07,Sample X55,0.115,
C08,Sample X56,0.118,
C09,Sample X57,0.135,
C10,Sample X58,0.107,
C11,Sample X59,0.105,
C12,Sample X60,0.108,
C13,Sample X61,0.104,
C14,Sample X62,0.106,
C15,Sample X63,0.100,
C16,Sample X64,0.130,
C17,Sample X65,0.121,
C18,Sample X66,0.101,
C19,Sample X67,0.086,
C20,Sample X68,0.089,
C21,Sample X69,0.085,
C22,Sample X70,0.116,
C23,Sample X71,0.104,
C24,Sample X72,0.071,
D01,Sample X73,0.127,
D02,Sample X74,0.073,
D03,Sample X75,0.090,
D04,Sample X76,0.121,
D05,Sample X77,0.100,
D06,Sample X78,0.104,
D07,Sample X79,0.116,
D08,Sample X80,0.133,
D09,Sample X81,0.133,
D10,Sample X82,0.105,
D11,Sample X83,0.102,
D12,Sample X84,0.102,
D13,Sample X85,0.115,
D14,Sample X86,0.110,
D15,Sample X87,0.108,
D16,Sample X88,0.098,
D17,Sample X89,0.124,
D18,Sample X90,0.103,
D19,Sample X91,0.114,
D20,Sample X92,0.092,
D21,Sample X93,0.091,
D22,Sample X94,0.111,
D23,Sample X95,0.078,
D24,Sample X96,0.068,
E01,Sample X97,0.057,
E02,Sample X98,0.057,
E03,Sample X99,0.098,
E04,Sample X100,0.100,
E05,Sample X101,0.095,
E06,Sample X102,0.103,
E07,Sample X103,0.090,
E08,Sample X104,0.118,
E09,Sample X105,0.124,
E10,Sample X106,0.096,
E11,Sample X107,0.109,
E12,Sample X108,0.085,
E13,Sample X109,0.110,
E14,Sample X110,0.092,
E15,Sample X111,0.109,
E16,Sample X112,0.104,
E17,Sample X113,0.114,
E18,Sample X114,0.090,
E19,Sample X115,0.097,
E20,Sample X116,0.087,
E21,Sample X117,0.105,
E22,Sample X118,0.088,
E23,Sample X119,0.057,
E24,Sample X120,0.074,
F01,Sample X121,0.058,
F02,Sample X122,0.082,
F03,Sample X123,0.111,
F04,Sample X124,0.109,
F05,Sample X125,0.104,
F06,Sample X126,0.112,
F07,Sample X127,0.113,
F08,Sample X128,0.102,
F09,Sample X129,0.117,
F10,Sample X130,0.111,
F11,Sample X131,0.105,
F12,Sample X132,0.104,
F13,Sample X133,0.111,
F14,Sample X134,0.120,
F15,Sample X135,0.111,
F16,Sample X136,0.087,
F17,Sample X137,0.085,
F18,Sample X138,0.091,
F19,Sample X139,0.089,
F20,Sample X140,0.089,
F21,Sample X141,0.088,
F22,Sample X142,0.095,
F23,Sample X143,0.062,
F24,Sample X144,0.077,
G01,Sample X145,0.052,
G02,Sample X146,0.086,
G03,Sample X147,0.129,
G04,Sample X148,0.103,
G05,Sample X149,0.111,
G06,Sample X150,0.106,
G07,Sample X151,0.100,
G08,Sample X152,0.096,
G09,Sample X153,0.107,
G10,Sample X154,0.105,
G11,Sample X155,0.094,
G12,Sample X156,0.093,
G13,Sample X157,0.099,
G14,Sample X158,0.105,
G15,Sample X159,0.114,
G16,Sample X160,0.103,
G17,Sample X161,0.091,
G18,Sample X162,0.098,
G19,Sample X163,0.094,
G20,Sample X164,0.081,
G21,Sample X165,0.107,
G22,Sample X166,0.086,
G23,Sample X167,0.059,
G24,Sample X168,0.077,
H01,Sample X169,0.058,
H02,Sample X170,0.066,
H03,Sample X171,0.100,
H04,Sample X172,0.104,
H05,Sample X173,0.099,
H06,Sample X174,0.112,
H07,Sample X175,0.104,
H08,Sample X176,0.101,
H09,Sample X177,0.109,
H10,Sample X178,0.100,
H11,Sample X179,0.114,
H12,Sample X180,0.103,
H13,Sample X181,0.098,
H14,Sample X182,0.097,
H15,Sample X183,0.077,
H16,Sample X184,0.102,
H17,Sample X185,0.080,
H18,Sample X186,0.075,
H19,Sample X187,0.085,
H20,Sample X188,0.091,
H21,Sample X189,0.100,
H22,Sample X190,0.123,
H23,Sample X191,0.070,
H24,Sample X192,0.084,
I01,Sample X193,0.078,
I02,Sample X194,0.079,
I03,Sample X195,0.091,
I04,Sample X196,0.108,
I05,Sample X197,0.097,
I06,Sample X198,0.100,
I07,Sample X199,0.104,
I08,Sample X200,0.110,
I09,Sample X201,0.104,
I10,Sample X202,0.095,
I11,Sample X203,0.104,
I12,Sample X204,0.105,
I13,Sample X205,0.098,
I14,Sample X206,0.091,
I15,Sample X207,0.112,
I16,Sample X208,0.106,
I17,Sample X209,0.088,
I18,Sample X210,0.079,
I19,Sample X211,0.100,
I20,Sample X212,0.076,
I21,Sample X213,0.074,
