Well,Content,Raw Data (600),
A01,Sample X1,2.713,
A02,Sample X2,2.925,
A03,Sample X3,0.402,
A04,Sample X4,0.348,
A05,Sample X5,0.208,
A06,Sample X6,0.209,
A07,Sample X7,0.308,
A08,Sample X8,0.222,
A09,Sample X9,0.197,
A10,Sample X10,0.239,
A11,Sample X11,0.228,
A12,Sample X12,0.193,
A13,Sample X13,0.296,
A14,Sample X14,0.167,
A15,Sample X15,0.181,
A16,Sample X16,0.188,
A17,Sample X17,0.192,
A18,Sample X18,3.784,
A19,Sample X19,3.671,
A20,Sample X20,3.837,
A21,Sample X21,3.942,
A22,Sample X22,3.891,
A23,Sample X23,1.906,
A24,Sample X24,2.446,
B01,Sample X25,1.885,
B02,Sample X26,1.396,
B03,Sample X27,3.570,
B04,Sample X28,3.709,
B05,Sample X29,3.644,
B06,Sample X30,3.630,
B07,Sample X31,3.619,
B08,Sample X32,3.755,
B09,Sample X33,3.720,
B10,Sample X34,3.696,
B11,Sample X35,4.306,
B12,Sample X36,3.573,
B13,Sample X37,3.587,
B14,Sample X38,3.575,
B15,Sample X39,3.640,
B16,Sample X40,3.675,
B17,Sample X41,0.173,
B18,Sample X42,3.456,
B19,Sample X43,3.748,
B20,Sample X44,3.864,
B21,Sample X45,3.870,
B22,Sample X46,3.767,
B23,Sample X47,1.203,
B24,Sample X48,1.292,
C01,Sample X49,1.688,
C02,Sample X50,3.684,
C03,Sample X51,3.104,
C04,Sample X52,3.528,
C05,Sample X53,2.976,
C06,Sample X54,3.686,
C07,Sample X55,0.199,
C08,Sample X56,3.421,
C09,Sample X57,3.633,
C10,Sample X58,3.003,
C11,Sample X59,3.663,
C12,Sample X60,0.244,
C13,Sample X61,2.951,
C14,Sample X62,3.227,
C15,Sample X63,3.316,
C16,Sample X64,2.745,
C17,Sample X65,0.178,
C18,Sample X66,0.189,
C19,Sample X67,3.343,
C20,Sample X68,3.609,
C21,Sample X69,3.657,
C22,Sample X70,3.637,
C23,Sample X71,0.551,
C24,Sample X72,1.403,
D01,Sample X73,1.235,
D02,Sample X74,0.343,
D03,Sample X75,3.506,
D04,Sample X76,3.322,
D05,Sample X77,0.305,
D06,Sample X78,3.474,
D07,Sample X79,1.071,
D08,Sample X80,4.032,
D09,Sample X81,3.507,
D10,Sample X82,3.441,
D11,Sample X83,3.562,
D12,Sample X84,3.388,
D13,Sample X85,3.377,
D14,Sample X86,3.607,
D15,Sample X87,3.597,
D16,Sample X88,3.725,
D17,Sample X89,2.772,
D18,Sample X90,3.447,
D19,Sample X91,3.424,
D20,Sample X92,0.267,
D21,Sample X93,0.179,
D22,Sample X94,3.507,
D23,Sample X95,0.392,
D24,Sample X96,1.129,
E01,Sample X97,1.598,
E02,Sample X98,0.288,
E03,Sample X99,3.466,
E04,Sample X100,3.520,
E05,Sample X101,0.213,
E06,Sample X102,3.373,
E07,Sample X103,3.353,
E08,Sample X104,3.722,
E09,Sample X105,3.428,
E10,Sample X106,3.592,
E11,Sample X107,3.636,
E12,Sample X108,3.527,
E13,Sample X109,3.487,
E14,Sample X110,3.632,
E15,Sample X111,3.651,
E16,Sample X112,3.572,
E17,Sample X113,3.580,
E18,Sample X114,0.280,
E19,Sample X115,0.234,
E20,Sample X116,3.106,
E21,Sample X117,3.384,
E22,Sample X118,3.275,
E23,Sample X119,0.390,
E24,Sample X120,0.652,
F01,Sample X121,0.393,
F02,Sample X122,0.296,
F03,Sample X123,3.743,
F04,Sample X124,3.532,
F05,Sample X125,3.420,
F06,Sample X126,3.376,
F07,Sample X127,3.644,
F08,Sample X128,3.612,
F09,Sample X129,3.275,
F10,Sample X130,3.470,
F11,Sample X131,3.642,
F12,Sample X132,3.451,
F13,Sample X133,2.829,
F14,Sample X134,3.551,
F15,Sample X135,3.429,
F16,Sample X136,3.446,
F17,Sample X137,3.475,
F18,Sample X138,3.347,
F19,Sample X139,3.246,
F20,Sample X140,3.545,
F21,Sample X141,0.166,
F22,Sample X142,0.163,
F23,Sample X143,0.355,
F24,Sample X144,0.815,
G01,Sample X145,0.712,
G02,Sample X146,0.458,
G03,Sample X147,3.265,
G04,Sample X148,3.464,
G05,Sample X149,3.549,
G06,Sample X150,3.174,
G07,Sample X151,3.575,
G08,Sample X152,3.482,
G09,Sample X153,3.570,
G10,Sample X154,3.650,
G11,Sample X155,3.812,
G12,Sample X156,3.585,
G13,Sample X157,0.240,
G14,Sample X158,0.665,
G15,Sample X159,1.603,
G16,Sample X160,0.313,
G17,Sample X161,0.448,
