Well,Content,Raw Data (600),
A01,Sample X1,0.166,
A02,Sample X2,0.168,
A03,Sample X3,0.330,
A04,Sample X4,0.273,
A05,Sample X5,0.247,
A06,Sample X6,0.215,
A07,Sample X7,0.236,
A08,Sample X8,0.207,
A09,Sample X9,0.218,
A10,Sample X10,0.254,
A11,Sample X11,0.216,
A12,Sample X12,0.213,
A13,Sample X13,0.319,
A14,Sample X14,0.184,
A15,Sample X15,0.215,
A16,Sample X16,0.208,
A17,Sample X17,0.216,
A18,Sample X18,3.712,
A19,Sample X19,3.595,
A20,Sample X20,3.764,
A21,Sample X21,3.848,
A22,Sample X22,3.867,
A23,Sample X23,0.153,
A24,Sample X24,0.163,
B01,Sample X25,0.194,
B02,Sample X26,0.186,
B03,Sample X27,3.561,
B04,Sample X28,3.535,
B05,Sample X29,3.350,
B06,Sample X30,3.627,
B07,Sample X31,3.506,
B08,Sample X32,3.743,
B09,Sample X33,3.592,
B10,Sample X34,3.503,
B11,Sample X35,3.705,
B12,Sample X36,3.493,
B13,Sample X37,3.379,
B14,Sample X38,3.354,
B15,Sample X39,3.466,
B16,Sample X40,3.636,
B17,Sample X41,0.190,
B18,Sample X42,3.085,
B19,Sample X43,3.477,
B20,Sample X44,3.410,
B21,Sample X45,3.491,
B22,Sample X46,3.532,
B23,Sample X47,0.158,
B24,Sample X48,0.161,
C01,Sample X49,0.187,
C02,Sample X50,0.193,
C03,Sample X51,2.074,
C04,Sample X52,2.884,
C05,Sample X53,0.600,
C06,Sample X54,1.852,
C07,Sample X55,0.245,
C08,Sample X56,2.944,
C09,Sample X57,3.115,
C10,Sample X58,1.960,
C11,Sample X59,3.003,
C12,Sample X60,0.261,
C13,Sample X61,1.546,
C14,Sample X62,1.672,
C15,Sample X63,1.220,
C16,Sample X64,0.970,
C17,Sample X65,0.195,
C18,Sample X66,0.205,
C19,Sample X67,2.774,
C20,Sample X68,2.899,
C21,Sample X69,2.903,
C22,Sample X70,3.257,
C23,Sample X71,0.151,
C24,Sample X72,0.151,
D01,Sample X73,0.174,
D02,Sample X74,0.170,
D03,Sample X75,3.062,
D04,Sample X76,0.544,
D05,Sample X77,0.195,
D06,Sample X78,2.622,
D07,Sample X79,0.641,
D08,Sample X80,3.054,
D09,Sample X81,2.648,
D10,Sample X82,2.875,
D11,Sample X83,2.923,
D12,Sample X84,2.994,
D13,Sample X85,2.608,
D14,Sample X86,2.834,
D15,Sample X87,2.590,
D16,Sample X88,2.837,
D17,Sample X89,1.589,
D18,Sample X90,2.578,
D19,Sample X91,2.613,
D20,Sample X92,0.247,
D21,Sample X93,0.191,
D22,Sample X94,2.763,
D23,Sample X95,0.158,
D24,Sample X96,0.154,
E01,Sample X97,0.157,
E02,Sample X98,0.172,
E03,Sample X99,2.807,
E04,Sample X100,2.795,
E05,Sample X101,0.242,
E06,Sample X102,2.650,
E07,Sample X103,2.511,
E08,Sample X104,2.447,
E09,Sample X105,1.703,
E10,Sample X106,1.952,
E11,Sample X107,2.446,
E12,Sample X108,2.488,
E13,Sample X109,2.418,
E14,Sample X110,2.310,
E15,Sample X111,2.467,
E16,Sample X112,1.936,
E17,Sample X113,1.634,
E18,Sample X114,0.310,
E19,Sample X115,0.272,
