Well,Content,Well Scan: Average (600),
A01,Sample X1,0.064,
A02,Sample X2,0.083,
A03,Sample X3,0.148,
A04,Sample X4,0.085,
A05,Sample X5,0.105,
A06,Sample X6,0.125,
A07,Sample X7,0.089,
A08,Sample X8,0.099,
A09,Sample X9,0.097,
A10,Sample X10,0.085,
A11,Sample X11,0.081,
A12,Sample X12,0.083,
A13,Sample X13,0.101,
A14,Sample X14,0.073,
A15,Sample X15,0.071,
A16,Sample X16,0.068,
A17,Sample X17,0.073,
A18,Sample X18,0.360,
A19,Sample X19,0.345,
A20,Sample X20,0.364,
A21,Sample X21,0.362,
A22,Sample X22,0.373,
A23,Sample X23,0.048,
A24,Sample X24,0.055,
B01,Sample X25,0.060,
B02,Sample X26,0.054,
B03,Sample X27,0.197,
B04,Sample X28,0.321,
B05,Sample X29,0.319,
B06,Sample X30,0.272,
B07,Sample X31,0.287,
B08,Sample X32,0.341,
B09,Sample X33,0.329,
B10,Sample X34,0.350,
B11,Sample X35,0.075,
B12,Sample X36,0.327,
B13,Sample X37,0.353,
B14,Sample X38,0.339,
B15,Sample X39,0.326,
B16,Sample X40,0.354,
B17,Sample X41,0.355,
B18,Sample X42,0.347,
B19,Sample X43,0.232,
B20,Sample X44,0.318,
B21,Sample X45,0.299,
B22,Sample X46,0.328,
B23,Sample X47,0.062,
B24,Sample X48,0.060,
C01,Sample X49,0.105,
C02,Sample X50,0.059,
C03,Sample X51,0.312,
C04,Sample X52,0.310,
C05,Sample X53,0.272,
C06,Sample X54,0.327,
C07,Sample X55,0.233,
C08,Sample X56,0.087,
C09,Sample X57,0.280,
C10,Sample X58,0.146,
C11,Sample X59,0.295,
C12,Sample X60,0.064,
C13,Sample X61,0.150,
C14,Sample X62,0.091,
C15,Sample X63,0.231,
C16,Sample X64,0.352,
C17,Sample X65,0.373,
C18,Sample X66,0.313,
C19,Sample X67,0.329,
C20,Sample X68,0.577,
C21,Sample X69,0.334,
C22,Sample X70,0.331,
C23,Sample X71,0.067,
C24,Sample X72,0.061,
D01,Sample X73,0.057,
D02,Sample X74,0.060,
D03,Sample X75,0.077,
D04,Sample X76,0.494,
D05,Sample X77,0.284,
D06,Sample X78,0.300,
D07,Sample X79,0.334,
D08,Sample X80,0.352,
D09,Sample X81,0.067,
D10,Sample X82,0.326,
D11,Sample X83,0.340,
D12,Sample X84,0.334,
D13,Sample X85,0.123,
D14,Sample X86,0.340,
D15,Sample X87,0.098,
D16,Sample X88,0.089,
D17,Sample X89,0.119,
D18,Sample X90,0.311,
D19,Sample X91,0.134,
D20,Sample X92,0.079,
D21,Sample X93,0.093,
D22,Sample X94,0.086,
D23,Sample X95,0.068,
D24,Sample X96,0.067,
E01,Sample X97,0.055,
E02,Sample X98,0.055,
E03,Sample X99,0.088,
E04,Sample X100,0.233,
E05,Sample X101,0.174,
E06,Sample X102,0.322,
E07,Sample X103,0.069,
E08,Sample X104,0.098,
E09,Sample X105,0.348,
E10,Sample X106,0.075,
E11,Sample X107,0.176,
E12,Sample X108,0.121,
E13,Sample X109,0.376,
E14,Sample X110,0.355,
E15,Sample X111,0.101,
E16,Sample X112,0.334,
E17,Sample X113,0.351,
E18,Sample X114,0.076,
E19,Sample X115,0.077,
E20,Sample X116,0.100,
E21,Sample X117,0.324,
E22,Sample X118,0.070,
E23,Sample X119,0.066,
E24,Sample X120,0.072,
F01,Sample X121,0.065,
F02,Sample X122,0.067,
F03,Sample X123,0.091,
F04,Sample X124,0.085,
F05,Sample X125,0.084,
F06,Sample X126,0.372,
F07,Sample X127,0.235,
F08,Sample X128,0.361,
F09,Sample X129,0.084,
F10,Sample X130,0.317,
F11,Sample X131,0.326,
F12,Sample X132,0.322,
F13,Sample X133,0.109,
F14,Sample X134,0.350,
F15,Sample X135,0.083,
F16,Sample X136,0.337,
F17,Sample X137,0.309,
F18,Sample X138,0.099,
F19,Sample X139,0.287,
F20,Sample X140,0.293,
F21,Sample X141,0.326,
F22,Sample X142,0.208,
F23,Sample X143,0.073,
F24,Sample X144,0.066,
G01,Sample X145,0.074,
G02,Sample X146,0.056,
G03,Sample X147,0.311,
G04,Sample X148,0.338,
G05,Sample X149,0.290,
G06,Sample X150,0.385,
G07,Sample X151,0.103,
G08,Sample X152,0.161,
G09,Sample X153,0.225,
G10,Sample X154,0.091,
G11,Sample X155,0.332,
G12,Sample X156,0.344,
G13,Sample X157,0.362,
G14,Sample X158,0.335,
G15,Sample X159,0.337,
G16,Sample X160,0.364,
G17,Sample X161,0.327,
G18,Sample X162,0.467,
G19,Sample X163,0.462,
G20,Sample X164,0.347,
G21,Sample X165,0.264,
G22,Sample X166,0.085,
G23,Sample X167,0.071,
G24,Sample X168,0.066,
H01,Sample X169,0.060,
H02,Sample X170,0.055,
H03,Sample X171,0.112,
H04,Sample X172,0.075,
H05,Sample X173,0.298,
H06,Sample X174,0.214,
H07,Sample X175,0.339,
H08,Sample X176,0.365,
H09,Sample X177,0.142,
H10,Sample X178,0.340,
H11,Sample X179,0.361,
H12,Sample X180,0.333,
H13,Sample X181,0.336,
H14,Sample X182,0.328,
H15,Sample X183,0.364,
H16,Sample X184,0.321,
H17,Sample X185,0.338,
H18,Sample X186,0.330,
H19,Sample X187,0.340,
H20,Sample X188,0.347,
H21,Sample X189,0.332,
H22,Sample X190,0.219,
H23,Sample X191,0.069,
H24,Sample X192,0.078,
I01,Sample X193,0.079,
I02,Sample X194,0.054,
I03,Sample X195,0.078,
I04,Sample X196,0.247,
I05,Sample X197,0.142,
I06,Sample X198,0.264,
I07,Sample X199,0.126,
I08,Sample X200,0.339,
I09,Sample X201,0.083,
I10,Sample X202,0.314,
I11,Sample X203,0.251,
I12,Sample X204,0.100,
I13,Sample X205,0.159,
I14,Sample X206,0.319,
I15,Sample X207,0.090,
I16,Sample X208,0.303,
I17,Sample X209,0.077,
I18,Sample X210,0.093,
I19,Sample X211,0.240,
I20,Sample X212,0.141,
I21,Sample X213,0.098,
I22,Sample X214,0.074,
I23,Sample X215,0.054,
I24,Sample X216,0.059,
J01,Sample X217,0.060,
J02,Sample X218,0.052,
J03,Sample X219,0.244,
J04,Sample X220,0.166,
J05,Sample X221,0.297,
J06,Sample X222,0.108,
J07,Sample X223,0.093,
J08,Sample X224,0.290,
J09,Sample X225,0.313,
J10,Sample X226,0.322,
J11,Sample X227,0.084,
J12,Sample X228,0.079,
J13,Sample X229,0.329,
J14,Sample X230,0.317,
J15,Sample X231,0.333,
J16,Sample X232,0.311,
J17,Sample X233,0.326,
J18,Sample X234,0.299,
J19,Sample X235,0.312,
J20,Sample X236,0.315,
J21,Sample X237,0.308,
J22,Sample X238,0.265,
J23,Sample X239,0.054,
J24,Sample X240,0.059,
K01,Sample X241,0.054,
K02,Sample X242,0.055,
K03,Sample X243,0.089,
