Well,Content,Well Scan: Average (600),
A01,Sample X1,0.052,
A02,Sample X2,0.056,
A03,Sample X3,0.135,
A04,Sample X4,0.083,
A05,Sample X5,0.130,
A06,Sample X6,0.133,
A07,Sample X7,0.091,
A08,Sample X8,0.113,
A09,Sample X9,0.108,
A10,Sample X10,0.101,
A11,Sample X11,0.098,
A12,Sample X12,0.089,
A13,Sample X13,0.119,
A14,Sample X14,0.094,
A15,Sample X15,0.081,
A16,Sample X16,0.092,
A17,Sample X17,0.089,
A18,Sample X18,0.167,
A19,Sample X19,0.175,
A20,Sample X20,0.182,
A21,Sample X21,0.183,
A22,Sample X22,0.164,
A23,Sample X23,0.053,
A24,Sample X24,0.051,
B01,Sample X25,0.060,
B02,Sample X26,0.048,
B03,Sample X27,0.212,
B04,Sample X28,0.162,
B05,Sample X29,0.173,
B06,Sample X30,0.145,
B07,Sample X31,0.152,
B08,Sample X32,0.193,
B09,Sample X33,0.183,
B10,Sample X34,0.147,
B11,Sample X35,0.097,
B12,Sample X36,0.168,
B13,Sample X37,0.191,
B14,Sample X38,0.163,
B15,Sample X39,0.183,
B16,Sample X40,0.178,
B17,Sample X41,0.202,
B18,Sample X42,0.176,
B19,Sample X43,0.125,
B20,Sample X44,0.153,
B21,Sample X45,0.171,
B22,Sample X46,0.173,
B23,Sample X47,0.061,
B24,Sample X48,0.071,
C01,Sample X49,0.110,
C02,Sample X50,0.060,
C03,Sample X51,0.160,
C04,Sample X52,0.177,
C05,Sample X53,0.173,
C06,Sample X54,0.202,
C07,Sample X55,0.159,
C08,Sample X56,0.104,
C09,Sample X57,0.171,
C10,Sample X58,0.103,
C11,Sample X59,0.179,
C12,Sample X60,0.080,
C13,Sample X61,0.157,
C14,Sample X62,0.118,
C15,Sample X63,0.166,
C16,Sample X64,0.208,
C17,Sample X65,0.240,
C18,Sample X66,0.203,
C19,Sample X67,0.215,
C20,Sample X68,0.160,
C21,Sample X69,0.204,
C22,Sample X70,0.205,
C23,Sample X71,0.079,
C24,Sample X72,0.079,
D01,Sample X73,0.056,
D02,Sample X74,0.059,
D03,Sample X75,0.080,
D04,Sample X76,0.154,
D05,Sample X77,0.167,
D06,Sample X78,0.129,
D07,Sample X79,0.201,
D08,Sample X80,0.229,
D09,Sample X81,0.082,
D10,Sample X82,0.201,
D11,Sample X83,0.190,
D12,Sample X84,0.202,
D13,Sample X85,0.146,
D14,Sample X86,0.198,
D15,Sample X87,0.099,
D16,Sample X88,0.108,
D17,Sample X89,0.133,
D18,Sample X90,0.192,
D19,Sample X91,0.134,
D20,Sample X92,0.097,
D21,Sample X93,0.116,
D22,Sample X94,0.097,
D23,Sample X95,0.054,
D24,Sample X96,0.065,
E01,Sample X97,0.053,
E02,Sample X98,0.057,
E03,Sample X99,0.098,
E04,Sample X100,0.137,
E05,Sample X101,0.150,
E06,Sample X102,0.186,
E07,Sample X103,0.081,
E08,Sample X104,0.094,
E09,Sample X105,0.209,
E10,Sample X106,0.079,
E11,Sample X107,0.148,
E12,Sample X108,0.116,
E13,Sample X109,0.232,
E14,Sample X110,0.197,
E15,Sample X111,0.109,
E16,Sample X112,0.183,
E17,Sample X113,0.210,
E18,Sample X114,0.081,
E19,Sample X115,0.086,
E20,Sample X116,0.103,
E21,Sample X117,0.190,
E22,Sample X118,0.356,
E23,Sample X119,0.068,
E24,Sample X120,0.073,
F01,Sample X121,0.063,
F02,Sample X122,0.064,
F03,Sample X123,0.095,
F04,Sample X124,0.097,
F05,Sample X125,0.098,
F06,Sample X126,0.246,
F07,Sample X127,0.151,
F08,Sample X128,0.220,
F09,Sample X129,0.081,
F10,Sample X130,0.195,
F11,Sample X131,0.189,
F12,Sample X132,0.193,
F13,Sample X133,0.109,
F14,Sample X134,0.213,
F15,Sample X135,0.091,
F16,Sample X136,0.198,
F17,Sample X137,0.203,
F18,Sample X138,0.108,
F19,Sample X139,0.196,
F20,Sample X140,0.178,
F21,Sample X141,0.200,
F22,Sample X142,0.122,
F23,Sample X143,0.069,
F24,Sample X144,0.072,
G01,Sample X145,0.080,
G02,Sample X146,0.058,
G03,Sample X147,0.181,
G04,Sample X148,0.197,
G05,Sample X149,0.196,
G06,Sample X150,0.270,
G07,Sample X151,0.101,
G08,Sample X152,0.151,
G09,Sample X153,0.161,
G10,Sample X154,0.099,
G11,Sample X155,0.197,
G12,Sample X156,0.216,
G13,Sample X157,0.241,
G14,Sample X158,0.207,
G15,Sample X159,0.210,
G16,Sample X160,0.273,
G17,Sample X161,0.203,
G18,Sample X162,0.312,
G19,Sample X163,0.308,
G20,Sample X164,0.225,
G21,Sample X165,0.217,
G22,Sample X166,0.101,
G23,Sample X167,0.068,
G24,Sample X168,0.071,
H01,Sample X169,0.059,
H02,Sample X170,0.056,
H03,Sample X171,0.121,
H04,Sample X172,0.085,
H05,Sample X173,0.185,
H06,Sample X174,0.139,
H07,Sample X175,0.207,
H08,Sample X176,0.232,
H09,Sample X177,0.146,
H10,Sample X178,0.208,
H11,Sample X179,0.224,
H12,Sample X180,0.203,
H13,Sample X181,0.212,
H14,Sample X182,0.200,
H15,Sample X183,0.237,
H16,Sample X184,0.223,
H17,Sample X185,0.195,
H18,Sample X186,0.204,
H19,Sample X187,0.207,
H20,Sample X188,0.224,
H21,Sample X189,0.202,
H22,Sample X190,0.144,
H23,Sample X191,0.061,
H24,Sample X192,0.084,
I01,Sample X193,0.081,
I02,Sample X194,0.053,
I03,Sample X195,0.084,
I04,Sample X196,0.153,
I05,Sample X197,0.144,
I06,Sample X198,0.153,
I07,Sample X199,0.133,
I08,Sample X200,0.223,
I09,Sample X201,0.085,
I10,Sample X202,0.188,
I11,Sample X203,0.198,
I12,Sample X204,0.112,
I13,Sample X205,0.163,
I14,Sample X206,0.187,
I15,Sample X207,0.104,
I16,Sample X208,0.185,
I17,Sample X209,0.088,
I18,Sample X210,0.116,
I19,Sample X211,0.169,
I20,Sample X212,0.126,
I21,Sample X213,0.110,
I22,Sample X214,0.087,
I23,Sample X215,0.060,
I24,Sample X216,0.059,
J01,Sample X217,0.061,
J02,Sample X218,0.051,
J03,Sample X219,0.139,
J04,Sample X220,0.148,
J05,Sample X221,0.181,
J06,Sample X222,0.119,
J07,Sample X223,0.112,
J08,Sample X224,0.205,
J09,Sample X225,0.201,
J10,Sample X226,0.192,
J11,Sample X227,0.090,
J12,Sample X228,0.089,
J13,Sample X229,0.206,
J14,Sample X230,0.184,
J15,Sample X231,0.207,
J16,Sample X232,0.198,
J17,Sample X233,0.200,
J18,Sample X234,0.200,
J19,Sample X235,0.194,
J20,Sample X236,0.181,
J21,Sample X237,0.178,
J22,Sample X238,0.159,
J23,Sample X239,0.048,
J24,Sample X240,0.051,
K01,Sample X241,0.056,
K02,Sample X242,0.055,
K03,Sample X243,0.095,
K04,Sample X244,0.184,
K05,Sample X245,0.116,
K06,Sample X246,0.132,
K07,Sample X247,0.114,
K08,Sample X248,0.220,
K09,Sample X249,0.064,
K10,Sample X250,0.156,
K11,Sample X251,0.190,
K12,Sample X252,0.225,
K13,Sample X253,0.193,
K14,Sample X254,0.215,
K15,Sample X255,0.085,
K16,Sample X256,0.276,
K17,Sample X257,0.177,
K18,Sample X258,0.080,
K19,Sample X259,0.189,
K20,Sample X260,0.120,
K21,Sample X261,0.098,
K22,Sample X262,0.077,
K23,Sample X263,0.052,
K24,Sample X264,0.058,
L01,Sample X265,0.055,
L02,Sample X266,0.056,
L03,Sample X267,0.156,
L04,Sample X268,0.083,
L05,Sample X269,0.191,
L06,Sample X270,0.182,
L07,Sample X271,0.241,
L08,Sample X272,0.197,
L09,Sample X273,0.085,
L10,Sample X274,0.184,
L11,Sample X275,0.066,
L12,Sample X276,0.190,
L13,Sample X277,0.193,
L14,Sample X278,0.191,
L15,Sample X279,0.193,
L16,Sample X280,0.185,
L17,Sample X281,0.183,
L18,Sample X282,0.207,
L19,Sample X283,0.104,
L20,Sample X284,0.199,
L21,Sample X285,0.133,
L22,Sample X286,0.144,
L23,Sample X287,0.060,
L24,Sample X288,0.057,
M01,Sample X289,0.055,
M02,Sample X290,0.049,
M03,Sample X291,0.151,
M04,Sample X292,0.196,
M05,Sample X293,0.125,
M06,Sample X294,0.223,
M07,Sample X295,0.199,
