Well,Content,Raw Data (600),
A01,Sample X1,0.188,
A02,Sample X2,0.162,
A03,Sample X3,0.217,
A04,Sample X4,0.232,
A05,Sample X5,0.259,
A06,Sample X6,0.247,
A07,Sample X7,0.241,
A08,Sample X8,0.265,
A09,Sample X9,0.226,
A10,Sample X10,0.349,
A11,Sample X11,0.300,
A12,Sample X12,0.470,
A13,Sample X13,0.232,
A14,Sample X14,0.188,
A15,Sample X15,0.963,
A16,Sample X16,0.226,
A17,Sample X17,0.324,
A18,Sample X18,1.748,
A19,Sample X19,0.781,
A20,Sample X20,1.840,
A21,Sample X21,1.942,
A22,Sample X22,1.991,
A23,Sample X23,0.162,
A24,Sample X24,0.176,
B01,Sample X25,0.184,
B02,Sample X26,0.165,
B03,Sample X27,1.716,
B04,Sample X28,1.501,
B05,Sample X29,1.638,
B06,Sample X30,1.675,
B07,Sample X31,1.319,
B08,Sample X32,1.470,
B09,Sample X33,1.341,
B10,Sample X34,1.255,
B11,Sample X35,1.441,
B12,Sample X36,1.576,
B13,Sample X37,1.679,
B14,Sample X38,1.646,
B15,Sample X39,1.533,
B16,Sample X40,1.314,
B17,Sample X41,1.691,
B18,Sample X42,1.186,
B19,Sample X43,1.109,
B20,Sample X44,1.136,
B21,Sample X45,1.278,
B22,Sample X46,1.445,
B23,Sample X47,0.163,
B24,Sample X48,0.156,
C01,Sample X49,0.178,
C02,Sample X50,0.174,
C03,Sample X51,0.185,
C04,Sample X52,1.536,
C05,Sample X53,1.196,
C06,Sample X54,0.769,
C07,Sample X55,1.269,
C08,Sample X56,1.042,
C09,Sample X57,1.205,
C10,Sample X58,1.545,
C11,Sample X59,1.240,
C12,Sample X60,1.712,
C13,Sample X61,3.306,
C14,Sample X62,2.002,
C15,Sample X63,1.623,
C16,Sample X64,0.209,
C17,Sample X65,1.469,
C18,Sample X66,1.353,
C19,Sample X67,0.333,
C20,Sample X68,1.824,
C21,Sample X69,1.312,
C22,Sample X70,1.208,
C23,Sample X71,0.147,
C24,Sample X72,0.150,
D01,Sample X73,0.171,
D02,Sample X74,0.180,
D03,Sample X75,1.525,
D04,Sample X76,1.359,
D05,Sample X77,1.419,
D06,Sample X78,1.301,
D07,Sample X79,1.222,
D08,Sample X80,1.290,
D09,Sample X81,1.005,
D10,Sample X82,1.254,
D11,Sample X83,1.663,
D12,Sample X84,1.239,
D13,Sample X85,0.310,
D14,Sample X86,1.167,
D15,Sample X87,1.313,
D16,Sample X88,1.649,
D17,Sample X89,1.415,
D18,Sample X90,1.217,
D19,Sample X91,0.805,
D20,Sample X92,1.353,
D21,Sample X93,0.885,
D22,Sample X94,1.157,
D23,Sample X95,0.155,
D24,Sample X96,0.148,
E01,Sample X97,0.162,
E02,Sample X98,0.166,
E03,Sample X99,0.940,
E04,Sample X100,1.142,
E05,Sample X101,1.074,
E06,Sample X102,1.797,
E07,Sample X103,1.545,
E08,Sample X104,1.801,
E09,Sample X105,1.429,
E10,Sample X106,1.932,
E11,Sample X107,1.605,
E12,Sample X108,0.208,
E13,Sample X109,0.270,
E14,Sample X110,0.204,
E15,Sample X111,0.733,
E16,Sample X112,1.571,
E17,Sample X113,1.170,
E18,Sample X114,0.987,
E19,Sample X115,0.271,
E20,Sample X116,0.252,
E21,Sample X117,1.134,
E22,Sample X118,1.377,
E23,Sample X119,0.151,
E24,Sample X120,0.149,
F01,Sample X121,0.160,
F02,Sample X122,0.160,
F03,Sample X123,0.177,
F04,Sample X124,1.370,
F05,Sample X125,1.069,
F06,Sample X126,1.214,
F07,Sample X127,0.850,
F08,Sample X128,1.277,
F09,Sample X129,1.694,
F10,Sample X130,1.122,
F11,Sample X131,1.232,
F12,Sample X132,1.256,
F13,Sample X133,0.985,
F14,Sample X134,1.118,
F15,Sample X135,1.403,
F16,Sample X136,1.188,
F17,Sample X137,1.105,
F18,Sample X138,1.062,
F19,Sample X139,1.154,
F20,Sample X140,1.181,
F21,Sample X141,1.461,
F22,Sample X142,1.237,
F23,Sample X143,0.150,
F24,Sample X144,0.146,
G01,Sample X145,0.158,
G02,Sample X146,0.152,
G03,Sample X147,0.941,
G04,Sample X148,1.520,
G05,Sample X149,1.087,
G06,Sample X150,0.255,
G07,Sample X151,0.196,
G08,Sample X152,0.905,
G09,Sample X153,0.283,
G10,Sample X154,1.403,
G11,Sample X155,2.392,
G12,Sample X156,1.073,
G13,Sample X157,1.181,
G14,Sample X158,1.697,
G15,Sample X159,1.019,
G16,Sample X160,1.607,
G17,Sample X161,1.831,
G18,Sample X162,1.485,
G19,Sample X163,0.394,
G20,Sample X164,1.579,
G21,Sample X165,1.580,
G22,Sample X166,1.252,
G23,Sample X167,0.197,
G24,Sample X168,0.156,
H01,Sample X169,0.262,
H02,Sample X170,0.157,
H03,Sample X171,0.968,
H04,Sample X172,1.353,
H05,Sample X173,1.041,
H06,Sample X174,1.115,
H07,Sample X175,0.894,
H08,Sample X176,1.331,
H09,Sample X177,0.999,
H10,Sample X178,1.341,
H11,Sample X179,1.203,
H12,Sample X180,1.270,
H13,Sample X181,0.169,
H14,Sample X182,1.225,
H15,Sample X183,1.145,
H16,Sample X184,1.285,
H17,Sample X185,1.197,
H18,Sample X186,0.923,
H19,Sample X187,1.272,
H20,Sample X188,1.177,
H21,Sample X189,1.048,
H22,Sample X190,0.866,
H23,Sample X191,0.150,
H24,Sample X192,0.151,
I01,Sample X193,0.161,
I02,Sample X194,0.156,
I03,Sample X195,0.223,
I04,Sample X196,1.121,
I05,Sample X197,1.411,
I06,Sample X198,1.055,
I07,Sample X199,1.265,
I08,Sample X200,0.197,
I09,Sample X201,1.501,
I10,Sample X202,1.617,
I11,Sample X203,0.905,
I12,Sample X204,1.468,
I13,Sample X205,1.830,
I14,Sample X206,1.756,
I15,Sample X207,1.435,
I16,Sample X208,1.355,
I17,Sample X209,1.159,
I18,Sample X210,1.409,
I19,Sample X211,1.474,
I20,Sample X212,1.959,
I21,Sample X213,0.200,
I22,Sample X214,1.344,
I23,Sample X215,0.159,
I24,Sample X216,0.186,
J01,Sample X217,0.156,
J02,Sample X218,0.159,
J03,Sample X219,0.952,
J04,Sample X220,1.182,
J05,Sample X221,5.130,
J06,Sample X222,1.363,
J07,Sample X223,1.175,
J08,Sample X224,1.349,
J09,Sample X225,1.179,
J10,Sample X226,1.285,
J11,Sample X227,0.599,
J12,Sample X228,1.204,
J13,Sample X229,1.251,
J14,Sample X230,1.140,
J15,Sample X231,0.181,
J16,Sample X232,1.147,
J17,Sample X233,1.504,
J18,Sample X234,0.751,
J19,Sample X235,0.208,
J20,Sample X236,1.252,
J21,Sample X237,0.214,
J22,Sample X238,1.216,
J23,Sample X239,0.141,
J24,Sample X240,0.169,
K01,Sample X241,0.158,
K02,Sample X242,0.185,
K03,Sample X243,0.965,
K04,Sample X244,0.369,
K05,Sample X245,1.570,
K06,Sample X246,1.175,
K07,Sample X247,1.150,
K08,Sample X248,1.457,
K09,Sample X249,1.276,
K10,Sample X250,1.413,
K11,Sample X251,1.190,
K12,Sample X252,1.395,
K13,Sample X253,1.914,
K14,Sample X254,1.078,
K15,Sample X255,0.276,
K16,Sample X256,1.392,
K17,Sample X257,1.371,
K18,Sample X258,1.175,
K19,Sample X259,0.218,
K20,Sample X260,0.880,
K21,Sample X261,1.359,
K22,Sample X262,1.508,
K23,Sample X263,0.146,
K24,Sample X264,0.148,
L01,Sample X265,0.156,
L02,Sample X266,0.155,
L03,Sample X267,0.958,
L04,Sample X268,1.343,
L05,Sample X269,1.169,
L06,Sample X270,1.295,
L07,Sample X271,1.160,
L08,Sample X272,1.325,
L09,Sample X273,1.241,
L10,Sample X274,1.292,
L11,Sample X275,0.985,
L12,Sample X276,1.188,
L13,Sample X277,1.331,
L14,Sample X278,1.128,
L15,Sample X279,1.097,
L16,Sample X280,1.326,
L17,Sample X281,1.103,
L18,Sample X282,1.192,
L19,Sample X283,1.015,
L20,Sample X284,1.128,
L21,Sample X285,1.482,
L22,Sample X286,1.427,
L23,Sample X287,0.143,
L24,Sample X288,0.143,
M01,Sample X289,0.157,
M02,Sample X290,0.160,
M03,Sample X291,0.680,
M04,Sample X292,1.514,
M05,Sample X293,1.232,
M06,Sample X294,1.197,
M07,Sample X295,1.197,
M08,Sample X296,1.355,
M09,Sample X297,1.173,
M10,Sample X298,1.171,
M11,Sample X299,1.071,
M12,Sample X300,1.099,
M13,Sample X301,1.480,
M14,Sample X302,1.673,
M15,Sample X303,1.444,
M16,Sample X304,1.633,
M17,Sample X305,0.754,
M18,Sample X306,1.077,
M19,Sample X307,1.196,
M20,Sample X308,1.161,
M21,Sample X309,0.300,
M22,Sample X310,1.373,
M23,Sample X311,0.144,
M24,Sample X312,0.186,
N01,Sample X313,0.153,
N02,Sample X314,0.169,
N03,Sample X315,1.113,
N04,Sample X316,1.447,
N05,Sample X317,1.331,
N06,Sample X318,1.325,
N07,Sample X319,1.444,
N08,Sample X320,1.440,
N09,Sample X321,1.341,
N10,Sample X322,1.319,
N11,Sample X323,1.026,
N12,Sample X324,1.086,
N13,Sample X325,1.372,
N14,Sample X326,1.264,
N15,Sample X327,1.414,
N16,Sample X328,1.286,
N17,Sample X329,1.497,
N18,Sample X330,1.365,
N19,Sample X331,1.392,
N20,Sample X332,1.395,
N21,Sample X333,1.875,
N22,Sample X334,1.326,
N23,Sample X335,0.144,
N24,Sample X336,0.156,
O01,Sample X337,0.157,
O02,Sample X338,0.162,
O03,Sample X339,0.990,
O04,Sample X340,1.402,
O05,Sample X341,1.373,
O06,Sample X342,1.634,
O07,Sample X343,1.343,
O08,Sample X344,1.837,
O09,Sample X345,1.606,
O10,Sample X346,1.335,
O11,Sample X347,1.038,
O12,Sample X348,1.082,
O13,Sample X349,0.904,
O14,Sample X350,1.423,
O15,Sample X351,1.331,
O16,Sample X352,1.540,
O17,Sample X353,1.261,
O18,Sample X354,1.198,
O19,Sample X355,1.492,
O20,Sample X356,1.662,
O21,Sample X357,1.540,
O22,Sample X358,1.970,
O23,Sample X359,0.156,
O24,Sample X360,0.141,
P01,Sample X361,0.164,
P02,Sample X362,0.152,
P03,Sample X363,0.235,
P04,Sample X364,0.245,
P05,Sample X365,0.252,
P06,Sample X366,0.319,
P07,Sample X367,0.256,
P08,Sample X368,0.318,
P09,Sample X369,0.294,
P10,Sample X370,0.245,
P11,Sample X371,0.215,
P12,Sample X372,0.200,
P13,Sample X373,1.858,
P14,Sample X374,1.021,
P15,Sample X375,1.034,
P16,Sample X376,1.062,
P17,Sample X377,1.620,
P18,Sample X378,1.024,
P19,Sample X379,1.358,
P20,Sample X380,1.892,
P21,Sample X381,1.691,
P22,Sample X382,2.358,
P23,Sample X383,0.143,
P24,Sample X384,0.155,
