Well,Content,Raw Data (600),
A01,Sample X1,0.186,
A02,Sample X2,0.215,
A03,Sample X3,0.234,
A04,Sample X4,0.235,
A05,Sample X5,0.202,
A06,Sample X6,0.216,
A07,Sample X7,0.225,
A08,Sample X8,2.568,
A09,Sample X9,1.426,
A10,Sample X10,0.910,
A11,Sample X11,0.785,
A12,Sample X12,0.485,
A13,Sample X13,0.705,
A14,Sample X14,0.884,
A15,Sample X15,0.536,
A16,Sample X16,0.556,
A17,Sample X17,0.604,
A18,Sample X18,1.766,
A19,Sample X19,1.441,
A20,Sample X20,2.606,
A21,Sample X21,2.885,
A22,Sample X22,2.658,
A23,Sample X23,0.170,
A24,Sample X24,0.168,
B01,Sample X25,0.212,
B02,Sample X26,0.175,
B03,Sample X27,2.461,
B04,Sample X28,2.581,
B05,Sample X29,1.675,
B06,Sample X30,1.630,
B07,Sample X31,1.945,
B08,Sample X32,1.546,
B09,Sample X33,1.554,
B10,Sample X34,1.579,
B11,Sample X35,1.522,
B12,Sample X36,1.747,
B13,Sample X37,1.519,
B14,Sample X38,1.623,
B15,Sample X39,1.565,
B16,Sample X40,1.531,
B17,Sample X41,1.570,
B18,Sample X42,1.436,
B19,Sample X43,1.421,
B20,Sample X44,1.416,
B21,Sample X45,1.532,
B22,Sample X46,1.262,
B23,Sample X47,0.207,
B24,Sample X48,0.168,
C01,Sample X49,0.279,
C02,Sample X50,0.186,
C03,Sample X51,1.412,
C04,Sample X52,2.221,
C05,Sample X53,1.410,
C06,Sample X54,2.378,
C07,Sample X55,1.439,
C08,Sample X56,1.653,
C09,Sample X57,1.469,
C10,Sample X58,1.316,
C11,Sample X59,1.364,
C12,Sample X60,1.708,
C13,Sample X61,1.698,
C14,Sample X62,3.365,
C15,Sample X63,2.054,
C16,Sample X64,3.500,
C17,Sample X65,2.362,
C18,Sample X66,2.929,
C19,Sample X67,1.928,
C20,Sample X68,1.719,
C21,Sample X69,2.053,
C22,Sample X70,1.796,
C23,Sample X71,0.165,
C24,Sample X72,0.159,
D01,Sample X73,0.173,
D02,Sample X74,0.179,
D03,Sample X75,1.599,
D04,Sample X76,1.190,
D05,Sample X77,1.175,
D06,Sample X78,1.713,
D07,Sample X79,1.470,
D08,Sample X80,1.400,
D09,Sample X81,1.136,
D10,Sample X82,1.282,
D11,Sample X83,1.215,
D12,Sample X84,1.284,
D13,Sample X85,1.187,
D14,Sample X86,1.081,
D15,Sample X87,1.249,
D16,Sample X88,1.618,
D17,Sample X89,1.389,
D18,Sample X90,1.124,
D19,Sample X91,1.004,
D20,Sample X92,1.144,
D21,Sample X93,1.106,
D22,Sample X94,1.061,
D23,Sample X95,1.299,
D24,Sample X96,0.156,
E01,Sample X97,0.170,
E02,Sample X98,0.191,
E03,Sample X99,1.464,
E04,Sample X100,1.434,
E05,Sample X101,1.355,
E06,Sample X102,1.407,
E07,Sample X103,2.415,
E08,Sample X104,1.829,
E09,Sample X105,1.796,
E10,Sample X106,2.532,
E11,Sample X107,2.394,
E12,Sample X108,2.820,
E13,Sample X109,2.418,
E14,Sample X110,2.299,
E15,Sample X111,2.069,
E16,Sample X112,2.046,
E17,Sample X113,2.144,
E18,Sample X114,1.657,
E19,Sample X115,1.818,
E20,Sample X116,2.164,
E21,Sample X117,2.068,
E22,Sample X118,2.328,
E23,Sample X119,0.169,
E24,Sample X120,0.160,
F01,Sample X121,0.164,
F02,Sample X122,0.165,
F03,Sample X123,1.566,
F04,Sample X124,1.261,
F05,Sample X125,1.116,
F06,Sample X126,1.355,
F07,Sample X127,1.074,
F08,Sample X128,1.272,
F09,Sample X129,1.101,
F10,Sample X130,1.609,
F11,Sample X131,1.862,
F12,Sample X132,1.619,
F13,Sample X133,1.736,
F14,Sample X134,1.540,
F15,Sample X135,1.180,
F16,Sample X136,1.188,
F17,Sample X137,1.622,
F18,Sample X138,0.504,
F19,Sample X139,1.072,
F20,Sample X140,1.649,
F21,Sample X141,3.112,
F22,Sample X142,1.784,
F23,Sample X143,0.156,
F24,Sample X144,0.167,
G01,Sample X145,0.196,
G02,Sample X146,0.181,
G03,Sample X147,1.121,
G04,Sample X148,1.449,
G05,Sample X149,1.152,
G06,Sample X150,1.277,
G07,Sample X151,1.265,
G08,Sample X152,1.351,
G09,Sample X153,1.171,
G10,Sample X154,1.163,
G11,Sample X155,1.655,
