Well,Content,Raw Data (600),
A01,Sample X1,0.159,
A02,Sample X2,0.164,
A03,Sample X3,0.223,
A04,Sample X4,0.236,
A05,Sample X5,0.258,
A06,Sample X6,0.213,
A07,Sample X7,0.218,
A08,Sample X8,0.239,
A09,Sample X9,0.273,
A10,Sample X10,0.276,
A11,Sample X11,0.277,
A12,Sample X12,0.351,
A13,Sample X13,0.314,
A14,Sample X14,0.250,
A15,Sample X15,0.277,
A16,Sample X16,0.410,
A17,Sample X17,0.288,
A18,Sample X18,1.087,
A19,Sample X19,0.597,
A20,Sample X20,1.178,
A21,Sample X21,1.306,
A22,Sample X22,1.264,
A23,Sample X23,0.161,
A24,Sample X24,0.176,
B01,Sample X25,0.164,
B02,Sample X26,0.161,
B03,Sample X27,1.128,
B04,Sample X28,1.558,
B05,Sample X29,1.276,
B06,Sample X30,1.484,
B07,Sample X31,1.129,
B08,Sample X32,1.325,
B09,Sample X33,1.347,
B10,Sample X34,1.095,
B11,Sample X35,1.258,
B12,Sample X36,1.719,
B13,Sample X37,1.063,
B14,Sample X38,1.425,
B15,Sample X39,1.311,
B16,Sample X40,1.297,
B17,Sample X41,1.438,
B18,Sample X42,1.040,
B19,Sample X43,1.150,
B20,Sample X44,1.138,
B21,Sample X45,0.929,
B22,Sample X46,0.938,
B23,Sample X47,0.149,
B24,Sample X48,0.162,
C01,Sample X49,0.168,
C02,Sample X50,0.197,
C03,Sample X51,1.074,
C04,Sample X52,1.471,
C05,Sample X53,1.088,
C06,Sample X54,1.254,
C07,Sample X55,1.256,
C08,Sample X56,1.472,
C09,Sample X57,1.134,
C10,Sample X58,1.167,
C11,Sample X59,1.145,
C12,Sample X60,1.300,
C13,Sample X61,1.861,
C14,Sample X62,1.005,
C15,Sample X63,1.270,
C16,Sample X64,1.382,
C17,Sample X65,1.138,
C18,Sample X66,1.043,
C19,Sample X67,1.009,
C20,Sample X68,0.994,
C21,Sample X69,1.045,
C22,Sample X70,0.594,
C23,Sample X71,0.152,
C24,Sample X72,0.153,
D01,Sample X73,0.162,
D02,Sample X74,0.204,
D03,Sample X75,1.084,
D04,Sample X76,1.196,
D05,Sample X77,1.060,
D06,Sample X78,1.202,
D07,Sample X79,1.458,
D08,Sample X80,1.190,
D09,Sample X81,1.025,
D10,Sample X82,1.048,
D11,Sample X83,1.178,
D12,Sample X84,1.273,
D13,Sample X85,1.275,
D14,Sample X86,1.119,
D15,Sample X87,1.372,
D16,Sample X88,1.877,
D17,Sample X89,1.171,
D18,Sample X90,1.006,
D19,Sample X91,0.691,
D20,Sample X92,1.115,
D21,Sample X93,0.786,
D22,Sample X94,0.751,
D23,Sample X95,0.182,
D24,Sample X96,0.150,
E01,Sample X97,0.157,
E02,Sample X98,0.169,
E03,Sample X99,1.050,
E04,Sample X100,1.154,
E05,Sample X101,1.363,
E06,Sample X102,1.102,
E07,Sample X103,1.083,
E08,Sample X104,1.344,
E09,Sample X105,1.200,
E10,Sample X106,1.188,
E11,Sample X107,0.221,
E12,Sample X108,1.824,
E13,Sample X109,1.049,
E14,Sample X110,1.339,
E15,Sample X111,1.214,
E16,Sample X112,1.343,
E17,Sample X113,1.236,
E18,Sample X114,0.601,
E19,Sample X115,0.515,
E20,Sample X116,0.998,
E21,Sample X117,0.994,
E22,Sample X118,0.988,
E23,Sample X119,0.177,
E24,Sample X120,0.155,
F01,Sample X121,0.155,
F02,Sample X122,0.207,
F03,Sample X123,0.883,
F04,Sample X124,1.333,
F05,Sample X125,1.437,
F06,Sample X126,1.093,
F07,Sample X127,1.052,
F08,Sample X128,1.292,
F09,Sample X129,1.112,
F10,Sample X130,1.055,
F11,Sample X131,1.120,
F12,Sample X132,1.318,
F13,Sample X133,0.908,
F14,Sample X134,1.049,
F15,Sample X135,1.614,
F16,Sample X136,1.204,
F17,Sample X137,1.073,
F18,Sample X138,0.329,
F19,Sample X139,0.965,
F20,Sample X140,1.148,
F21,Sample X141,1.493,
F22,Sample X142,1.161,
F23,Sample X143,0.149,
F24,Sample X144,0.156,
G01,Sample X145,0.151,
G02,Sample X146,0.156,
G03,Sample X147,1.198,
G04,Sample X148,2.332,
G05,Sample X149,1.282,
G06,Sample X150,1.246,
G07,Sample X151,0.927,
G08,Sample X152,1.290,
G09,Sample X153,1.510,
G10,Sample X154,1.045,
G11,Sample X155,1.118,
G12,Sample X156,1.203,
G13,Sample X157,1.256,
G14,Sample X158,1.313,
G15,Sample X159,1.317,
G16,Sample X160,1.373,
G17,Sample X161,1.799,
G18,Sample X162,1.179,
G19,Sample X163,0.929,
G20,Sample X164,1.247,
G21,Sample X165,1.228,
G22,Sample X166,1.060,
G23,Sample X167,0.202,
G24,Sample X168,0.153,
H01,Sample X169,0.159,
H02,Sample X170,0.176,
H03,Sample X171,1.146,
H04,Sample X172,1.273,
H05,Sample X173,1.270,
H06,Sample X174,1.097,
H07,Sample X175,1.088,
H08,Sample X176,1.332,
H09,Sample X177,1.324,
H10,Sample X178,1.128,
H11,Sample X179,1.115,
H12,Sample X180,1.226,
H13,Sample X181,1.124,
H14,Sample X182,1.027,
H15,Sample X183,1.176,
H16,Sample X184,1.303,
H17,Sample X185,1.076,
H18,Sample X186,0.979,
H19,Sample X187,1.015,
H20,Sample X188,1.305,
H21,Sample X189,1.100,
H22,Sample X190,0.733,
H23,Sample X191,0.160,
H24,Sample X192,0.146,
I01,Sample X193,0.254,
I02,Sample X194,0.201,
I03,Sample X195,1.144,
I04,Sample X196,1.383,
I05,Sample X197,1.660,
I06,Sample X198,1.228,
I07,Sample X199,1.228,
I08,Sample X200,1.297,
