Well,Content,Raw Data (600),
A01,Sample X1,0.171,
A02,Sample X2,0.161,
A03,Sample X3,0.296,
A04,Sample X4,0.277,
A05,Sample X5,0.309,
A06,Sample X6,0.278,
A07,Sample X7,0.270,
A08,Sample X8,0.276,
A09,Sample X9,0.311,
A10,Sample X10,0.309,
A11,Sample X11,0.290,
A12,Sample X12,0.322,
A13,Sample X13,0.376,
A14,Sample X14,0.273,
A15,Sample X15,0.336,
A16,Sample X16,0.448,
A17,Sample X17,0.300,
A18,Sample X18,0.322,
A19,Sample X19,0.229,
A20,Sample X20,0.254,
A21,Sample X21,0.291,
A22,Sample X22,0.325,
A23,Sample X23,0.152,
A24,Sample X24,0.190,
B01,Sample X25,0.163,
B02,Sample X26,0.161,
B03,Sample X27,0.295,
B04,Sample X28,0.290,
B05,Sample X29,0.274,
B06,Sample X30,0.321,
B07,Sample X31,0.287,
B08,Sample X32,0.352,
B09,Sample X33,0.277,
B10,Sample X34,0.286,
B11,Sample X35,0.344,
B12,Sample X36,0.335,
B13,Sample X37,0.346,
B14,Sample X38,0.266,
B15,Sample X39,0.298,
B16,Sample X40,0.317,
B17,Sample X41,0.309,
B18,Sample X42,0.300,
B19,Sample X43,0.298,
B20,Sample X44,0.288,
B21,Sample X45,0.290,
B22,Sample X46,0.511,
B23,Sample X47,0.150,
B24,Sample X48,0.162,
C01,Sample X49,0.163,
C02,Sample X50,0.198,
C03,Sample X51,0.322,
C04,Sample X52,0.303,
C05,Sample X53,0.287,
C06,Sample X54,0.286,
C07,Sample X55,0.307,
C08,Sample X56,0.410,
C09,Sample X57,0.287,
C10,Sample X58,0.274,
C11,Sample X59,0.303,
C12,Sample X60,0.292,
C13,Sample X61,0.350,
C14,Sample X62,0.333,
C15,Sample X63,0.280,
C16,Sample X64,0.324,
C17,Sample X65,0.292,
C18,Sample X66,0.277,
C19,Sample X67,0.263,
C20,Sample X68,0.258,
C21,Sample X69,0.268,
C22,Sample X70,0.263,
C23,Sample X71,0.154,
C24,Sample X72,0.157,
D01,Sample X73,0.151,
D02,Sample X74,0.182,
D03,Sample X75,0.329,
D04,Sample X76,0.296,
D05,Sample X77,0.283,
D06,Sample X78,0.284,
D07,Sample X79,0.271,
D08,Sample X80,0.349,
D09,Sample X81,0.308,
D10,Sample X82,0.290,
D11,Sample X83,0.310,
D12,Sample X84,0.308,
D13,Sample X85,0.346,
D14,Sample X86,0.278,
D15,Sample X87,0.314,
D16,Sample X88,0.286,
D17,Sample X89,0.305,
D18,Sample X90,0.304,
D19,Sample X91,0.345,
D20,Sample X92,0.275,
D21,Sample X93,0.316,
D22,Sample X94,0.315,
D23,Sample X95,0.178,
D24,Sample X96,0.148,
E01,Sample X97,0.149,
E02,Sample X98,0.170,
E03,Sample X99,0.307,
E04,Sample X100,0.315,
E05,Sample X101,0.320,
E06,Sample X102,0.296,
E07,Sample X103,0.314,
E08,Sample X104,0.425,
E09,Sample X105,0.251,
E10,Sample X106,0.309,
E11,Sample X107,0.255,
E12,Sample X108,0.573,
E13,Sample X109,0.373,
E14,Sample X110,0.289,
E15,Sample X111,0.284,
E16,Sample X112,0.282,
E17,Sample X113,0.266,
E18,Sample X114,0.287,
E19,Sample X115,0.275,
E20,Sample X116,0.254,
E21,Sample X117,0.284,
E22,Sample X118,0.287,
E23,Sample X119,0.175,
E24,Sample X120,0.156,
F01,Sample X121,0.147,
F02,Sample X122,0.185,
F03,Sample X123,0.286,
F04,Sample X124,0.311,
F05,Sample X125,0.307,
F06,Sample X126,0.311,
F07,Sample X127,0.308,
F08,Sample X128,0.417,
F09,Sample X129,0.292,
F10,Sample X130,0.257,
F11,Sample X131,0.263,
F12,Sample X132,0.323,
F13,Sample X133,0.281,
F14,Sample X134,0.283,
F15,Sample X135,0.571,
F16,Sample X136,0.314,
F17,Sample X137,0.272,
F18,Sample X138,0.325,
F19,Sample X139,0.299,
F20,Sample X140,0.309,
F21,Sample X141,0.314,
F22,Sample X142,0.303,
F23,Sample X143,0.148,
F24,Sample X144,0.158,
G01,Sample X145,0.151,
G02,Sample X146,0.156,
G03,Sample X147,0.310,
G04,Sample X148,0.321,
G05,Sample X149,0.308,
G06,Sample X150,0.325,
G07,Sample X151,0.301,
G08,Sample X152,0.427,
G09,Sample X153,0.319,
G10,Sample X154,0.323,
G11,Sample X155,0.303,
G12,Sample X156,0.341,
G13,Sample X157,0.320,
G14,Sample X158,0.291,
G15,Sample X159,0.407,
G16,Sample X160,0.343,
G17,Sample X161,0.292,
G18,Sample X162,0.591,
G19,Sample X163,0.281,
G20,Sample X164,0.306,
G21,Sample X165,0.276,
G22,Sample X166,0.289,
G23,Sample X167,0.204,
G24,Sample X168,0.152,
H01,Sample X169,0.163,
H02,Sample X170,0.171,
H03,Sample X171,0.282,
H04,Sample X172,0.328,
H05,Sample X173,0.296,
H06,Sample X174,0.295,
H07,Sample X175,0.273,
H08,Sample X176,0.354,
H09,Sample X177,0.358,
H10,Sample X178,0.321,
H11,Sample X179,0.295,
H12,Sample X180,0.303,
H13,Sample X181,0.326,
H14,Sample X182,0.307,
H15,Sample X183,0.419,
H16,Sample X184,0.350,
H17,Sample X185,0.270,
H18,Sample X186,0.310,
H19,Sample X187,0.356,
H20,Sample X188,0.314,
H21,Sample X189,0.271,
H22,Sample X190,0.290,
H23,Sample X191,0.158,
H24,Sample X192,0.147,
I01,Sample X193,0.269,
I02,Sample X194,0.200,
I03,Sample X195,0.303,
I04,Sample X196,0.366,
I05,Sample X197,0.316,
I06,Sample X198,0.289,
I07,Sample X199,0.313,
I08,Sample X200,0.433,
I09,Sample X201,0.408,
I10,Sample X202,0.345,
I11,Sample X203,0.266,
I12,Sample X204,0.297,
I13,Sample X205,0.338,
I14,Sample X206,0.332,
I15,Sample X207,0.320,
I16,Sample X208,0.328,
I17,Sample X209,0.312,
I18,Sample X210,0.298,
I19,Sample X211,0.293,
I20,Sample X212,0.310,
I21,Sample X213,0.297,
I22,Sample X214,0.334,
I23,Sample X215,0.220,
I24,Sample X216,0.168,
J01,Sample X217,0.281,
J02,Sample X218,0.161,
J03,Sample X219,0.304,
J04,Sample X220,0.279,
J05,Sample X221,0.314,
J06,Sample X222,0.328,
J07,Sample X223,0.274,
J08,Sample X224,0.490,
J09,Sample X225,0.284,
J10,Sample X226,0.288,
J11,Sample X227,0.451,
J12,Sample X228,0.294,
J13,Sample X229,0.336,
J14,Sample X230,0.310,
J15,Sample X231,0.329,
J16,Sample X232,0.328,
J17,Sample X233,0.340,
J18,Sample X234,0.435,
J19,Sample X235,0.304,
J20,Sample X236,0.290,
J21,Sample X237,0.329,
J22,Sample X238,0.285,
J23,Sample X239,0.164,
J24,Sample X240,0.147,
K01,Sample X241,0.264,
K02,Sample X242,0.164,
K03,Sample X243,0.306,
K04,Sample X244,0.318,
K05,Sample X245,0.409,
K06,Sample X246,0.283,
K07,Sample X247,0.334,
K08,Sample X248,0.388,
K09,Sample X249,0.309,
K10,Sample X250,0.296,
K11,Sample X251,0.322,
K12,Sample X252,0.318,
K13,Sample X253,0.298,
K14,Sample X254,0.284,
K15,Sample X255,0.317,
K16,Sample X256,0.291,
K17,Sample X257,0.300,
K18,Sample X258,0.332,
K19,Sample X259,0.322,
K20,Sample X260,0.317,
K21,Sample X261,0.351,
K22,Sample X262,0.269,
K23,Sample X263,0.168,
K24,Sample X264,0.287,
L01,Sample X265,0.229,
L02,Sample X266,0.159,
L03,Sample X267,0.277,
L04,Sample X268,0.309,
L05,Sample X269,0.310,
L06,Sample X270,0.310,
L07,Sample X271,0.379,
L08,Sample X272,0.410,
L09,Sample X273,0.286,
L10,Sample X274,0.284,
L11,Sample X275,0.365,
L12,Sample X276,0.337,
L13,Sample X277,0.293,
L14,Sample X278,0.322,
L15,Sample X279,0.428,
L16,Sample X280,0.337,
L17,Sample X281,0.320,
L18,Sample X282,0.311,
L19,Sample X283,0.984,
L20,Sample X284,0.322,
L21,Sample X285,0.328,
L22,Sample X286,0.312,
L23,Sample X287,0.152,
L24,Sample X288,0.214,
M01,Sample X289,0.264,
M02,Sample X290,0.173,
M03,Sample X291,0.291,
M04,Sample X292,0.299,
M05,Sample X293,0.295,
M06,Sample X294,0.341,
M07,Sample X295,0.301,
M08,Sample X296,0.414,
M09,Sample X297,0.316,
M10,Sample X298,0.278,
M11,Sample X299,0.290,
M12,Sample X300,0.340,
M13,Sample X301,0.409,
M14,Sample X302,0.259,
M15,Sample X303,0.483,
M16,Sample X304,0.371,
M17,Sample X305,0.366,
M18,Sample X306,0.447,
M19,Sample X307,0.347,
M20,Sample X308,0.414,
M21,Sample X309,0.344,
M22,Sample X310,0.305,
M23,Sample X311,0.149,
M24,Sample X312,0.187,
N01,Sample X313,0.157,
N02,Sample X314,0.161,
N03,Sample X315,0.283,
N04,Sample X316,0.298,
N05,Sample X317,0.275,
N06,Sample X318,0.349,
N07,Sample X319,1.003,
N08,Sample X320,0.383,
N09,Sample X321,0.292,
N10,Sample X322,0.278,
N11,Sample X323,0.280,
N12,Sample X324,0.329,
N13,Sample X325,0.298,
N14,Sample X326,0.254,
N15,Sample X327,0.593,
N16,Sample X328,0.394,
N17,Sample X329,0.272,
N18,Sample X330,0.494,
N19,Sample X331,0.371,
N20,Sample X332,0.433,
N21,Sample X333,0.349,
N22,Sample X334,0.322,
N23,Sample X335,0.152,
N24,Sample X336,0.191,
O01,Sample X337,0.160,
