Well,Content,Well Scan: Average (600),
A01,Sample X1,0.083,
A02,Sample X2,0.087,
A03,Sample X3,0.142,
A04,Sample X4,0.135,
A05,Sample X5,0.138,
A06,Sample X6,0.128,
A07,Sample X7,0.133,
A08,Sample X8,0.143,
A09,Sample X9,0.140,
A10,Sample X10,0.143,
A11,Sample X11,0.137,
A12,Sample X12,0.153,
A13,Sample X13,0.143,
A14,Sample X14,0.140,
A15,Sample X15,0.140,
A16,Sample X16,0.139,
A17,Sample X17,0.136,
A18,Sample X18,0.165,
A19,Sample X19,0.165,
A20,Sample X20,0.160,
A21,Sample X21,0.166,
A22,Sample X22,0.168,
A23,Sample X23,0.070,
A24,Sample X24,0.072,
B01,Sample X25,0.089,
B02,Sample X26,0.085,
B03,Sample X27,0.114,
B04,Sample X28,0.149,
B05,Sample X29,0.174,
B06,Sample X30,0.176,
B07,Sample X31,0.181,
B08,Sample X32,0.187,
B09,Sample X33,0.182,
B10,Sample X34,0.184,
B11,Sample X35,0.140,
B12,Sample X36,0.169,
B13,Sample X37,0.168,
B14,Sample X38,0.167,
B15,Sample X39,0.178,
B16,Sample X40,0.190,
B17,Sample X41,0.204,
B18,Sample X42,0.173,
B19,Sample X43,0.173,
B20,Sample X44,0.166,
B21,Sample X45,0.166,
B22,Sample X46,0.171,
B23,Sample X47,0.075,
B24,Sample X48,0.076,
C01,Sample X49,0.092,
C02,Sample X50,0.091,
C03,Sample X51,0.174,
C04,Sample X52,0.175,
C05,Sample X53,0.173,
C06,Sample X54,0.170,
C07,Sample X55,0.174,
C08,Sample X56,0.169,
C09,Sample X57,0.169,
C10,Sample X58,0.172,
C11,Sample X59,0.169,
C12,Sample X60,0.134,
C13,Sample X61,0.149,
C14,Sample X62,0.139,
C15,Sample X63,0.165,
C16,Sample X64,0.166,
C17,Sample X65,0.195,
C18,Sample X66,0.175,
C19,Sample X67,0.255,
C20,Sample X68,0.207,
C21,Sample X69,0.157,
C22,Sample X70,0.157,
C23,Sample X71,0.074,
C24,Sample X72,0.080,
D01,Sample X73,0.091,
D02,Sample X74,0.103,
D03,Sample X75,0.160,
D04,Sample X76,0.185,
D05,Sample X77,0.189,
D06,Sample X78,0.193,
D07,Sample X79,0.246,
D08,Sample X80,0.380,
D09,Sample X81,0.251,
D10,Sample X82,0.354,
D11,Sample X83,0.404,
D12,Sample X84,0.434,
D13,Sample X85,0.376,
D14,Sample X86,0.328,
D15,Sample X87,0.375,
D16,Sample X88,0.349,
D17,Sample X89,0.171,
D18,Sample X90,0.173,
D19,Sample X91,0.473,
D20,Sample X92,0.519,
D21,Sample X93,0.398,
D22,Sample X94,0.178,
D23,Sample X95,0.085,
D24,Sample X96,0.082,
E01,Sample X97,0.101,
E02,Sample X98,0.104,
E03,Sample X99,0.152,
E04,Sample X100,0.181,
E05,Sample X101,0.238,
E06,Sample X102,0.432,
E07,Sample X103,0.252,
E08,Sample X104,0.276,
E09,Sample X105,0.399,
E10,Sample X106,0.407,
E11,Sample X107,0.431,
E12,Sample X108,0.409,
E13,Sample X109,0.426,
E14,Sample X110,0.483,
E15,Sample X111,0.315,
E16,Sample X112,0.300,
E17,Sample X113,0.239,
E18,Sample X114,0.167,
E19,Sample X115,0.476,
E20,Sample X116,0.461,
E21,Sample X117,0.493,
E22,Sample X118,0.467,
E23,Sample X119,0.099,
E24,Sample X120,0.106,
F01,Sample X121,0.103,
F02,Sample X122,0.109,
F03,Sample X123,0.176,
F04,Sample X124,0.247,
F05,Sample X125,0.431,
F06,Sample X126,0.344,
F07,Sample X127,0.631,
F08,Sample X128,0.570,
F09,Sample X129,0.435,
F10,Sample X130,0.575,
F11,Sample X131,0.418,
F12,Sample X132,0.537,
F13,Sample X133,0.329,
F14,Sample X134,0.598,
F15,Sample X135,0.551,
F16,Sample X136,0.394,
F17,Sample X137,0.597,
F18,Sample X138,0.565,
F19,Sample X139,0.569,
F20,Sample X140,0.497,
F21,Sample X141,0.682,
F22,Sample X142,0.370,
F23,Sample X143,0.261,
F24,Sample X144,0.127,
G01,Sample X145,0.108,
G02,Sample X146,0.105,
G03,Sample X147,0.186,
G04,Sample X148,0.310,
G05,Sample X149,0.426,
G06,Sample X150,0.332,
G07,Sample X151,0.517,
G08,Sample X152,0.788,
G09,Sample X153,0.385,
G10,Sample X154,0.537,
G11,Sample X155,0.711,
G12,Sample X156,0.596,
G13,Sample X157,0.648,
G14,Sample X158,0.477,
G15,Sample X159,0.694,
G16,Sample X160,0.563,
G17,Sample X161,0.427,
G18,Sample X162,0.419,
G19,Sample X163,0.551,
G20,Sample X164,0.451,
G21,Sample X165,0.386,
G22,Sample X166,0.240,
G23,Sample X167,0.366,
G24,Sample X168,0.120,
H01,Sample X169,0.116,
H02,Sample X170,0.116,
H03,Sample X171,0.170,
H04,Sample X172,0.443,
H05,Sample X173,0.507,
H06,Sample X174,0.377,
H07,Sample X175,0.557,
H08,Sample X176,0.568,
H09,Sample X177,0.590,
H10,Sample X178,0.463,
H11,Sample X179,0.567,
H12,Sample X180,0.636,
H13,Sample X181,0.602,
H14,Sample X182,0.465,
H15,Sample X183,0.416,
H16,Sample X184,0.510,
H17,Sample X185,0.593,
H18,Sample X186,0.670,
H19,Sample X187,0.623,
H20,Sample X188,0.596,
H21,Sample X189,0.601,
H22,Sample X190,0.363,
H23,Sample X191,0.375,
H24,Sample X192,0.140,
I01,Sample X193,0.110,
I02,Sample X194,0.107,
I03,Sample X195,0.163,
I04,Sample X196,0.330,
I05,Sample X197,0.504,
I06,Sample X198,0.556,
I07,Sample X199,0.455,
I08,Sample X200,0.532,
I09,Sample X201,0.448,
I10,Sample X202,0.564,
I11,Sample X203,0.508,
I12,Sample X204,0.514,
I13,Sample X205,0.615,
I14,Sample X206,0.477,
I15,Sample X207,0.506,
I16,Sample X208,0.718,
I17,Sample X209,0.738,
I18,Sample X210,0.644,
I19,Sample X211,0.315,
I20,Sample X212,0.563,
I21,Sample X213,0.460,
I22,Sample X214,0.516,
I23,Sample X215,0.293,
I24,Sample X216,0.114,
J01,Sample X217,0.110,
J02,Sample X218,0.107,
J03,Sample X219,0.192,
J04,Sample X220,0.399,
J05,Sample X221,0.558,
J06,Sample X222,0.586,
J07,Sample X223,0.498,
J08,Sample X224,0.636,
J09,Sample X225,0.658,
J10,Sample X226,0.539,
J11,Sample X227,0.603,
J12,Sample X228,0.574,
J13,Sample X229,0.643,
J14,Sample X230,0.540,
J15,Sample X231,0.645,
J16,Sample X232,0.586,
J17,Sample X233,0.720,
J18,Sample X234,0.758,
J19,Sample X235,0.594,
J20,Sample X236,0.653,
J21,Sample X237,0.643,
J22,Sample X238,0.494,
J23,Sample X239,0.260,
J24,Sample X240,0.110,
K01,Sample X241,0.113,
K02,Sample X242,0.113,
K03,Sample X243,0.158,
K04,Sample X244,0.406,
K05,Sample X245,0.426,
K06,Sample X246,0.466,
K07,Sample X247,0.545,
