Well,Content,Well Scan: Average (600),
A01,Sample X1,0.073,
A02,Sample X2,0.077,
A03,Sample X3,0.130,
A04,Sample X4,0.123,
A05,Sample X5,0.125,
A06,Sample X6,0.121,
A07,Sample X7,0.120,
A08,Sample X8,0.130,
A09,Sample X9,0.125,
A10,Sample X10,0.127,
A11,Sample X11,0.126,
A12,Sample X12,0.146,
A13,Sample X13,0.138,
A14,Sample X14,0.128,
A15,Sample X15,0.128,
A16,Sample X16,0.131,
A17,Sample X17,0.133,
A18,Sample X18,0.164,
A19,Sample X19,0.166,
A20,Sample X20,0.162,
A21,Sample X21,0.169,
A22,Sample X22,0.170,
A23,Sample X23,0.071,
A24,Sample X24,0.074,
B01,Sample X25,0.083,
B02,Sample X26,0.082,
B03,Sample X27,0.113,
B04,Sample X28,0.142,
B05,Sample X29,0.166,
B06,Sample X30,0.167,
B07,Sample X31,0.176,
B08,Sample X32,0.183,
B09,Sample X33,0.178,
B10,Sample X34,0.223,
B11,Sample X35,0.190,
B12,Sample X36,0.243,
B13,Sample X37,0.172,
B14,Sample X38,0.239,
B15,Sample X39,0.257,
B16,Sample X40,0.278,
B17,Sample X41,0.222,
B18,Sample X42,0.197,
B19,Sample X43,0.228,
B20,Sample X44,0.164,
B21,Sample X45,0.165,
B22,Sample X46,0.172,
B23,Sample X47,0.068,
B24,Sample X48,0.070,
C01,Sample X49,0.086,
C02,Sample X50,0.084,
C03,Sample X51,0.171,
C04,Sample X52,0.171,
C05,Sample X53,0.167,
C06,Sample X54,0.169,
C07,Sample X55,0.185,
C08,Sample X56,0.175,
C09,Sample X57,0.171,
C10,Sample X58,0.229,
C11,Sample X59,0.227,
C12,Sample X60,0.136,
C13,Sample X61,0.148,
C14,Sample X62,0.222,
C15,Sample X63,0.292,
C16,Sample X64,0.173,
C17,Sample X65,0.190,
C18,Sample X66,0.175,
C19,Sample X67,0.218,
C20,Sample X68,0.161,
C21,Sample X69,0.163,
C22,Sample X70,0.165,
C23,Sample X71,0.068,
C24,Sample X72,0.072,
D01,Sample X73,0.086,
D02,Sample X74,0.097,
D03,Sample X75,0.149,
D04,Sample X76,0.179,
D05,Sample X77,0.178,
D06,Sample X78,0.190,
D07,Sample X79,0.184,
D08,Sample X80,0.221,
D09,Sample X81,0.132,
D10,Sample X82,0.229,
D11,Sample X83,0.235,
D12,Sample X84,0.234,
D13,Sample X85,0.225,
D14,Sample X86,0.263,
D15,Sample X87,0.301,
D16,Sample X88,0.246,
D17,Sample X89,0.161,
D18,Sample X90,0.161,
D19,Sample X91,0.291,
D20,Sample X92,0.248,
D21,Sample X93,0.142,
D22,Sample X94,0.118,
D23,Sample X95,0.073,
D24,Sample X96,0.073,
E01,Sample X97,0.090,
E02,Sample X98,0.090,
E03,Sample X99,0.138,
E04,Sample X100,0.179,
E05,Sample X101,0.145,
E06,Sample X102,0.232,
E07,Sample X103,0.190,
E08,Sample X104,0.195,
E09,Sample X105,0.296,
E10,Sample X106,0.273,
E11,Sample X107,0.342,
E12,Sample X108,0.244,
E13,Sample X109,0.356,
E14,Sample X110,0.382,
E15,Sample X111,0.235,
E16,Sample X112,0.186,
E17,Sample X113,0.213,
E18,Sample X114,0.152,
