Well,Content,Well Scan: Average (600),
A01,Sample X1,0.078,
A02,Sample X2,0.086,
A03,Sample X3,0.124,
A04,Sample X4,0.114,
A05,Sample X5,0.107,
A06,Sample X6,0.110,
A07,Sample X7,0.110,
A08,Sample X8,0.111,
A09,Sample X9,0.107,
A10,Sample X10,0.107,
A11,Sample X11,0.109,
A12,Sample X12,0.131,
A13,Sample X13,0.108,
A14,Sample X14,0.103,
A15,Sample X15,0.104,
A16,Sample X16,0.108,
A17,Sample X17,0.116,
A18,Sample X18,0.539,
A19,Sample X19,0.528,
A20,Sample X20,0.486,
A21,Sample X21,0.499,
A22,Sample X22,0.512,
A23,Sample X23,0.073,
A24,Sample X24,0.074,
B01,Sample X25,0.081,
B02,Sample X26,0.085,
B03,Sample X27,0.105,
B04,Sample X28,0.293,
B05,Sample X29,0.512,
B06,Sample X30,0.550,
B07,Sample X31,0.511,
B08,Sample X32,0.724,
B09,Sample X33,0.641,
B10,Sample X34,0.675,
B11,Sample X35,0.110,
B12,Sample X36,0.603,
B13,Sample X37,0.589,
B14,Sample X38,0.745,
B15,Sample X39,0.526,
B16,Sample X40,0.567,
B17,Sample X41,0.600,
B18,Sample X42,0.460,
B19,Sample X43,0.489,
B20,Sample X44,0.531,
B21,Sample X45,0.448,
B22,Sample X46,0.490,
B23,Sample X47,0.068,
B24,Sample X48,0.070,
C01,Sample X49,0.079,
C02,Sample X50,0.078,
C03,Sample X51,0.801,
C04,Sample X52,0.639,
C05,Sample X53,0.482,
C06,Sample X54,0.514,
C07,Sample X55,0.642,
C08,Sample X56,0.147,
C09,Sample X57,0.424,
C10,Sample X58,0.334,
C11,Sample X59,0.516,
C12,Sample X60,0.105,
C13,Sample X61,0.108,
C14,Sample X62,0.113,
C15,Sample X63,0.518,
C16,Sample X64,0.541,
C17,Sample X65,0.554,
C18,Sample X66,0.532,
C19,Sample X67,0.433,
C20,Sample X68,0.576,
C21,Sample X69,0.532,
C22,Sample X70,0.329,
C23,Sample X71,0.066,
C24,Sample X72,0.070,
D01,Sample X73,0.079,
D02,Sample X74,0.257,
D03,Sample X75,0.115,
D04,Sample X76,0.491,
D05,Sample X77,0.549,
D06,Sample X78,0.590,
D07,Sample X79,0.525,
D08,Sample X80,0.538,
D09,Sample X81,0.116,
D10,Sample X82,0.516,
D11,Sample X83,0.597,
D12,Sample X84,0.491,
D13,Sample X85,0.105,
D14,Sample X86,0.498,
D15,Sample X87,0.163,
D16,Sample X88,0.255,
D17,Sample X89,0.137,
D18,Sample X90,0.266,
D19,Sample X91,0.185,
D20,Sample X92,0.115,
D21,Sample X93,0.112,
D22,Sample X94,0.106,
D23,Sample X95,0.071,
D24,Sample X96,0.069,
E01,Sample X97,0.080,
E02,Sample X98,0.079,
E03,Sample X99,0.111,
E04,Sample X100,0.661,
E05,Sample X101,0.125,
E06,Sample X102,0.299,
E07,Sample X103,0.129,
E08,Sample X104,0.126,
E09,Sample X105,0.506,
E10,Sample X106,0.125,
E11,Sample X107,0.113,
E12,Sample X108,0.111,
E13,Sample X109,0.508,
E14,Sample X110,0.595,
E15,Sample X111,0.108,
E16,Sample X112,0.557,
E17,Sample X113,0.589,
E18,Sample X114,0.110,
E19,Sample X115,0.095,
E20,Sample X116,0.106,
E21,Sample X117,0.527,
E22,Sample X118,0.107,
E23,Sample X119,0.071,
E24,Sample X120,0.069,
F01,Sample X121,0.079,
F02,Sample X122,0.079,
F03,Sample X123,0.119,
F04,Sample X124,0.125,
F05,Sample X125,0.221,
F06,Sample X126,0.129,
F07,Sample X127,0.292,
F08,Sample X128,0.500,
F09,Sample X129,0.131,
F10,Sample X130,0.520,
F11,Sample X131,0.520,
F12,Sample X132,0.479,
F13,Sample X133,0.113,
F14,Sample X134,0.494,
F15,Sample X135,0.288,
F16,Sample X136,0.583,
F17,Sample X137,0.471,
F18,Sample X138,0.119,
F19,Sample X139,0.529,
F20,Sample X140,0.517,
F21,Sample X141,0.706,
F22,Sample X142,0.470,
F23,Sample X143,0.092,
F24,Sample X144,0.089,
G01,Sample X145,0.076,
G02,Sample X146,0.075,
G03,Sample X147,0.489,
G04,Sample X148,0.503,
G05,Sample X149,0.535,
G06,Sample X150,0.439,
G07,Sample X151,0.119,
G08,Sample X152,0.257,
G09,Sample X153,0.288,
