Well,Content,Well Scan: Average (600),
A01,Sample X1,0.075,
A02,Sample X2,0.080,
A03,Sample X3,0.091,
A04,Sample X4,0.089,
A05,Sample X5,0.079,
A06,Sample X6,0.083,
A07,Sample X7,0.085,
A08,Sample X8,0.162,
A09,Sample X9,0.116,
A10,Sample X10,0.099,
A11,Sample X11,0.105,
A12,Sample X12,0.119,
A13,Sample X13,0.105,
A14,Sample X14,0.099,
A15,Sample X15,0.106,
A16,Sample X16,0.101,
A17,Sample X17,0.104,
A18,Sample X18,1.571,
A19,Sample X19,1.536,
A20,Sample X20,1.237,
A21,Sample X21,1.554,
A22,Sample X22,1.355,
A23,Sample X23,0.073,
A24,Sample X24,0.073,
B01,Sample X25,0.081,
B02,Sample X26,0.086,
B03,Sample X27,1.603,
B04,Sample X28,0.113,
B05,Sample X29,1.546,
B06,Sample X30,1.865,
B07,Sample X31,2.162,
B08,Sample X32,1.898,
B09,Sample X33,1.430,
B10,Sample X34,1.682,
B11,Sample X35,1.314,
B12,Sample X36,2.026,
B13,Sample X37,1.577,
B14,Sample X38,1.471,
B15,Sample X39,1.587,
B16,Sample X40,1.795,
B17,Sample X41,0.880,
B18,Sample X42,1.124,
B19,Sample X43,1.563,
B20,Sample X44,1.165,
B21,Sample X45,1.282,
B22,Sample X46,0.836,
B23,Sample X47,0.066,
B24,Sample X48,0.075,
C01,Sample X49,0.078,
C02,Sample X50,0.074,
C03,Sample X51,1.499,
C04,Sample X52,1.964,
C05,Sample X53,1.663,
C06,Sample X54,1.566,
C07,Sample X55,0.159,
C08,Sample X56,0.519,
C09,Sample X57,1.424,
C10,Sample X58,1.522,
C11,Sample X59,0.125,
C12,Sample X60,0.101,
C13,Sample X61,0.416,
C14,Sample X62,0.966,
C15,Sample X63,1.686,
C16,Sample X64,1.251,
C17,Sample X65,0.133,
C18,Sample X66,1.019,
C19,Sample X67,1.017,
C20,Sample X68,0.931,
C21,Sample X69,0.391,
C22,Sample X70,1.313,
C23,Sample X71,0.069,
C24,Sample X72,0.069,
D01,Sample X73,0.079,
D02,Sample X74,0.079,
D03,Sample X75,1.411,
D04,Sample X76,0.118,
D05,Sample X77,0.097,
D06,Sample X78,0.109,
D07,Sample X79,0.799,
D08,Sample X80,0.229,
D09,Sample X81,0.139,
D10,Sample X82,1.589,
D11,Sample X83,1.419,
D12,Sample X84,1.409,
D13,Sample X85,0.451,
D14,Sample X86,1.696,
D15,Sample X87,1.472,
D16,Sample X88,0.683,
D17,Sample X89,0.866,
D18,Sample X90,1.192,
D19,Sample X91,0.774,
D20,Sample X92,0.106,
D21,Sample X93,0.105,
D22,Sample X94,0.113,
D23,Sample X95,0.067,
D24,Sample X96,0.068,
E01,Sample X97,0.083,
E02,Sample X98,0.078,
E03,Sample X99,1.354,
E04,Sample X100,1.416,
E05,Sample X101,0.307,
E06,Sample X102,1.119,
E07,Sample X103,0.692,
E08,Sample X104,0.161,
E09,Sample X105,1.001,
E10,Sample X106,1.227,
E11,Sample X107,0.360,
E12,Sample X108,0.731,
E13,Sample X109,0.879,
E14,Sample X110,1.389,
E15,Sample X111,1.055,
E16,Sample X112,0.976,
E17,Sample X113,0.159,
E18,Sample X114,0.118,
E19,Sample X115,0.098,
E20,Sample X116,0.120,
E21,Sample X117,0.131,
E22,Sample X118,0.144,
E23,Sample X119,0.075,
E24,Sample X120,0.078,
F01,Sample X121,0.076,
F02,Sample X122,0.074,
F03,Sample X123,1.046,
F04,Sample X124,1.356,
F05,Sample X125,1.434,
F06,Sample X126,1.373,
F07,Sample X127,1.994,
F08,Sample X128,0.119,
F09,Sample X129,0.123,
F10,Sample X130,0.114,
F11,Sample X131,1.481,
F12,Sample X132,0.125,
F13,Sample X133,1.201,
F14,Sample X134,0.099,
F15,Sample X135,0.419,
F16,Sample X136,0.760,
F17,Sample X137,0.181,
F18,Sample X138,0.132,
F19,Sample X139,0.115,
F20,Sample X140,0.153,
F21,Sample X141,0.118,
F22,Sample X142,0.114,
F23,Sample X143,0.074,
F24,Sample X144,0.082,
G01,Sample X145,0.074,
G02,Sample X146,0.284,
G03,Sample X147,0.504,
G04,Sample X148,0.166,
G05,Sample X149,0.327,
G06,Sample X150,0.132,
G07,Sample X151,1.597,
G08,Sample X152,0.623,
G09,Sample X153,0.134,
G10,Sample X154,0.102,
G11,Sample X155,0.191,
G12,Sample X156,0.142,
G13,Sample X157,0.116,
G14,Sample X158,0.122,
G15,Sample X159,0.216,
G16,Sample X160,0.148,
G17,Sample X161,0.141,
G18,Sample X162,0.108,
G19,Sample X163,0.137,
G20,Sample X164,0.134,
G21,Sample X165,0.133,
G22,Sample X166,0.102,
G23,Sample X167,0.073,
G24,Sample X168,0.102,
H01,Sample X169,0.136,
H02,Sample X170,0.082,
H03,Sample X171,1.238,
H04,Sample X172,1.237,
H05,Sample X173,0.142,
H06,Sample X174,0.148,
H07,Sample X175,0.454,
H08,Sample X176,0.126,
H09,Sample X177,0.141,
H10,Sample X178,0.149,
H11,Sample X179,0.603,
H12,Sample X180,0.095,
H13,Sample X181,0.208,
H14,Sample X182,0.101,
H15,Sample X183,0.139,
H16,Sample X184,0.131,
H17,Sample X185,0.135,
H18,Sample X186,0.122,
H19,Sample X187,0.150,
H20,Sample X188,0.118,
H21,Sample X189,0.118,
H22,Sample X190,0.122,
H23,Sample X191,0.070,
H24,Sample X192,0.089,
I01,Sample X193,0.072,
I02,Sample X194,0.075,
I03,Sample X195,1.243,
I04,Sample X196,0.573,
I05,Sample X197,0.475,
I06,Sample X198,1.244,
I07,Sample X199,0.115,
I08,Sample X200,1.171,
I09,Sample X201,0.116,
I10,Sample X202,0.815,
I11,Sample X203,0.548,
I12,Sample X204,0.300,
I13,Sample X205,0.288,
I14,Sample X206,0.746,
I15,Sample X207,0.160,
I16,Sample X208,0.194,
I17,Sample X209,0.137,
I18,Sample X210,0.123,
I19,Sample X211,0.133,
I20,Sample X212,0.103,
I21,Sample X213,0.112,
I22,Sample X214,0.122,
I23,Sample X215,0.068,
I24,Sample X216,0.091,
J01,Sample X217,0.077,
J02,Sample X218,0.071,
J03,Sample X219,0.110,
J04,Sample X220,0.135,
J05,Sample X221,0.132,
J06,Sample X222,0.129,
J07,Sample X223,0.538,
J08,Sample X224,0.126,
J09,Sample X225,0.185,
J10,Sample X226,0.165,
J11,Sample X227,0.358,
J12,Sample X228,1.004,
J13,Sample X229,1.146,
J14,Sample X230,0.120,
J15,Sample X231,0.535,
J16,Sample X232,0.146,
J17,Sample X233,0.105,
J18,Sample X234,0.120,
J19,Sample X235,0.111,
J20,Sample X236,0.142,
J21,Sample X237,0.483,
J22,Sample X238,0.097,
J23,Sample X239,0.065,
J24,Sample X240,0.069,
K01,Sample X241,0.079,
K02,Sample X242,0.084,
K03,Sample X243,0.635,
K04,Sample X244,0.136,
K05,Sample X245,0.136,
K06,Sample X246,0.108,
