Well,Content,Well Scan: Average (600),
A01,Sample X1,0.076,
A02,Sample X2,0.079,
A03,Sample X3,0.089,
A04,Sample X4,0.089,
A05,Sample X5,0.078,
A06,Sample X6,0.082,
A07,Sample X7,0.087,
A08,Sample X8,0.158,
A09,Sample X9,0.118,
A10,Sample X10,0.099,
A11,Sample X11,0.103,
A12,Sample X12,0.120,
A13,Sample X13,0.104,
A14,Sample X14,0.101,
A15,Sample X15,0.105,
A16,Sample X16,0.100,
A17,Sample X17,0.102,
A18,Sample X18,1.243,
A19,Sample X19,1.331,
A20,Sample X20,0.991,
A21,Sample X21,1.377,
A22,Sample X22,1.072,
A23,Sample X23,0.075,
A24,Sample X24,0.077,
B01,Sample X25,0.079,
B02,Sample X26,0.085,
B03,Sample X27,1.132,
B04,Sample X28,0.115,
B05,Sample X29,1.459,
B06,Sample X30,1.605,
B07,Sample X31,1.486,
B08,Sample X32,1.258,
B09,Sample X33,1.350,
B10,Sample X34,1.076,
B11,Sample X35,1.048,
B12,Sample X36,1.524,
B13,Sample X37,1.424,
B14,Sample X38,1.141,
B15,Sample X39,1.283,
B16,Sample X40,1.302,
B17,Sample X41,0.727,
B18,Sample X42,1.083,
B19,Sample X43,1.190,
B20,Sample X44,1.053,
B21,Sample X45,1.010,
B22,Sample X46,0.641,
B23,Sample X47,0.064,
B24,Sample X48,0.072,
C01,Sample X49,0.075,
C02,Sample X50,0.075,
C03,Sample X51,1.262,
C04,Sample X52,1.353,
C05,Sample X53,1.073,
C06,Sample X54,1.353,
C07,Sample X55,0.153,
C08,Sample X56,0.489,
C09,Sample X57,1.230,
C10,Sample X58,1.275,
C11,Sample X59,0.123,
C12,Sample X60,0.101,
C13,Sample X61,0.386,
C14,Sample X62,0.443,
C15,Sample X63,1.390,
C16,Sample X64,1.117,
C17,Sample X65,0.133,
C18,Sample X66,0.777,
C19,Sample X67,0.871,
C20,Sample X68,0.940,
C21,Sample X69,0.372,
C22,Sample X70,0.981,
C23,Sample X71,0.067,
C24,Sample X72,0.070,
D01,Sample X73,0.079,
D02,Sample X74,0.077,
D03,Sample X75,1.336,
D04,Sample X76,0.118,
D05,Sample X77,0.098,
D06,Sample X78,0.110,
D07,Sample X79,0.743,
D08,Sample X80,0.233,
D09,Sample X81,0.141,
D10,Sample X82,1.143,
D11,Sample X83,1.136,
D12,Sample X84,1.197,
D13,Sample X85,0.426,
D14,Sample X86,1.385,
D15,Sample X87,1.022,
D16,Sample X88,0.639,
D17,Sample X89,0.752,
D18,Sample X90,1.007,
D19,Sample X91,0.670,
D20,Sample X92,0.104,
D21,Sample X93,0.108,
D22,Sample X94,0.116,
D23,Sample X95,0.066,
D24,Sample X96,0.066,
E01,Sample X97,0.083,
E02,Sample X98,0.077,
E03,Sample X99,1.204,
E04,Sample X100,1.201,
E05,Sample X101,0.178,
E06,Sample X102,1.004,
E07,Sample X103,0.662,
E08,Sample X104,0.159,
E09,Sample X105,0.773,
E10,Sample X106,1.085,
