Well,Content,Well Scan: Average (600),
A01,Sample X1,0.081,
A02,Sample X2,0.080,
A03,Sample X3,0.108,
A04,Sample X4,0.111,
A05,Sample X5,0.100,
A06,Sample X6,0.107,
A07,Sample X7,0.118,
A08,Sample X8,0.175,
A09,Sample X9,0.132,
A10,Sample X10,0.120,
A11,Sample X11,0.122,
A12,Sample X12,0.132,
A13,Sample X13,0.120,
A14,Sample X14,0.114,
A15,Sample X15,0.119,
A16,Sample X16,0.121,
A17,Sample X17,0.118,
A18,Sample X18,0.369,
A19,Sample X19,0.356,
A20,Sample X20,0.338,
A21,Sample X21,0.336,
A22,Sample X22,0.302,
A23,Sample X23,0.083,
A24,Sample X24,0.087,
B01,Sample X25,0.081,
B02,Sample X26,0.089,
B03,Sample X27,0.370,
B04,Sample X28,0.126,
B05,Sample X29,0.386,
B06,Sample X30,0.377,
B07,Sample X31,0.383,
B08,Sample X32,0.387,
B09,Sample X33,0.294,
B10,Sample X34,0.385,
B11,Sample X35,0.384,
B12,Sample X36,0.373,
B13,Sample X37,0.382,
B14,Sample X38,0.386,
B15,Sample X39,0.383,
B16,Sample X40,0.368,
B17,Sample X41,0.377,
B18,Sample X42,0.352,
B19,Sample X43,0.331,
B20,Sample X44,0.316,
B21,Sample X45,0.294,
B22,Sample X46,0.287,
B23,Sample X47,0.078,
B24,Sample X48,0.070,
C01,Sample X49,0.083,
C02,Sample X50,0.080,
C03,Sample X51,0.370,
C04,Sample X52,0.385,
C05,Sample X53,0.361,
C06,Sample X54,0.356,
C07,Sample X55,0.151,
C08,Sample X56,0.326,
C09,Sample X57,0.365,
C10,Sample X58,0.392,
C11,Sample X59,0.138,
C12,Sample X60,0.130,
C13,Sample X61,0.208,
C14,Sample X62,0.299,
C15,Sample X63,0.342,
C16,Sample X64,0.387,
C17,Sample X65,0.156,
C18,Sample X66,0.305,
C19,Sample X67,0.305,
C20,Sample X68,0.283,
C21,Sample X69,0.197,
C22,Sample X70,0.274,
C23,Sample X71,0.070,
C24,Sample X72,0.074,
D01,Sample X73,0.081,
D02,Sample X74,0.080,
D03,Sample X75,0.348,
D04,Sample X76,0.127,
D05,Sample X77,0.119,
D06,Sample X78,0.131,
D07,Sample X79,0.356,
D08,Sample X80,0.229,
D09,Sample X81,0.167,
D10,Sample X82,0.350,
D11,Sample X83,0.373,
D12,Sample X84,0.387,
D13,Sample X85,0.234,
D14,Sample X86,0.335,
D15,Sample X87,0.362,
D16,Sample X88,0.368,
D17,Sample X89,0.339,
D18,Sample X90,0.313,
D19,Sample X91,0.198,
D20,Sample X92,0.124,
D21,Sample X93,0.118,
D22,Sample X94,0.128,
D23,Sample X95,0.065,
D24,Sample X96,0.068,
E01,Sample X97,0.082,
E02,Sample X98,0.076,
E03,Sample X99,0.337,
E04,Sample X100,0.326,
E05,Sample X101,0.211,
E06,Sample X102,0.339,
E07,Sample X103,0.346,
E08,Sample X104,0.171,
E09,Sample X105,0.233,
E10,Sample X106,0.342,
E11,Sample X107,0.142,
E12,Sample X108,0.293,
E13,Sample X109,0.326,
E14,Sample X110,0.358,
E15,Sample X111,0.226,
E16,Sample X112,0.282,
E17,Sample X113,0.171,
E18,Sample X114,0.144,
E19,Sample X115,0.100,
E20,Sample X116,0.128,
E21,Sample X117,0.155,
E22,Sample X118,0.155,
E23,Sample X119,0.077,
E24,Sample X120,0.071,
F01,Sample X121,0.074,
F02,Sample X122,0.072,
F03,Sample X123,0.297,
F04,Sample X124,0.344,
F05,Sample X125,0.351,
F06,Sample X126,0.323,
F07,Sample X127,0.327,
F08,Sample X128,0.131,
F09,Sample X129,0.136,
F10,Sample X130,0.119,
F11,Sample X131,0.360,
F12,Sample X132,0.141,
F13,Sample X133,0.266,
F14,Sample X134,0.122,
F15,Sample X135,0.144,
F16,Sample X136,0.230,
F17,Sample X137,0.204,
F18,Sample X138,0.144,
F19,Sample X139,0.125,
F20,Sample X140,0.168,
F21,Sample X141,0.143,
F22,Sample X142,0.133,
F23,Sample X143,0.076,
F24,Sample X144,0.075,
G01,Sample X145,0.073,
G02,Sample X146,0.073,
G03,Sample X147,0.146,
G04,Sample X148,0.173,
G05,Sample X149,0.185,
G06,Sample X150,0.118,
G07,Sample X151,0.357,
G08,Sample X152,0.298,
G09,Sample X153,0.153,
G10,Sample X154,0.117,
G11,Sample X155,0.161,
G12,Sample X156,0.155,
G13,Sample X157,0.133,
G14,Sample X158,0.132,
G15,Sample X159,0.233,
G16,Sample X160,0.154,
G17,Sample X161,0.146,
G18,Sample X162,0.113,
G19,Sample X163,0.152,
G20,Sample X164,0.144,
G21,Sample X165,0.144,
G22,Sample X166,0.116,
G23,Sample X167,0.075,
G24,Sample X168,0.093,
H01,Sample X169,0.073,
H02,Sample X170,0.080,
H03,Sample X171,0.338,
H04,Sample X172,0.334,
H05,Sample X173,0.163,
H06,Sample X174,0.162,
H07,Sample X175,0.212,
H08,Sample X176,0.126,
H09,Sample X177,0.152,
H10,Sample X178,0.167,
H11,Sample X179,0.299,
H12,Sample X180,0.112,
H13,Sample X181,0.203,
H14,Sample X182,0.121,
H15,Sample X183,0.157,
H16,Sample X184,0.144,
H17,Sample X185,0.144,
H18,Sample X186,0.134,
H19,Sample X187,0.172,
H20,Sample X188,0.129,
H21,Sample X189,0.128,
H22,Sample X190,0.133,
H23,Sample X191,0.084,
H24,Sample X192,0.092,
I01,Sample X193,0.073,
I02,Sample X194,0.074,
I03,Sample X195,0.330,
I04,Sample X196,0.283,
I05,Sample X197,0.223,
I06,Sample X198,0.319,
I07,Sample X199,0.120,
I08,Sample X200,0.300,
I09,Sample X201,0.120,
I10,Sample X202,0.235,
I11,Sample X203,0.232,
I12,Sample X204,0.187,
I13,Sample X205,0.147,
I14,Sample X206,0.274,
I15,Sample X207,0.179,
I16,Sample X208,0.204,
I17,Sample X209,0.156,
I18,Sample X210,0.136,
I19,Sample X211,0.159,
I20,Sample X212,0.124,
I21,Sample X213,0.125,
I22,Sample X214,0.125,
I23,Sample X215,0.071,
I24,Sample X216,0.091,
J01,Sample X217,0.076,
J02,Sample X218,0.070,
J03,Sample X219,0.115,
J04,Sample X220,0.149,
J05,Sample X221,0.141,
J06,Sample X222,0.138,
J07,Sample X223,0.183,
J08,Sample X224,0.129,
J09,Sample X225,0.192,
J10,Sample X226,0.165,
J11,Sample X227,0.172,
J12,Sample X228,0.272,
J13,Sample X229,0.258,
J14,Sample X230,0.140,
J15,Sample X231,0.205,
J16,Sample X232,0.162,
J17,Sample X233,0.119,
J18,Sample X234,0.134,
J19,Sample X235,0.130,
J20,Sample X236,0.155,
J21,Sample X237,0.206,
J22,Sample X238,0.108,
J23,Sample X239,0.067,
J24,Sample X240,0.078,
K01,Sample X241,0.077,
K02,Sample X242,0.082,
K03,Sample X243,0.291,
K04,Sample X244,0.146,
K05,Sample X245,0.143,
K06,Sample X246,0.113,
K07,Sample X247,0.235,
K08,Sample X248,0.341,
K09,Sample X249,0.137,
K10,Sample X250,0.252,
K11,Sample X251,0.116,
K12,Sample X252,0.122,
K13,Sample X253,0.147,
K14,Sample X254,0.211,
K15,Sample X255,0.111,
K16,Sample X256,0.182,
K17,Sample X257,0.140,
K18,Sample X258,0.136,
K19,Sample X259,0.200,
K20,Sample X260,0.127,
K21,Sample X261,0.129,
K22,Sample X262,0.165,
K23,Sample X263,0.074,
K24,Sample X264,0.071,
L01,Sample X265,0.068,
L02,Sample X266,0.067,
L03,Sample X267,0.122,
L04,Sample X268,0.205,
L05,Sample X269,0.228,
L06,Sample X270,0.264,
L07,Sample X271,0.205,
L08,Sample X272,0.130,
L09,Sample X273,0.130,
L10,Sample X274,0.108,
L11,Sample X275,0.162,
L12,Sample X276,0.137,
L13,Sample X277,0.232,
L14,Sample X278,0.103,
L15,Sample X279,0.124,
L16,Sample X280,0.130,
L17,Sample X281,0.116,
L18,Sample X282,0.160,
L19,Sample X283,0.146,
L20,Sample X284,0.126,
L21,Sample X285,0.199,
L22,Sample X286,0.113,
L23,Sample X287,0.069,
L24,Sample X288,0.068,
M01,Sample X289,0.066,
M02,Sample X290,0.064,
M03,Sample X291,0.119,
M04,Sample X292,0.328,
M05,Sample X293,0.136,
M06,Sample X294,0.203,
M07,Sample X295,0.105,
M08,Sample X296,0.101,
M09,Sample X297,0.142,
M10,Sample X298,0.170,
M11,Sample X299,0.111,
M12,Sample X300,0.167,
M13,Sample X301,0.137,
M14,Sample X302,0.134,
M15,Sample X303,0.131,
M16,Sample X304,0.150,
M17,Sample X305,0.129,
M18,Sample X306,0.151,
M19,Sample X307,0.147,
M20,Sample X308,0.159,
M21,Sample X309,0.178,
M22,Sample X310,0.169,
M23,Sample X311,0.067,
M24,Sample X312,0.074,
N01,Sample X313,0.069,
N02,Sample X314,0.075,
N03,Sample X315,0.110,
N04,Sample X316,0.224,
N05,Sample X317,0.102,
N06,Sample X318,0.109,
N07,Sample X319,0.249,
N08,Sample X320,0.120,
N09,Sample X321,0.150,
N10,Sample X322,0.117,
N11,Sample X323,0.121,
N12,Sample X324,0.107,
N13,Sample X325,0.115,
N14,Sample X326,0.183,
