Well,Content,Well Scan: Average (600),
A01,Sample X1,0.078,
A02,Sample X2,0.078,
A03,Sample X3,0.096,
A04,Sample X4,0.105,
A05,Sample X5,0.100,
A06,Sample X6,0.102,
A07,Sample X7,0.112,
A08,Sample X8,0.166,
A09,Sample X9,0.124,
A10,Sample X10,0.113,
A11,Sample X11,0.119,
A12,Sample X12,0.134,
A13,Sample X13,0.116,
A14,Sample X14,0.109,
A15,Sample X15,0.112,
A16,Sample X16,0.110,
A17,Sample X17,0.113,
A18,Sample X18,0.425,
A19,Sample X19,0.408,
A20,Sample X20,0.400,
A21,Sample X21,0.414,
A22,Sample X22,0.374,
A23,Sample X23,0.075,
A24,Sample X24,0.081,
B01,Sample X25,0.080,
B02,Sample X26,0.087,
B03,Sample X27,0.437,
B04,Sample X28,0.116,
B05,Sample X29,0.445,
B06,Sample X30,0.428,
B07,Sample X31,0.436,
B08,Sample X32,0.446,
B09,Sample X33,0.318,
B10,Sample X34,0.436,
B11,Sample X35,0.438,
B12,Sample X36,0.432,
B13,Sample X37,0.436,
B14,Sample X38,0.438,
B15,Sample X39,0.434,
B16,Sample X40,0.435,
B17,Sample X41,0.439,
B18,Sample X42,0.404,
B19,Sample X43,0.402,
B20,Sample X44,0.391,
B21,Sample X45,0.370,
B22,Sample X46,0.359,
B23,Sample X47,0.069,
B24,Sample X48,0.070,
C01,Sample X49,0.079,
C02,Sample X50,0.075,
C03,Sample X51,0.422,
C04,Sample X52,0.442,
C05,Sample X53,0.411,
C06,Sample X54,0.419,
C07,Sample X55,0.153,
C08,Sample X56,0.361,
C09,Sample X57,0.420,
C10,Sample X58,0.440,
C11,Sample X59,0.132,
C12,Sample X60,0.114,
C13,Sample X61,0.252,
C14,Sample X62,0.347,
C15,Sample X63,0.396,
C16,Sample X64,0.457,
C17,Sample X65,0.146,
C18,Sample X66,0.340,
C19,Sample X67,0.382,
C20,Sample X68,0.368,
C21,Sample X69,0.255,
C22,Sample X70,0.349,
C23,Sample X71,0.069,
C24,Sample X72,0.071,
D01,Sample X73,0.078,
D02,Sample X74,0.079,
D03,Sample X75,0.507,
D04,Sample X76,0.124,
D05,Sample X77,0.109,
D06,Sample X78,0.122,
D07,Sample X79,0.440,
D08,Sample X80,0.229,
D09,Sample X81,0.152,
D10,Sample X82,0.406,
D11,Sample X83,0.433,
D12,Sample X84,0.443,
D13,Sample X85,0.288,
D14,Sample X86,0.390,
D15,Sample X87,0.418,
D16,Sample X88,0.449,
D17,Sample X89,0.414,
D18,Sample X90,0.386,
D19,Sample X91,0.274,
D20,Sample X92,0.114,
D21,Sample X93,0.111,
D22,Sample X94,0.123,
D23,Sample X95,0.064,
D24,Sample X96,0.063,
E01,Sample X97,0.079,
E02,Sample X98,0.076,
E03,Sample X99,0.385,
E04,Sample X100,0.372,
E05,Sample X101,0.271,
E06,Sample X102,0.388,
E07,Sample X103,0.397,
E08,Sample X104,0.163,
E09,Sample X105,0.296,
E10,Sample X106,0.404,
E11,Sample X107,0.178,
E12,Sample X108,0.340,
E13,Sample X109,0.588,
E14,Sample X110,0.411,
E15,Sample X111,0.291,
E16,Sample X112,0.357,
E17,Sample X113,0.172,
E18,Sample X114,0.133,
E19,Sample X115,0.107,
E20,Sample X116,0.129,
E21,Sample X117,0.151,
E22,Sample X118,0.153,
E23,Sample X119,0.070,
E24,Sample X120,0.068,
F01,Sample X121,0.074,
F02,Sample X122,0.073,
F03,Sample X123,0.347,
F04,Sample X124,0.399,
F05,Sample X125,0.410,
F06,Sample X126,0.381,
F07,Sample X127,0.386,
F08,Sample X128,0.124,
F09,Sample X129,0.131,
F10,Sample X130,0.116,
F11,Sample X131,0.418,
F12,Sample X132,0.135,
F13,Sample X133,0.349,
F14,Sample X134,0.112,
F15,Sample X135,0.151,
F16,Sample X136,0.308,
F17,Sample X137,0.201,
F18,Sample X138,0.141,
F19,Sample X139,0.124,
F20,Sample X140,0.167,
F21,Sample X141,0.134,
F22,Sample X142,0.129,
F23,Sample X143,0.074,
F24,Sample X144,0.076,
G01,Sample X145,0.075,
G02,Sample X146,0.072,
G03,Sample X147,0.187,
G04,Sample X148,0.172,
G05,Sample X149,0.218,
G06,Sample X150,0.118,
G07,Sample X151,0.426,
G08,Sample X152,0.373,
G09,Sample X153,0.148,
G10,Sample X154,0.116,
G11,Sample X155,0.172,
G12,Sample X156,0.152,
G13,Sample X157,0.134,
G14,Sample X158,0.129,
G15,Sample X159,0.228,
G16,Sample X160,0.152,
G17,Sample X161,0.145,
G18,Sample X162,0.114,
G19,Sample X163,0.150,
G20,Sample X164,0.141,
G21,Sample X165,0.136,
G22,Sample X166,0.110,
G23,Sample X167,0.074,
G24,Sample X168,0.092,
H01,Sample X169,0.074,
H02,Sample X170,0.081,
H03,Sample X171,0.405,
H04,Sample X172,0.407,
H05,Sample X173,0.157,
H06,Sample X174,0.156,
H07,Sample X175,0.281,
H08,Sample X176,0.127,
H09,Sample X177,0.146,
H10,Sample X178,0.158,
H11,Sample X179,0.366,
H12,Sample X180,0.103,
H13,Sample X181,0.223,
H14,Sample X182,0.111,
H15,Sample X183,0.152,
H16,Sample X184,0.144,
H17,Sample X185,0.138,
H18,Sample X186,0.131,
H19,Sample X187,0.163,
H20,Sample X188,0.132,
H21,Sample X189,0.126,
H22,Sample X190,0.132,
H23,Sample X191,0.078,
H24,Sample X192,0.088,
I01,Sample X193,0.073,
I02,Sample X194,0.076,
I03,Sample X195,0.408,
I04,Sample X196,0.390,
I05,Sample X197,0.295,
I06,Sample X198,0.399,
I07,Sample X199,0.119,
I08,Sample X200,0.375,
I09,Sample X201,0.117,
I10,Sample X202,0.324,
I11,Sample X203,0.313,
I12,Sample X204,0.192,
I13,Sample X205,0.189,
I14,Sample X206,0.355,
I15,Sample X207,0.175,
I16,Sample X208,0.203,
I17,Sample X209,0.154,
I18,Sample X210,0.133,
I19,Sample X211,0.151,
I20,Sample X212,0.117,
I21,Sample X213,0.121,
I22,Sample X214,0.124,
I23,Sample X215,0.069,
I24,Sample X216,0.088,
J01,Sample X217,0.076,
J02,Sample X218,0.070,
J03,Sample X219,0.115,
J04,Sample X220,0.144,
J05,Sample X221,0.142,
J06,Sample X222,0.136,
J07,Sample X223,0.259,
J08,Sample X224,0.128,
J09,Sample X225,0.190,
J10,Sample X226,0.165,
J11,Sample X227,0.172,
J12,Sample X228,0.353,
J13,Sample X229,0.337,
J14,Sample X230,0.132,
J15,Sample X231,0.272,
J16,Sample X232,0.159,
J17,Sample X233,0.111,
J18,Sample X234,0.134,
J19,Sample X235,0.127,
J20,Sample X236,0.151,
J21,Sample X237,0.264,
J22,Sample X238,0.105,
J23,Sample X239,0.065,
J24,Sample X240,0.071,
K01,Sample X241,0.078,
K02,Sample X242,0.083,
K03,Sample X243,0.365,
K04,Sample X244,0.142,
K05,Sample X245,0.141,
K06,Sample X246,0.113,
K07,Sample X247,0.317,
K08,Sample X248,0.421,
K09,Sample X249,0.136,
K10,Sample X250,0.331,
K11,Sample X251,0.113,
K12,Sample X252,0.116,
K13,Sample X253,0.142,
K14,Sample X254,0.224,
K15,Sample X255,0.104,
K16,Sample X256,0.196,
K17,Sample X257,0.131,
K18,Sample X258,0.135,
K19,Sample X259,0.271,
K20,Sample X260,0.122,
K21,Sample X261,0.128,
K22,Sample X262,0.171,
K23,Sample X263,0.073,
K24,Sample X264,0.069,
L01,Sample X265,0.068,
L02,Sample X266,0.067,
L03,Sample X267,0.123,
L04,Sample X268,0.227,
L05,Sample X269,0.316,
L06,Sample X270,0.346,
L07,Sample X271,0.204,
L08,Sample X272,0.129,
L09,Sample X273,0.125,
L10,Sample X274,0.107,
L11,Sample X275,0.187,
L12,Sample X276,0.134,
L13,Sample X277,0.297,
L14,Sample X278,0.100,
L15,Sample X279,0.116,
L16,Sample X280,0.127,
L17,Sample X281,0.113,
L18,Sample X282,0.152,
L19,Sample X283,0.145,
L20,Sample X284,0.120,
L21,Sample X285,0.254,
L22,Sample X286,0.112,
L23,Sample X287,0.069,
L24,Sample X288,0.068,
M01,Sample X289,0.066,
M02,Sample X290,0.066,
M03,Sample X291,0.117,
M04,Sample X292,0.408,
M05,Sample X293,0.133,
M06,Sample X294,0.290,
M07,Sample X295,0.103,
M08,Sample X296,0.099,
M09,Sample X297,0.138,
