Well,Content,Well Scan: Average (600),
A01,Sample X1,0.090,
A02,Sample X2,0.087,
A03,Sample X3,0.111,
A04,Sample X4,0.108,
A05,Sample X5,0.099,
A06,Sample X6,0.100,
A07,Sample X7,0.102,
A08,Sample X8,0.099,
A09,Sample X9,0.097,
A10,Sample X10,0.099,
A11,Sample X11,0.103,
A12,Sample X12,0.131,
A13,Sample X13,0.100,
A14,Sample X14,0.101,
A15,Sample X15,0.097,
A16,Sample X16,0.104,
A17,Sample X17,0.110,
A18,Sample X18,0.539,
A19,Sample X19,0.490,
A20,Sample X20,0.518,
A21,Sample X21,0.507,
A22,Sample X22,0.560,
A23,Sample X23,0.079,
A24,Sample X24,0.078,
B01,Sample X25,0.081,
B02,Sample X26,0.083,
B03,Sample X27,0.544,
B04,Sample X28,0.600,
B05,Sample X29,0.546,
B06,Sample X30,0.594,
B07,Sample X31,0.549,
B08,Sample X32,0.514,
B09,Sample X33,0.518,
B10,Sample X34,0.521,
B11,Sample X35,0.573,
B12,Sample X36,0.600,
B13,Sample X37,0.501,
B14,Sample X38,0.530,
B15,Sample X39,0.585,
B16,Sample X40,0.582,
B17,Sample X41,0.543,
B18,Sample X42,0.563,
B19,Sample X43,0.539,
B20,Sample X44,0.489,
B21,Sample X45,0.525,
B22,Sample X46,0.479,
B23,Sample X47,0.071,
B24,Sample X48,0.071,
C01,Sample X49,0.075,
C02,Sample X50,0.076,
C03,Sample X51,0.105,
C04,Sample X52,0.259,
C05,Sample X53,0.144,
C06,Sample X54,0.098,
C07,Sample X55,0.195,
C08,Sample X56,0.149,
C09,Sample X57,0.366,
C10,Sample X58,0.547,
C11,Sample X59,0.456,
C12,Sample X60,0.478,
C13,Sample X61,0.460,
C14,Sample X62,0.583,
C15,Sample X63,0.331,
C16,Sample X64,0.098,
C17,Sample X65,0.428,
C18,Sample X66,0.317,
C19,Sample X67,0.101,
C20,Sample X68,0.947,
C21,Sample X69,0.470,
C22,Sample X70,0.483,
C23,Sample X71,0.063,
C24,Sample X72,0.062,
D01,Sample X73,0.075,
D02,Sample X74,0.077,
D03,Sample X75,0.486,
D04,Sample X76,0.512,
D05,Sample X77,0.113,
D06,Sample X78,0.515,
D07,Sample X79,0.098,
D08,Sample X80,0.484,
D09,Sample X81,0.161,
D10,Sample X82,0.551,
D11,Sample X83,0.098,
D12,Sample X84,0.484,
D13,Sample X85,0.098,
D14,Sample X86,0.463,
D15,Sample X87,0.508,
D16,Sample X88,0.612,
D17,Sample X89,0.521,
D18,Sample X90,0.511,
D19,Sample X91,0.488,
D20,Sample X92,0.478,
D21,Sample X93,0.489,
D22,Sample X94,0.989,
D23,Sample X95,0.064,
D24,Sample X96,0.063,
E01,Sample X97,0.074,
E02,Sample X98,0.074,
E03,Sample X99,0.297,
E04,Sample X100,0.112,
E05,Sample X101,0.095,
E06,Sample X102,0.113,
E07,Sample X103,0.196,
E08,Sample X104,0.291,
E09,Sample X105,0.170,
E10,Sample X106,0.458,
E11,Sample X107,0.536,
E12,Sample X108,0.099,
E13,Sample X109,0.353,
E14,Sample X110,0.101,
E15,Sample X111,0.112,
E16,Sample X112,0.501,
E17,Sample X113,0.127,
E18,Sample X114,0.516,
E19,Sample X115,0.086,
E20,Sample X116,0.203,
E21,Sample X117,0.490,
E22,Sample X118,0.278,
E23,Sample X119,0.062,
E24,Sample X120,0.067,
F01,Sample X121,0.075,
F02,Sample X122,0.072,
F03,Sample X123,0.100,
F04,Sample X124,0.598,
F05,Sample X125,0.093,
F06,Sample X126,0.453,
F07,Sample X127,0.093,
F08,Sample X128,0.515,
F09,Sample X129,0.103,
F10,Sample X130,0.494,
F11,Sample X131,0.534,
F12,Sample X132,0.499,
F13,Sample X133,0.465,
F14,Sample X134,0.484,
