Well,Content,Well Scan: Average (600),
A01,Sample X1,0.086,
A02,Sample X2,0.080,
A03,Sample X3,0.124,
A04,Sample X4,0.126,
A05,Sample X5,0.119,
A06,Sample X6,0.126,
A07,Sample X7,0.122,
A08,Sample X8,0.123,
A09,Sample X9,0.124,
A10,Sample X10,0.119,
A11,Sample X11,0.130,
A12,Sample X12,0.151,
A13,Sample X13,0.131,
A14,Sample X14,0.128,
A15,Sample X15,0.126,
A16,Sample X16,0.128,
A17,Sample X17,0.126,
A18,Sample X18,0.210,
A19,Sample X19,0.201,
A20,Sample X20,0.196,
A21,Sample X21,0.204,
A22,Sample X22,0.210,
A23,Sample X23,0.079,
A24,Sample X24,0.078,
B01,Sample X25,0.073,
B02,Sample X26,0.073,
B03,Sample X27,0.197,
B04,Sample X28,0.194,
B05,Sample X29,0.195,
B06,Sample X30,0.200,
B07,Sample X31,0.192,
B08,Sample X32,0.213,
B09,Sample X33,0.190,
B10,Sample X34,0.203,
B11,Sample X35,0.190,
B12,Sample X36,0.190,
B13,Sample X37,0.198,
B14,Sample X38,0.201,
B15,Sample X39,0.189,
B16,Sample X40,0.207,
B17,Sample X41,0.216,
B18,Sample X42,0.199,
B19,Sample X43,0.187,
B20,Sample X44,0.201,
B21,Sample X45,0.200,
B22,Sample X46,0.210,
B23,Sample X47,0.072,
B24,Sample X48,0.071,
C01,Sample X49,0.075,
C02,Sample X50,0.071,
C03,Sample X51,0.108,
C04,Sample X52,0.163,
C05,Sample X53,0.138,
C06,Sample X54,0.119,
C07,Sample X55,0.156,
C08,Sample X56,0.150,
C09,Sample X57,0.182,
C10,Sample X58,0.177,
C11,Sample X59,0.179,
C12,Sample X60,0.182,
C13,Sample X61,0.188,
C14,Sample X62,0.188,
C15,Sample X63,0.167,
C16,Sample X64,0.105,
C17,Sample X65,0.169,
C18,Sample X66,0.161,
C19,Sample X67,0.101,
C20,Sample X68,0.171,
C21,Sample X69,0.180,
C22,Sample X70,0.187,
C23,Sample X71,0.064,
C24,Sample X72,0.062,
D01,Sample X73,0.071,
D02,Sample X74,0.070,
D03,Sample X75,0.186,
D04,Sample X76,0.182,
D05,Sample X77,0.125,
D06,Sample X78,0.182,
D07,Sample X79,0.130,
D08,Sample X80,0.219,
D09,Sample X81,0.172,
D10,Sample X82,0.178,
D11,Sample X83,0.133,
D12,Sample X84,0.190,
D13,Sample X85,0.120,
D14,Sample X86,0.199,
D15,Sample X87,0.205,
D16,Sample X88,0.199,
D17,Sample X89,0.220,
D18,Sample X90,0.195,
D19,Sample X91,0.200,
D20,Sample X92,0.194,
D21,Sample X93,0.228,
D22,Sample X94,0.198,
D23,Sample X95,0.064,
D24,Sample X96,0.065,
E01,Sample X97,0.071,
E02,Sample X98,0.073,
E03,Sample X99,0.158,
E04,Sample X100,0.127,
E05,Sample X101,0.118,
E06,Sample X102,0.128,
E07,Sample X103,0.155,
E08,Sample X104,0.176,
E09,Sample X105,0.176,
E10,Sample X106,0.187,
E11,Sample X107,0.184,
E12,Sample X108,0.121,
E13,Sample X109,0.176,
E14,Sample X110,0.126,
E15,Sample X111,0.100,
E16,Sample X112,0.204,
E17,Sample X113,0.145,
E18,Sample X114,0.184,
E19,Sample X115,0.089,
E20,Sample X116,0.155,
E21,Sample X117,0.185,
E22,Sample X118,0.167,
E23,Sample X119,0.062,
E24,Sample X120,0.068,
F01,Sample X121,0.071,
F02,Sample X122,0.069,
F03,Sample X123,0.106,
F04,Sample X124,0.193,
F05,Sample X125,0.119,
F06,Sample X126,0.184,
F07,Sample X127,0.115,
F08,Sample X128,0.193,
F09,Sample X129,0.107,
F10,Sample X130,0.186,
F11,Sample X131,0.198,
F12,Sample X132,0.194,
F13,Sample X133,0.196,
F14,Sample X134,0.196,
F15,Sample X135,0.202,
F16,Sample X136,0.226,
F17,Sample X137,0.204,
F18,Sample X138,0.194,
F19,Sample X139,0.191,
F20,Sample X140,0.195,
F21,Sample X141,0.198,
F22,Sample X142,0.189,
F23,Sample X143,0.065,
F24,Sample X144,0.079,
G01,Sample X145,0.072,
G02,Sample X146,0.067,
G03,Sample X147,0.163,
G04,Sample X148,0.115,
G05,Sample X149,0.122,
G06,Sample X150,0.119,
G07,Sample X151,0.115,
G08,Sample X152,0.128,
G09,Sample X153,0.137,
G10,Sample X154,0.199,
G11,Sample X155,0.122,
G12,Sample X156,0.218,
G13,Sample X157,0.199,
G14,Sample X158,0.200,
G15,Sample X159,0.212,
G16,Sample X160,0.206,
G17,Sample X161,0.244,
G18,Sample X162,0.213,
G19,Sample X163,0.121,
G20,Sample X164,0.202,
G21,Sample X165,0.196,
G22,Sample X166,0.194,
G23,Sample X167,0.063,
G24,Sample X168,0.073,
H01,Sample X169,0.086,
H02,Sample X170,0.072,
H03,Sample X171,0.167,
H04,Sample X172,0.220,
H05,Sample X173,0.135,
H06,Sample X174,0.206,
H07,Sample X175,0.116,
H08,Sample X176,0.214,
H09,Sample X177,0.180,
H10,Sample X178,0.214,
H11,Sample X179,0.212,
H12,Sample X180,0.214,
H13,Sample X181,0.212,
H14,Sample X182,0.211,
H15,Sample X183,0.217,
H16,Sample X184,0.213,
H17,Sample X185,0.214,
H18,Sample X186,0.215,
H19,Sample X187,0.167,
H20,Sample X188,0.215,
H21,Sample X189,0.220,
H22,Sample X190,0.207,
H23,Sample X191,0.069,
H24,Sample X192,0.107,
I01,Sample X193,0.073,
I02,Sample X194,0.070,
I03,Sample X195,0.158,
I04,Sample X196,0.177,
I05,Sample X197,0.117,
I06,Sample X198,0.165,
I07,Sample X199,0.122,
I08,Sample X200,0.111,
I09,Sample X201,0.210,
I10,Sample X202,0.210,
I11,Sample X203,0.164,
I12,Sample X204,0.202,
I13,Sample X205,0.221,
I14,Sample X206,0.201,
I15,Sample X207,0.203,
I16,Sample X208,0.222,
I17,Sample X209,0.179,
I18,Sample X210,0.210,
I19,Sample X211,0.207,
I20,Sample X212,0.200,
