Well,Content,Well Scan: Average (600),
A01,Sample X1,0.093,
A02,Sample X2,0.090,
A03,Sample X3,0.112,
A04,Sample X4,0.107,
A05,Sample X5,0.095,
A06,Sample X6,0.101,
A07,Sample X7,0.100,
A08,Sample X8,0.098,
A09,Sample X9,0.095,
A10,Sample X10,0.095,
A11,Sample X11,0.102,
A12,Sample X12,0.131,
A13,Sample X13,0.098,
A14,Sample X14,0.099,
A15,Sample X15,0.096,
A16,Sample X16,0.101,
A17,Sample X17,0.106,
A18,Sample X18,0.715,
A19,Sample X19,0.695,
A20,Sample X20,0.734,
A21,Sample X21,0.656,
A22,Sample X22,0.718,
A23,Sample X23,0.078,
A24,Sample X24,0.078,
B01,Sample X25,0.082,
B02,Sample X26,0.082,
B03,Sample X27,0.858,
B04,Sample X28,0.791,
B05,Sample X29,0.707,
B06,Sample X30,0.894,
B07,Sample X31,0.724,
B08,Sample X32,0.749,
B09,Sample X33,0.671,
B10,Sample X34,0.767,
B11,Sample X35,0.953,
B12,Sample X36,0.753,
B13,Sample X37,0.912,
B14,Sample X38,0.690,
B15,Sample X39,0.717,
B16,Sample X40,0.708,
B17,Sample X41,0.685,
B18,Sample X42,0.684,
B19,Sample X43,0.682,
B20,Sample X44,0.619,
B21,Sample X45,0.714,
B22,Sample X46,0.635,
B23,Sample X47,0.071,
B24,Sample X48,0.072,
C01,Sample X49,0.075,
C02,Sample X50,0.075,
C03,Sample X51,0.104,
C04,Sample X52,0.282,
C05,Sample X53,0.134,
C06,Sample X54,0.096,
C07,Sample X55,0.219,
C08,Sample X56,0.139,
C09,Sample X57,0.480,
C10,Sample X58,0.572,
C11,Sample X59,0.572,
C12,Sample X60,0.604,
C13,Sample X61,0.551,
C14,Sample X62,0.666,
C15,Sample X63,0.386,
C16,Sample X64,0.097,
C17,Sample X65,0.611,
C18,Sample X66,0.375,
C19,Sample X67,0.101,
C20,Sample X68,1.126,
C21,Sample X69,0.556,
C22,Sample X70,0.634,
C23,Sample X71,0.064,
C24,Sample X72,0.062,
D01,Sample X73,0.077,
D02,Sample X74,0.077,
D03,Sample X75,0.634,
D04,Sample X76,0.689,
D05,Sample X77,0.107,
D06,Sample X78,0.680,
D07,Sample X79,0.094,
D08,Sample X80,0.642,
D09,Sample X81,0.151,
D10,Sample X82,0.907,
D11,Sample X83,0.094,
D12,Sample X84,0.595,
D13,Sample X85,0.095,
D14,Sample X86,0.573,
D15,Sample X87,0.597,
D16,Sample X88,0.736,
D17,Sample X89,0.627,
D18,Sample X90,0.628,
D19,Sample X91,0.592,
D20,Sample X92,0.615,
D21,Sample X93,0.589,
D22,Sample X94,1.433,
D23,Sample X95,0.064,
D24,Sample X96,0.064,
E01,Sample X97,0.074,
E02,Sample X98,0.073,
E03,Sample X99,0.420,
E04,Sample X100,0.107,
E05,Sample X101,0.090,
E06,Sample X102,0.108,
E07,Sample X103,0.175,
E08,Sample X104,0.401,
E09,Sample X105,0.160,
E10,Sample X106,0.624,
E11,Sample X107,0.663,
E12,Sample X108,0.096,
E13,Sample X109,0.462,
E14,Sample X110,0.099,
E15,Sample X111,0.124,
E16,Sample X112,0.666,
E17,Sample X113,0.122,
E18,Sample X114,0.663,
E19,Sample X115,0.086,
E20,Sample X116,0.210,
E21,Sample X117,0.597,
E22,Sample X118,0.330,
E23,Sample X119,0.062,
E24,Sample X120,0.067,
F01,Sample X121,0.076,
F02,Sample X122,0.074,
F03,Sample X123,0.101,
F04,Sample X124,0.725,
F05,Sample X125,0.089,
F06,Sample X126,0.579,
F07,Sample X127,0.090,
F08,Sample X128,0.653,
F09,Sample X129,0.103,
F10,Sample X130,0.609,
F11,Sample X131,0.623,
F12,Sample X132,0.593,
F13,Sample X133,0.612,
F14,Sample X134,0.594,
F15,Sample X135,0.684,
F16,Sample X136,0.625,
F17,Sample X137,0.563,
F18,Sample X138,0.634,
F19,Sample X139,0.713,
F20,Sample X140,0.626,
F21,Sample X141,0.709,
F22,Sample X142,0.738,
F23,Sample X143,0.066,
F24,Sample X144,0.078,
G01,Sample X145,0.077,
G02,Sample X146,0.069,
G03,Sample X147,0.382,
G04,Sample X148,0.092,
G05,Sample X149,0.093,
G06,Sample X150,0.095,
G07,Sample X151,0.090,
G08,Sample X152,0.093,
G09,Sample X153,0.107,
G10,Sample X154,0.742,
G11,Sample X155,0.094,
G12,Sample X156,0.680,
G13,Sample X157,0.397,
G14,Sample X158,0.359,
G15,Sample X159,0.600,
G16,Sample X160,0.636,
G17,Sample X161,0.656,
G18,Sample X162,0.578,
G19,Sample X163,0.091,
G20,Sample X164,0.664,
G21,Sample X165,0.703,
G22,Sample X166,0.948,
G23,Sample X167,0.064,
G24,Sample X168,0.075,
H01,Sample X169,0.086,
H02,Sample X170,0.075,
H03,Sample X171,0.149,
H04,Sample X172,0.652,
H05,Sample X173,0.106,
H06,Sample X174,0.599,
H07,Sample X175,0.117,
H08,Sample X176,0.659,
H09,Sample X177,0.342,
H10,Sample X178,0.598,
H11,Sample X179,0.820,
H12,Sample X180,0.627,
H13,Sample X181,0.350,
H14,Sample X182,0.631,
H15,Sample X183,0.625,
H16,Sample X184,0.624,
H17,Sample X185,0.653,
H18,Sample X186,0.628,
H19,Sample X187,0.495,
H20,Sample X188,0.688,
H21,Sample X189,0.663,
H22,Sample X190,0.959,
H23,Sample X191,0.068,
H24,Sample X192,0.093,
I01,Sample X193,0.076,
I02,Sample X194,0.072,
I03,Sample X195,0.147,
I04,Sample X196,0.504,
I05,Sample X197,0.109,
I06,Sample X198,0.177,
I07,Sample X199,0.103,
I08,Sample X200,0.101,
I09,Sample X201,0.717,
I10,Sample X202,0.625,
I11,Sample X203,0.306,
I12,Sample X204,0.713,
I13,Sample X205,0.581,
I14,Sample X206,0.650,
I15,Sample X207,0.571,
I16,Sample X208,0.545,
I17,Sample X209,0.259,
I18,Sample X210,0.702,
I19,Sample X211,0.655,
I20,Sample X212,0.787,
I21,Sample X213,0.146,
I22,Sample X214,0.315,
I23,Sample X215,0.069,
I24,Sample X216,0.068,
J01,Sample X217,0.357,
J02,Sample X218,0.070,
J03,Sample X219,0.743,
J04,Sample X220,0.725,
J05,Sample X221,0.317,
J06,Sample X222,0.585,
J07,Sample X223,0.767,
J08,Sample X224,0.800,
J09,Sample X225,0.641,
J10,Sample X226,0.602,
J11,Sample X227,0.283,
J12,Sample X228,0.624,
J13,Sample X229,0.202,
J14,Sample X230,0.879,
J15,Sample X231,0.098,
J16,Sample X232,0.590,
J17,Sample X233,0.557,
J18,Sample X234,0.722,
J19,Sample X235,0.104,
J20,Sample X236,0.876,
J21,Sample X237,0.089,
J22,Sample X238,0.743,
J23,Sample X239,0.067,
J24,Sample X240,0.065,
K01,Sample X241,0.071,
K02,Sample X242,0.073,
K03,Sample X243,0.644,
K04,Sample X244,0.166,
K05,Sample X245,0.685,
K06,Sample X246,0.333,
K07,Sample X247,0.366,
K08,Sample X248,0.362,
K09,Sample X249,0.488,
K10,Sample X250,0.847,
K11,Sample X251,0.866,
K12,Sample X252,0.636,
K13,Sample X253,0.958,
