Well,Content,Raw Data (600),
A01,Sample X1,0.169,
A02,Sample X2,0.138,
A03,Sample X3,0.468,
A04,Sample X4,0.458,
A05,Sample X5,0.449,
A06,Sample X6,0.407,
A07,Sample X7,0.354,
A08,Sample X8,0.409,
A09,Sample X9,0.437,
A10,Sample X10,0.433,
A11,Sample X11,0.478,
A12,Sample X12,0.590,
A13,Sample X13,0.428,
A14,Sample X14,0.396,
A15,Sample X15,0.410,
A16,Sample X16,0.394,
A17,Sample X17,0.447,
A18,Sample X18,0.378,
A19,Sample X19,0.380,
A20,Sample X20,0.406,
A21,Sample X21,0.405,
A22,Sample X22,0.376,
A23,Sample X23,0.162,
A24,Sample X24,0.154,
B01,Sample X25,0.171,
B02,Sample X26,0.143,
B03,Sample X27,0.437,
B04,Sample X28,0.497,
B05,Sample X29,0.439,
B06,Sample X30,0.441,
B07,Sample X31,0.427,
B08,Sample X32,0.478,
B09,Sample X33,0.427,
B10,Sample X34,0.465,
B11,Sample X35,0.419,
B12,Sample X36,0.419,
B13,Sample X37,0.419,
B14,Sample X38,0.434,
B15,Sample X39,0.445,
B16,Sample X40,0.496,
B17,Sample X41,0.469,
B18,Sample X42,1.263,
B19,Sample X43,0.391,
B20,Sample X44,0.393,
B21,Sample X45,0.360,
B22,Sample X46,0.390,
B23,Sample X47,0.127,
B24,Sample X48,0.142,
C01,Sample X49,0.151,
C02,Sample X50,0.188,
C03,Sample X51,0.325,
C04,Sample X52,0.362,
C05,Sample X53,0.419,
C06,Sample X54,0.437,
C07,Sample X55,0.740,
C08,Sample X56,1.016,
C09,Sample X57,1.107,
C10,Sample X58,1.094,
C11,Sample X59,1.099,
C12,Sample X60,1.074,
C13,Sample X61,1.258,
C14,Sample X62,1.055,
C15,Sample X63,1.005,
C16,Sample X64,1.090,
C17,Sample X65,0.901,
C18,Sample X66,0.992,
C19,Sample X67,1.138,
C20,Sample X68,0.565,
C21,Sample X69,0.334,
C22,Sample X70,0.446,
C23,Sample X71,0.134,
C24,Sample X72,0.127,
D01,Sample X73,0.176,
D02,Sample X74,0.172,
D03,Sample X75,0.425,
D04,Sample X76,0.514,
D05,Sample X77,0.940,
D06,Sample X78,0.975,
D07,Sample X79,1.065,
D08,Sample X80,1.206,
D09,Sample X81,1.054,
D10,Sample X82,0.818,
D11,Sample X83,1.197,
D12,Sample X84,1.242,
D13,Sample X85,1.425,
D14,Sample X86,1.206,
D15,Sample X87,1.329,
D16,Sample X88,1.031,
D17,Sample X89,0.744,
D18,Sample X90,1.176,
D19,Sample X91,1.337,
D20,Sample X92,1.227,
D21,Sample X93,1.007,
D22,Sample X94,0.698,
D23,Sample X95,0.127,
D24,Sample X96,0.137,
E01,Sample X97,0.172,
E02,Sample X98,0.172,
E03,Sample X99,0.423,
E04,Sample X100,0.861,
E05,Sample X101,0.884,
E06,Sample X102,1.131,
E07,Sample X103,1.166,
E08,Sample X104,1.482,
E09,Sample X105,1.318,
E10,Sample X106,1.121,
E11,Sample X107,1.448,
E12,Sample X108,1.220,
E13,Sample X109,0.998,
E14,Sample X110,1.574,
E15,Sample X111,0.897,
E16,Sample X112,1.313,
E17,Sample X113,1.459,
E18,Sample X114,1.357,
E19,Sample X115,1.355,
E20,Sample X116,1.362,
E21,Sample X117,0.939,
E22,Sample X118,0.837,
E23,Sample X119,0.153,
E24,Sample X120,0.152,
F01,Sample X121,0.173,
F02,Sample X122,0.180,
F03,Sample X123,0.403,
F04,Sample X124,1.086,
F05,Sample X125,1.129,
F06,Sample X126,1.395,
F07,Sample X127,1.475,
F08,Sample X128,1.299,
F09,Sample X129,1.206,
F10,Sample X130,1.442,
F11,Sample X131,1.403,
F12,Sample X132,1.272,
F13,Sample X133,1.522,
F14,Sample X134,1.534,
F15,Sample X135,0.855,
F16,Sample X136,1.015,
F17,Sample X137,0.751,
F18,Sample X138,1.147,
F19,Sample X139,1.434,
F20,Sample X140,1.411,
F21,Sample X141,1.262,
F22,Sample X142,0.541,
F23,Sample X143,0.274,
F24,Sample X144,0.140,
G01,Sample X145,0.209,
G02,Sample X146,0.181,
G03,Sample X147,0.523,
G04,Sample X148,1.075,
G05,Sample X149,1.354,
G06,Sample X150,1.428,
G07,Sample X151,1.621,
G08,Sample X152,1.444,
G09,Sample X153,1.623,
G10,Sample X154,1.337,
G11,Sample X155,1.429,
G12,Sample X156,1.681,
G13,Sample X157,1.707,
G14,Sample X158,1.528,
G15,Sample X159,1.175,
G16,Sample X160,0.969,
G17,Sample X161,0.695,
G18,Sample X162,1.605,
G19,Sample X163,1.014,
G20,Sample X164,1.493,
G21,Sample X165,0.895,
G22,Sample X166,0.991,
G23,Sample X167,0.167,
G24,Sample X168,0.156,
H01,Sample X169,0.342,
H02,Sample X170,0.191,
H03,Sample X171,0.471,
H04,Sample X172,1.141,
H05,Sample X173,1.384,
H06,Sample X174,1.355,
H07,Sample X175,1.562,
H08,Sample X176,1.925,
