Well,Content,Well Scan: Average (600),
A01,Sample X1,0.068,
A02,Sample X2,0.064,
A03,Sample X3,0.595,
A04,Sample X4,0.619,
A05,Sample X5,0.651,
A06,Sample X6,0.664,
A07,Sample X7,0.663,
A08,Sample X8,0.128,
A09,Sample X9,0.078,
A10,Sample X10,0.055,
A11,Sample X11,0.053,
A12,Sample X12,0.065,
A13,Sample X13,0.090,
A14,Sample X14,0.071,
A15,Sample X15,0.056,
A16,Sample X16,0.056,
A17,Sample X17,0.055,
A18,Sample X18,0.465,
A19,Sample X19,0.449,
A20,Sample X20,0.515,
A21,Sample X21,0.622,
A22,Sample X22,0.531,
A23,Sample X23,0.051,
A24,Sample X24,0.045,
B01,Sample X25,0.061,
B02,Sample X26,0.061,
B03,Sample X27,0.534,
B04,Sample X28,0.548,
B05,Sample X29,0.524,
B06,Sample X30,0.515,
B07,Sample X31,0.465,
B08,Sample X32,0.473,
B09,Sample X33,0.475,
B10,Sample X34,0.467,
B11,Sample X35,0.440,
B12,Sample X36,0.524,
B13,Sample X37,0.459,
B14,Sample X38,0.482,
B15,Sample X39,0.457,
B16,Sample X40,0.476,
B17,Sample X41,0.531,
B18,Sample X42,0.428,
B19,Sample X43,0.429,
B20,Sample X44,0.458,
B21,Sample X45,0.450,
B22,Sample X46,0.476,
B23,Sample X47,0.063,
B24,Sample X48,0.056,
C01,Sample X49,0.057,
C02,Sample X50,0.063,
C03,Sample X51,0.058,
C04,Sample X52,0.208,
C05,Sample X53,0.305,
C06,Sample X54,0.249,
C07,Sample X55,0.352,
C08,Sample X56,0.304,
C09,Sample X57,0.380,
C10,Sample X58,0.404,
C11,Sample X59,0.414,
C12,Sample X60,0.409,
C13,Sample X61,0.459,
C14,Sample X62,0.439,
C15,Sample X63,0.265,
C16,Sample X64,0.259,
C17,Sample X65,0.456,
C18,Sample X66,0.356,
C19,Sample X67,0.396,
C20,Sample X68,0.454,
C21,Sample X69,0.428,
C22,Sample X70,0.446,
C23,Sample X71,0.068,
C24,Sample X72,0.059,
D01,Sample X73,0.060,
D02,Sample X74,0.065,
D03,Sample X75,0.505,
D04,Sample X76,0.494,
D05,Sample X77,0.274,
D06,Sample X78,0.464,
D07,Sample X79,0.323,
D08,Sample X80,0.484,
D09,Sample X81,0.508,
D10,Sample X82,0.466,
D11,Sample X83,0.537,
D12,Sample X84,0.425,
D13,Sample X85,0.502,
D14,Sample X86,0.448,
D15,Sample X87,0.456,
D16,Sample X88,0.511,
D17,Sample X89,0.464,
D18,Sample X90,0.411,
