Well,Content,Well Scan: Average (600),
A01,Sample X1,0.069,
A02,Sample X2,0.059,
A03,Sample X3,0.465,
A04,Sample X4,0.497,
A05,Sample X5,0.439,
A06,Sample X6,0.364,
A07,Sample X7,0.363,
A08,Sample X8,0.159,
A09,Sample X9,0.096,
A10,Sample X10,0.074,
A11,Sample X11,0.071,
A12,Sample X12,0.072,
A13,Sample X13,0.132,
A14,Sample X14,0.100,
A15,Sample X15,0.085,
A16,Sample X16,0.076,
A17,Sample X17,0.071,
A18,Sample X18,0.365,
A19,Sample X19,0.318,
A20,Sample X20,0.435,
A21,Sample X21,0.451,
A22,Sample X22,0.418,
A23,Sample X23,0.053,
A24,Sample X24,0.053,
B01,Sample X25,0.057,
B02,Sample X26,0.054,
B03,Sample X27,0.388,
B04,Sample X28,0.477,
B05,Sample X29,0.450,
B06,Sample X30,0.470,
B07,Sample X31,0.399,
B08,Sample X32,0.479,
B09,Sample X33,0.459,
B10,Sample X34,0.400,
B11,Sample X35,0.425,
B12,Sample X36,0.524,
B13,Sample X37,0.413,
B14,Sample X38,0.442,
B15,Sample X39,0.424,
B16,Sample X40,0.444,
B17,Sample X41,0.485,
B18,Sample X42,0.371,
B19,Sample X43,0.410,
B20,Sample X44,0.422,
B21,Sample X45,0.376,
B22,Sample X46,0.339,
B23,Sample X47,0.061,
B24,Sample X48,0.068,
C01,Sample X49,0.054,
C02,Sample X50,0.058,
C03,Sample X51,0.063,
C04,Sample X52,0.167,
C05,Sample X53,0.320,
C06,Sample X54,0.242,
C07,Sample X55,0.328,
C08,Sample X56,0.235,
C09,Sample X57,0.401,
C10,Sample X58,0.402,
C11,Sample X59,0.402,
C12,Sample X60,0.434,
C13,Sample X61,0.564,
C14,Sample X62,0.433,
C15,Sample X63,0.345,
C16,Sample X64,0.255,
C17,Sample X65,0.377,
C18,Sample X66,0.253,
C19,Sample X67,0.131,
C20,Sample X68,0.423,
C21,Sample X69,0.404,
C22,Sample X70,0.359,
C23,Sample X71,0.068,
C24,Sample X72,0.059,
D01,Sample X73,0.054,
D02,Sample X74,0.057,
D03,Sample X75,0.419,
D04,Sample X76,0.442,
D05,Sample X77,0.300,
D06,Sample X78,0.454,
D07,Sample X79,0.332,
D08,Sample X80,0.448,
D09,Sample X81,0.382,
D10,Sample X82,0.414,
D11,Sample X83,0.368,
D12,Sample X84,0.438,
D13,Sample X85,0.380,
D14,Sample X86,0.432,
D15,Sample X87,0.470,
D16,Sample X88,0.592,
D17,Sample X89,0.446,
D18,Sample X90,0.398,
D19,Sample X91,0.350,
D20,Sample X92,0.432,
D21,Sample X93,0.370,
D22,Sample X94,0.364,
D23,Sample X95,0.079,
D24,Sample X96,0.059,
E01,Sample X97,0.058,
E02,Sample X98,0.059,
E03,Sample X99,0.400,
E04,Sample X100,0.314,
E05,Sample X101,0.314,
E06,Sample X102,0.311,
E07,Sample X103,0.373,
E08,Sample X104,0.430,
E09,Sample X105,0.291,
E10,Sample X106,0.369,
E11,Sample X107,0.435,
E12,Sample X108,0.175,
E13,Sample X109,0.384,
E14,Sample X110,0.185,
E15,Sample X111,0.142,
E16,Sample X112,0.439,
E17,Sample X113,0.285,
E18,Sample X114,0.336,
E19,Sample X115,0.069,
E20,Sample X116,0.213,
E21,Sample X117,0.359,
E22,Sample X118,0.216,
E23,Sample X119,0.062,
E24,Sample X120,0.062,
F01,Sample X121,0.062,
F02,Sample X122,0.053,
F03,Sample X123,0.355,
F04,Sample X124,0.471,
F05,Sample X125,0.330,
F06,Sample X126,0.403,
F07,Sample X127,0.317,
F08,Sample X128,0.454,
F09,Sample X129,0.417,
F10,Sample X130,0.416,
F11,Sample X131,0.430,
F12,Sample X132,0.467,
F13,Sample X133,0.429,
F14,Sample X134,0.417,
F15,Sample X135,0.515,
F16,Sample X136,0.422,
F17,Sample X137,0.362,
F18,Sample X138,0.403,
F19,Sample X139,0.402,
F20,Sample X140,0.455,
F21,Sample X141,0.528,
F22,Sample X142,0.447,
F23,Sample X143,0.068,
F24,Sample X144,0.064,
G01,Sample X145,0.073,
G02,Sample X146,0.057,
G03,Sample X147,0.409,
G04,Sample X148,0.369,
G05,Sample X149,0.373,
G06,Sample X150,0.242,
G07,Sample X151,0.131,
G08,Sample X152,0.343,
G09,Sample X153,0.242,
G10,Sample X154,0.420,
G11,Sample X155,0.199,
G12,Sample X156,0.181,
G13,Sample X157,0.332,
G14,Sample X158,0.271,
G15,Sample X159,0.410,
G16,Sample X160,0.448,
G17,Sample X161,0.546,
G18,Sample X162,0.406,
G19,Sample X163,0.259,
G20,Sample X164,0.468,
G21,Sample X165,0.453,
G22,Sample X166,0.436,
G23,Sample X167,0.080,
G24,Sample X168,0.071,
H01,Sample X169,0.062,
H02,Sample X170,0.063,
H03,Sample X171,0.168,
H04,Sample X172,0.476,
H05,Sample X173,0.444,
H06,Sample X174,0.426,
H07,Sample X175,0.365,
H08,Sample X176,0.481,
H09,Sample X177,0.335,
H10,Sample X178,0.472,
H11,Sample X179,0.434,
H12,Sample X180,0.513,
H13,Sample X181,0.359,
H14,Sample X182,0.427,
H15,Sample X183,0.424,
H16,Sample X184,0.461,
H17,Sample X185,0.404,
H18,Sample X186,0.403,
H19,Sample X187,0.415,
H20,Sample X188,0.477,
H21,Sample X189,0.409,
H22,Sample X190,0.352,
H23,Sample X191,0.077,
H24,Sample X192,0.197,
I01,Sample X193,0.076,
I02,Sample X194,0.056,
I03,Sample X195,0.225,
I04,Sample X196,0.448,
I05,Sample X197,0.397,
I06,Sample X198,0.444,
I07,Sample X199,0.397,
I08,Sample X200,0.194,
I09,Sample X201,0.448,
I10,Sample X202,0.445,
I11,Sample X203,0.241,
I12,Sample X204,0.406,
I13,Sample X205,0.548,
I14,Sample X206,0.667,
I15,Sample X207,0.461,
I16,Sample X208,0.420,
I17,Sample X209,0.371,
I18,Sample X210,0.377,
I19,Sample X211,0.339,
I20,Sample X212,0.489,
I21,Sample X213,0.181,
I22,Sample X214,0.340,
I23,Sample X215,0.047,
