Well,Content,Well Scan: Average (600),
A01,Sample X1,0.063,
A02,Sample X2,0.069,
A03,Sample X3,0.423,
A04,Sample X4,0.407,
A05,Sample X5,0.355,
A06,Sample X6,0.270,
A07,Sample X7,0.134,
A08,Sample X8,0.102,
A09,Sample X9,0.094,
A10,Sample X10,0.078,
A11,Sample X11,0.070,
A12,Sample X12,0.090,
A13,Sample X13,0.094,
A14,Sample X14,0.081,
A15,Sample X15,0.081,
A16,Sample X16,0.077,
A17,Sample X17,0.082,
A18,Sample X18,0.627,
A19,Sample X19,0.536,
A20,Sample X20,0.608,
A21,Sample X21,0.638,
A22,Sample X22,0.579,
A23,Sample X23,0.053,
A24,Sample X24,0.057,
B01,Sample X25,0.057,
B02,Sample X26,0.068,
B03,Sample X27,0.561,
B04,Sample X28,0.593,
B05,Sample X29,0.571,
B06,Sample X30,0.556,
B07,Sample X31,0.536,
B08,Sample X32,0.601,
B09,Sample X33,0.623,
B10,Sample X34,0.578,
B11,Sample X35,0.516,
B12,Sample X36,0.518,
B13,Sample X37,0.510,
B14,Sample X38,0.572,
B15,Sample X39,0.559,
B16,Sample X40,0.642,
B17,Sample X41,0.685,
B18,Sample X42,0.539,
B19,Sample X43,0.543,
B20,Sample X44,0.599,
B21,Sample X45,0.553,
B22,Sample X46,0.551,
B23,Sample X47,0.056,
B24,Sample X48,0.053,
C01,Sample X49,0.077,
C02,Sample X50,0.064,
C03,Sample X51,0.516,
C04,Sample X52,0.563,
C05,Sample X53,0.580,
C06,Sample X54,0.539,
C07,Sample X55,0.066,
C08,Sample X56,0.524,
C09,Sample X57,0.605,
C10,Sample X58,0.510,
C11,Sample X59,0.580,
C12,Sample X60,0.245,
C13,Sample X61,0.529,
C14,Sample X62,0.668,
C15,Sample X63,0.535,
C16,Sample X64,0.562,
C17,Sample X65,0.358,
C18,Sample X66,0.228,
C19,Sample X67,0.500,
C20,Sample X68,0.581,
C21,Sample X69,0.533,
C22,Sample X70,0.495,
C23,Sample X71,0.094,
C24,Sample X72,0.049,
D01,Sample X73,0.066,
D02,Sample X74,0.068,
D03,Sample X75,0.523,
D04,Sample X76,0.578,
D05,Sample X77,0.446,
D06,Sample X78,0.391,
D07,Sample X79,0.602,
D08,Sample X80,0.867,
D09,Sample X81,0.600,
D10,Sample X82,0.509,
D11,Sample X83,0.574,
D12,Sample X84,0.494,
D13,Sample X85,0.511,
D14,Sample X86,0.566,
D15,Sample X87,0.585,
D16,Sample X88,0.594,
D17,Sample X89,0.629,
D18,Sample X90,0.513,
D19,Sample X91,0.486,
D20,Sample X92,0.125,
D21,Sample X93,0.145,
D22,Sample X94,0.424,
D23,Sample X95,0.092,
D24,Sample X96,0.071,
E01,Sample X97,0.058,
E02,Sample X98,0.057,
E03,Sample X99,0.538,
E04,Sample X100,0.571,
E05,Sample X101,0.307,
E06,Sample X102,0.521,
E07,Sample X103,0.533,
E08,Sample X104,0.745,
E09,Sample X105,0.453,
E10,Sample X106,0.543,
E11,Sample X107,0.546,
E12,Sample X108,0.466,
E13,Sample X109,0.519,
E14,Sample X110,0.617,
E15,Sample X111,0.551,
E16,Sample X112,0.513,
E17,Sample X113,0.506,
E18,Sample X114,0.262,
E19,Sample X115,0.070,
E20,Sample X116,0.183,
E21,Sample X117,0.389,
E22,Sample X118,0.131,
E23,Sample X119,0.088,
E24,Sample X120,0.057,
F01,Sample X121,0.059,
F02,Sample X122,0.073,
F03,Sample X123,0.511,
F04,Sample X124,0.509,
F05,Sample X125,0.553,
F06,Sample X126,0.504,
F07,Sample X127,0.716,
F08,Sample X128,0.621,
F09,Sample X129,0.535,
F10,Sample X130,0.244,
F11,Sample X131,0.559,
F12,Sample X132,0.526,
F13,Sample X133,0.266,
F14,Sample X134,0.567,
F15,Sample X135,0.516,
F16,Sample X136,0.534,
F17,Sample X137,0.411,
F18,Sample X138,0.450,
F19,Sample X139,0.468,
F20,Sample X140,0.521,
F21,Sample X141,0.150,
F22,Sample X142,0.206,
F23,Sample X143,0.057,
F24,Sample X144,0.082,
G01,Sample X145,0.055,
G02,Sample X146,0.056,
G03,Sample X147,0.530,
G04,Sample X148,0.213,
G05,Sample X149,0.600,
G06,Sample X150,0.544,
G07,Sample X151,0.576,
G08,Sample X152,0.561,
G09,Sample X153,0.565,
G10,Sample X154,0.584,
G11,Sample X155,0.723,
G12,Sample X156,0.489,
G13,Sample X157,0.123,
G14,Sample X158,0.115,
G15,Sample X159,0.424,
G16,Sample X160,0.493,
G17,Sample X161,0.236,
G18,Sample X162,0.421,
G19,Sample X163,0.517,
G20,Sample X164,0.088,
G21,Sample X165,0.553,
G22,Sample X166,0.148,
G23,Sample X167,0.054,
G24,Sample X168,0.063,
H01,Sample X169,0.059,
H02,Sample X170,0.074,
H03,Sample X171,0.502,
H04,Sample X172,0.571,
H05,Sample X173,0.568,
H06,Sample X174,0.348,
H07,Sample X175,0.542,
H08,Sample X176,0.552,
H09,Sample X177,0.599,
H10,Sample X178,0.639,
H11,Sample X179,0.566,
H12,Sample X180,0.536,
H13,Sample X181,0.134,
H14,Sample X182,0.531,
H15,Sample X183,0.595,
H16,Sample X184,0.563,
H17,Sample X185,0.612,
H18,Sample X186,0.540,
H19,Sample X187,0.514,
H20,Sample X188,0.577,
H21,Sample X189,0.518,
H22,Sample X190,0.492,
H23,Sample X191,0.067,
H24,Sample X192,0.089,
I01,Sample X193,0.059,
I02,Sample X194,0.056,
I03,Sample X195,0.488,
I04,Sample X196,0.535,
I05,Sample X197,0.547,
I06,Sample X198,0.534,
I07,Sample X199,0.075,
I08,Sample X200,0.552,
I09,Sample X201,0.559,
I10,Sample X202,0.563,
I11,Sample X203,0.545,
I12,Sample X204,0.550,
I13,Sample X205,0.546,
I14,Sample X206,0.556,
I15,Sample X207,0.583,
I16,Sample X208,0.294,
I17,Sample X209,0.288,
I18,Sample X210,0.525,
I19,Sample X211,0.529,
I20,Sample X212,0.603,
I21,Sample X213,0.557,
I22,Sample X214,0.476,
I23,Sample X215,0.055,
I24,Sample X216,0.054,
J01,Sample X217,0.113,
J02,Sample X218,0.058,
J03,Sample X219,0.224,
J04,Sample X220,0.535,
J05,Sample X221,0.520,
J06,Sample X222,0.507,
J07,Sample X223,0.594,
J08,Sample X224,0.560,
J09,Sample X225,0.575,
J10,Sample X226,0.593,
J11,Sample X227,0.521,
J12,Sample X228,0.524,
J13,Sample X229,0.623,
J14,Sample X230,0.570,
J15,Sample X231,0.637,
J16,Sample X232,0.639,
J17,Sample X233,0.437,
J18,Sample X234,0.532,
J19,Sample X235,0.546,
