Well,Content,Well Scan: Average (600),
A01,Sample X1,0.065,
A02,Sample X2,0.062,
A03,Sample X3,0.205,
A04,Sample X4,0.197,
A05,Sample X5,0.201,
A06,Sample X6,0.155,
A07,Sample X7,0.128,
A08,Sample X8,0.110,
A09,Sample X9,0.115,
A10,Sample X10,0.106,
A11,Sample X11,0.105,
A12,Sample X12,0.113,
A13,Sample X13,0.135,
A14,Sample X14,0.110,
A15,Sample X15,0.105,
A16,Sample X16,0.113,
A17,Sample X17,0.115,
A18,Sample X18,0.216,
A19,Sample X19,0.173,
A20,Sample X20,0.209,
A21,Sample X21,0.203,
A22,Sample X22,0.216,
A23,Sample X23,0.077,
A24,Sample X24,0.061,
B01,Sample X25,0.060,
B02,Sample X26,0.063,
B03,Sample X27,0.164,
B04,Sample X28,0.191,
B05,Sample X29,0.166,
B06,Sample X30,0.196,
B07,Sample X31,0.203,
B08,Sample X32,0.183,
B09,Sample X33,0.204,
B10,Sample X34,0.197,
B11,Sample X35,0.137,
B12,Sample X36,0.196,
B13,Sample X37,0.184,
B14,Sample X38,0.192,
B15,Sample X39,0.169,
B16,Sample X40,0.195,
B17,Sample X41,0.196,
B18,Sample X42,0.194,
B19,Sample X43,0.189,
B20,Sample X44,0.160,
B21,Sample X45,0.198,
B22,Sample X46,0.190,
B23,Sample X47,0.074,
B24,Sample X48,0.069,
C01,Sample X49,0.053,
C02,Sample X50,0.066,
C03,Sample X51,0.186,
C04,Sample X52,0.187,
C05,Sample X53,0.183,
C06,Sample X54,0.169,
C07,Sample X55,0.187,
C08,Sample X56,0.151,
C09,Sample X57,0.194,
C10,Sample X58,0.195,
C11,Sample X59,0.186,
C12,Sample X60,0.149,
C13,Sample X61,0.160,
C14,Sample X62,0.201,
C15,Sample X63,0.215,
C16,Sample X64,0.192,
C17,Sample X65,0.208,
C18,Sample X66,0.210,
C19,Sample X67,0.196,
C20,Sample X68,0.183,
C21,Sample X69,0.189,
C22,Sample X70,0.119,
C23,Sample X71,0.066,
C24,Sample X72,0.066,
D01,Sample X73,0.057,
