Well,Content,Well Scan: Average (600),
A01,Sample X1,0.072,
A02,Sample X2,0.066,
A03,Sample X3,0.281,
A04,Sample X4,0.265,
A05,Sample X5,0.266,
A06,Sample X6,0.202,
A07,Sample X7,0.135,
A08,Sample X8,0.111,
A09,Sample X9,0.117,
A10,Sample X10,0.108,
A11,Sample X11,0.107,
A12,Sample X12,0.117,
A13,Sample X13,0.138,
A14,Sample X14,0.109,
A15,Sample X15,0.102,
A16,Sample X16,0.111,
A17,Sample X17,0.109,
A18,Sample X18,0.269,
A19,Sample X19,0.227,
A20,Sample X20,0.277,
A21,Sample X21,0.246,
A22,Sample X22,0.280,
A23,Sample X23,0.071,
A24,Sample X24,0.053,
B01,Sample X25,0.065,
B02,Sample X26,0.067,
B03,Sample X27,0.222,
B04,Sample X28,0.221,
B05,Sample X29,0.216,
B06,Sample X30,0.261,
B07,Sample X31,0.256,
B08,Sample X32,0.227,
B09,Sample X33,0.236,
B10,Sample X34,0.247,
B11,Sample X35,0.169,
B12,Sample X36,0.241,
B13,Sample X37,0.225,
B14,Sample X38,0.233,
B15,Sample X39,0.215,
B16,Sample X40,0.239,
B17,Sample X41,0.231,
B18,Sample X42,0.217,
B19,Sample X43,0.203,
B20,Sample X44,0.207,
B21,Sample X45,0.237,
B22,Sample X46,0.216,
B23,Sample X47,0.068,
B24,Sample X48,0.063,
C01,Sample X49,0.074,
C02,Sample X50,0.063,
C03,Sample X51,0.213,
C04,Sample X52,0.236,
C05,Sample X53,0.222,
C06,Sample X54,0.208,
C07,Sample X55,0.210,
C08,Sample X56,0.195,
C09,Sample X57,0.228,
C10,Sample X58,0.236,
C11,Sample X59,0.222,
C12,Sample X60,0.132,
C13,Sample X61,0.161,
C14,Sample X62,0.238,
C15,Sample X63,0.225,
C16,Sample X64,0.223,
C17,Sample X65,0.232,
C18,Sample X66,0.264,
C19,Sample X67,0.215,
C20,Sample X68,0.206,
C21,Sample X69,0.246,
C22,Sample X70,0.125,
C23,Sample X71,0.085,
C24,Sample X72,0.076,
D01,Sample X73,0.060,
D02,Sample X74,0.062,
D03,Sample X75,0.209,
D04,Sample X76,0.229,
D05,Sample X77,0.223,
D06,Sample X78,0.198,
D07,Sample X79,0.199,
D08,Sample X80,0.255,
D09,Sample X81,0.179,
D10,Sample X82,0.222,
D11,Sample X83,0.207,
D12,Sample X84,0.228,
D13,Sample X85,0.170,
D14,Sample X86,0.225,
D15,Sample X87,0.235,
D16,Sample X88,0.098,
D17,Sample X89,0.237,
D18,Sample X90,0.241,
D19,Sample X91,0.251,
D20,Sample X92,0.200,
D21,Sample X93,0.206,
D22,Sample X94,0.183,
D23,Sample X95,0.067,
D24,Sample X96,0.073,
E01,Sample X97,0.059,
E02,Sample X98,0.063,
E03,Sample X99,0.211,
E04,Sample X100,0.201,
E05,Sample X101,0.211,
E06,Sample X102,0.214,
E07,Sample X103,0.190,
E08,Sample X104,0.191,
