Well,Content,Well Scan: Average (600),
A01,Sample X1,0.094,
A02,Sample X2,0.073,
A03,Sample X3,0.687,
A04,Sample X4,0.654,
A05,Sample X5,0.670,
A06,Sample X6,0.670,
A07,Sample X7,0.681,
A08,Sample X8,0.101,
A09,Sample X9,0.146,
A10,Sample X10,0.102,
A11,Sample X11,0.058,
A12,Sample X12,0.082,
A13,Sample X13,0.092,
A14,Sample X14,0.069,
A15,Sample X15,0.076,
A16,Sample X16,0.095,
A17,Sample X17,0.095,
A18,Sample X18,0.678,
A19,Sample X19,0.657,
A20,Sample X20,0.698,
A21,Sample X21,0.726,
A22,Sample X22,0.717,
A23,Sample X23,0.056,
A24,Sample X24,0.061,
B01,Sample X25,0.073,
B02,Sample X26,0.071,
B03,Sample X27,0.620,
B04,Sample X28,0.841,
B05,Sample X29,0.590,
B06,Sample X30,0.615,
B07,Sample X31,0.604,
B08,Sample X32,0.601,
B09,Sample X33,0.581,
B10,Sample X34,0.607,
B11,Sample X35,0.581,
B12,Sample X36,0.655,
B13,Sample X37,0.612,
B14,Sample X38,0.632,
B15,Sample X39,0.622,
B16,Sample X40,0.618,
B17,Sample X41,0.629,
B18,Sample X42,0.614,
B19,Sample X43,0.636,
B20,Sample X44,0.636,
B21,Sample X45,0.654,
B22,Sample X46,0.657,
B23,Sample X47,0.062,
B24,Sample X48,0.054,
C01,Sample X49,0.065,
C02,Sample X50,0.626,
C03,Sample X51,0.551,
C04,Sample X52,0.612,
C05,Sample X53,0.665,
C06,Sample X54,0.576,
C07,Sample X55,0.063,
C08,Sample X56,0.585,
C09,Sample X57,0.544,
C10,Sample X58,0.608,
C11,Sample X59,0.534,
C12,Sample X60,0.151,
C13,Sample X61,0.787,
C14,Sample X62,0.628,
C15,Sample X63,0.467,
C16,Sample X64,0.615,
C17,Sample X65,0.334,
C18,Sample X66,0.081,
C19,Sample X67,0.650,
C20,Sample X68,0.602,
C21,Sample X69,0.616,
C22,Sample X70,0.646,
C23,Sample X71,0.049,
C24,Sample X72,0.054,
D01,Sample X73,0.064,
D02,Sample X74,0.065,
D03,Sample X75,0.573,
D04,Sample X76,0.575,
D05,Sample X77,0.455,
D06,Sample X78,0.668,
D07,Sample X79,0.586,
D08,Sample X80,0.567,
D09,Sample X81,0.570,
D10,Sample X82,0.540,
D11,Sample X83,0.575,
D12,Sample X84,0.558,
D13,Sample X85,0.590,
D14,Sample X86,0.560,
D15,Sample X87,0.577,
D16,Sample X88,0.611,
D17,Sample X89,0.691,
D18,Sample X90,0.566,
D19,Sample X91,0.548,
D20,Sample X92,0.275,
D21,Sample X93,0.089,
D22,Sample X94,0.519,
D23,Sample X95,0.052,
D24,Sample X96,0.059,
E01,Sample X97,0.064,
E02,Sample X98,0.471,
E03,Sample X99,0.572,
E04,Sample X100,0.545,
E05,Sample X101,0.559,
E06,Sample X102,0.683,
E07,Sample X103,0.537,
E08,Sample X104,0.584,
E09,Sample X105,0.543,
E10,Sample X106,0.558,
E11,Sample X107,0.542,
E12,Sample X108,0.513,
E13,Sample X109,0.572,
E14,Sample X110,0.795,
E15,Sample X111,0.567,
E16,Sample X112,0.638,
E17,Sample X113,0.578,
E18,Sample X114,0.109,
E19,Sample X115,0.267,
E20,Sample X116,0.225,
E21,Sample X117,0.578,
E22,Sample X118,0.101,
E23,Sample X119,0.057,
E24,Sample X120,0.066,
F01,Sample X121,0.082,
F02,Sample X122,0.064,
F03,Sample X123,0.542,
F04,Sample X124,0.573,
F05,Sample X125,0.584,
F06,Sample X126,0.548,
F07,Sample X127,0.523,
F08,Sample X128,0.583,
F09,Sample X129,0.456,
F10,Sample X130,0.432,
F11,Sample X131,0.554,
F12,Sample X132,0.601,
F13,Sample X133,0.151,
F14,Sample X134,0.530,
F15,Sample X135,0.558,
F16,Sample X136,0.564,
F17,Sample X137,0.521,
F18,Sample X138,0.628,
F19,Sample X139,0.587,
F20,Sample X140,0.550,
F21,Sample X141,0.501,
F22,Sample X142,0.091,
F23,Sample X143,0.059,
F24,Sample X144,0.064,
G01,Sample X145,0.085,
G02,Sample X146,0.426,
G03,Sample X147,0.661,
G04,Sample X148,0.795,
G05,Sample X149,0.594,
G06,Sample X150,0.654,
G07,Sample X151,0.605,
G08,Sample X152,0.655,
G09,Sample X153,0.572,
G10,Sample X154,0.511,
G11,Sample X155,0.608,
G12,Sample X156,0.540,
G13,Sample X157,0.366,
G14,Sample X158,0.272,
G15,Sample X159,0.593,
G16,Sample X160,0.446,
G17,Sample X161,0.470,
G18,Sample X162,0.614,
G19,Sample X163,0.640,
G20,Sample X164,0.090,
G21,Sample X165,0.725,
G22,Sample X166,0.077,
G23,Sample X167,0.065,
G24,Sample X168,0.061,
H01,Sample X169,0.065,
H02,Sample X170,0.061,
H03,Sample X171,0.589,
H04,Sample X172,0.779,
H05,Sample X173,0.620,
H06,Sample X174,0.520,
H07,Sample X175,0.608,
H08,Sample X176,0.612,
H09,Sample X177,0.587,
H10,Sample X178,0.561,
H11,Sample X179,0.552,
H12,Sample X180,0.509,
H13,Sample X181,0.525,
H14,Sample X182,0.569,
H15,Sample X183,0.559,
H16,Sample X184,0.584,
H17,Sample X185,0.606,
H18,Sample X186,0.613,
H19,Sample X187,0.700,
H20,Sample X188,0.661,
H21,Sample X189,0.670,
H22,Sample X190,0.657,
H23,Sample X191,0.062,
H24,Sample X192,0.056,
I01,Sample X193,0.082,
I02,Sample X194,0.064,
I03,Sample X195,0.599,
I04,Sample X196,0.619,
I05,Sample X197,0.606,
I06,Sample X198,0.616,
I07,Sample X199,0.637,
I08,Sample X200,0.771,
I09,Sample X201,0.563,
I10,Sample X202,0.630,
I11,Sample X203,0.541,
I12,Sample X204,0.529,
I13,Sample X205,0.607,
I14,Sample X206,0.689,
I15,Sample X207,0.588,
I16,Sample X208,0.437,
I17,Sample X209,0.562,
I18,Sample X210,0.645,
I19,Sample X211,0.648,
I20,Sample X212,0.706,
I21,Sample X213,0.658,
I22,Sample X214,0.695,
I23,Sample X215,0.058,
I24,Sample X216,0.054,
J01,Sample X217,0.067,
J02,Sample X218,0.059,
J03,Sample X219,0.353,
J04,Sample X220,0.553,
J05,Sample X221,0.595,
J06,Sample X222,0.573,
J07,Sample X223,0.603,
J08,Sample X224,0.622,
J09,Sample X225,0.546,
J10,Sample X226,0.551,
J11,Sample X227,0.518,
J12,Sample X228,0.545,
J13,Sample X229,0.575,
J14,Sample X230,0.563,
J15,Sample X231,0.608,
J16,Sample X232,0.597,
J17,Sample X233,0.594,
J18,Sample X234,0.585,
J19,Sample X235,0.632,
J20,Sample X236,0.677,
J21,Sample X237,0.708,
J22,Sample X238,0.691,
J23,Sample X239,0.059,
J24,Sample X240,0.054,
K01,Sample X241,0.063,
K02,Sample X242,0.063,
K03,Sample X243,0.545,
K04,Sample X244,0.372,
K05,Sample X245,0.574,
K06,Sample X246,0.606,
K07,Sample X247,0.567,
K08,Sample X248,0.496,
K09,Sample X249,0.747,
K10,Sample X250,0.542,
K11,Sample X251,0.186,
K12,Sample X252,0.579,
K13,Sample X253,0.615,
K14,Sample X254,0.563,
K15,Sample X255,0.467,
K16,Sample X256,0.582,
K17,Sample X257,0.577,
K18,Sample X258,0.594,
K19,Sample X259,0.623,
K20,Sample X260,0.622,
K21,Sample X261,0.124,
K22,Sample X262,0.712,
K23,Sample X263,0.057,
K24,Sample X264,0.059,
L01,Sample X265,0.073,
L02,Sample X266,0.065,
L03,Sample X267,0.769,
L04,Sample X268,0.518,
L05,Sample X269,0.580,
L06,Sample X270,0.688,
L07,Sample X271,0.606,
L08,Sample X272,0.492,
L09,Sample X273,0.834,
L10,Sample X274,0.492,
L11,Sample X275,0.670,
L12,Sample X276,0.732,
L13,Sample X277,0.685,
L14,Sample X278,0.233,
L15,Sample X279,0.530,
L16,Sample X280,0.572,
L17,Sample X281,0.586,
L18,Sample X282,0.597,
L19,Sample X283,0.643,
L20,Sample X284,0.616,
L21,Sample X285,0.712,
L22,Sample X286,0.684,
L23,Sample X287,0.056,
L24,Sample X288,0.053,
M01,Sample X289,0.061,
M02,Sample X290,0.051,
M03,Sample X291,0.113,
M04,Sample X292,0.563,
M05,Sample X293,0.599,
M06,Sample X294,0.551,
M07,Sample X295,0.585,
M08,Sample X296,0.146,
M09,Sample X297,0.616,
M10,Sample X298,0.644,
M11,Sample X299,0.723,
M12,Sample X300,0.149,
M13,Sample X301,0.594,
M14,Sample X302,0.235,
M15,Sample X303,0.491,
M16,Sample X304,0.317,
M17,Sample X305,0.525,
M18,Sample X306,0.480,
M19,Sample X307,0.559,
M20,Sample X308,0.637,
M21,Sample X309,0.663,
M22,Sample X310,0.516,
M23,Sample X311,0.053,
M24,Sample X312,0.064,
N01,Sample X313,0.084,
N02,Sample X314,0.055,
N03,Sample X315,0.445,
N04,Sample X316,0.608,
N05,Sample X317,0.756,
N06,Sample X318,0.894,
N07,Sample X319,0.550,
N08,Sample X320,0.216,
N09,Sample X321,0.132,
N10,Sample X322,0.179,
N11,Sample X323,0.785,
N12,Sample X324,0.464,
N13,Sample X325,0.641,
N14,Sample X326,0.518,
N15,Sample X327,0.495,
N16,Sample X328,0.427,
N17,Sample X329,0.725,
N18,Sample X330,0.666,
N19,Sample X331,0.794,
N20,Sample X332,0.599,
N21,Sample X333,0.732,
N22,Sample X334,0.643,
N23,Sample X335,0.052,
N24,Sample X336,0.051,
O01,Sample X337,0.082,
O02,Sample X338,0.064,
O03,Sample X339,0.527,
O04,Sample X340,0.578,
O05,Sample X341,0.565,
O06,Sample X342,0.557,
O07,Sample X343,0.490,
O08,Sample X344,0.572,
O09,Sample X345,0.497,
O10,Sample X346,0.317,
O11,Sample X347,0.466,
O12,Sample X348,0.922,
O13,Sample X349,0.418,
O14,Sample X350,0.490,
O15,Sample X351,0.458,
O16,Sample X352,0.506,
O17,Sample X353,0.768,
O18,Sample X354,0.709,
O19,Sample X355,0.575,
O20,Sample X356,0.671,
O21,Sample X357,0.575,
O22,Sample X358,0.648,
O23,Sample X359,0.050,
O24,Sample X360,0.052,
P01,Sample X361,0.077,
P02,Sample X362,0.053,
P03,Sample X363,0.190,
P04,Sample X364,0.176,
P05,Sample X365,0.149,
P06,Sample X366,0.136,
P07,Sample X367,0.102,
P08,Sample X368,0.568,
P09,Sample X369,0.530,
P10,Sample X370,0.356,
P11,Sample X371,0.076,
P12,Sample X372,0.064,
P13,Sample X373,0.462,
P14,Sample X374,0.533,
P15,Sample X375,0.620,
P16,Sample X376,0.497,
P17,Sample X377,0.542,
P18,Sample X378,0.659,
P19,Sample X379,0.705,
P20,Sample X380,0.541,
P21,Sample X381,0.624,
P22,Sample X382,0.754,
P23,Sample X383,0.050,
P24,Sample X384,0.050,
