Well,Content,Raw Data (600),
A01,Sample X1,0.195,
A02,Sample X2,0.215,
A03,Sample X3,0.302,
A04,Sample X4,0.217,
A05,Sample X5,0.198,
A06,Sample X6,0.207,
A07,Sample X7,0.250,
A08,Sample X8,1.557,
A09,Sample X9,1.040,
A10,Sample X10,0.787,
A11,Sample X11,0.662,
A12,Sample X12,0.441,
A13,Sample X13,0.889,
A14,Sample X14,0.627,
A15,Sample X15,0.596,
A16,Sample X16,0.560,
A17,Sample X17,0.518,
A18,Sample X18,1.750,
A19,Sample X19,1.859,
A20,Sample X20,1.821,
A21,Sample X21,1.796,
A22,Sample X22,1.533,
A23,Sample X23,0.476,
A24,Sample X24,0.449,
B01,Sample X25,0.206,
B02,Sample X26,0.208,
B03,Sample X27,1.694,
B04,Sample X28,1.488,
B05,Sample X29,2.220,
B06,Sample X30,1.782,
B07,Sample X31,1.805,
B08,Sample X32,1.865,
B09,Sample X33,2.086,
B10,Sample X34,2.066,
B11,Sample X35,1.767,
B12,Sample X36,1.744,
B13,Sample X37,1.648,
B14,Sample X38,1.628,
B15,Sample X39,1.832,
B16,Sample X40,1.825,
B17,Sample X41,0.763,
B18,Sample X42,1.841,
B19,Sample X43,1.576,
B20,Sample X44,1.540,
B21,Sample X45,1.674,
B22,Sample X46,2.013,
B23,Sample X47,0.428,
B24,Sample X48,0.770,
C01,Sample X49,0.202,
C02,Sample X50,0.273,
C03,Sample X51,0.515,
C04,Sample X52,1.422,
C05,Sample X53,0.640,
C06,Sample X54,0.919,
C07,Sample X55,0.453,
C08,Sample X56,1.621,
C09,Sample X57,1.761,
C10,Sample X58,1.142,
C11,Sample X59,1.616,
C12,Sample X60,0.622,
C13,Sample X61,1.652,
C14,Sample X62,2.155,
C15,Sample X63,0.774,
C16,Sample X64,0.910,
C17,Sample X65,0.617,
C18,Sample X66,1.393,
C19,Sample X67,1.291,
C20,Sample X68,1.720,
C21,Sample X69,1.405,
C22,Sample X70,1.449,
C23,Sample X71,0.841,
C24,Sample X72,0.692,
D01,Sample X73,0.289,
D02,Sample X74,0.245,
D03,Sample X75,2.068,
D04,Sample X76,0.222,
D05,Sample X77,0.597,
D06,Sample X78,0.592,
D07,Sample X79,0.755,
D08,Sample X80,1.270,
D09,Sample X81,1.460,
D10,Sample X82,1.134,
D11,Sample X83,1.448,
D12,Sample X84,1.163,
D13,Sample X85,1.720,
D14,Sample X86,1.548,
D15,Sample X87,1.476,
D16,Sample X88,0.842,
D17,Sample X89,0.411,
D18,Sample X90,0.872,
D19,Sample X91,0.745,
D20,Sample X92,0.400,
D21,Sample X93,0.391,
D22,Sample X94,0.635,
D23,Sample X95,0.498,
D24,Sample X96,0.221,
E01,Sample X97,0.199,
E02,Sample X98,0.228,
E03,Sample X99,1.690,
E04,Sample X100,1.495,
E05,Sample X101,0.532,
E06,Sample X102,1.113,
E07,Sample X103,1.053,
E08,Sample X104,1.003,
E09,Sample X105,1.078,
E10,Sample X106,0.664,
E11,Sample X107,1.035,
E12,Sample X108,0.984,
E13,Sample X109,0.986,
E14,Sample X110,0.914,
E15,Sample X111,1.012,
E16,Sample X112,0.786,
E17,Sample X113,0.341,
E18,Sample X114,0.330,
E19,Sample X115,0.230,
E20,Sample X116,0.664,
E21,Sample X117,0.707,
E22,Sample X118,0.789,
E23,Sample X119,0.380,
E24,Sample X120,0.225,
F01,Sample X121,0.223,
F02,Sample X122,0.239,
F03,Sample X123,0.505,
F04,Sample X124,1.266,
F05,Sample X125,1.158,
F06,Sample X126,1.009,
F07,Sample X127,0.548,
F08,Sample X128,1.042,
F09,Sample X129,0.457,
F10,Sample X130,0.381,
F11,Sample X131,1.044,
F12,Sample X132,0.789,
F13,Sample X133,0.501,
F14,Sample X134,0.859,
F15,Sample X135,1.367,
F16,Sample X136,0.872,
F17,Sample X137,0.735,
F18,Sample X138,0.280,
F19,Sample X139,0.263,
F20,Sample X140,0.905,
F21,Sample X141,0.477,
F22,Sample X142,0.458,
F23,Sample X143,0.270,
F24,Sample X144,0.214,
G01,Sample X145,0.240,
