Well,Content,Raw Data (600),
A01,Sample X1,0.141,
A02,Sample X2,0.142,
A03,Sample X3,0.341,
A04,Sample X4,0.315,
A05,Sample X5,0.291,
A06,Sample X6,0.282,
A07,Sample X7,0.313,
A08,Sample X8,0.237,
A09,Sample X9,0.252,
A10,Sample X10,0.261,
A11,Sample X11,0.286,
A12,Sample X12,0.491,
A13,Sample X13,0.226,
A14,Sample X14,0.239,
A15,Sample X15,0.250,
A16,Sample X16,0.272,
A17,Sample X17,0.276,
A18,Sample X18,0.682,
A19,Sample X19,0.648,
A20,Sample X20,0.727,
A21,Sample X21,0.726,
A22,Sample X22,0.735,
A23,Sample X23,0.139,
A24,Sample X24,0.136,
B01,Sample X25,0.146,
B02,Sample X26,0.141,
B03,Sample X27,0.639,
B04,Sample X28,0.683,
B05,Sample X29,0.691,
B06,Sample X30,0.729,
B07,Sample X31,0.690,
B08,Sample X32,0.813,
B09,Sample X33,0.711,
B10,Sample X34,0.689,
B11,Sample X35,0.644,
B12,Sample X36,0.690,
B13,Sample X37,0.683,
B14,Sample X38,0.676,
B15,Sample X39,0.714,
B16,Sample X40,0.702,
B17,Sample X41,0.738,
B18,Sample X42,0.686,
B19,Sample X43,0.657,
B20,Sample X44,0.704,
B21,Sample X45,0.685,
B22,Sample X46,0.681,
B23,Sample X47,0.143,
B24,Sample X48,0.145,
C01,Sample X49,0.147,
C02,Sample X50,0.151,
C03,Sample X51,0.613,
C04,Sample X52,0.662,
C05,Sample X53,0.647,
C06,Sample X54,0.661,
C07,Sample X55,0.685,
C08,Sample X56,0.849,
C09,Sample X57,0.653,
C10,Sample X58,0.638,
C11,Sample X59,0.656,
C12,Sample X60,0.662,
C13,Sample X61,0.685,
C14,Sample X62,0.738,
C15,Sample X63,0.633,
C16,Sample X64,0.658,
C17,Sample X65,0.601,
C18,Sample X66,0.585,
C19,Sample X67,0.610,
C20,Sample X68,0.606,
C21,Sample X69,0.584,
C22,Sample X70,0.545,
C23,Sample X71,0.149,
C24,Sample X72,0.141,
D01,Sample X73,0.158,
D02,Sample X74,0.155,
D03,Sample X75,0.641,
D04,Sample X76,0.695,
D05,Sample X77,0.682,
D06,Sample X78,0.667,
D07,Sample X79,0.718,
D08,Sample X80,0.708,
D09,Sample X81,0.639,
D10,Sample X82,0.656,
D11,Sample X83,0.627,
D12,Sample X84,0.620,
D13,Sample X85,0.662,
D14,Sample X86,0.588,
D15,Sample X87,0.576,
D16,Sample X88,0.710,
D17,Sample X89,0.625,
D18,Sample X90,0.591,
D19,Sample X91,0.619,
D20,Sample X92,0.618,
D21,Sample X93,0.595,
D22,Sample X94,0.566,
D23,Sample X95,0.145,
D24,Sample X96,0.140,
E01,Sample X97,0.148,
E02,Sample X98,0.154,
E03,Sample X99,0.624,
E04,Sample X100,0.656,
E05,Sample X101,0.674,
E06,Sample X102,0.658,
E07,Sample X103,0.648,
E08,Sample X104,0.767,
E09,Sample X105,0.636,
E10,Sample X106,0.630,
E11,Sample X107,0.571,
E12,Sample X108,0.651,
E13,Sample X109,0.674,
E14,Sample X110,0.621,
E15,Sample X111,0.599,
E16,Sample X112,0.596,
E17,Sample X113,0.603,
E18,Sample X114,0.523,
E19,Sample X115,0.521,
E20,Sample X116,0.578,
E21,Sample X117,0.575,
E22,Sample X118,0.570,
E23,Sample X119,0.146,
E24,Sample X120,0.143,
F01,Sample X121,0.148,
F02,Sample X122,0.149,
F03,Sample X123,0.681,
F04,Sample X124,0.693,
F05,Sample X125,0.689,
F06,Sample X126,0.685,
F07,Sample X127,0.679,
F08,Sample X128,0.645,
F09,Sample X129,0.650,
F10,Sample X130,0.654,
F11,Sample X131,0.670,
F12,Sample X132,0.610,
F13,Sample X133,0.599,
F14,Sample X134,0.647,
F15,Sample X135,0.625,
F16,Sample X136,0.696,
F17,Sample X137,0.622,
F18,Sample X138,0.620,
F19,Sample X139,0.609,
F20,Sample X140,0.604,
F21,Sample X141,0.654,
F22,Sample X142,0.603,
F23,Sample X143,0.143,
F24,Sample X144,0.143,
G01,Sample X145,0.149,
G02,Sample X146,0.158,
G03,Sample X147,0.663,
G04,Sample X148,0.857,
G05,Sample X149,0.767,
G06,Sample X150,0.740,
G07,Sample X151,0.662,
G08,Sample X152,0.719,
G09,Sample X153,0.688,
G10,Sample X154,0.652,
G11,Sample X155,0.639,
G12,Sample X156,0.627,
G13,Sample X157,0.626,
G14,Sample X158,0.595,
G15,Sample X159,0.585,
G16,Sample X160,0.587,
