Well,Content,Well Scan: Average (600),
A01,Sample X1,0.114,
A02,Sample X2,0.058,
A03,Sample X3,0.196,
A04,Sample X4,0.228,
A05,Sample X5,0.177,
A06,Sample X6,0.148,
A07,Sample X7,0.213,
A08,Sample X8,0.118,
A09,Sample X9,0.108,
A10,Sample X10,0.107,
A11,Sample X11,0.096,
A12,Sample X12,0.131,
A13,Sample X13,0.129,
A14,Sample X14,0.149,
A15,Sample X15,0.113,
A16,Sample X16,0.109,
A17,Sample X17,0.109,
A18,Sample X18,0.224,
A19,Sample X19,0.187,
A20,Sample X20,0.208,
A21,Sample X21,0.176,
A22,Sample X22,0.194,
A23,Sample X23,0.063,
A24,Sample X24,0.062,
B01,Sample X25,0.062,
B02,Sample X26,0.063,
B03,Sample X27,0.207,
B04,Sample X28,0.186,
B05,Sample X29,0.194,
B06,Sample X30,0.207,
B07,Sample X31,0.217,
B08,Sample X32,0.216,
B09,Sample X33,0.181,
B10,Sample X34,0.203,
B11,Sample X35,0.190,
B12,Sample X36,0.253,
B13,Sample X37,0.341,
B14,Sample X38,0.205,
B15,Sample X39,0.207,
B16,Sample X40,0.205,
B17,Sample X41,0.254,
B18,Sample X42,0.245,
B19,Sample X43,0.193,
B20,Sample X44,0.202,
B21,Sample X45,0.194,
B22,Sample X46,0.172,
B23,Sample X47,0.070,
B24,Sample X48,0.059,
C01,Sample X49,0.060,
C02,Sample X50,0.059,
C03,Sample X51,0.085,
C04,Sample X52,0.088,
C05,Sample X53,0.186,
C06,Sample X54,0.177,
C07,Sample X55,0.185,
C08,Sample X56,0.144,
C09,Sample X57,0.196,
C10,Sample X58,0.172,
C11,Sample X59,0.195,
C12,Sample X60,0.184,
C13,Sample X61,0.185,
C14,Sample X62,0.175,
C15,Sample X63,0.189,
C16,Sample X64,0.170,
C17,Sample X65,0.137,
C18,Sample X66,0.176,
C19,Sample X67,0.084,
C20,Sample X68,0.178,
C21,Sample X69,0.205,
C22,Sample X70,0.179,
C23,Sample X71,0.060,
C24,Sample X72,0.060,
D01,Sample X73,0.063,
D02,Sample X74,0.067,
D03,Sample X75,0.178,
D04,Sample X76,0.178,
D05,Sample X77,0.162,
D06,Sample X78,0.183,
D07,Sample X79,0.130,
D08,Sample X80,0.203,
D09,Sample X81,0.179,
D10,Sample X82,0.201,
D11,Sample X83,0.139,
D12,Sample X84,0.191,
D13,Sample X85,0.138,
D14,Sample X86,0.175,
D15,Sample X87,0.182,
D16,Sample X88,0.199,
D17,Sample X89,0.216,
D18,Sample X90,0.220,
D19,Sample X91,0.176,
D20,Sample X92,0.194,
D21,Sample X93,0.191,
D22,Sample X94,0.183,
D23,Sample X95,0.064,
D24,Sample X96,0.061,
E01,Sample X97,0.067,
E02,Sample X98,0.058,
E03,Sample X99,0.186,
E04,Sample X100,0.167,
E05,Sample X101,0.124,
E06,Sample X102,0.166,
E07,Sample X103,0.177,
E08,Sample X104,0.223,
E09,Sample X105,0.151,
E10,Sample X106,0.096,
E11,Sample X107,0.196,
E12,Sample X108,0.128,
E13,Sample X109,0.219,
E14,Sample X110,0.142,
E15,Sample X111,0.073,
E16,Sample X112,0.203,
E17,Sample X113,0.184,
E18,Sample X114,0.183,
E19,Sample X115,0.129,
E20,Sample X116,0.175,
E21,Sample X117,0.177,
E22,Sample X118,0.119,
E23,Sample X119,0.071,
E24,Sample X120,0.067,
F01,Sample X121,0.069,
F02,Sample X122,0.062,
F03,Sample X123,0.134,
F04,Sample X124,0.179,
F05,Sample X125,0.149,
F06,Sample X126,0.180,
F07,Sample X127,0.123,
F08,Sample X128,0.200,
F09,Sample X129,0.097,
F10,Sample X130,0.201,
F11,Sample X131,0.192,
F12,Sample X132,0.193,
F13,Sample X133,0.189,
F14,Sample X134,0.181,
F15,Sample X135,0.217,
F16,Sample X136,0.200,
F17,Sample X137,0.180,
F18,Sample X138,0.196,
F19,Sample X139,0.180,
F20,Sample X140,0.190,
F21,Sample X141,0.208,
F22,Sample X142,0.167,
F23,Sample X143,0.064,
F24,Sample X144,0.092,
G01,Sample X145,0.064,
G02,Sample X146,0.070,
G03,Sample X147,0.180,
G04,Sample X148,0.140,
G05,Sample X149,0.152,
G06,Sample X150,0.145,
G07,Sample X151,0.122,
G08,Sample X152,0.140,
G09,Sample X153,0.183,
G10,Sample X154,0.192,
G11,Sample X155,0.188,
G12,Sample X156,0.130,
G13,Sample X157,0.130,
G14,Sample X158,0.095,
G15,Sample X159,0.184,
G16,Sample X160,0.207,
G17,Sample X161,0.176,
G18,Sample X162,0.195,
G19,Sample X163,0.106,
G20,Sample X164,0.209,
G21,Sample X165,0.196,
G22,Sample X166,0.194,
G23,Sample X167,0.065,
G24,Sample X168,0.075,
H01,Sample X169,0.061,
H02,Sample X170,0.056,
H03,Sample X171,0.167,
H04,Sample X172,0.187,
H05,Sample X173,0.177,
H06,Sample X174,0.192,
H07,Sample X175,0.144,
H08,Sample X176,0.197,
H09,Sample X177,0.190,
H10,Sample X178,0.188,
H11,Sample X179,0.188,
H12,Sample X180,0.206,
H13,Sample X181,0.201,
H14,Sample X182,0.202,
H15,Sample X183,0.202,
H16,Sample X184,0.283,
H17,Sample X185,0.198,
H18,Sample X186,0.213,
H19,Sample X187,0.103,
H20,Sample X188,0.196,
H21,Sample X189,0.233,
H22,Sample X190,0.214,
H23,Sample X191,0.066,
H24,Sample X192,0.096,
I01,Sample X193,0.058,
I02,Sample X194,0.068,
I03,Sample X195,0.165,
I04,Sample X196,0.192,
I05,Sample X197,0.172,
I06,Sample X198,0.182,
I07,Sample X199,0.116,
I08,Sample X200,0.139,
I09,Sample X201,0.182,
I10,Sample X202,0.181,
I11,Sample X203,0.192,
I12,Sample X204,0.194,
I13,Sample X205,0.198,
I14,Sample X206,0.180,
I15,Sample X207,0.227,
I16,Sample X208,0.326,
I17,Sample X209,0.189,
I18,Sample X210,0.182,
I19,Sample X211,0.186,
I20,Sample X212,0.133,
I21,Sample X213,0.181,
I22,Sample X214,0.132,
I23,Sample X215,0.053,
I24,Sample X216,0.070,
J01,Sample X217,0.070,
J02,Sample X218,0.051,
J03,Sample X219,0.156,
J04,Sample X220,0.194,
J05,Sample X221,0.193,
J06,Sample X222,0.192,
J07,Sample X223,0.177,
J08,Sample X224,0.195,
J09,Sample X225,0.176,
J10,Sample X226,0.192,
J11,Sample X227,0.179,
J12,Sample X228,0.204,
J13,Sample X229,0.134,
J14,Sample X230,0.189,
J15,Sample X231,0.101,
J16,Sample X232,0.201,
J17,Sample X233,0.166,
J18,Sample X234,0.184,
J19,Sample X235,0.192,
J20,Sample X236,0.233,
J21,Sample X237,0.151,
J22,Sample X238,0.177,
J23,Sample X239,0.064,
J24,Sample X240,0.061,
K01,Sample X241,0.062,
K02,Sample X242,0.058,
K03,Sample X243,0.168,
K04,Sample X244,0.236,
K05,Sample X245,0.189,
K06,Sample X246,0.146,
K07,Sample X247,0.195,
K08,Sample X248,0.191,
K09,Sample X249,0.179,
K10,Sample X250,0.167,
K11,Sample X251,0.214,
K12,Sample X252,0.197,
K13,Sample X253,0.207,
K14,Sample X254,0.193,
K15,Sample X255,0.189,
K16,Sample X256,0.183,
K17,Sample X257,0.190,
K18,Sample X258,0.205,
K19,Sample X259,0.209,
K20,Sample X260,0.213,
K21,Sample X261,0.166,
K22,Sample X262,0.193,
K23,Sample X263,0.060,
K24,Sample X264,0.059,
L01,Sample X265,0.075,
L02,Sample X266,0.051,
L03,Sample X267,0.191,
L04,Sample X268,0.181,
L05,Sample X269,0.170,
L06,Sample X270,0.201,
L07,Sample X271,0.155,
L08,Sample X272,0.185,
L09,Sample X273,0.201,
L10,Sample X274,0.229,
L11,Sample X275,0.177,
L12,Sample X276,0.201,
L13,Sample X277,0.155,
L14,Sample X278,0.274,
L15,Sample X279,0.195,
