Well,Content,Raw Data (600),
A01,Sample X1,0.175,
A02,Sample X2,0.179,
A03,Sample X3,0.229,
A04,Sample X4,0.220,
A05,Sample X5,0.189,
A06,Sample X6,0.183,
A07,Sample X7,0.192,
A08,Sample X8,2.041,
A09,Sample X9,1.682,
A10,Sample X10,1.059,
A11,Sample X11,0.947,
A12,Sample X12,0.383,
A13,Sample X13,0.981,
A14,Sample X14,0.907,
A15,Sample X15,0.606,
A16,Sample X16,0.906,
A17,Sample X17,0.613,
A18,Sample X18,2.617,
A19,Sample X19,2.300,
A20,Sample X20,1.976,
A21,Sample X21,2.266,
A22,Sample X22,3.660,
A23,Sample X23,0.343,
A24,Sample X24,0.174,
B01,Sample X25,0.176,
B02,Sample X26,0.172,
B03,Sample X27,1.911,
B04,Sample X28,2.600,
B05,Sample X29,2.845,
B06,Sample X30,1.638,
B07,Sample X31,1.772,
B08,Sample X32,2.777,
B09,Sample X33,1.860,
B10,Sample X34,1.882,
B11,Sample X35,1.684,
B12,Sample X36,1.747,
B13,Sample X37,1.666,
B14,Sample X38,1.628,
B15,Sample X39,1.681,
B16,Sample X40,2.118,
B17,Sample X41,1.822,
B18,Sample X42,1.657,
B19,Sample X43,1.754,
B20,Sample X44,1.744,
B21,Sample X45,1.712,
B22,Sample X46,1.933,
B23,Sample X47,0.156,
B24,Sample X48,0.161,
C01,Sample X49,0.176,
C02,Sample X50,0.184,
C03,Sample X51,0.265,
C04,Sample X52,0.218,
C05,Sample X53,0.866,
C06,Sample X54,0.220,
C07,Sample X55,1.345,
C08,Sample X56,0.654,
C09,Sample X57,1.524,
C10,Sample X58,1.495,
C11,Sample X59,1.557,
C12,Sample X60,1.466,
C13,Sample X61,1.165,
C14,Sample X62,2.120,
C15,Sample X63,1.659,
C16,Sample X64,0.262,
C17,Sample X65,2.658,
C18,Sample X66,1.943,
C19,Sample X67,0.245,
C20,Sample X68,3.227,
C21,Sample X69,2.652,
C22,Sample X70,2.578,
C23,Sample X71,0.158,
C24,Sample X72,0.154,
D01,Sample X73,0.169,
D02,Sample X74,0.167,
D03,Sample X75,1.391,
D04,Sample X76,1.312,
D05,Sample X77,0.535,
D06,Sample X78,1.286,
D07,Sample X79,0.425,
D08,Sample X80,1.613,
D09,Sample X81,0.845,
D10,Sample X82,1.231,
D11,Sample X83,1.267,
D12,Sample X84,1.317,
D13,Sample X85,0.550,
D14,Sample X86,1.537,
D15,Sample X87,1.384,
D16,Sample X88,1.496,
D17,Sample X89,1.672,
D18,Sample X90,1.408,
D19,Sample X91,2.477,
D20,Sample X92,1.549,
D21,Sample X93,1.521,
D22,Sample X94,1.923,
D23,Sample X95,0.156,
D24,Sample X96,0.163,
E01,Sample X97,0.171,
