Well,Content,Raw Data (600),
A01,Sample X1,0.175,
A02,Sample X2,0.180,
A03,Sample X3,0.225,
A04,Sample X4,0.211,
A05,Sample X5,0.178,
A06,Sample X6,0.178,
A07,Sample X7,0.186,
A08,Sample X8,1.468,
A09,Sample X9,1.250,
A10,Sample X10,0.904,
A11,Sample X11,0.821,
A12,Sample X12,0.408,
A13,Sample X13,0.873,
A14,Sample X14,0.837,
A15,Sample X15,0.692,
A16,Sample X16,0.784,
A17,Sample X17,0.588,
A18,Sample X18,1.790,
A19,Sample X19,1.556,
A20,Sample X20,1.482,
A21,Sample X21,1.592,
A22,Sample X22,1.987,
A23,Sample X23,0.351,
A24,Sample X24,0.176,
B01,Sample X25,0.175,
B02,Sample X26,0.166,
B03,Sample X27,1.349,
B04,Sample X28,2.142,
B05,Sample X29,1.513,
B06,Sample X30,1.133,
B07,Sample X31,1.307,
B08,Sample X32,1.617,
B09,Sample X33,1.450,
B10,Sample X34,1.394,
B11,Sample X35,1.196,
B12,Sample X36,1.264,
B13,Sample X37,1.233,
B14,Sample X38,1.288,
B15,Sample X39,1.287,
B16,Sample X40,1.477,
B17,Sample X41,1.469,
B18,Sample X42,1.330,
B19,Sample X43,1.390,
B20,Sample X44,1.434,
B21,Sample X45,1.340,
B22,Sample X46,1.472,
B23,Sample X47,0.157,
B24,Sample X48,0.159,
C01,Sample X49,0.173,
C02,Sample X50,0.180,
C03,Sample X51,0.289,
C04,Sample X52,0.236,
C05,Sample X53,0.591,
C06,Sample X54,0.259,
C07,Sample X55,0.946,
C08,Sample X56,0.473,
C09,Sample X57,1.195,
C10,Sample X58,1.078,
C11,Sample X59,1.174,
C12,Sample X60,1.070,
C13,Sample X61,0.879,
C14,Sample X62,1.631,
C15,Sample X63,1.075,
C16,Sample X64,0.279,
C17,Sample X65,1.463,
C18,Sample X66,1.240,
C19,Sample X67,0.282,
C20,Sample X68,2.171,
C21,Sample X69,1.697,
C22,Sample X70,1.636,
C23,Sample X71,0.159,
C24,Sample X72,0.153,
D01,Sample X73,0.166,
D02,Sample X74,0.163,
D03,Sample X75,1.014,
D04,Sample X76,0.947,
D05,Sample X77,0.566,
D06,Sample X78,0.927,
D07,Sample X79,0.601,
D08,Sample X80,1.281,
D09,Sample X81,0.655,
D10,Sample X82,0.902,
D11,Sample X83,1.010,
D12,Sample X84,0.977,
D13,Sample X85,0.616,
D14,Sample X86,1.143,
D15,Sample X87,1.077,
D16,Sample X88,1.151,
D17,Sample X89,1.264,
D18,Sample X90,0.967,
D19,Sample X91,1.535,
D20,Sample X92,1.130,
D21,Sample X93,1.097,
D22,Sample X94,1.536,
D23,Sample X95,0.157,
D24,Sample X96,0.156,
E01,Sample X97,0.171,
E02,Sample X98,0.173,
E03,Sample X99,0.962,
E04,Sample X100,0.566,
E05,Sample X101,0.372,
E06,Sample X102,0.465,
E07,Sample X103,0.927,
E08,Sample X104,1.305,
E09,Sample X105,0.786,
E10,Sample X106,1.434,
E11,Sample X107,1.177,
E12,Sample X108,0.422,
E13,Sample X109,0.994,
E14,Sample X110,0.378,
E15,Sample X111,0.328,
E16,Sample X112,1.402,
E17,Sample X113,0.462,
E18,Sample X114,1.694,
E19,Sample X115,0.209,
E20,Sample X116,0.615,
E21,Sample X117,1.430,
E22,Sample X118,1.416,
E23,Sample X119,0.161,
E24,Sample X120,0.160,
F01,Sample X121,0.176,
F02,Sample X122,0.171,
F03,Sample X123,0.244,
F04,Sample X124,0.904,
