Well,Content,Well Scan: Average (600),
A01,Sample X1,0.093,
A02,Sample X2,0.085,
A03,Sample X3,0.087,
A04,Sample X4,0.089,
A05,Sample X5,0.084,
A06,Sample X6,0.080,
A07,Sample X7,0.077,
A08,Sample X8,0.111,
A09,Sample X9,0.327,
A10,Sample X10,0.105,
A11,Sample X11,0.095,
A12,Sample X12,0.138,
A13,Sample X13,0.122,
A14,Sample X14,0.101,
A15,Sample X15,0.118,
A16,Sample X16,0.097,
A17,Sample X17,0.116,
A18,Sample X18,1.039,
A19,Sample X19,0.859,
A20,Sample X20,1.018,
A21,Sample X21,0.765,
A22,Sample X22,0.643,
A23,Sample X23,0.082,
A24,Sample X24,0.070,
B01,Sample X25,0.091,
B02,Sample X26,0.082,
B03,Sample X27,0.773,
B04,Sample X28,0.105,
B05,Sample X29,0.855,
B06,Sample X30,0.954,
B07,Sample X31,0.989,
B08,Sample X32,1.078,
B09,Sample X33,0.801,
B10,Sample X34,0.865,
B11,Sample X35,0.748,
B12,Sample X36,1.237,
B13,Sample X37,1.306,
B14,Sample X38,0.825,
B15,Sample X39,0.912,
B16,Sample X40,0.943,
B17,Sample X41,0.816,
B18,Sample X42,0.705,
B19,Sample X43,0.736,
B20,Sample X44,0.657,
B21,Sample X45,0.825,
B22,Sample X46,0.631,
B23,Sample X47,0.074,
B24,Sample X48,0.073,
C01,Sample X49,0.095,
C02,Sample X50,0.078,
C03,Sample X51,0.925,
C04,Sample X52,1.080,
C05,Sample X53,1.192,
C06,Sample X54,0.924,
C07,Sample X55,0.132,
C08,Sample X56,0.635,
C09,Sample X57,0.750,
C10,Sample X58,0.637,
C11,Sample X59,0.123,
C12,Sample X60,0.110,
C13,Sample X61,0.659,
C14,Sample X62,0.732,
C15,Sample X63,0.522,
C16,Sample X64,0.729,
C17,Sample X65,0.139,
C18,Sample X66,0.673,
C19,Sample X67,0.628,
C20,Sample X68,0.490,
C21,Sample X69,0.631,
C22,Sample X70,0.641,
C23,Sample X71,0.067,
C24,Sample X72,0.071,
D01,Sample X73,0.083,
D02,Sample X74,0.299,
D03,Sample X75,0.868,
D04,Sample X76,0.095,
D05,Sample X77,0.105,
D06,Sample X78,0.101,
D07,Sample X79,1.099,
D08,Sample X80,0.117,
D09,Sample X81,0.104,
D10,Sample X82,0.678,
D11,Sample X83,0.698,
D12,Sample X84,0.658,
D13,Sample X85,0.736,
D14,Sample X86,0.700,
D15,Sample X87,0.569,
D16,Sample X88,0.647,
