Well,Content,Well Scan: Average (600),
A01,Sample X1,0.094,
A02,Sample X2,0.089,
A03,Sample X3,0.090,
A04,Sample X4,0.089,
A05,Sample X5,0.084,
A06,Sample X6,0.082,
A07,Sample X7,0.078,
A08,Sample X8,0.113,
A09,Sample X9,0.330,
A10,Sample X10,0.104,
A11,Sample X11,0.094,
A12,Sample X12,0.140,
A13,Sample X13,0.122,
A14,Sample X14,0.100,
A15,Sample X15,0.119,
A16,Sample X16,0.094,
A17,Sample X17,0.113,
A18,Sample X18,1.276,
A19,Sample X19,1.142,
A20,Sample X20,1.169,
A21,Sample X21,0.873,
A22,Sample X22,0.739,
A23,Sample X23,0.081,
A24,Sample X24,0.069,
B01,Sample X25,0.092,
B02,Sample X26,0.083,
B03,Sample X27,0.961,
B04,Sample X28,0.105,
B05,Sample X29,0.964,
B06,Sample X30,1.073,
B07,Sample X31,1.545,
B08,Sample X32,1.373,
B09,Sample X33,0.966,
B10,Sample X34,0.967,
B11,Sample X35,0.934,
B12,Sample X36,1.484,
B13,Sample X37,1.519,
B14,Sample X38,1.003,
B15,Sample X39,1.087,
B16,Sample X40,1.291,
B17,Sample X41,0.956,
B18,Sample X42,0.787,
B19,Sample X43,0.846,
B20,Sample X44,0.702,
B21,Sample X45,0.909,
B22,Sample X46,0.684,
B23,Sample X47,0.075,
B24,Sample X48,0.072,
C01,Sample X49,0.095,
C02,Sample X50,0.078,
C03,Sample X51,1.404,
C04,Sample X52,1.376,
C05,Sample X53,1.968,
C06,Sample X54,1.022,
C07,Sample X55,0.129,
C08,Sample X56,0.849,
C09,Sample X57,0.918,
C10,Sample X58,0.738,
C11,Sample X59,0.123,
C12,Sample X60,0.108,
C13,Sample X61,0.794,
C14,Sample X62,0.870,
C15,Sample X63,0.829,
C16,Sample X64,0.790,
C17,Sample X65,0.137,
C18,Sample X66,0.756,
C19,Sample X67,0.692,
C20,Sample X68,0.566,
C21,Sample X69,0.657,
C22,Sample X70,0.687,
C23,Sample X71,0.067,
C24,Sample X72,0.071,
D01,Sample X73,0.083,
D02,Sample X74,0.414,
D03,Sample X75,1.005,
D04,Sample X76,0.094,
D05,Sample X77,0.104,
D06,Sample X78,0.100,
D07,Sample X79,1.265,
D08,Sample X80,0.116,
D09,Sample X81,0.104,
D10,Sample X82,0.795,
D11,Sample X83,1.149,
D12,Sample X84,0.885,
D13,Sample X85,1.508,
D14,Sample X86,1.134,
D15,Sample X87,0.615,
D16,Sample X88,0.682,
D17,Sample X89,0.787,
D18,Sample X90,0.796,
D19,Sample X91,0.656,
D20,Sample X92,0.084,
D21,Sample X93,0.095,
D22,Sample X94,0.188,
D23,Sample X95,0.070,
D24,Sample X96,0.064,
E01,Sample X97,0.077,
E02,Sample X98,0.076,
E03,Sample X99,0.790,
E04,Sample X100,0.800,
E05,Sample X101,0.192,
E06,Sample X102,1.188,
E07,Sample X103,0.662,
E08,Sample X104,0.134,
E09,Sample X105,0.579,
E10,Sample X106,1.453,
E11,Sample X107,0.254,
E12,Sample X108,0.659,
E13,Sample X109,0.870,
E14,Sample X110,0.772,
E15,Sample X111,0.537,
E16,Sample X112,0.742,
E17,Sample X113,0.123,
E18,Sample X114,0.109,
E19,Sample X115,0.086,
E20,Sample X116,0.112,
E21,Sample X117,0.108,
E22,Sample X118,0.125,
E23,Sample X119,0.068,
E24,Sample X120,0.076,
F01,Sample X121,0.079,
F02,Sample X122,0.086,
F03,Sample X123,1.711,
F04,Sample X124,0.622,
F05,Sample X125,0.731,
