Well,Content,Well Scan: Average (600),
A01,Sample X1,0.091,
A02,Sample X2,0.091,
A03,Sample X3,0.126,
A04,Sample X4,0.129,
A05,Sample X5,0.129,
A06,Sample X6,0.137,
A07,Sample X7,0.150,
A08,Sample X8,0.221,
A09,Sample X9,0.464,
A10,Sample X10,0.231,
A11,Sample X11,0.335,
A12,Sample X12,0.232,
A13,Sample X13,0.272,
A14,Sample X14,0.341,
A15,Sample X15,0.118,
A16,Sample X16,0.177,
A17,Sample X17,0.252,
A18,Sample X18,0.337,
A19,Sample X19,0.397,
A20,Sample X20,0.465,
A21,Sample X21,0.407,
A22,Sample X22,0.379,
A23,Sample X23,0.160,
A24,Sample X24,0.093,
B01,Sample X25,0.112,
B02,Sample X26,0.138,
B03,Sample X27,0.285,
B04,Sample X28,0.305,
B05,Sample X29,0.309,
B06,Sample X30,0.222,
B07,Sample X31,0.364,
B08,Sample X32,0.432,
B09,Sample X33,0.399,
B10,Sample X34,0.312,
B11,Sample X35,0.408,
B12,Sample X36,0.228,
B13,Sample X37,0.432,
B14,Sample X38,0.455,
B15,Sample X39,0.420,
B16,Sample X40,0.234,
B17,Sample X41,0.315,
B18,Sample X42,0.280,
B19,Sample X43,0.530,
B20,Sample X44,0.408,
B21,Sample X45,0.149,
B22,Sample X46,0.401,
B23,Sample X47,0.216,
B24,Sample X48,0.085,
C01,Sample X49,0.123,
C02,Sample X50,0.196,
C03,Sample X51,0.255,
C04,Sample X52,0.409,
C05,Sample X53,0.346,
C06,Sample X54,0.253,
C07,Sample X55,0.404,
C08,Sample X56,0.448,
C09,Sample X57,0.392,
C10,Sample X58,0.235,
C11,Sample X59,0.304,
C12,Sample X60,0.323,
C13,Sample X61,0.365,
C14,Sample X62,0.282,
C15,Sample X63,0.316,
C16,Sample X64,0.272,
C17,Sample X65,0.191,
C18,Sample X66,0.230,
C19,Sample X67,0.455,
C20,Sample X68,0.366,
C21,Sample X69,0.389,
C22,Sample X70,0.399,
C23,Sample X71,0.304,
C24,Sample X72,0.111,
D01,Sample X73,0.113,
D02,Sample X74,0.133,
D03,Sample X75,0.224,
D04,Sample X76,0.352,
D05,Sample X77,0.265,
D06,Sample X78,0.279,
D07,Sample X79,0.412,
D08,Sample X80,0.377,
D09,Sample X81,0.307,
D10,Sample X82,0.509,
D11,Sample X83,0.358,
D12,Sample X84,0.382,
D13,Sample X85,0.532,
D14,Sample X86,0.407,
D15,Sample X87,0.232,
D16,Sample X88,0.511,
D17,Sample X89,0.419,
D18,Sample X90,0.203,
D19,Sample X91,0.218,
D20,Sample X92,0.357,
D21,Sample X93,0.183,
D22,Sample X94,0.305,
D23,Sample X95,0.240,
D24,Sample X96,0.108,
E01,Sample X97,0.126,
E02,Sample X98,0.254,
E03,Sample X99,0.321,
E04,Sample X100,0.346,
E05,Sample X101,0.410,
E06,Sample X102,0.395,
E07,Sample X103,0.425,
E08,Sample X104,0.279,
E09,Sample X105,0.194,
E10,Sample X106,0.379,
E11,Sample X107,0.265,
E12,Sample X108,0.398,
E13,Sample X109,0.496,
E14,Sample X110,0.507,
E15,Sample X111,0.394,
E16,Sample X112,0.310,
E17,Sample X113,0.436,
E18,Sample X114,0.476,
E19,Sample X115,0.422,
E20,Sample X116,0.316,
E21,Sample X117,0.214,
E22,Sample X118,0.201,
E23,Sample X119,0.150,
E24,Sample X120,0.124,
F01,Sample X121,0.116,
F02,Sample X122,0.180,
F03,Sample X123,0.321,
F04,Sample X124,0.325,
F05,Sample X125,0.376,
F06,Sample X126,0.341,
F07,Sample X127,0.513,
F08,Sample X128,0.251,
F09,Sample X129,0.241,
F10,Sample X130,0.270,
F11,Sample X131,0.256,
F12,Sample X132,0.317,
F13,Sample X133,0.392,
F14,Sample X134,0.439,
F15,Sample X135,0.230,
F16,Sample X136,0.273,
F17,Sample X137,0.290,
F18,Sample X138,0.515,
F19,Sample X139,0.430,
F20,Sample X140,0.402,
F21,Sample X141,0.299,
F22,Sample X142,0.213,
F23,Sample X143,0.256,
F24,Sample X144,0.123,
G01,Sample X145,0.129,
G02,Sample X146,0.167,
G03,Sample X147,0.353,
G04,Sample X148,0.359,
G05,Sample X149,0.360,
G06,Sample X150,0.199,
G07,Sample X151,0.408,
G08,Sample X152,0.389,
G09,Sample X153,0.256,
G10,Sample X154,0.368,
G11,Sample X155,0.248,
G12,Sample X156,0.397,
G13,Sample X157,0.412,
G14,Sample X158,0.402,
G15,Sample X159,0.417,
G16,Sample X160,0.327,
G17,Sample X161,0.331,
G18,Sample X162,0.321,
G19,Sample X163,0.480,
G20,Sample X164,0.438,
G21,Sample X165,0.196,
G22,Sample X166,0.178,
G23,Sample X167,0.123,
G24,Sample X168,0.126,
H01,Sample X169,0.136,
H02,Sample X170,0.117,
H03,Sample X171,0.346,
H04,Sample X172,0.229,
H05,Sample X173,0.486,
H06,Sample X174,0.206,
H07,Sample X175,0.258,
H08,Sample X176,0.281,
H09,Sample X177,0.364,
H10,Sample X178,0.396,
H11,Sample X179,0.287,
H12,Sample X180,0.306,
H13,Sample X181,0.465,
H14,Sample X182,0.464,
H15,Sample X183,0.401,
H16,Sample X184,0.305,
H17,Sample X185,0.530,
H18,Sample X186,0.376,
H19,Sample X187,0.415,
H20,Sample X188,0.372,
H21,Sample X189,0.215,
H22,Sample X190,0.203,
H23,Sample X191,0.121,
H24,Sample X192,0.127,
I01,Sample X193,0.124,
I02,Sample X194,0.151,
I03,Sample X195,0.176,
I04,Sample X196,0.199,
I05,Sample X197,0.226,
I06,Sample X198,0.350,
I07,Sample X199,0.355,
I08,Sample X200,0.240,
I09,Sample X201,0.200,
I10,Sample X202,0.254,
I11,Sample X203,0.218,
I12,Sample X204,0.329,
I13,Sample X205,0.234,
I14,Sample X206,0.448,
I15,Sample X207,0.434,
I16,Sample X208,0.430,
I17,Sample X209,0.397,
I18,Sample X210,0.344,
I19,Sample X211,0.171,
I20,Sample X212,0.318,
I21,Sample X213,0.177,
I22,Sample X214,0.155,
I23,Sample X215,0.136,
I24,Sample X216,0.130,
J01,Sample X217,0.120,
J02,Sample X218,0.186,
J03,Sample X219,0.267,
J04,Sample X220,0.244,
J05,Sample X221,0.181,
J06,Sample X222,0.318,
J07,Sample X223,0.211,
J08,Sample X224,0.171,
J09,Sample X225,0.238,
J10,Sample X226,0.236,
J11,Sample X227,0.396,
J12,Sample X228,0.232,
J13,Sample X229,0.306,
J14,Sample X230,0.378,
J15,Sample X231,0.287,
J16,Sample X232,0.387,
J17,Sample X233,0.371,
J18,Sample X234,0.205,
J19,Sample X235,0.244,
J20,Sample X236,0.451,
J21,Sample X237,0.330,
J22,Sample X238,0.198,
J23,Sample X239,0.115,
J24,Sample X240,0.111,
K01,Sample X241,0.132,
K02,Sample X242,0.143,
K03,Sample X243,0.273,
K04,Sample X244,0.247,
K05,Sample X245,0.218,
K06,Sample X246,0.308,
K07,Sample X247,0.256,
K08,Sample X248,0.348,
K09,Sample X249,0.252,
K10,Sample X250,0.150,
K11,Sample X251,0.385,
K12,Sample X252,0.309,
K13,Sample X253,0.186,
K14,Sample X254,0.308,
K15,Sample X255,0.228,
K16,Sample X256,0.319,
K17,Sample X257,0.346,
