Well,Content,Well Scan: Average (600),
A01,Sample X1,0.065,
A02,Sample X2,0.142,
A03,Sample X3,0.154,
A04,Sample X4,0.156,
A05,Sample X5,0.129,
A06,Sample X6,0.128,
A07,Sample X7,0.097,
A08,Sample X8,0.101,
A09,Sample X9,0.121,
A10,Sample X10,0.099,
A11,Sample X11,0.092,
A12,Sample X12,0.107,
A13,Sample X13,0.114,
A14,Sample X14,0.103,
A15,Sample X15,0.113,
A16,Sample X16,0.105,
A17,Sample X17,0.098,
A18,Sample X18,0.140,
A19,Sample X19,0.126,
A20,Sample X20,0.130,
A21,Sample X21,0.145,
A22,Sample X22,0.137,
A23,Sample X23,0.051,
A24,Sample X24,0.047,
B01,Sample X25,0.062,
B02,Sample X26,0.105,
B03,Sample X27,0.135,
B04,Sample X28,0.143,
B05,Sample X29,0.151,
B06,Sample X30,0.157,
B07,Sample X31,0.140,
B08,Sample X32,0.135,
B09,Sample X33,0.148,
B10,Sample X34,0.162,
B11,Sample X35,0.154,
B12,Sample X36,0.158,
B13,Sample X37,0.156,
B14,Sample X38,0.142,
B15,Sample X39,0.135,
B16,Sample X40,0.159,
B17,Sample X41,0.156,
B18,Sample X42,0.138,
B19,Sample X43,0.338,
B20,Sample X44,0.108,
B21,Sample X45,0.102,
B22,Sample X46,0.135,
B23,Sample X47,0.064,
B24,Sample X48,0.053,
C01,Sample X49,0.053,
C02,Sample X50,0.053,
C03,Sample X51,0.131,
C04,Sample X52,0.120,
C05,Sample X53,0.125,
C06,Sample X54,0.118,
C07,Sample X55,0.133,
C08,Sample X56,0.116,
C09,Sample X57,0.138,
C10,Sample X58,0.110,
C11,Sample X59,0.120,
C12,Sample X60,0.120,
C13,Sample X61,0.153,
C14,Sample X62,0.122,
C15,Sample X63,0.105,
C16,Sample X64,0.104,
C17,Sample X65,0.128,
C18,Sample X66,0.102,
C19,Sample X67,0.109,
C20,Sample X68,0.089,
C21,Sample X69,0.136,
C22,Sample X70,0.107,
C23,Sample X71,0.051,
C24,Sample X72,0.077,
D01,Sample X73,0.056,
D02,Sample X74,0.061,
D03,Sample X75,0.134,
D04,Sample X76,0.114,
D05,Sample X77,0.131,
D06,Sample X78,0.108,
D07,Sample X79,0.125,
D08,Sample X80,0.147,
D09,Sample X81,0.128,
D10,Sample X82,0.121,
D11,Sample X83,0.108,
D12,Sample X84,0.142,
D13,Sample X85,0.139,
D14,Sample X86,0.098,
D15,Sample X87,0.127,
D16,Sample X88,0.116,
D17,Sample X89,0.114,
D18,Sample X90,0.126,
D19,Sample X91,0.097,
D20,Sample X92,0.116,
D21,Sample X93,0.107,
D22,Sample X94,0.113,
D23,Sample X95,0.052,
D24,Sample X96,0.050,
E01,Sample X97,0.059,
E02,Sample X98,0.101,
E03,Sample X99,0.110,
E04,Sample X100,0.108,
E05,Sample X101,0.111,
E06,Sample X102,0.126,
E07,Sample X103,0.105,
E08,Sample X104,0.144,
E09,Sample X105,0.121,
E10,Sample X106,0.116,
E11,Sample X107,0.103,
E12,Sample X108,0.119,
E13,Sample X109,0.126,
E14,Sample X110,0.118,
E15,Sample X111,0.094,
E16,Sample X112,0.102,
E17,Sample X113,0.116,
E18,Sample X114,0.106,
E19,Sample X115,0.121,
E20,Sample X116,0.100,
E21,Sample X117,0.106,
E22,Sample X118,0.085,
E23,Sample X119,0.055,
E24,Sample X120,0.053,
F01,Sample X121,0.062,
F02,Sample X122,0.056,
F03,Sample X123,0.117,
F04,Sample X124,0.118,
F05,Sample X125,0.120,
F06,Sample X126,0.121,
F07,Sample X127,0.094,
F08,Sample X128,0.146,
F09,Sample X129,0.116,
F10,Sample X130,0.129,
F11,Sample X131,0.119,
F12,Sample X132,0.131,
F13,Sample X133,0.138,
F14,Sample X134,0.109,
F15,Sample X135,0.110,
F16,Sample X136,0.081,
F17,Sample X137,0.078,
F18,Sample X138,0.112,
F19,Sample X139,0.110,
F20,Sample X140,0.098,
F21,Sample X141,0.099,
F22,Sample X142,0.114,
F23,Sample X143,0.054,
F24,Sample X144,0.056,
G01,Sample X145,0.073,
G02,Sample X146,0.056,
G03,Sample X147,0.116,
G04,Sample X148,0.129,
G05,Sample X149,0.087,
G06,Sample X150,0.116,
G07,Sample X151,0.105,
G08,Sample X152,0.130,
G09,Sample X153,0.115,
G10,Sample X154,0.120,
G11,Sample X155,0.116,
G12,Sample X156,0.113,
G13,Sample X157,0.135,
G14,Sample X158,0.123,
G15,Sample X159,0.110,
G16,Sample X160,0.107,
G17,Sample X161,0.109,
G18,Sample X162,0.123,
G19,Sample X163,0.124,
G20,Sample X164,0.110,
G21,Sample X165,0.127,
G22,Sample X166,0.083,
G23,Sample X167,0.063,
G24,Sample X168,0.057,
H01,Sample X169,0.065,
H02,Sample X170,0.059,
H03,Sample X171,0.129,
H04,Sample X172,0.101,
H05,Sample X173,0.104,
H06,Sample X174,0.117,
H07,Sample X175,0.121,
H08,Sample X176,0.125,
H09,Sample X177,0.110,
H10,Sample X178,0.141,
H11,Sample X179,0.125,
H12,Sample X180,0.107,
H13,Sample X181,0.133,
H14,Sample X182,0.092,
H15,Sample X183,0.092,
H16,Sample X184,0.106,
H17,Sample X185,0.091,
H18,Sample X186,0.082,
H19,Sample X187,0.079,
H20,Sample X188,0.101,
H21,Sample X189,0.133,
H22,Sample X190,0.108,
H23,Sample X191,0.053,
H24,Sample X192,0.050,
I01,Sample X193,0.074,
I02,Sample X194,0.058,
I03,Sample X195,0.108,
I04,Sample X196,0.120,
I05,Sample X197,0.089,
I06,Sample X198,0.103,
I07,Sample X199,0.121,
I08,Sample X200,0.147,
I09,Sample X201,0.104,
I10,Sample X202,0.121,
I11,Sample X203,0.127,
I12,Sample X204,0.111,
I13,Sample X205,0.126,
I14,Sample X206,0.099,
I15,Sample X207,0.109,
I16,Sample X208,0.104,
I17,Sample X209,0.094,
I18,Sample X210,0.086,
I19,Sample X211,0.117,
I20,Sample X212,0.080,
I21,Sample X213,0.084,
I22,Sample X214,0.116,
I23,Sample X215,0.051,
I24,Sample X216,0.052,
J01,Sample X217,0.059,
J02,Sample X218,0.051,
J03,Sample X219,0.103,
J04,Sample X220,0.106,
J05,Sample X221,0.078,
J06,Sample X222,0.128,
J07,Sample X223,0.099,
J08,Sample X224,0.125,
J09,Sample X225,0.105,
J10,Sample X226,0.093,
J11,Sample X227,0.076,
J12,Sample X228,0.077,
J13,Sample X229,0.097,
J14,Sample X230,0.096,
J15,Sample X231,0.121,
J16,Sample X232,0.119,
J17,Sample X233,0.105,
J18,Sample X234,0.109,
J19,Sample X235,0.080,
J20,Sample X236,0.076,
J21,Sample X237,0.088,
J22,Sample X238,0.108,
J23,Sample X239,0.045,
J24,Sample X240,0.052,
K01,Sample X241,0.057,
K02,Sample X242,0.062,
K03,Sample X243,0.109,
K04,Sample X244,0.113,
K05,Sample X245,0.116,
K06,Sample X246,0.115,
K07,Sample X247,0.113,
K08,Sample X248,0.130,
K09,Sample X249,0.131,
K10,Sample X250,0.122,
K11,Sample X251,0.104,
K12,Sample X252,0.088,
K13,Sample X253,0.130,
K14,Sample X254,0.098,
K15,Sample X255,0.109,
K16,Sample X256,0.114,
K17,Sample X257,0.123,
K18,Sample X258,0.120,
K19,Sample X259,0.117,
K20,Sample X260,0.112,
