Well,Content,Well Scan: Average (600),
A01,Sample X1,0.069,
A02,Sample X2,0.443,
A03,Sample X3,0.194,
A04,Sample X4,0.188,
A05,Sample X5,0.149,
A06,Sample X6,0.136,
A07,Sample X7,0.097,
A08,Sample X8,0.104,
A09,Sample X9,0.116,
A10,Sample X10,0.098,
A11,Sample X11,0.091,
A12,Sample X12,0.106,
A13,Sample X13,0.116,
A14,Sample X14,0.108,
A15,Sample X15,0.109,
A16,Sample X16,0.103,
A17,Sample X17,0.105,
A18,Sample X18,0.167,
A19,Sample X19,0.175,
A20,Sample X20,0.170,
A21,Sample X21,0.193,
A22,Sample X22,0.200,
A23,Sample X23,0.051,
A24,Sample X24,0.046,
B01,Sample X25,0.062,
B02,Sample X26,0.106,
B03,Sample X27,0.173,
B04,Sample X28,0.184,
B05,Sample X29,0.178,
B06,Sample X30,0.194,
B07,Sample X31,0.173,
B08,Sample X32,0.156,
B09,Sample X33,0.186,
B10,Sample X34,0.197,
B11,Sample X35,0.192,
B12,Sample X36,0.191,
B13,Sample X37,0.155,
B14,Sample X38,0.160,
B15,Sample X39,0.169,
B16,Sample X40,0.185,
B17,Sample X41,0.187,
B18,Sample X42,0.160,
B19,Sample X43,0.574,
B20,Sample X44,0.134,
B21,Sample X45,0.124,
B22,Sample X46,0.157,
B23,Sample X47,0.064,
B24,Sample X48,0.054,
C01,Sample X49,0.053,
C02,Sample X50,0.054,
C03,Sample X51,0.167,
C04,Sample X52,0.147,
C05,Sample X53,0.163,
C06,Sample X54,0.145,
C07,Sample X55,0.165,
C08,Sample X56,0.128,
C09,Sample X57,0.265,
C10,Sample X58,0.111,
C11,Sample X59,0.153,
C12,Sample X60,0.129,
C13,Sample X61,0.173,
C14,Sample X62,0.129,
C15,Sample X63,0.103,
C16,Sample X64,0.108,
C17,Sample X65,0.135,
C18,Sample X66,0.123,
C19,Sample X67,0.129,
C20,Sample X68,0.100,
C21,Sample X69,0.161,
C22,Sample X70,0.128,
C23,Sample X71,0.052,
C24,Sample X72,0.078,
D01,Sample X73,0.056,
D02,Sample X74,0.100,
D03,Sample X75,0.164,
D04,Sample X76,0.120,
D05,Sample X77,0.164,
D06,Sample X78,0.128,
D07,Sample X79,0.135,
D08,Sample X80,0.171,
D09,Sample X81,0.138,
D10,Sample X82,0.144,
D11,Sample X83,0.107,
D12,Sample X84,0.155,
D13,Sample X85,0.133,
D14,Sample X86,0.104,
D15,Sample X87,0.142,
D16,Sample X88,0.120,
D17,Sample X89,0.113,
D18,Sample X90,0.129,
D19,Sample X91,0.111,
D20,Sample X92,0.127,
D21,Sample X93,0.133,
D22,Sample X94,0.110,
D23,Sample X95,0.050,
D24,Sample X96,0.052,
E01,Sample X97,0.058,
E02,Sample X98,0.103,
E03,Sample X99,0.121,
E04,Sample X100,0.127,
E05,Sample X101,0.117,
E06,Sample X102,0.155,
E07,Sample X103,0.116,
E08,Sample X104,0.165,
E09,Sample X105,0.245,
E10,Sample X106,0.127,
E11,Sample X107,0.109,
E12,Sample X108,0.134,
E13,Sample X109,0.131,
E14,Sample X110,0.130,
E15,Sample X111,0.096,
E16,Sample X112,0.108,
E17,Sample X113,0.120,
E18,Sample X114,0.115,
E19,Sample X115,0.136,
E20,Sample X116,0.117,
E21,Sample X117,0.123,
E22,Sample X118,0.084,
E23,Sample X119,0.053,
E24,Sample X120,0.052,
F01,Sample X121,0.064,
F02,Sample X122,0.056,
F03,Sample X123,0.132,
F04,Sample X124,0.121,
F05,Sample X125,0.129,
F06,Sample X126,0.142,
F07,Sample X127,0.095,
F08,Sample X128,0.159,
F09,Sample X129,0.135,
F10,Sample X130,0.111,
F11,Sample X131,0.141,
F12,Sample X132,0.148,
F13,Sample X133,0.138,
F14,Sample X134,0.105,
F15,Sample X135,0.128,
F16,Sample X136,0.081,
F17,Sample X137,0.078,
F18,Sample X138,0.126,
F19,Sample X139,0.112,
F20,Sample X140,0.100,
F21,Sample X141,0.102,
F22,Sample X142,0.127,
F23,Sample X143,0.052,
F24,Sample X144,0.055,
G01,Sample X145,0.074,
G02,Sample X146,0.055,
G03,Sample X147,0.127,
G04,Sample X148,0.190,
G05,Sample X149,0.090,
G06,Sample X150,0.123,
G07,Sample X151,0.111,
G08,Sample X152,0.140,
G09,Sample X153,0.139,
G10,Sample X154,0.133,
G11,Sample X155,0.134,
G12,Sample X156,0.133,
G13,Sample X157,0.155,
G14,Sample X158,0.151,
G15,Sample X159,0.121,
G16,Sample X160,0.120,
G17,Sample X161,0.127,
G18,Sample X162,0.145,
G19,Sample X163,0.143,
G20,Sample X164,0.119,
G21,Sample X165,0.148,
G22,Sample X166,0.081,
G23,Sample X167,0.057,
G24,Sample X168,0.060,
H01,Sample X169,0.066,
H02,Sample X170,0.057,
H03,Sample X171,0.136,
H04,Sample X172,0.102,
H05,Sample X173,0.109,
H06,Sample X174,0.123,
H07,Sample X175,0.143,
H08,Sample X176,0.130,
H09,Sample X177,0.116,
H10,Sample X178,0.164,
H11,Sample X179,0.150,
H12,Sample X180,0.122,
H13,Sample X181,0.149,
H14,Sample X182,0.096,
H15,Sample X183,0.096,
H16,Sample X184,0.121,
H17,Sample X185,0.093,
H18,Sample X186,0.078,
H19,Sample X187,0.078,
H20,Sample X188,0.110,
H21,Sample X189,0.144,
H22,Sample X190,0.129,
H23,Sample X191,0.050,
H24,Sample X192,0.049,
I01,Sample X193,0.076,
I02,Sample X194,0.056,
I03,Sample X195,0.110,
I04,Sample X196,0.121,
I05,Sample X197,0.098,
I06,Sample X198,0.108,
I07,Sample X199,0.139,
I08,Sample X200,0.180,
I09,Sample X201,0.111,
I10,Sample X202,0.128,
I11,Sample X203,0.143,
I12,Sample X204,0.113,
I13,Sample X205,0.138,
I14,Sample X206,0.100,
I15,Sample X207,0.124,
I16,Sample X208,0.122,
I17,Sample X209,0.092,
I18,Sample X210,0.084,
I19,Sample X211,0.123,
I20,Sample X212,0.079,
I21,Sample X213,0.077,
I22,Sample X214,0.130,
I23,Sample X215,0.048,
I24,Sample X216,0.049,
J01,Sample X217,0.058,
J02,Sample X218,0.052,
J03,Sample X219,0.105,
J04,Sample X220,0.109,
J05,Sample X221,0.076,
J06,Sample X222,0.133,
J07,Sample X223,0.098,
J08,Sample X224,0.127,
J09,Sample X225,0.113,
J10,Sample X226,0.099,
J11,Sample X227,0.075,
J12,Sample X228,0.077,
J13,Sample X229,0.110,
J14,Sample X230,0.093,
J15,Sample X231,0.132,
J16,Sample X232,0.133,
J17,Sample X233,0.122,
J18,Sample X234,0.125,
J19,Sample X235,0.080,
J20,Sample X236,0.078,
J21,Sample X237,0.090,
J22,Sample X238,0.126,
J23,Sample X239,0.045,
J24,Sample X240,0.050,
K01,Sample X241,0.057,
K02,Sample X242,0.060,
K03,Sample X243,0.113,
K04,Sample X244,0.119,
K05,Sample X245,0.119,
K06,Sample X246,0.119,
K07,Sample X247,0.118,
K08,Sample X248,0.139,
K09,Sample X249,0.171,
K10,Sample X250,0.159,
K11,Sample X251,0.121,
K12,Sample X252,0.084,
K13,Sample X253,0.142,
K14,Sample X254,0.097,
K15,Sample X255,0.108,
K16,Sample X256,0.122,
K17,Sample X257,0.142,
K18,Sample X258,0.131,
K19,Sample X259,0.140,
K20,Sample X260,0.132,
K21,Sample X261,0.097,
K22,Sample X262,0.124,
K23,Sample X263,0.050,
K24,Sample X264,0.052,
L01,Sample X265,0.050,
L02,Sample X266,0.051,
L03,Sample X267,0.121,
L04,Sample X268,0.104,
L05,Sample X269,0.090,
L06,Sample X270,0.093,
L07,Sample X271,0.138,
L08,Sample X272,0.157,
L09,Sample X273,0.159,
L10,Sample X274,0.163,
L11,Sample X275,0.153,
L12,Sample X276,0.172,
L13,Sample X277,0.146,
L14,Sample X278,0.166,
L15,Sample X279,0.078,
L16,Sample X280,0.077,
L17,Sample X281,0.126,
L18,Sample X282,0.160,
L19,Sample X283,0.169,
L20,Sample X284,0.106,
L21,Sample X285,0.143,
L22,Sample X286,0.143,
L23,Sample X287,0.049,
L24,Sample X288,0.054,
M01,Sample X289,0.050,
M02,Sample X290,0.054,
M03,Sample X291,0.126,
M04,Sample X292,0.176,
M05,Sample X293,0.074,
M06,Sample X294,0.149,
M07,Sample X295,0.132,
M08,Sample X296,0.328,
M09,Sample X297,0.163,
M10,Sample X298,0.181,
M11,Sample X299,0.167,
M12,Sample X300,0.201,
M13,Sample X301,0.197,
M14,Sample X302,0.184,
M15,Sample X303,0.158,
M16,Sample X304,0.192,
M17,Sample X305,0.129,
M18,Sample X306,0.130,
