Well,Content,Well Scan: Average (600),
A01,Sample X1,0.063,
A02,Sample X2,0.061,
A03,Sample X3,0.112,
A04,Sample X4,0.128,
A05,Sample X5,0.114,
A06,Sample X6,0.107,
A07,Sample X7,0.100,
A08,Sample X8,0.096,
A09,Sample X9,0.113,
A10,Sample X10,0.095,
A11,Sample X11,0.089,
A12,Sample X12,0.104,
A13,Sample X13,0.110,
A14,Sample X14,0.111,
A15,Sample X15,0.108,
A16,Sample X16,0.097,
A17,Sample X17,0.091,
A18,Sample X18,0.119,
A19,Sample X19,0.094,
A20,Sample X20,0.100,
A21,Sample X21,0.105,
A22,Sample X22,0.103,
A23,Sample X23,0.052,
A24,Sample X24,0.049,
B01,Sample X25,0.058,
B02,Sample X26,0.099,
B03,Sample X27,0.098,
B04,Sample X28,0.106,
B05,Sample X29,0.100,
B06,Sample X30,0.112,
B07,Sample X31,0.098,
B08,Sample X32,0.109,
B09,Sample X33,0.123,
B10,Sample X34,0.121,
B11,Sample X35,0.123,
B12,Sample X36,0.123,
B13,Sample X37,0.133,
B14,Sample X38,0.120,
B15,Sample X39,0.117,
B16,Sample X40,0.114,
B17,Sample X41,0.135,
B18,Sample X42,0.110,
B19,Sample X43,0.103,
B20,Sample X44,0.094,
B21,Sample X45,0.093,
B22,Sample X46,0.120,
B23,Sample X47,0.073,
B24,Sample X48,0.056,
C01,Sample X49,0.051,
C02,Sample X50,0.051,
C03,Sample X51,0.104,
C04,Sample X52,0.103,
C05,Sample X53,0.095,
C06,Sample X54,0.092,
C07,Sample X55,0.101,
C08,Sample X56,0.106,
C09,Sample X57,0.089,
C10,Sample X58,0.114,
C11,Sample X59,0.098,
C12,Sample X60,0.103,
C13,Sample X61,0.133,
C14,Sample X62,0.105,
C15,Sample X63,0.104,
C16,Sample X64,0.097,
C17,Sample X65,0.112,
C18,Sample X66,0.080,
C19,Sample X67,0.095,
C20,Sample X68,0.076,
C21,Sample X69,0.120,
C22,Sample X70,0.082,
C23,Sample X71,0.052,
C24,Sample X72,0.076,
D01,Sample X73,0.053,
D02,Sample X74,0.058,
D03,Sample X75,0.105,
D04,Sample X76,0.095,
D05,Sample X77,0.110,
D06,Sample X78,0.085,
D07,Sample X79,0.109,
D08,Sample X80,0.129,
D09,Sample X81,0.119,
D10,Sample X82,0.107,
D11,Sample X83,0.108,
D12,Sample X84,0.109,
D13,Sample X85,0.134,
D14,Sample X86,0.080,
D15,Sample X87,0.116,
D16,Sample X88,0.111,
D17,Sample X89,0.107,
D18,Sample X90,0.113,
D19,Sample X91,0.085,
D20,Sample X92,0.107,
D21,Sample X93,0.092,
D22,Sample X94,0.114,
D23,Sample X95,0.056,
D24,Sample X96,0.052,
E01,Sample X97,0.059,
E02,Sample X98,0.103,
E03,Sample X99,0.100,
E04,Sample X100,0.093,
E05,Sample X101,0.096,
E06,Sample X102,0.100,
E07,Sample X103,0.085,
E08,Sample X104,0.117,
E09,Sample X105,0.104,
E10,Sample X106,0.096,
E11,Sample X107,0.093,
E12,Sample X108,0.102,
E13,Sample X109,0.111,
E14,Sample X110,0.099,
E15,Sample X111,0.085,
E16,Sample X112,0.091,
E17,Sample X113,0.122,
E18,Sample X114,0.092,
E19,Sample X115,0.118,
E20,Sample X116,0.092,
E21,Sample X117,0.088,
E22,Sample X118,0.087,
E23,Sample X119,0.066,
E24,Sample X120,0.064,
F01,Sample X121,0.063,
F02,Sample X122,0.055,
F03,Sample X123,0.104,
F04,Sample X124,0.110,
F05,Sample X125,0.104,
F06,Sample X126,0.105,
F07,Sample X127,0.090,
F08,Sample X128,0.124,
F09,Sample X129,0.097,
F10,Sample X130,0.115,
F11,Sample X131,0.102,
F12,Sample X132,0.105,
F13,Sample X133,0.128,
F14,Sample X134,0.103,
F15,Sample X135,0.092,
F16,Sample X136,0.090,
F17,Sample X137,0.077,
F18,Sample X138,0.097,
F19,Sample X139,0.102,
F20,Sample X140,0.092,
F21,Sample X141,0.091,
F22,Sample X142,0.103,
F23,Sample X143,0.057,
F24,Sample X144,0.060,
G01,Sample X145,0.072,
G02,Sample X146,0.055,
G03,Sample X147,0.097,
G04,Sample X148,0.101,
G05,Sample X149,0.080,
G06,Sample X150,0.104,
G07,Sample X151,0.091,
G08,Sample X152,0.107,
G09,Sample X153,0.094,
G10,Sample X154,0.098,
G11,Sample X155,0.103,
G12,Sample X156,0.094,
G13,Sample X157,0.119,
G14,Sample X158,0.096,
G15,Sample X159,0.099,
G16,Sample X160,0.099,
G17,Sample X161,0.091,
G18,Sample X162,0.114,
G19,Sample X163,0.105,
G20,Sample X164,0.102,
G21,Sample X165,0.115,
G22,Sample X166,0.095,
G23,Sample X167,0.073,
G24,Sample X168,0.064,
H01,Sample X169,0.064,
H02,Sample X170,0.057,
H03,Sample X171,0.119,
H04,Sample X172,0.096,
H05,Sample X173,0.092,
H06,Sample X174,0.108,
H07,Sample X175,0.101,
H08,Sample X176,0.114,
H09,Sample X177,0.094,
H10,Sample X178,0.115,
H11,Sample X179,0.103,
H12,Sample X180,0.095,
H13,Sample X181,0.110,
H14,Sample X182,0.083,
H15,Sample X183,0.085,
H16,Sample X184,0.089,
H17,Sample X185,0.101,
H18,Sample X186,0.096,
H19,Sample X187,0.079,
H20,Sample X188,0.100,
H21,Sample X189,0.123,
H22,Sample X190,0.101,
H23,Sample X191,0.060,
H24,Sample X192,0.058,
I01,Sample X193,0.073,
I02,Sample X194,0.056,
I03,Sample X195,0.092,
I04,Sample X196,0.106,
I05,Sample X197,0.083,
I06,Sample X198,0.093,
I07,Sample X199,0.094,
I08,Sample X200,0.119,
I09,Sample X201,0.099,
I10,Sample X202,0.103,
I11,Sample X203,0.101,
I12,Sample X204,0.098,
I13,Sample X205,0.105,
I14,Sample X206,0.090,
I15,Sample X207,0.098,
I16,Sample X208,0.094,
I17,Sample X209,0.092,
I18,Sample X210,0.083,
I19,Sample X211,0.109,
I20,Sample X212,0.083,
I21,Sample X213,0.092,
I22,Sample X214,0.101,
I23,Sample X215,0.049,
I24,Sample X216,0.057,
J01,Sample X217,0.056,
J02,Sample X218,0.049,
J03,Sample X219,0.092,
J04,Sample X220,0.095,
J05,Sample X221,0.078,
J06,Sample X222,0.110,
J07,Sample X223,0.093,
J08,Sample X224,0.116,
J09,Sample X225,0.089,
J10,Sample X226,0.087,
J11,Sample X227,0.082,
J12,Sample X228,0.079,
J13,Sample X229,0.090,
J14,Sample X230,0.098,
J15,Sample X231,0.108,
J16,Sample X232,0.102,
