Well,Content,Well Scan: Average (600),
A01,Sample X1,0.094,
A02,Sample X2,0.093,
A03,Sample X3,0.117,
A04,Sample X4,0.122,
A05,Sample X5,0.107,
A06,Sample X6,0.104,
A07,Sample X7,0.102,
A08,Sample X8,0.107,
A09,Sample X9,0.114,
A10,Sample X10,0.103,
A11,Sample X11,0.104,
A12,Sample X12,0.129,
A13,Sample X13,0.117,
A14,Sample X14,0.097,
A15,Sample X15,0.108,
A16,Sample X16,0.110,
A17,Sample X17,0.114,
A18,Sample X18,0.583,
A19,Sample X19,0.479,
A20,Sample X20,0.497,
A21,Sample X21,0.556,
A22,Sample X22,0.541,
A23,Sample X23,0.075,
A24,Sample X24,0.070,
B01,Sample X25,0.087,
B02,Sample X26,0.096,
B03,Sample X27,0.109,
B04,Sample X28,0.403,
B05,Sample X29,0.682,
B06,Sample X30,0.666,
B07,Sample X31,0.824,
B08,Sample X32,0.826,
B09,Sample X33,0.600,
B10,Sample X34,0.781,
B11,Sample X35,0.112,
B12,Sample X36,0.589,
B13,Sample X37,0.661,
B14,Sample X38,0.679,
B15,Sample X39,0.684,
B16,Sample X40,0.578,
B17,Sample X41,0.586,
B18,Sample X42,0.553,
B19,Sample X43,0.554,
B20,Sample X44,0.567,
B21,Sample X45,0.641,
B22,Sample X46,0.553,
B23,Sample X47,0.069,
B24,Sample X48,0.065,
C01,Sample X49,0.081,
C02,Sample X50,0.088,
C03,Sample X51,0.593,
C04,Sample X52,0.567,
C05,Sample X53,0.594,
C06,Sample X54,0.470,
C07,Sample X55,0.498,
C08,Sample X56,0.131,
C09,Sample X57,0.595,
C10,Sample X58,0.472,
C11,Sample X59,0.545,
C12,Sample X60,0.105,
C13,Sample X61,0.120,
C14,Sample X62,0.113,
C15,Sample X63,0.646,
C16,Sample X64,0.523,
C17,Sample X65,0.543,
C18,Sample X66,0.509,
C19,Sample X67,0.448,
C20,Sample X68,0.521,
C21,Sample X69,0.520,
C22,Sample X70,0.362,
C23,Sample X71,0.070,
C24,Sample X72,0.062,
D01,Sample X73,0.090,
D02,Sample X74,0.088,
D03,Sample X75,0.111,
D04,Sample X76,0.579,
D05,Sample X77,0.620,
D06,Sample X78,0.533,
D07,Sample X79,0.516,
D08,Sample X80,0.542,
D09,Sample X81,0.090,
D10,Sample X82,0.507,
D11,Sample X83,0.571,
D12,Sample X84,0.524,
D13,Sample X85,0.121,
D14,Sample X86,0.564,
D15,Sample X87,0.163,
D16,Sample X88,0.309,
D17,Sample X89,0.146,
D18,Sample X90,0.278,
D19,Sample X91,0.190,
D20,Sample X92,0.117,
