Well,Content,Well Scan: Average (600),
A01,Sample X1,0.093,
A02,Sample X2,0.091,
A03,Sample X3,0.134,
A04,Sample X4,0.134,
A05,Sample X5,0.121,
A06,Sample X6,0.117,
A07,Sample X7,0.120,
A08,Sample X8,0.124,
A09,Sample X9,0.132,
A10,Sample X10,0.120,
A11,Sample X11,0.119,
A12,Sample X12,0.135,
A13,Sample X13,0.134,
A14,Sample X14,0.117,
A15,Sample X15,0.125,
A16,Sample X16,0.126,
A17,Sample X17,0.126,
A18,Sample X18,0.233,
A19,Sample X19,0.229,
A20,Sample X20,0.238,
A21,Sample X21,0.243,
A22,Sample X22,0.243,
A23,Sample X23,0.081,
A24,Sample X24,0.073,
B01,Sample X25,0.084,
B02,Sample X26,0.095,
B03,Sample X27,0.109,
B04,Sample X28,0.194,
B05,Sample X29,0.251,
B06,Sample X30,0.253,
B07,Sample X31,0.268,
B08,Sample X32,0.265,
B09,Sample X33,0.256,
B10,Sample X34,0.270,
B11,Sample X35,0.128,
B12,Sample X36,0.260,
B13,Sample X37,0.280,
B14,Sample X38,0.251,
B15,Sample X39,0.254,
B16,Sample X40,0.270,
B17,Sample X41,0.283,
B18,Sample X42,0.250,
B19,Sample X43,0.262,
B20,Sample X44,0.252,
B21,Sample X45,0.257,
B22,Sample X46,0.267,
B23,Sample X47,0.077,
B24,Sample X48,0.067,
C01,Sample X49,0.079,
C02,Sample X50,0.090,
C03,Sample X51,0.233,
C04,Sample X52,0.229,
C05,Sample X53,0.238,
C06,Sample X54,0.230,
C07,Sample X55,0.268,
C08,Sample X56,0.150,
C09,Sample X57,0.208,
C10,Sample X58,0.217,
C11,Sample X59,0.258,
C12,Sample X60,0.122,
C13,Sample X61,0.146,
C14,Sample X62,0.128,
C15,Sample X63,0.239,
C16,Sample X64,0.256,
C17,Sample X65,0.267,
C18,Sample X66,0.263,
C19,Sample X67,0.246,
C20,Sample X68,0.262,
C21,Sample X69,0.265,
C22,Sample X70,0.231,
C23,Sample X71,0.085,
C24,Sample X72,0.067,
D01,Sample X73,0.090,
D02,Sample X74,0.089,
D03,Sample X75,0.131,
D04,Sample X76,0.263,
D05,Sample X77,0.256,
D06,Sample X78,0.251,
D07,Sample X79,0.264,
D08,Sample X80,0.273,
D09,Sample X81,0.099,
D10,Sample X82,0.254,
D11,Sample X83,0.258,
D12,Sample X84,0.252,
D13,Sample X85,0.143,
D14,Sample X86,0.249,
D15,Sample X87,0.181,
D16,Sample X88,0.238,
D17,Sample X89,0.168,
D18,Sample X90,0.216,
D19,Sample X91,0.196,
D20,Sample X92,0.141,
D21,Sample X93,0.134,
D22,Sample X94,0.131,
D23,Sample X95,0.074,
D24,Sample X96,0.078,
E01,Sample X97,0.083,
E02,Sample X98,0.081,
E03,Sample X99,0.127,
E04,Sample X100,0.250,
E05,Sample X101,0.136,
E06,Sample X102,0.227,
E07,Sample X103,0.134,
E08,Sample X104,0.144,
E09,Sample X105,0.248,
E10,Sample X106,0.132,
E11,Sample X107,0.132,
E12,Sample X108,0.141,
E13,Sample X109,0.256,
E14,Sample X110,0.253,
E15,Sample X111,0.131,
E16,Sample X112,0.245,
E17,Sample X113,0.264,
E18,Sample X114,0.129,
E19,Sample X115,0.100,
E20,Sample X116,0.139,
E21,Sample X117,0.253,
E22,Sample X118,0.126,
E23,Sample X119,0.083,
E24,Sample X120,0.077,
F01,Sample X121,0.095,
F02,Sample X122,0.082,
F03,Sample X123,0.138,
F04,Sample X124,0.136,
F05,Sample X125,0.205,
F06,Sample X126,0.139,
F07,Sample X127,0.219,
F08,Sample X128,0.283,
F09,Sample X129,0.131,
F10,Sample X130,0.266,
F11,Sample X131,0.258,
F12,Sample X132,0.244,
F13,Sample X133,0.143,
F14,Sample X134,0.258,
F15,Sample X135,0.212,
F16,Sample X136,0.264,
F17,Sample X137,0.267,
F18,Sample X138,0.139,
F19,Sample X139,0.256,
F20,Sample X140,0.258,
F21,Sample X141,0.256,
F22,Sample X142,0.281,
F23,Sample X143,0.084,
F24,Sample X144,0.084,
G01,Sample X145,0.099,
G02,Sample X146,0.077,
G03,Sample X147,0.242,
G04,Sample X148,0.238,
G05,Sample X149,0.247,
G06,Sample X150,0.249,
G07,Sample X151,0.130,
G08,Sample X152,0.223,
G09,Sample X153,0.213,
G10,Sample X154,0.123,
G11,Sample X155,0.252,
G12,Sample X156,0.269,
G13,Sample X157,0.213,
G14,Sample X158,0.263,
G15,Sample X159,0.240,
G16,Sample X160,0.250,
G17,Sample X161,0.255,
G18,Sample X162,0.277,
G19,Sample X163,0.182,
G20,Sample X164,0.251,
G21,Sample X165,0.135,
G22,Sample X166,0.159,
G23,Sample X167,0.075,
G24,Sample X168,0.104,
H01,Sample X169,0.081,
H02,Sample X170,0.081,
H03,Sample X171,0.129,
H04,Sample X172,0.131,
H05,Sample X173,0.250,
H06,Sample X174,0.263,
H07,Sample X175,0.257,
H08,Sample X176,0.281,
H09,Sample X177,0.163,
H10,Sample X178,0.256,
H11,Sample X179,0.254,
H12,Sample X180,0.262,
H13,Sample X181,0.268,
H14,Sample X182,0.253,
H15,Sample X183,0.254,
H16,Sample X184,0.182,
H17,Sample X185,0.140,
H18,Sample X186,0.260,
H19,Sample X187,0.216,
H20,Sample X188,0.253,
H21,Sample X189,0.253,
H22,Sample X190,0.248,
H23,Sample X191,0.070,
H24,Sample X192,0.079,
I01,Sample X193,0.098,
I02,Sample X194,0.073,
I03,Sample X195,0.130,
I04,Sample X196,0.239,
I05,Sample X197,0.127,
I06,Sample X198,0.250,
I07,Sample X199,0.125,
I08,Sample X200,0.274,
I09,Sample X201,0.119,
I10,Sample X202,0.242,
I11,Sample X203,0.125,
I12,Sample X204,0.128,
I13,Sample X205,0.145,
I14,Sample X206,0.265,
I15,Sample X207,0.127,
I16,Sample X208,0.280,
I17,Sample X209,0.120,
I18,Sample X210,0.153,
I19,Sample X211,0.208,
I20,Sample X212,0.126,
I21,Sample X213,0.138,
I22,Sample X214,0.130,
I23,Sample X215,0.071,
I24,Sample X216,0.075,
J01,Sample X217,0.080,
J02,Sample X218,0.073,
J03,Sample X219,0.249,
J04,Sample X220,0.127,
J05,Sample X221,0.252,
J06,Sample X222,0.129,
J07,Sample X223,0.129,
J08,Sample X224,0.284,
J09,Sample X225,0.188,
J10,Sample X226,0.252,
J11,Sample X227,0.126,
J12,Sample X228,0.156,
J13,Sample X229,0.191,
J14,Sample X230,0.223,
J15,Sample X231,0.259,
J16,Sample X232,0.249,
J17,Sample X233,0.255,
J18,Sample X234,0.251,
J19,Sample X235,0.254,
J20,Sample X236,0.261,
J21,Sample X237,0.251,
J22,Sample X238,0.254,
J23,Sample X239,0.068,
J24,Sample X240,0.073,
K01,Sample X241,0.073,
K02,Sample X242,0.079,
K03,Sample X243,0.138,
K04,Sample X244,0.248,
K05,Sample X245,0.133,
K06,Sample X246,0.214,
K07,Sample X247,0.128,
K08,Sample X248,0.259,
K09,Sample X249,0.100,
K10,Sample X250,0.244,
K11,Sample X251,0.120,
K12,Sample X252,0.236,
K13,Sample X253,0.238,
K14,Sample X254,0.240,
K15,Sample X255,0.122,
K16,Sample X256,0.246,
K17,Sample X257,0.239,
K18,Sample X258,0.189,
K19,Sample X259,0.240,
K20,Sample X260,0.145,
K21,Sample X261,0.142,
K22,Sample X262,0.124,
K23,Sample X263,0.066,
K24,Sample X264,0.072,
