Well,Content,Raw Data (600),
A01,Sample X1,0.157,
A02,Sample X2,0.144,
A03,Sample X3,0.898,
A04,Sample X4,0.618,
A05,Sample X5,0.399,
A06,Sample X6,0.335,
A07,Sample X7,0.289,
A08,Sample X8,0.448,
A09,Sample X9,0.469,
A10,Sample X10,0.470,
A11,Sample X11,0.450,
A12,Sample X12,0.481,
A13,Sample X13,0.439,
A14,Sample X14,0.383,
A15,Sample X15,0.402,
A16,Sample X16,0.488,
A17,Sample X17,0.413,
A18,Sample X18,5.167,
A19,Sample X19,5.330,
A20,Sample X20,5.092,
A21,Sample X21,5.319,
A22,Sample X22,6.045,
A23,Sample X23,0.134,
A24,Sample X24,0.133,
B01,Sample X25,0.153,
B02,Sample X26,0.147,
B03,Sample X27,5.122,
B04,Sample X28,4.647,
B05,Sample X29,4.773,
B06,Sample X30,4.484,
B07,Sample X31,4.815,
B08,Sample X32,4.780,
B09,Sample X33,4.984,
B10,Sample X34,4.824,
B11,Sample X35,4.408,
B12,Sample X36,4.360,
B13,Sample X37,4.706,
B14,Sample X38,4.746,
B15,Sample X39,5.054,
B16,Sample X40,4.892,
B17,Sample X41,4.911,
B18,Sample X42,4.775,
B19,Sample X43,4.624,
B20,Sample X44,4.812,
B21,Sample X45,4.974,
B22,Sample X46,5.117,
B23,Sample X47,0.134,
B24,Sample X48,0.149,
C01,Sample X49,0.158,
C02,Sample X50,0.146,
C03,Sample X51,0.333,
C04,Sample X52,0.883,
C05,Sample X53,3.566,
C06,Sample X54,0.378,
C07,Sample X55,4.050,
C08,Sample X56,3.452,
C09,Sample X57,3.878,
C10,Sample X58,4.522,
C11,Sample X59,4.786,
C12,Sample X60,3.969,
C13,Sample X61,5.012,
C14,Sample X62,4.572,
C15,Sample X63,1.458,
C16,Sample X64,0.391,
C17,Sample X65,3.589,
C18,Sample X66,1.808,
C19,Sample X67,4.929,
C20,Sample X68,4.875,
C21,Sample X69,3.554,
C22,Sample X70,4.773,
C23,Sample X71,0.150,
C24,Sample X72,0.141,
D01,Sample X73,0.156,
D02,Sample X74,0.155,
D03,Sample X75,5.281,
D04,Sample X76,5.007,
D05,Sample X77,1.064,
D06,Sample X78,4.568,
D07,Sample X79,0.648,
D08,Sample X80,4.152,
D09,Sample X81,3.386,
D10,Sample X82,4.372,
D11,Sample X83,2.488,
D12,Sample X84,4.790,
D13,Sample X85,2.325,
D14,Sample X86,4.302,
D15,Sample X87,4.806,
D16,Sample X88,4.915,
D17,Sample X89,4.449,
D18,Sample X90,4.960,
D19,Sample X91,5.016,
D20,Sample X92,5.000,
D21,Sample X93,4.721,
D22,Sample X94,4.709,
D23,Sample X95,0.162,
D24,Sample X96,0.131,
E01,Sample X97,0.145,
E02,Sample X98,0.145,
E03,Sample X99,2.816,
E04,Sample X100,1.155,
E05,Sample X101,0.627,
E06,Sample X102,1.050,
E07,Sample X103,3.885,
E08,Sample X104,4.259,
E09,Sample X105,3.011,
E10,Sample X106,2.922,
E11,Sample X107,4.627,
E12,Sample X108,0.405,
E13,Sample X109,1.204,
E14,Sample X110,0.412,
E15,Sample X111,2.627,
E16,Sample X112,4.143,
E17,Sample X113,2.472,
E18,Sample X114,4.303,
E19,Sample X115,0.316,
E20,Sample X116,0.536,
E21,Sample X117,3.478,
E22,Sample X118,3.192,
E23,Sample X119,0.132,
E24,Sample X120,0.139,
F01,Sample X121,0.703,
F02,Sample X122,0.159,
F03,Sample X123,0.320,
F04,Sample X124,4.361,
F05,Sample X125,0.445,
F06,Sample X126,4.060,
F07,Sample X127,0.436,
F08,Sample X128,4.463,
F09,Sample X129,3.329,
F10,Sample X130,4.713,
F11,Sample X131,5.001,
F12,Sample X132,4.580,
F13,Sample X133,4.141,
F14,Sample X134,4.356,
F15,Sample X135,5.759,
F16,Sample X136,4.336,
F17,Sample X137,3.575,
F18,Sample X138,4.560,
F19,Sample X139,4.204,
F20,Sample X140,4.957,
F21,Sample X141,4.610,
F22,Sample X142,4.631,
F23,Sample X143,0.132,
F24,Sample X144,0.133,
G01,Sample X145,0.149,
G02,Sample X146,0.147,
G03,Sample X147,2.160,
G04,Sample X148,0.593,
G05,Sample X149,0.670,
G06,Sample X150,0.392,
G07,Sample X151,0.401,
G08,Sample X152,0.548,
G09,Sample X153,0.446,
G10,Sample X154,4.223,
G11,Sample X155,0.420,
G12,Sample X156,0.638,
G13,Sample X157,3.184,
G14,Sample X158,0.755,
G15,Sample X159,2.596,
G16,Sample X160,3.898,
G17,Sample X161,4.152,
G18,Sample X162,3.409,
G19,Sample X163,2.345,
G20,Sample X164,3.870,
G21,Sample X165,4.615,
G22,Sample X166,3.481,
G23,Sample X167,0.132,
G24,Sample X168,0.132,
H01,Sample X169,0.249,
H02,Sample X170,0.150,
H03,Sample X171,3.725,
H04,Sample X172,4.553,
H05,Sample X173,1.355,
H06,Sample X174,4.354,
H07,Sample X175,0.675,
H08,Sample X176,4.509,
H09,Sample X177,3.950,
H10,Sample X178,3.705,
H11,Sample X179,3.779,
H12,Sample X180,4.674,
H13,Sample X181,0.850,
H14,Sample X182,4.523,
H15,Sample X183,4.716,
H16,Sample X184,4.146,
H17,Sample X185,3.946,
H18,Sample X186,4.228,
H19,Sample X187,3.605,
H20,Sample X188,4.638,
H21,Sample X189,4.574,
H22,Sample X190,4.286,
H23,Sample X191,0.129,
H24,Sample X192,0.132,
I01,Sample X193,0.208,
I02,Sample X194,0.129,
I03,Sample X195,0.605,
I04,Sample X196,4.620,
I05,Sample X197,3.163,
I06,Sample X198,4.773,
I07,Sample X199,0.507,
I08,Sample X200,0.340,
I09,Sample X201,3.581,
I10,Sample X202,3.441,
I11,Sample X203,0.800,
I12,Sample X204,3.403,
I13,Sample X205,4.136,
I14,Sample X206,2.550,
I15,Sample X207,3.369,
I16,Sample X208,4.043,
I17,Sample X209,4.109,
I18,Sample X210,4.081,
I19,Sample X211,3.097,
I20,Sample X212,4.100,
I21,Sample X213,0.417,
I22,Sample X214,3.234,
I23,Sample X215,0.140,
I24,Sample X216,0.156,
J01,Sample X217,0.153,
J02,Sample X218,0.147,
J03,Sample X219,4.578,
J04,Sample X220,5.329,
J05,Sample X221,3.928,
J06,Sample X222,4.936,
J07,Sample X223,5.030,
J08,Sample X224,4.732,
J09,Sample X225,4.877,
J10,Sample X226,5.137,
J11,Sample X227,3.039,
J12,Sample X228,4.766,
J13,Sample X229,0.500,
J14,Sample X230,4.789,
J15,Sample X231,0.350,
J16,Sample X232,4.862,
J17,Sample X233,3.851,
J18,Sample X234,4.988,
J19,Sample X235,3.288,
J20,Sample X236,4.526,
J21,Sample X237,0.521,
J22,Sample X238,4.671,
J23,Sample X239,0.133,
J24,Sample X240,0.131,
K01,Sample X241,0.151,
K02,Sample X242,0.142,
K03,Sample X243,4.477,
K04,Sample X244,0.555,
K05,Sample X245,4.559,
K06,Sample X246,4.516,
K07,Sample X247,4.340,
K08,Sample X248,4.079,
K09,Sample X249,3.056,
K10,Sample X250,2.841,
K11,Sample X251,3.577,
K12,Sample X252,4.034,
K13,Sample X253,4.159,
K14,Sample X254,3.715,
K15,Sample X255,0.504,
K16,Sample X256,3.101,
K17,Sample X257,3.095,
K18,Sample X258,3.489,
K19,Sample X259,0.386,
K20,Sample X260,4.998,
K21,Sample X261,4.821,
K22,Sample X262,5.142,
K23,Sample X263,0.135,
K24,Sample X264,0.130,
L01,Sample X265,0.156,
L02,Sample X266,0.146,
L03,Sample X267,4.239,
L04,Sample X268,3.778,
L05,Sample X269,4.062,
L06,Sample X270,4.484,
L07,Sample X271,4.147,
L08,Sample X272,5.133,
L09,Sample X273,4.239,
L10,Sample X274,4.613,
L11,Sample X275,4.237,
L12,Sample X276,4.508,
L13,Sample X277,1.282,
L14,Sample X278,4.166,
L15,Sample X279,3.898,
L16,Sample X280,4.471,
L17,Sample X281,4.962,
L18,Sample X282,4.204,
L19,Sample X283,4.472,
L20,Sample X284,4.795,
L21,Sample X285,3.784,
L22,Sample X286,5.315,
L23,Sample X287,0.143,
L24,Sample X288,0.128,
M01,Sample X289,0.143,
M02,Sample X290,0.140,
M03,Sample X291,4.889,
M04,Sample X292,4.440,
M05,Sample X293,3.583,
M06,Sample X294,4.014,
M07,Sample X295,5.014,
M08,Sample X296,4.449,
M09,Sample X297,3.644,
M10,Sample X298,5.399,
M11,Sample X299,4.491,
M12,Sample X300,4.836,
M13,Sample X301,3.603,
M14,Sample X302,4.422,
M15,Sample X303,4.510,
M16,Sample X304,4.802,
M17,Sample X305,0.716,
M18,Sample X306,4.082,
M19,Sample X307,4.226,
M20,Sample X308,4.659,
M21,Sample X309,0.530,
M22,Sample X310,1.226,
M23,Sample X311,0.134,
M24,Sample X312,0.168,
N01,Sample X313,0.251,
N02,Sample X314,0.141,
N03,Sample X315,3.503,
N04,Sample X316,4.242,
N05,Sample X317,4.745,
N06,Sample X318,4.581,
N07,Sample X319,4.769,
N08,Sample X320,4.745,
N09,Sample X321,3.481,
N10,Sample X322,4.647,
N11,Sample X323,4.981,
N12,Sample X324,4.714,
N13,Sample X325,4.972,
N14,Sample X326,4.415,
N15,Sample X327,4.342,
N16,Sample X328,4.780,
N17,Sample X329,4.820,
N18,Sample X330,4.505,
N19,Sample X331,5.037,
N20,Sample X332,4.648,
