Well,Content,Well Scan: Average (600),
A01,Sample X1,0.102,
A02,Sample X2,0.125,
A03,Sample X3,0.083,
A04,Sample X4,0.085,
A05,Sample X5,0.079,
A06,Sample X6,0.082,
A07,Sample X7,0.083,
A08,Sample X8,0.103,
A09,Sample X9,0.097,
A10,Sample X10,0.095,
A11,Sample X11,0.095,
A12,Sample X12,0.123,
A13,Sample X13,0.113,
A14,Sample X14,0.098,
A15,Sample X15,0.097,
A16,Sample X16,0.095,
A17,Sample X17,0.110,
A18,Sample X18,1.157,
A19,Sample X19,0.716,
A20,Sample X20,0.791,
A21,Sample X21,0.593,
A22,Sample X22,0.533,
A23,Sample X23,0.071,
A24,Sample X24,0.072,
B01,Sample X25,0.084,
B02,Sample X26,0.089,
B03,Sample X27,0.865,
B04,Sample X28,0.157,
B05,Sample X29,0.967,
B06,Sample X30,1.134,
B07,Sample X31,1.137,
B08,Sample X32,0.608,
B09,Sample X33,0.611,
B10,Sample X34,1.343,
B11,Sample X35,1.095,
B12,Sample X36,0.663,
B13,Sample X37,0.858,
B14,Sample X38,1.479,
B15,Sample X39,1.165,
B16,Sample X40,1.060,
B17,Sample X41,0.597,
B18,Sample X42,0.622,
B19,Sample X43,0.508,
B20,Sample X44,0.494,
B21,Sample X45,0.465,
B22,Sample X46,0.464,
B23,Sample X47,0.067,
B24,Sample X48,0.069,
C01,Sample X49,0.076,
C02,Sample X50,0.075,
C03,Sample X51,0.356,
C04,Sample X52,0.726,
C05,Sample X53,1.301,
C06,Sample X54,0.500,
C07,Sample X55,0.103,
C08,Sample X56,0.638,
C09,Sample X57,1.019,
C10,Sample X58,0.706,
C11,Sample X59,0.270,
C12,Sample X60,0.173,
C13,Sample X61,0.599,
C14,Sample X62,0.803,
C15,Sample X63,0.492,
C16,Sample X64,0.437,
C17,Sample X65,0.147,
C18,Sample X66,0.358,
C19,Sample X67,0.477,
C20,Sample X68,0.430,
C21,Sample X69,0.230,
C22,Sample X70,0.555,
C23,Sample X71,0.064,
C24,Sample X72,0.065,
D01,Sample X73,0.076,
D02,Sample X74,0.076,
D03,Sample X75,0.770,
D04,Sample X76,0.162,
D05,Sample X77,0.109,
D06,Sample X78,0.155,
D07,Sample X79,0.499,
D08,Sample X80,0.172,
D09,Sample X81,0.123,
D10,Sample X82,0.671,
D11,Sample X83,1.552,
D12,Sample X84,0.751,
D13,Sample X85,0.318,
D14,Sample X86,0.594,
D15,Sample X87,0.506,
D16,Sample X88,0.794,
D17,Sample X89,0.754,
D18,Sample X90,0.449,
D19,Sample X91,0.446,
D20,Sample X92,0.171,
D21,Sample X93,0.104,
D22,Sample X94,0.117,
D23,Sample X95,0.063,
D24,Sample X96,0.062,
E01,Sample X97,0.074,
E02,Sample X98,0.074,
E03,Sample X99,0.752,
E04,Sample X100,0.600,
E05,Sample X101,0.251,
E06,Sample X102,0.833,
E07,Sample X103,0.549,
E08,Sample X104,0.109,
E09,Sample X105,0.223,
E10,Sample X106,0.958,
E11,Sample X107,0.200,
E12,Sample X108,0.399,
E13,Sample X109,0.579,
E14,Sample X110,0.105,
E15,Sample X111,0.373,
E16,Sample X112,0.461,
E17,Sample X113,0.140,
E18,Sample X114,0.178,
E19,Sample X115,0.103,
E20,Sample X116,0.174,
E21,Sample X117,0.183,
E22,Sample X118,0.191,
E23,Sample X119,0.067,
E24,Sample X120,0.068,
F01,Sample X121,0.091,
F02,Sample X122,0.076,
F03,Sample X123,0.519,
F04,Sample X124,0.605,
F05,Sample X125,0.411,
F06,Sample X126,0.438,
F07,Sample X127,0.432,
F08,Sample X128,0.159,
F09,Sample X129,0.146,
F10,Sample X130,0.119,
F11,Sample X131,0.512,
F12,Sample X132,0.136,
F13,Sample X133,0.143,
F14,Sample X134,0.110,
F15,Sample X135,0.252,
F16,Sample X136,0.362,
F17,Sample X137,0.153,
F18,Sample X138,0.117,
F19,Sample X139,0.123,
F20,Sample X140,0.214,
F21,Sample X141,0.129,
F22,Sample X142,0.126,
F23,Sample X143,0.072,
F24,Sample X144,0.071,
G01,Sample X145,0.093,
G02,Sample X146,0.074,
G03,Sample X147,0.338,
G04,Sample X148,0.110,
G05,Sample X149,0.417,
G06,Sample X150,0.240,
G07,Sample X151,0.359,
G08,Sample X152,0.371,
G09,Sample X153,0.116,
G10,Sample X154,0.142,
G11,Sample X155,0.157,
G12,Sample X156,0.113,
G13,Sample X157,0.172,
G14,Sample X158,0.280,
G15,Sample X159,0.123,
G16,Sample X160,0.137,
G17,Sample X161,0.184,
G18,Sample X162,0.181,
G19,Sample X163,0.181,
G20,Sample X164,0.213,
G21,Sample X165,0.145,
G22,Sample X166,0.141,
G23,Sample X167,0.067,
G24,Sample X168,0.070,
H01,Sample X169,0.100,
H02,Sample X170,0.098,
H03,Sample X171,0.513,
H04,Sample X172,0.372,
H05,Sample X173,0.170,
H06,Sample X174,0.104,
H07,Sample X175,0.173,
H08,Sample X176,0.168,
H09,Sample X177,0.121,
H10,Sample X178,0.273,
H11,Sample X179,0.501,
H12,Sample X180,0.130,
H13,Sample X181,0.318,
H14,Sample X182,0.146,
H15,Sample X183,0.216,
H16,Sample X184,0.223,
H17,Sample X185,0.152,
H18,Sample X186,0.349,
H19,Sample X187,0.112,
H20,Sample X188,0.175,
H21,Sample X189,0.158,
H22,Sample X190,0.149,
H23,Sample X191,0.071,
H24,Sample X192,0.069,
I01,Sample X193,0.096,
I02,Sample X194,0.093,
I03,Sample X195,0.431,
I04,Sample X196,0.703,
I05,Sample X197,0.597,
I06,Sample X198,0.498,
I07,Sample X199,0.124,
I08,Sample X200,0.379,
I09,Sample X201,0.162,
I10,Sample X202,0.255,
I11,Sample X203,0.414,
I12,Sample X204,0.449,
I13,Sample X205,0.448,
I14,Sample X206,0.575,
I15,Sample X207,0.199,
I16,Sample X208,0.276,
I17,Sample X209,0.109,
I18,Sample X210,0.247,
I19,Sample X211,0.349,
I20,Sample X212,0.119,
I21,Sample X213,0.107,
I22,Sample X214,0.118,
I23,Sample X215,0.067,
I24,Sample X216,0.069,
J01,Sample X217,0.085,
J02,Sample X218,0.073,
J03,Sample X219,0.102,
