Well,Content,Well Scan: Average (600),
A01,Sample X1,0.064,
A02,Sample X2,0.063,
A03,Sample X3,0.245,
A04,Sample X4,0.228,
A05,Sample X5,0.206,
A06,Sample X6,0.167,
A07,Sample X7,0.118,
A08,Sample X8,0.122,
A09,Sample X9,0.101,
A10,Sample X10,0.102,
A11,Sample X11,0.114,
A12,Sample X12,0.115,
A13,Sample X13,0.132,
A14,Sample X14,0.116,
A15,Sample X15,0.100,
A16,Sample X16,0.106,
A17,Sample X17,0.120,
A18,Sample X18,0.228,
A19,Sample X19,0.215,
A20,Sample X20,0.201,
A21,Sample X21,0.388,
A22,Sample X22,0.357,
A23,Sample X23,0.074,
A24,Sample X24,0.052,
B01,Sample X25,0.120,
B02,Sample X26,0.063,
B03,Sample X27,0.171,
B04,Sample X28,0.217,
B05,Sample X29,0.219,
B06,Sample X30,0.396,
B07,Sample X31,0.223,
B08,Sample X32,0.244,
B09,Sample X33,0.196,
B10,Sample X34,0.213,
B11,Sample X35,0.171,
B12,Sample X36,0.214,
B13,Sample X37,0.280,
B14,Sample X38,0.204,
B15,Sample X39,0.207,
B16,Sample X40,0.233,
B17,Sample X41,0.224,
B18,Sample X42,0.214,
B19,Sample X43,0.184,
B20,Sample X44,0.284,
B21,Sample X45,0.298,
B22,Sample X46,0.370,
B23,Sample X47,0.086,
B24,Sample X48,0.109,
C01,Sample X49,0.059,
C02,Sample X50,0.058,
C03,Sample X51,0.187,
C04,Sample X52,0.219,
C05,Sample X53,0.211,
C06,Sample X54,0.197,
C07,Sample X55,0.202,
C08,Sample X56,0.187,
C09,Sample X57,0.187,
C10,Sample X58,0.220,
C11,Sample X59,0.201,
C12,Sample X60,0.112,
C13,Sample X61,0.161,
C14,Sample X62,0.224,
C15,Sample X63,0.234,
C16,Sample X64,0.203,
C17,Sample X65,0.239,
C18,Sample X66,0.188,
C19,Sample X67,0.190,
C20,Sample X68,0.218,
C21,Sample X69,0.194,
C22,Sample X70,0.134,
C23,Sample X71,0.068,
C24,Sample X72,0.099,
D01,Sample X73,0.061,
D02,Sample X74,0.061,
D03,Sample X75,0.213,
D04,Sample X76,0.187,
D05,Sample X77,0.194,
D06,Sample X78,0.201,
D07,Sample X79,0.194,
D08,Sample X80,0.253,
D09,Sample X81,0.155,
D10,Sample X82,0.213,
D11,Sample X83,0.197,
D12,Sample X84,0.213,
D13,Sample X85,0.172,
D14,Sample X86,0.196,
D15,Sample X87,0.218,
D16,Sample X88,0.147,
D17,Sample X89,0.261,
D18,Sample X90,0.217,
D19,Sample X91,0.195,
D20,Sample X92,0.205,
D21,Sample X93,0.201,
D22,Sample X94,0.185,
D23,Sample X95,0.070,
D24,Sample X96,0.091,
E01,Sample X97,0.066,
E02,Sample X98,0.059,
E03,Sample X99,0.200,
E04,Sample X100,0.171,
E05,Sample X101,0.195,
E06,Sample X102,0.179,
E07,Sample X103,0.152,
E08,Sample X104,0.139,
E09,Sample X105,0.207,
E10,Sample X106,0.122,
E11,Sample X107,0.147,
E12,Sample X108,0.192,
E13,Sample X109,0.235,
E14,Sample X110,0.208,
E15,Sample X111,0.306,
E16,Sample X112,0.247,
E17,Sample X113,0.222,
E18,Sample X114,0.182,
E19,Sample X115,0.172,
E20,Sample X116,0.198,
E21,Sample X117,0.301,
E22,Sample X118,0.191,
E23,Sample X119,0.072,
E24,Sample X120,0.096,
F01,Sample X121,0.074,
F02,Sample X122,0.063,
F03,Sample X123,0.156,
F04,Sample X124,0.158,
F05,Sample X125,0.193,
F06,Sample X126,0.213,
F07,Sample X127,0.196,
F08,Sample X128,0.235,
F09,Sample X129,0.200,
F10,Sample X130,0.225,
F11,Sample X131,0.203,
F12,Sample X132,0.217,
F13,Sample X133,0.133,
F14,Sample X134,0.213,
F15,Sample X135,0.128,
F16,Sample X136,0.243,
F17,Sample X137,0.221,
F18,Sample X138,0.208,
F19,Sample X139,0.212,
F20,Sample X140,0.227,
F21,Sample X141,0.206,
F22,Sample X142,0.318,
F23,Sample X143,0.067,
F24,Sample X144,0.065,
G01,Sample X145,0.076,
G02,Sample X146,0.071,
G03,Sample X147,0.173,
G04,Sample X148,0.213,
G05,Sample X149,0.188,
G06,Sample X150,0.179,
G07,Sample X151,0.103,
G08,Sample X152,0.177,
G09,Sample X153,0.173,
G10,Sample X154,0.211,
G11,Sample X155,0.191,
G12,Sample X156,0.221,
G13,Sample X157,0.220,
G14,Sample X158,0.208,
G15,Sample X159,0.219,
G16,Sample X160,0.182,
G17,Sample X161,0.202,
G18,Sample X162,0.203,
G19,Sample X163,0.226,
G20,Sample X164,0.260,
G21,Sample X165,0.238,
G22,Sample X166,0.132,
G23,Sample X167,0.087,
G24,Sample X168,0.142,
H01,Sample X169,0.073,
H02,Sample X170,0.056,
H03,Sample X171,0.209,
H04,Sample X172,0.130,
H05,Sample X173,0.195,
H06,Sample X174,0.184,
H07,Sample X175,0.143,
H08,Sample X176,0.239,
H09,Sample X177,0.286,
H10,Sample X178,0.203,
H11,Sample X179,0.214,
H12,Sample X180,0.207,
H13,Sample X181,0.227,
H14,Sample X182,0.218,
H15,Sample X183,0.205,
H16,Sample X184,0.210,
H17,Sample X185,0.225,
H18,Sample X186,0.255,
H19,Sample X187,0.181,
H20,Sample X188,0.248,
H21,Sample X189,0.243,
H22,Sample X190,0.176,
H23,Sample X191,0.160,
H24,Sample X192,0.199,
I01,Sample X193,0.083,
I02,Sample X194,0.059,
I03,Sample X195,0.175,
I04,Sample X196,0.195,
I05,Sample X197,0.181,
I06,Sample X198,0.194,
I07,Sample X199,0.196,
I08,Sample X200,0.227,
I09,Sample X201,0.113,
I10,Sample X202,0.202,
I11,Sample X203,0.224,
I12,Sample X204,0.151,
I13,Sample X205,0.283,
I14,Sample X206,0.181,
I15,Sample X207,0.164,
I16,Sample X208,0.241,
I17,Sample X209,0.223,
I18,Sample X210,0.318,
I19,Sample X211,0.348,
I20,Sample X212,0.170,
I21,Sample X213,0.151,
I22,Sample X214,0.131,
I23,Sample X215,0.057,
I24,Sample X216,0.061,
J01,Sample X217,0.063,
J02,Sample X218,0.087,
