Well,Content,Well Scan: Average (600),
A01,Sample X1,0.077,
A02,Sample X2,0.079,
A03,Sample X3,0.281,
A04,Sample X4,0.270,
A05,Sample X5,0.245,
A06,Sample X6,0.200,
A07,Sample X7,0.122,
A08,Sample X8,0.125,
A09,Sample X9,0.100,
A10,Sample X10,0.104,
A11,Sample X11,0.114,
A12,Sample X12,0.116,
A13,Sample X13,0.134,
A14,Sample X14,0.119,
A15,Sample X15,0.100,
A16,Sample X16,0.101,
A17,Sample X17,0.119,
A18,Sample X18,0.252,
A19,Sample X19,0.223,
A20,Sample X20,0.232,
A21,Sample X21,0.387,
A22,Sample X22,0.395,
A23,Sample X23,0.070,
A24,Sample X24,0.056,
B01,Sample X25,0.129,
B02,Sample X26,0.063,
B03,Sample X27,0.190,
B04,Sample X28,0.250,
B05,Sample X29,0.247,
B06,Sample X30,0.379,
B07,Sample X31,0.256,
B08,Sample X32,0.275,
B09,Sample X33,0.215,
B10,Sample X34,0.248,
B11,Sample X35,0.189,
B12,Sample X36,0.220,
B13,Sample X37,0.295,
B14,Sample X38,0.227,
B15,Sample X39,0.238,
B16,Sample X40,0.254,
B17,Sample X41,0.244,
B18,Sample X42,0.227,
B19,Sample X43,0.211,
B20,Sample X44,0.302,
B21,Sample X45,0.302,
B22,Sample X46,0.384,
B23,Sample X47,0.074,
B24,Sample X48,0.116,
C01,Sample X49,0.058,
C02,Sample X50,0.056,
C03,Sample X51,0.208,
C04,Sample X52,0.241,
C05,Sample X53,0.236,
C06,Sample X54,0.222,
C07,Sample X55,0.223,
C08,Sample X56,0.200,
C09,Sample X57,0.214,
C10,Sample X58,0.236,
C11,Sample X59,0.226,
C12,Sample X60,0.102,
C13,Sample X61,0.154,
C14,Sample X62,0.246,
C15,Sample X63,0.249,
C16,Sample X64,0.230,
C17,Sample X65,0.260,
C18,Sample X66,0.208,
C19,Sample X67,0.202,
C20,Sample X68,0.232,
C21,Sample X69,0.214,
C22,Sample X70,0.136,
C23,Sample X71,0.071,
C24,Sample X72,0.092,
D01,Sample X73,0.060,
D02,Sample X74,0.065,
D03,Sample X75,0.235,
D04,Sample X76,0.214,
D05,Sample X77,0.203,
D06,Sample X78,0.213,
D07,Sample X79,0.213,
D08,Sample X80,0.285,
D09,Sample X81,0.160,
D10,Sample X82,0.225,
D11,Sample X83,0.217,
D12,Sample X84,0.235,
D13,Sample X85,0.172,
D14,Sample X86,0.236,
D15,Sample X87,0.242,
D16,Sample X88,0.140,
D17,Sample X89,0.283,
D18,Sample X90,0.230,
D19,Sample X91,0.198,
D20,Sample X92,0.233,
D21,Sample X93,0.234,
