Well,Content,Well Scan: Average (600),
A01,Sample X1,0.056,
A02,Sample X2,0.056,
A03,Sample X3,0.110,
A04,Sample X4,0.096,
A05,Sample X5,0.094,
A06,Sample X6,0.104,
A07,Sample X7,0.093,
A08,Sample X8,0.104,
A09,Sample X9,0.095,
A10,Sample X10,0.097,
A11,Sample X11,0.106,
A12,Sample X12,0.110,
A13,Sample X13,0.113,
A14,Sample X14,0.099,
A15,Sample X15,0.098,
A16,Sample X16,0.091,
A17,Sample X17,0.105,
A18,Sample X18,0.102,
A19,Sample X19,0.101,
A20,Sample X20,0.096,
A21,Sample X21,0.205,
A22,Sample X22,0.204,
A23,Sample X23,0.101,
A24,Sample X24,0.071,
B01,Sample X25,0.128,
B02,Sample X26,0.061,
B03,Sample X27,0.081,
B04,Sample X28,0.100,
B05,Sample X29,0.115,
B06,Sample X30,0.275,
B07,Sample X31,0.113,
B08,Sample X32,0.145,
B09,Sample X33,0.100,
B10,Sample X34,0.106,
B11,Sample X35,0.097,
B12,Sample X36,0.114,
B13,Sample X37,0.130,
B14,Sample X38,0.105,
B15,Sample X39,0.100,
B16,Sample X40,0.116,
B17,Sample X41,0.123,
B18,Sample X42,0.115,
B19,Sample X43,0.089,
B20,Sample X44,0.191,
B21,Sample X45,0.180,
B22,Sample X46,0.303,
B23,Sample X47,0.073,
B24,Sample X48,0.119,
C01,Sample X49,0.059,
C02,Sample X50,0.052,
C03,Sample X51,0.089,
C04,Sample X52,0.104,
C05,Sample X53,0.113,
C06,Sample X54,0.096,
C07,Sample X55,0.098,
C08,Sample X56,0.114,
C09,Sample X57,0.097,
C10,Sample X58,0.100,
C11,Sample X59,0.101,
C12,Sample X60,0.092,
C13,Sample X61,0.115,
C14,Sample X62,0.118,
C15,Sample X63,0.109,
C16,Sample X64,0.116,
C17,Sample X65,0.132,
C18,Sample X66,0.111,
C19,Sample X67,0.106,
C20,Sample X68,0.103,
C21,Sample X69,0.101,
C22,Sample X70,0.116,
C23,Sample X71,0.057,
C24,Sample X72,0.082,
D01,Sample X73,0.063,
D02,Sample X74,0.058,
D03,Sample X75,0.105,
D04,Sample X76,0.094,
D05,Sample X77,0.098,
D06,Sample X78,0.113,
D07,Sample X79,0.098,
D08,Sample X80,0.136,
D09,Sample X81,0.093,
D10,Sample X82,0.104,
D11,Sample X83,0.114,
D12,Sample X84,0.107,
D13,Sample X85,0.150,
D14,Sample X86,0.106,
D15,Sample X87,0.114,
D16,Sample X88,0.124,
D17,Sample X89,0.175,
D18,Sample X90,0.132,
D19,Sample X91,0.111,
D20,Sample X92,0.107,
D21,Sample X93,0.128,
D22,Sample X94,0.108,
D23,Sample X95,0.058,
D24,Sample X96,0.085,
E01,Sample X97,0.060,
E02,Sample X98,0.058,
E03,Sample X99,0.097,
E04,Sample X100,0.096,
E05,Sample X101,0.105,
E06,Sample X102,0.088,
E07,Sample X103,0.101,
E08,Sample X104,0.110,
E09,Sample X105,0.099,
E10,Sample X106,0.104,
E11,Sample X107,0.092,
E12,Sample X108,0.102,
E13,Sample X109,0.124,
E14,Sample X110,0.106,
