Well,Content,Well Scan: Average (600),
A01,Sample X1,0.069,
A02,Sample X2,0.080,
A03,Sample X3,0.542,
A04,Sample X4,0.578,
A05,Sample X5,0.537,
A06,Sample X6,0.509,
A07,Sample X7,0.485,
A08,Sample X8,0.157,
A09,Sample X9,0.098,
A10,Sample X10,0.073,
A11,Sample X11,0.068,
A12,Sample X12,0.070,
A13,Sample X13,0.115,
A14,Sample X14,0.083,
A15,Sample X15,0.091,
A16,Sample X16,0.074,
A17,Sample X17,0.071,
A18,Sample X18,0.415,
A19,Sample X19,0.343,
A20,Sample X20,0.487,
A21,Sample X21,0.474,
A22,Sample X22,0.466,
A23,Sample X23,0.065,
A24,Sample X24,0.058,
B01,Sample X25,0.066,
B02,Sample X26,0.310,
B03,Sample X27,0.452,
B04,Sample X28,0.566,
B05,Sample X29,0.520,
B06,Sample X30,0.561,
B07,Sample X31,0.487,
B08,Sample X32,0.522,
B09,Sample X33,0.528,
B10,Sample X34,0.464,
B11,Sample X35,0.478,
B12,Sample X36,0.622,
B13,Sample X37,0.455,
B14,Sample X38,0.475,
B15,Sample X39,0.476,
B16,Sample X40,0.498,
B17,Sample X41,0.509,
B18,Sample X42,0.396,
B19,Sample X43,0.438,
B20,Sample X44,0.446,
B21,Sample X45,0.377,
B22,Sample X46,0.339,
B23,Sample X47,0.063,
B24,Sample X48,0.069,
C01,Sample X49,0.063,
C02,Sample X50,0.070,
C03,Sample X51,0.064,
C04,Sample X52,0.251,
C05,Sample X53,0.284,
C06,Sample X54,0.171,
C07,Sample X55,0.341,
C08,Sample X56,0.258,
C09,Sample X57,0.424,
C10,Sample X58,0.438,
C11,Sample X59,0.470,
C12,Sample X60,0.486,
C13,Sample X61,0.591,
C14,Sample X62,0.485,
C15,Sample X63,0.290,
C16,Sample X64,0.199,
C17,Sample X65,0.388,
C18,Sample X66,0.195,
C19,Sample X67,0.406,
C20,Sample X68,0.433,
C21,Sample X69,0.425,
C22,Sample X70,0.359,
C23,Sample X71,0.070,
C24,Sample X72,0.068,
D01,Sample X73,0.062,
D02,Sample X74,0.067,
D03,Sample X75,0.450,
D04,Sample X76,0.483,
D05,Sample X77,0.262,
D06,Sample X78,0.476,
D07,Sample X79,0.326,
D08,Sample X80,0.500,
D09,Sample X81,0.443,
D10,Sample X82,0.448,
D11,Sample X83,0.401,
D12,Sample X84,0.470,
D13,Sample X85,0.347,
D14,Sample X86,0.467,
D15,Sample X87,0.516,
D16,Sample X88,0.619,
D17,Sample X89,0.479,
D18,Sample X90,0.408,
D19,Sample X91,0.361,
D20,Sample X92,0.446,
D21,Sample X93,0.384,
D22,Sample X94,0.356,
D23,Sample X95,0.072,
D24,Sample X96,0.067,
E01,Sample X97,0.057,
E02,Sample X98,0.057,
E03,Sample X99,0.445,
E04,Sample X100,0.321,
E05,Sample X101,0.290,
E06,Sample X102,0.333,
E07,Sample X103,0.437,
E08,Sample X104,0.485,
E09,Sample X105,0.272,
E10,Sample X106,0.392,
E11,Sample X107,0.464,
E12,Sample X108,0.174,
E13,Sample X109,0.400,
E14,Sample X110,0.172,
E15,Sample X111,0.157,
E16,Sample X112,0.481,
E17,Sample X113,0.249,
E18,Sample X114,0.339,
E19,Sample X115,0.062,
E20,Sample X116,0.197,
E21,Sample X117,0.391,
E22,Sample X118,0.345,
E23,Sample X119,0.067,
E24,Sample X120,0.069,
F01,Sample X121,0.063,
F02,Sample X122,0.061,
F03,Sample X123,0.342,
F04,Sample X124,0.499,
F05,Sample X125,0.322,
F06,Sample X126,0.441,
F07,Sample X127,0.308,
F08,Sample X128,0.485,
F09,Sample X129,0.552,
F10,Sample X130,0.420,
F11,Sample X131,0.446,
F12,Sample X132,0.472,
F13,Sample X133,0.445,
F14,Sample X134,0.440,
F15,Sample X135,0.547,
F16,Sample X136,0.473,
F17,Sample X137,0.360,
F18,Sample X138,0.416,
F19,Sample X139,0.421,
F20,Sample X140,0.474,
F21,Sample X141,0.552,
F22,Sample X142,0.444,
F23,Sample X143,0.067,
F24,Sample X144,0.066,
G01,Sample X145,0.070,
G02,Sample X146,0.059,
G03,Sample X147,0.442,
G04,Sample X148,0.451,
G05,Sample X149,0.418,
G06,Sample X150,0.234,
G07,Sample X151,0.120,
G08,Sample X152,0.353,
G09,Sample X153,0.264,
G10,Sample X154,0.433,
G11,Sample X155,0.129,
G12,Sample X156,0.134,
G13,Sample X157,0.307,
G14,Sample X158,0.291,
G15,Sample X159,0.451,
G16,Sample X160,0.492,
G17,Sample X161,0.595,
G18,Sample X162,0.422,
G19,Sample X163,0.158,
G20,Sample X164,0.502,
G21,Sample X165,0.514,
G22,Sample X166,0.446,
